employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,4.4,8.7,No,<1 day,No,5.1,0.8,0.9,19.51,Yes,Poor - insufficient or unhelpful,1.9,Union
EMP-0001,"Cedar Rapids, Iowa",Plant Management,Management,6.5,10,Yes,>2 days,Yes,0.6,1.8,2.1,44.48,Yes,Good- adequate for most needs,2.6,Non-Union
EMP-0002,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,6.5,3.5,No,>2 days,Yes,4.8,3.9,0.7,31.89,No,,2.7,Union
EMP-0003,"Milwaukee, Wisconsin",Administrative/Support Staff,Back-office/Support,6.6,4.7,Yes,>2 days,Yes,2.1,2.3,2.5,20.83,No,,2.7,Union
EMP-0004,"Champaign, Illinois",Maintenance Technician,Front-line,5.6,4.2,Yes,<1 day,No,4.4,1.3,0.2,23.69,Yes,Excellent- comprehensive and very helpful,2.6,Non-Union
EMP-0005,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,6.4,6.9,Yes,<1 day,No,2.3,2.9,2.9,27.64,No,,3.7,Non-Union
EMP-0006,"Milwaukee, Wisconsin",Production/Manufacturing Operator,Front-line,3.4,5.5,No,1-2 days,Yes,2.3,3.6,1.8,15.89,No,,3.6,Non-Union
EMP-0007,"Kalamazoo, Michigan",Administrative/Support Staff,Back-office/Support,6.9,6.7,No,1-2 days,No,12.1,16.5,8.1,20.07,Yes,Excellent- comprehensive and very helpful,3.3,Union
EMP-0008,"Champaign, Illinois",Maintenance Technician,Front-line,4.9,1,Yes,<1 day,Yes,3.9,3.3,3.6,20.92,No,,4.5,Union
EMP-0009,"Champaign, Illinois",Plant Management,Management,6.2,1,No,>2 days,No,7.4,2.9,2.3,43.56,No,,4.1,Non-Union
EMP-0010,"Cedar Rapids, Iowa",Plant Management,Management,8.4,7.6,Yes,>2 days,No,6.6,3.2,0.1,45.12,Yes,Good- adequate for most needs,3.5,Union
EMP-0011,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,5.2,4.0,Yes,>2 days,Yes,1.7,4.3,1.3,28.82,No,,2.5,Union
EMP-0012,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,4.0,7.5,Yes,1-2 days,No,0.9,1.1,3.0,23.8,Yes,Fair- some gaps or inconsistencies,4.7,Union
EMP-0013,"Champaign, Illinois",Administrative/Support Staff,Back-office/Support,6.6,5.3,Yes,<1 day,No,3.3,3.9,2.6,13.48,Yes,Good- adequate for most needs,2.0,Union
