equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-ROC-000,"Rockford, Illinois",Condiments,Filler,1794,1555,1548,544,0.0929,0.8424,208,185793,1218.11,42747.05
EQ-ROC-001,"Rockford, Illinois",Sauces,Filler,2132,1924,1831,1879,0.0382,0.7374,364,441863,1294.8,35502.21
EQ-ROC-002,"Rockford, Illinois",Canned Vegetables,Boiler,1809,1564,1590,2090,0.0455,0.7255,89,101913,1036.35,12498.1
EQ-ROC-003,"Rockford, Illinois",Sauces,Mixer,4956,4813,4351,1325,0.0679,0.7653,366,409902,1984.47,47872.16
EQ-ROC-004,"Rockford, Illinois",Canned Vegetables,Sealer,3937,3649,3776,793,0.0412,0.8656,290,384040,1153.93,7197.7
EQ-ROC-005,"Rockford, Illinois",Canned Vegetables,Labeler,4034,3696,3606,2690,0.0546,0.8832,327,301979,1148.25,17378.52
EQ-ROC-006,"Rockford, Illinois",Canned Vegetables,Pasteurizer,2355,1805,2258,2171,0.0402,0.7584,441,554746,1993.64,37883.15
EQ-ROC-007,"Rockford, Illinois",Canned Vegetables,Mixer,4620,4340,4404,706,0.0549,0.7782,162,524774,1051.01,45498.35
EQ-ROC-008,"Rockford, Illinois",Canned Vegetables,Boiler,4268,3791,4052,2571,0.0414,0.7343,92,246183,1529.99,48273.09
EQ-ROC-009,"Rockford, Illinois",Sauces,Conveyor,3711,3035,3662,850,0.0888,0.8022,187,307237,890.75,6177.75
EQ-ROC-010,"Rockford, Illinois",Condiments,Mixer,3073,2982,2951,917,0.0416,0.8467,448,439768,1008.22,9372.72
EQ-ROC-011,"Rockford, Illinois",Canned Vegetables,Labeler,1983,1396,1723,1180,0.0454,0.7287,481,133641,970.16,12527.67
EQ-ROC-012,"Rockford, Illinois",Canned Vegetables,Conveyor,4113,3928,3976,528,0.0518,0.7848,460,290576,982.44,19533.59
EQ-ROC-013,"Rockford, Illinois",Canned Vegetables,Boiler,4439,3212,4117,1704,0.0904,0.7839,209,102943,1000.92,38278.64
