employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,8.5,6.8,Yes,1-2 days,No,28.8,12.0,4.0,29.38,No,,2.4,Non-Union
EMP-0001,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,4.0,7.4,No,1-2 days,No,2.4,0.2,3.8,15.89,No,,3.9,Non-Union
EMP-0002,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,3.9,7.6,No,>2 days,No,3.1,1.5,1.3,31.5,No,,3.6,Union
EMP-0003,"Springfield, Illinois",Administrative/Support Staff,Back-office/Support,5.4,10,No,>2 days,No,0.6,2.0,1.3,16.46,No,,2.5,Non-Union
EMP-0004,"Akron, Ohio",Maintenance Technician,Front-line,1.3,3.6,No,1-2 days,No,11.0,6.6,5.6,29.09,Yes,Fair- some gaps or inconsistencies,3.6,Union
EMP-0005,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,4.5,6.2,Yes,<1 day,Yes,17.5,12.9,10.3,23.33,No,,5,Non-Union
EMP-0006,"Akron, Ohio",Maintenance Technician,Front-line,3.6,7.3,No,>2 days,No,12.5,7.8,6.2,24.41,Yes,Good- adequate for most needs,3.7,Non-Union
EMP-0007,"Kalamazoo, Michigan",Production/Manufacturing Operator,Front-line,3.0,7.9,No,1-2 days,No,9.1,8.9,8.7,23.77,No,,3.5,Union
EMP-0008,"Springfield, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,7.7,5.9,No,>2 days,No,3.6,1.9,2.7,36.77,Yes,Good- adequate for most needs,2.9,Union
EMP-0009,"Kalamazoo, Michigan",Quality Control/Quality Assurance,Front-line,3.5,4.6,No,1-2 days,Yes,24.2,4.4,5.6,19.49,No,,3.3,Non-Union
EMP-0010,"Akron, Ohio",Administrative/Support Staff,Back-office/Support,5.3,2.4,Yes,<1 day,Yes,16.7,16.8,7.2,22.54,No,,3.9,Non-Union
EMP-0011,"Kalamazoo, Michigan",Maintenance Technician,Front-line,4.9,5.7,No,1-2 days,Yes,26.7,7.1,9.9,24.04,Yes,Good- adequate for most needs,2.2,Union
EMP-0012,"Kenosha, Wisconsin",Administrative/Support Staff,Back-office/Support,4.7,7.4,No,1-2 days,No,2.8,3.0,0.9,20.0,No,,2.7,Non-Union
EMP-0013,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,7.0,3.6,Yes,1-2 days,Yes,19.9,7.1,8.4,27.73,No,,2.7,Union
EMP-0014,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,4.4,5.1,Yes,<1 day,No,29.8,7.4,3.8,24.85,Yes,Excellent- comprehensive and very helpful,1.5,Union
EMP-0015,"Kenosha, Wisconsin",Plant Management,Management,4.4,6.7,No,>2 days,No,5.7,2.1,3.7,45.21,No,,2.9,Union
EMP-0016,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,2.2,7.6,No,>2 days,No,13.9,12.5,8.6,18.97,No,,3.0,Non-Union
EMP-0017,"Springfield, Illinois",Quality Control/Quality Assurance,Front-line,4.8,6.0,No,<1 day,Yes,5.2,4.7,0.3,22.08,Yes,Good- adequate for most needs,1.6,Non-Union
EMP-0018,"Kalamazoo, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,2.9,4.6,No,1-2 days,No,29.9,12.8,3.4,27.57,Yes,Fair- some gaps or inconsistencies,3.7,Union
EMP-0019,"Springfield, Illinois",Quality Control/Quality Assurance,Front-line,3.4,3.8,Yes,>2 days,Yes,2.5,3.9,2.2,20.23,Yes,Fair- some gaps or inconsistencies,2.2,Non-Union
