equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-SPR-000,"Springfield, Illinois",Sauces,Pasteurizer,4215,3530,4026,1066,0.0864,0.8246,321,560144,844.65,16572.84
EQ-SPR-001,"Springfield, Illinois",Condiments,Pasteurizer,4566,4421,4232,2964,0.0571,0.774,350,254676,1730.12,7335.06
EQ-SPR-002,"Springfield, Illinois",Sauces,Filler,2299,1997,1975,2870,0.0572,0.6994,55,503834,1081.36,6580.74
EQ-SPR-003,"Springfield, Illinois",Sauces,Filler,2769,2100,2620,829,0.0789,0.6841,272,250385,1536.95,17537.22
EQ-SPR-004,"Springfield, Illinois",Canned Vegetables,Sealer,2545,2221,2397,2661,0.069,0.9187,456,253161,1404.27,8543.45
EQ-SPR-005,"Springfield, Illinois",Canned Vegetables,Conveyor,4400,4052,4315,1884,0.0903,0.7525,334,378558,1694.01,37204.44
EQ-SPR-006,"Springfield, Illinois",Sauces,Pasteurizer,2131,1853,2083,1172,0.046,0.74,178,115885,1025.21,9300.5
EQ-SPR-007,"Springfield, Illinois",Sauces,Labeler,1761,1288,1673,1604,0.0345,0.7918,54,452420,1916.58,10518.77
EQ-SPR-008,"Springfield, Illinois",Canned Vegetables,Mixer,4794,3933,4479,2597,0.0964,0.7618,492,338379,1465.17,39487.66
EQ-SPR-009,"Springfield, Illinois",Sauces,Filler,3434,2514,3244,2040,0.0508,0.8297,451,287348,1857.57,15809.01
EQ-SPR-010,"Springfield, Illinois",Sauces,Sealer,2612,2117,2252,1453,0.0748,0.8261,467,199242,1213.75,10131.27
EQ-SPR-011,"Springfield, Illinois",Sauces,Pasteurizer,3442,3267,3256,956,0.0436,0.7875,304,258644,1384.67,44588.07
EQ-SPR-012,"Springfield, Illinois",Condiments,Labeler,3219,2588,2739,1015,0.0944,0.9035,115,149882,1866.88,38146.27
EQ-SPR-013,"Springfield, Illinois",Sauces,Pasteurizer,2652,1859,2595,1766,0.0549,0.9047,309,169833,1040.01,40424.74
EQ-SPR-014,"Springfield, Illinois",Condiments,Pasteurizer,3040,2457,2713,2051,0.0943,0.7527,151,359322,1670.18,16351.36
EQ-SPR-015,"Springfield, Illinois",Condiments,Labeler,2098,1866,1908,2255,0.0463,0.7355,97,203919,1973.47,45758.3
EQ-SPR-016,"Springfield, Illinois",Sauces,Pasteurizer,3199,2280,2862,562,0.071,0.7181,89,205938,1324.1,38899.17
EQ-SPR-017,"Springfield, Illinois",Condiments,Filler,2505,2065,2383,1197,0.0488,0.6837,405,185045,997.3,30122.7
EQ-SPR-018,"Springfield, Illinois",Canned Vegetables,Pasteurizer,3665,3277,3643,2864,0.0465,0.8089,467,112394,907.58,25166.02
EQ-SPR-019,"Springfield, Illinois",Sauces,Pasteurizer,4940,3763,4272,1880,0.0561,0.7687,184,297093,1144.31,21539.98
EQ-SPR-020,"Springfield, Illinois",Sauces,Labeler,4039,3895,3914,831,0.0856,0.751,190,177730,1926.84,24992.69
EQ-SPR-021,"Springfield, Illinois",Canned Vegetables,Mixer,2081,1599,2061,1660,0.0407,0.7193,145,124108,1116.61,44556.12
EQ-SPR-022,"Springfield, Illinois",Condiments,Labeler,1547,1488,1463,1547,0.0687,0.6921,309,145281,1414.01,27302.29
EQ-SPR-023,"Springfield, Illinois",Condiments,Conveyor,1579,1237,1397,1585,0.0615,0.8224,316,149390,1086.88,12576.04
EQ-SPR-024,"Springfield, Illinois",Condiments,Mixer,2413,2078,2054,607,0.0451,0.7778,301,582041,1716.64,19703.05
EQ-SPR-025,"Springfield, Illinois",Sauces,Sealer,1631,1269,1596,1693,0.0611,0.7368,74,470551,1414.54,47702.5
EQ-SPR-026,"Springfield, Illinois",Condiments,Boiler,4259,4001,4094,932,0.0804,0.7351,357,170151,1697.03,35430.4
EQ-SPR-027,"Springfield, Illinois",Condiments,Conveyor,4386,3648,4065,547,0.0623,0.7396,93,182082,1191.13,15554.87
EQ-SPR-028,"Springfield, Illinois",Canned Vegetables,Boiler,2164,1552,2032,707,0.0576,0.6772,460,404763,964.08,7021.31
EQ-SPR-029,"Springfield, Illinois",Sauces,Pasteurizer,3504,3335,3122,1868,0.0521,0.8707,214,424686,1608.11,23720.83
EQ-SPR-030,"Springfield, Illinois",Sauces,Boiler,4319,3038,3954,989,0.0779,0.7583,304,598709,1569.47,10922.61
EQ-SPR-031,"Springfield, Illinois",Sauces,Sealer,2806,2520,2551,1905,0.0346,0.805,219,319916,1804.89,20810.69
EQ-SPR-032,"Springfield, Illinois",Sauces,Boiler,4657,4387,4193,2565,0.0841,0.8256,271,266384,851.13,47000.81
EQ-SPR-033,"Springfield, Illinois",Condiments,Conveyor,4923,4465,4314,670,0.0824,0.8109,216,219106,1479.4,45483.8
EQ-SPR-034,"Springfield, Illinois",Canned Vegetables,Filler,3244,2812,3028,1878,0.0995,0.7411,412,492319,1849.47,48228.65
EQ-SPR-035,"Springfield, Illinois",Canned Vegetables,Filler,4453,4259,4271,577,0.0651,0.7684,389,122939,1734.54,23626.07
EQ-SPR-036,"Springfield, Illinois",Sauces,Pasteurizer,2522,2374,2487,873,0.0329,0.7531,489,527153,1265.47,21436.04
EQ-SPR-037,"Springfield, Illinois",Sauces,Sealer,3755,3363,3490,2635,0.0605,0.8862,353,402628,1776.48,49243.75
EQ-SPR-038,"Springfield, Illinois",Condiments,Labeler,3100,2620,2824,828,0.0943,0.7002,319,170938,878.4,29692.78
EQ-SPR-039,"Springfield, Illinois",Canned Vegetables,Sealer,4399,3684,3759,2618,0.044,0.7581,115,498734,1987.03,42961.48
EQ-SPR-040,"Springfield, Illinois",Sauces,Conveyor,2890,2425,2625,2964,0.0799,0.7312,233,415266,1730.95,39434.43
EQ-SPR-041,"Springfield, Illinois",Sauces,Pasteurizer,3486,3242,3106,2139,0.0909,0.8704,207,345101,1011.39,23173.27
EQ-SPR-042,"Springfield, Illinois",Canned Vegetables,Mixer,3982,3356,3782,2191,0.0571,0.8118,128,195117,1089.15,11845.11
EQ-SPR-043,"Springfield, Illinois",Condiments,Conveyor,2392,1711,2170,2953,0.0557,0.8932,352,143434,1231.7,32402.89
EQ-SPR-044,"Springfield, Illinois",Canned Vegetables,Boiler,1851,1725,1704,760,0.0776,0.7706,402,559362,1290.57,16848.25
EQ-SPR-045,"Springfield, Illinois",Sauces,Conveyor,2798,2616,2482,1163,0.0619,0.7204,269,300700,1697.92,20081.73
EQ-SPR-046,"Springfield, Illinois",Canned Vegetables,Pasteurizer,4237,3060,4133,2096,0.0897,0.7587,167,173540,1298.45,44513.84
EQ-SPR-047,"Springfield, Illinois",Condiments,Sealer,2579,2315,2410,2538,0.0504,0.7174,314,227621,1963.44,18298.26
EQ-SPR-048,"Springfield, Illinois",Condiments,Sealer,4182,3335,3686,904,0.079,0.7201,213,500336,1798.6,39177.28
EQ-SPR-049,"Springfield, Illinois",Canned Vegetables,Mixer,3572,3371,3387,1243,0.0587,0.7579,449,434106,1402.3,16659.44
EQ-SPR-050,"Springfield, Illinois",Condiments,Labeler,4608,4246,4228,2841,0.0324,0.8983,107,583940,1596.93,44966.26
EQ-SPR-051,"Springfield, Illinois",Condiments,Sealer,4329,3792,3695,2230,0.0592,0.8646,126,336486,1612.89,31168.38
EQ-SPR-052,"Springfield, Illinois",Sauces,Conveyor,2140,1817,2021,2429,0.0908,0.7675,464,464644,1624.58,45450.52
EQ-SPR-053,"Springfield, Illinois",Condiments,Pasteurizer,4687,3662,4634,1334,0.078,0.6924,53,457368,1268.34,41618.91
EQ-SPR-054,"Springfield, Illinois",Sauces,Filler,1579,1487,1352,539,0.0554,0.7244,430,507722,1966.99,48136.67
EQ-KEN-055,"Kenosha, Wisconsin",Canned Vegetables,Sealer,4315,3930,4283,536,0.0714,0.7702,254,206511,1273.02,31959.73
EQ-KEN-056,"Kenosha, Wisconsin",Condiments,Sealer,2014,1744,1956,816,0.0324,0.6889,390,114806,935.23,25791.01
EQ-KEN-057,"Kenosha, Wisconsin",Canned Vegetables,Sealer,4606,4219,4465,1378,0.0971,0.8051,199,436694,1991.04,24587.99
EQ-KEN-058,"Kenosha, Wisconsin",Condiments,Filler,4771,4658,4204,2190,0.0893,0.8334,331,528977,1470.83,12467.31
EQ-KEN-059,"Kenosha, Wisconsin",Condiments,Boiler,3837,3480,3478,1765,0.0838,0.7811,333,340242,1174.75,37271.11
EQ-KEN-060,"Kenosha, Wisconsin",Canned Vegetables,Labeler,3362,2606,3331,1023,0.0341,0.8165,99,185474,1621.06,47473.57
EQ-KEN-061,"Kenosha, Wisconsin",Sauces,Mixer,4181,3461,3826,1192,0.0967,0.7748,301,315602,1090.45,40815.64
EQ-KEN-062,"Kenosha, Wisconsin",Condiments,Filler,4886,3752,4172,1966,0.0926,0.7039,244,275276,1304.3,18029.18
EQ-KEN-063,"Kenosha, Wisconsin",Canned Vegetables,Pasteurizer,4883,4525,4312,602,0.0701,0.7593,461,301629,1555.76,24588.0
EQ-KEN-064,"Kenosha, Wisconsin",Sauces,Mixer,3324,2467,2919,2358,0.0799,0.7831,121,225487,1207.41,37293.83
EQ-KEN-065,"Kenosha, Wisconsin",Condiments,Pasteurizer,4029,3881,3509,2576,0.0704,0.8104,354,302303,1011.9,30204.12
EQ-KEN-066,"Kenosha, Wisconsin",Canned Vegetables,Mixer,4784,4062,4513,1542,0.091,0.7811,366,314791,1504.33,6545.81
EQ-KEN-067,"Kenosha, Wisconsin",Sauces,Mixer,1642,1344,1595,2285,0.038,0.8665,426,400669,950.59,7861.62
EQ-KEN-068,"Kenosha, Wisconsin",Condiments,Labeler,1813,1516,1622,2698,0.0843,0.786,308,336337,1710.7,42069.63
EQ-KEN-069,"Kenosha, Wisconsin",Canned Vegetables,Conveyor,2307,2148,2100,888,0.057,0.8643,380,210019,1655.71,23254.07
EQ-KEN-070,"Kenosha, Wisconsin",Condiments,Pasteurizer,2829,2532,2557,2739,0.0585,0.8678,213,260337,1187.07,45161.87
EQ-KEN-071,"Kenosha, Wisconsin",Canned Vegetables,Pasteurizer,4160,3533,4055,2961,0.0971,0.6405,321,337628,1819.87,17540.97
EQ-KEN-072,"Kenosha, Wisconsin",Canned Vegetables,Conveyor,4865,4113,4420,940,0.0928,0.7771,78,128459,1747.52,14800.61
EQ-KEN-073,"Kenosha, Wisconsin",Condiments,Filler,2290,1724,2266,1890,0.0352,0.7606,420,152488,1996.75,7560.41
EQ-KEN-074,"Kenosha, Wisconsin",Canned Vegetables,Sealer,1844,1783,1606,2576,0.0477,0.6561,77,551609,1098.28,21655.3
EQ-KEN-075,"Kenosha, Wisconsin",Canned Vegetables,Labeler,1532,1485,1394,631,0.0669,0.8236,497,280398,1114.09,20031.92
EQ-KEN-076,"Kenosha, Wisconsin",Sauces,Sealer,2037,1694,1961,1148,0.0958,0.7978,261,385465,999.37,16660.42
EQ-KEN-077,"Kenosha, Wisconsin",Condiments,Filler,4223,3386,3859,1795,0.0509,0.694,88,235021,1441.29,42868.29
EQ-KEN-078,"Kenosha, Wisconsin",Condiments,Mixer,2615,2061,2397,2956,0.0534,0.7214,79,305335,1554.3,24597.47
EQ-KEN-079,"Kenosha, Wisconsin",Canned Vegetables,Sealer,4221,3428,3862,1633,0.0393,0.7355,228,252638,1510.25,26781.96
EQ-KEN-080,"Kenosha, Wisconsin",Canned Vegetables,Sealer,3119,2580,2891,2077,0.0586,0.7281,463,563993,1796.23,28629.36
EQ-KEN-081,"Kenosha, Wisconsin",Condiments,Mixer,2427,2207,2366,2388,0.0508,0.6889,100,537563,1369.18,9940.09
EQ-KEN-082,"Kenosha, Wisconsin",Condiments,Pasteurizer,2519,2414,2164,1034,0.0812,0.7853,147,213519,1327.83,30304.73
EQ-KEN-083,"Kenosha, Wisconsin",Canned Vegetables,Labeler,3131,2359,2669,1460,0.0749,0.834,491,263053,1178.87,8967.11
EQ-KEN-084,"Kenosha, Wisconsin",Canned Vegetables,Boiler,2767,2647,2661,2784,0.0601,0.7277,314,336067,1769.86,33056.76
EQ-KEN-085,"Kenosha, Wisconsin",Sauces,Boiler,1768,1701,1597,736,0.0719,0.7509,252,136665,1393.68,28513.06
EQ-KEN-086,"Kenosha, Wisconsin",Canned Vegetables,Sealer,1692,1570,1603,1693,0.0862,0.7232,313,469354,1984.03,21806.05
EQ-KEN-087,"Kenosha, Wisconsin",Sauces,Pasteurizer,1784,1378,1756,1864,0.0963,0.7776,121,556280,1876.87,17420.17
EQ-KEN-088,"Kenosha, Wisconsin",Condiments,Boiler,1941,1392,1676,2554,0.0512,0.775,482,317838,1160.06,32148.04
EQ-KEN-089,"Kenosha, Wisconsin",Canned Vegetables,Boiler,2756,1969,2710,1524,0.0903,0.78,115,138156,1032.08,44051.41
EQ-KEN-090,"Kenosha, Wisconsin",Canned Vegetables,Mixer,2688,2075,2669,2415,0.0754,0.7406,427,177784,1179.89,46200.44
EQ-KEN-091,"Kenosha, Wisconsin",Condiments,Sealer,4310,3369,4102,2425,0.0685,0.7821,434,215103,1441.29,48813.22
EQ-KEN-092,"Kenosha, Wisconsin",Canned Vegetables,Sealer,4509,3766,3833,656,0.0345,0.7892,431,160133,1653.83,12395.37
EQ-KEN-093,"Kenosha, Wisconsin",Canned Vegetables,Mixer,1685,1238,1561,1389,0.049,0.6681,319,259805,1985.02,39851.13
EQ-KEN-094,"Kenosha, Wisconsin",Sauces,Filler,3510,3328,3220,2038,0.0336,0.81,63,466223,1979.98,12757.51
EQ-KEN-095,"Kenosha, Wisconsin",Condiments,Filler,2820,2339,2739,865,0.0305,0.7192,81,474081,1371.84,47495.52
EQ-KEN-096,"Kenosha, Wisconsin",Canned Vegetables,Filler,2101,1676,1934,1478,0.0332,0.7139,419,275120,1745.63,49882.29
EQ-KEN-097,"Kenosha, Wisconsin",Sauces,Conveyor,3165,2471,2952,1962,0.0592,0.7452,307,452955,1154.22,24027.81
EQ-KEN-098,"Kenosha, Wisconsin",Canned Vegetables,Mixer,2631,2310,2534,841,0.0874,0.7901,153,418658,1987.75,38035.47
EQ-KEN-099,"Kenosha, Wisconsin",Sauces,Filler,1779,1685,1591,2162,0.0938,0.7973,456,537452,1122.96,5742.7
EQ-KEN-100,"Kenosha, Wisconsin",Canned Vegetables,Boiler,2088,1832,1988,2328,0.0785,0.7699,181,537709,883.97,8440.43
EQ-KEN-101,"Kenosha, Wisconsin",Condiments,Boiler,4065,2920,3463,676,0.0391,0.7339,365,190587,1510.07,19803.89
EQ-KEN-102,"Kenosha, Wisconsin",Condiments,Conveyor,1559,1406,1483,1983,0.0726,0.7891,76,461116,1654.95,38546.11
EQ-KEN-103,"Kenosha, Wisconsin",Sauces,Sealer,4426,3432,4319,2530,0.0895,0.8404,436,145624,1079.09,13433.14
EQ-DES-104,"Des Moines, Iowa",Condiments,Sealer,4327,3472,3835,1862,0.0344,0.7043,414,583876,941.67,23371.91
EQ-DES-105,"Des Moines, Iowa",Canned Vegetables,Mixer,2456,1829,2331,1502,0.0876,0.7843,130,224408,1705.17,16092.75
EQ-DES-106,"Des Moines, Iowa",Sauces,Pasteurizer,3644,3137,3452,1961,0.047,0.7698,322,206370,1007.53,40387.87
EQ-DES-107,"Des Moines, Iowa",Condiments,Conveyor,3751,3152,3518,1713,0.0495,0.7602,406,529660,1686.15,17042.32
EQ-DES-108,"Des Moines, Iowa",Sauces,Labeler,2825,2165,2466,1910,0.0968,0.7564,358,450385,1701.59,20723.19
EQ-DES-109,"Des Moines, Iowa",Canned Vegetables,Pasteurizer,4264,3179,3761,2989,0.034,0.7397,436,362913,1807.94,24648.17
EQ-DES-110,"Des Moines, Iowa",Sauces,Boiler,1929,1821,1672,2101,0.0354,0.7502,135,551452,1679.87,22643.96
EQ-DES-111,"Des Moines, Iowa",Condiments,Mixer,1677,1360,1542,2029,0.0526,0.741,221,531853,1385.29,5222.65
EQ-DES-112,"Des Moines, Iowa",Sauces,Labeler,4361,3228,4222,1012,0.0888,0.6585,220,284274,1302.7,22546.2
EQ-DES-113,"Des Moines, Iowa",Condiments,Pasteurizer,2023,1505,1791,2940,0.0923,0.7843,219,383214,1592.88,36856.28
EQ-DES-114,"Des Moines, Iowa",Sauces,Labeler,2212,1844,2005,1581,0.0444,0.7905,270,179632,1337.07,5541.57
EQ-DES-115,"Des Moines, Iowa",Canned Vegetables,Boiler,2318,2060,2221,828,0.0686,0.7389,357,190426,1642.31,29122.55
EQ-DES-116,"Des Moines, Iowa",Canned Vegetables,Labeler,2617,1881,2431,1881,0.0889,0.7136,388,100268,1927.89,27757.12
EQ-DES-117,"Des Moines, Iowa",Sauces,Sealer,1693,1357,1628,2104,0.0962,0.6508,260,484154,1487.92,47135.92
EQ-DES-118,"Des Moines, Iowa",Sauces,Sealer,3717,3211,3234,1961,0.0349,0.7387,66,300900,1429.52,15095.97
EQ-DES-119,"Des Moines, Iowa",Sauces,Sealer,3334,2649,3059,1462,0.0953,0.7086,357,410298,1284.04,10987.34
EQ-DES-120,"Des Moines, Iowa",Canned Vegetables,Labeler,2569,2085,2298,1947,0.0919,0.8287,290,377348,1048.32,7420.35
EQ-DES-121,"Des Moines, Iowa",Canned Vegetables,Labeler,3952,3065,3943,1108,0.0799,0.7537,275,403926,1013.88,28713.65
EQ-DES-122,"Des Moines, Iowa",Sauces,Filler,4086,3782,3861,1535,0.0377,0.6811,422,184527,891.9,44960.64
