equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-BLO-000,"Bloomington, Illinois",Canned Vegetables,Mixer,4844,3812,4773,631,0.0677,0.7333,409,385758,1172.27,45437.67
EQ-BLO-001,"Bloomington, Illinois",Canned Vegetables,Mixer,3729,2889,3553,1925,0.0938,0.7962,433,389945,1258.0,26224.47
EQ-BLO-002,"Bloomington, Illinois",Canned Vegetables,Conveyor,4215,3402,3779,1046,0.0546,0.7774,395,353561,987.6,8097.01
EQ-BLO-003,"Bloomington, Illinois",Condiments,Labeler,2182,1703,1954,1680,0.0675,0.7813,162,316029,1173.28,11092.11
EQ-BLO-004,"Bloomington, Illinois",Sauces,Sealer,2935,2614,2547,606,0.0684,0.6756,398,440688,983.34,43269.75
EQ-BLO-005,"Bloomington, Illinois",Canned Vegetables,Boiler,4719,4621,4078,1290,0.0498,0.8437,78,116954,1960.73,43470.42
EQ-BLO-006,"Bloomington, Illinois",Sauces,Labeler,4926,4450,4865,947,0.0353,0.5911,180,266197,828.22,12794.05
EQ-BLO-007,"Bloomington, Illinois",Sauces,Sealer,2150,1834,2127,730,0.0824,0.7159,135,388079,1613.85,44668.09
EQ-BLO-008,"Bloomington, Illinois",Condiments,Pasteurizer,3467,2918,3334,529,0.0623,0.779,456,375028,1276.11,10228.72
EQ-BLO-009,"Bloomington, Illinois",Condiments,Pasteurizer,2943,2810,2583,1327,0.0609,0.7755,61,400963,969.19,45517.38
EQ-BLO-010,"Bloomington, Illinois",Condiments,Pasteurizer,2115,1935,1967,1841,0.0727,0.7938,302,225479,1912.22,16510.4
EQ-BLO-011,"Bloomington, Illinois",Condiments,Sealer,3717,2754,3514,1063,0.0674,0.905,112,568962,1617.25,5175.57
EQ-BLO-012,"Bloomington, Illinois",Condiments,Labeler,3644,3346,3369,1780,0.1,0.8442,225,594100,1504.49,49527.89
