equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-BLO-000,"Bloomington, Illinois",Canned Vegetables,30614.79,24029.12
EQ-BLO-001,"Bloomington, Illinois",Canned Vegetables,46013.67,16071.11
EQ-BLO-002,"Bloomington, Illinois",Canned Vegetables,19065.06,22163.7
EQ-BLO-003,"Bloomington, Illinois",Condiments,25028.36,5914.18
EQ-BLO-004,"Bloomington, Illinois",Sauces,29640.88,29832.34
EQ-BLO-005,"Bloomington, Illinois",Canned Vegetables,11419.9,14167.33
EQ-BLO-006,"Bloomington, Illinois",Sauces,7782.58,25408.81
EQ-BLO-007,"Bloomington, Illinois",Sauces,51607.23,17776.18
EQ-BLO-008,"Bloomington, Illinois",Condiments,29815.35,24410.27
EQ-BLO-009,"Bloomington, Illinois",Condiments,23666.31,27502.39
EQ-BLO-010,"Bloomington, Illinois",Condiments,31345.73,27480.57
EQ-BLO-011,"Bloomington, Illinois",Condiments,62018.37,15010.56
EQ-BLO-012,"Bloomington, Illinois",Condiments,89381.75,17722.75
EQ-BLO-013,"Bloomington, Illinois",Canned Vegetables,12299.23,27919.68
EQ-BLO-014,"Bloomington, Illinois",Sauces,28634.17,29117.32
EQ-BLO-015,"Bloomington, Illinois",Condiments,10211.06,28092.21
EQ-BLO-016,"Bloomington, Illinois",Condiments,14175.29,16125.87
EQ-BLO-017,"Bloomington, Illinois",Sauces,16598.5,28024.69
EQ-BLO-018,"Bloomington, Illinois",Sauces,9531.97,18374.63
EQ-BLO-019,"Bloomington, Illinois",Canned Vegetables,22272.75,7416.08
EQ-BLO-020,"Bloomington, Illinois",Condiments,23434.28,2851.59
EQ-BLO-021,"Bloomington, Illinois",Canned Vegetables,31751.95,20205.07
EQ-BLO-022,"Bloomington, Illinois",Canned Vegetables,25878.83,24929.08
EQ-BLO-023,"Bloomington, Illinois",Condiments,19680.37,19489.85
EQ-BLO-024,"Bloomington, Illinois",Condiments,47947.15,2836.09
EQ-BLO-025,"Bloomington, Illinois",Canned Vegetables,31605.85,15659.89
EQ-BLO-026,"Bloomington, Illinois",Canned Vegetables,25457.1,21720.75
EQ-BLO-027,"Bloomington, Illinois",Sauces,43536.13,25384.16
EQ-BLO-028,"Bloomington, Illinois",Condiments,74066.7,16160.22
EQ-BLO-029,"Bloomington, Illinois",Condiments,16045.76,10710.72
EQ-BLO-030,"Bloomington, Illinois",Condiments,16890.71,20664.05
EQ-BLO-031,"Bloomington, Illinois",Condiments,30811.56,29527.65
EQ-BLO-032,"Bloomington, Illinois",Sauces,7727.4,25611.8
EQ-BLO-033,"Bloomington, Illinois",Sauces,14349.8,11130.42
EQ-BLO-034,"Bloomington, Illinois",Sauces,45741.99,16439.67
EQ-BLO-035,"Bloomington, Illinois",Sauces,9356.45,20229.47
EQ-BLO-036,"Bloomington, Illinois",Canned Vegetables,33841.91,10966.48
EQ-BLO-037,"Bloomington, Illinois",Canned Vegetables,29315.18,4676.92
EQ-BLO-038,"Bloomington, Illinois",Condiments,16572.8,19802.96
EQ-BLO-039,"Bloomington, Illinois",Canned Vegetables,55790.28,4066.46
EQ-BLO-040,"Bloomington, Illinois",Condiments,10341.46,27109.09
EQ-BLO-041,"Bloomington, Illinois",Sauces,65619.6,4206.53
EQ-BLO-042,"Bloomington, Illinois",Canned Vegetables,50847.04,20969.3
EQ-BLO-043,"Bloomington, Illinois",Condiments,15738.8,4008.82
EQ-BLO-044,"Bloomington, Illinois",Sauces,37252.7,23332.54
EQ-BLO-045,"Bloomington, Illinois",Condiments,20763.34,23146.31
EQ-BLO-046,"Bloomington, Illinois",Condiments,56855.08,8566.4
EQ-BLO-047,"Bloomington, Illinois",Sauces,26915.93,4134.52
EQ-BLO-048,"Bloomington, Illinois",Condiments,23219.16,4594.46
EQ-BLO-049,"Bloomington, Illinois",Sauces,54983.06,20525.18
EQ-BLO-050,"Bloomington, Illinois",Sauces,48343.96,21846.74
EQ-BLO-051,"Bloomington, Illinois",Canned Vegetables,39311.56,6219.07
EQ-BLO-052,"Bloomington, Illinois",Sauces,38105.27,28664.02
EQ-BLO-053,"Bloomington, Illinois",Sauces,54131.63,9722.07
EQ-GRE-054,"Green Bay, Wisconsin",Sauces,17464.96,29791.48
EQ-GRE-055,"Green Bay, Wisconsin",Canned Vegetables,23098.66,23607.45
EQ-GRE-056,"Green Bay, Wisconsin",Canned Vegetables,47352.54,17859.27
EQ-GRE-057,"Green Bay, Wisconsin",Canned Vegetables,43224.01,25974.7
EQ-GRE-058,"Green Bay, Wisconsin",Sauces,91795.19,3716.73
EQ-GRE-059,"Green Bay, Wisconsin",Sauces,9625.01,14584.29
EQ-GRE-060,"Green Bay, Wisconsin",Sauces,48338.31,16619.49
EQ-GRE-061,"Green Bay, Wisconsin",Sauces,9967.69,5288.38
EQ-GRE-062,"Green Bay, Wisconsin",Canned Vegetables,61723.54,13497.04
EQ-GRE-063,"Green Bay, Wisconsin",Canned Vegetables,60793.73,9997.49
EQ-GRE-064,"Green Bay, Wisconsin",Sauces,26546.38,6004.61
EQ-GRE-065,"Green Bay, Wisconsin",Canned Vegetables,45821.63,16758.42
EQ-GRE-066,"Green Bay, Wisconsin",Condiments,20171.4,10865.73
EQ-GRE-067,"Green Bay, Wisconsin",Condiments,19278.35,5450.7
EQ-GRE-068,"Green Bay, Wisconsin",Sauces,22999.88,9514.73
EQ-GRE-069,"Green Bay, Wisconsin",Sauces,28554.65,15674.5
EQ-GRE-070,"Green Bay, Wisconsin",Canned Vegetables,12446.24,9449.36
EQ-GRE-071,"Green Bay, Wisconsin",Canned Vegetables,6464.06,28605.72
EQ-GRE-072,"Green Bay, Wisconsin",Sauces,76919.34,11993.11
EQ-GRE-073,"Green Bay, Wisconsin",Canned Vegetables,47360.89,6782.26
EQ-GRE-074,"Green Bay, Wisconsin",Sauces,84896.94,17852.09
EQ-GRE-075,"Green Bay, Wisconsin",Canned Vegetables,9897.6,21953.2
EQ-GRE-076,"Green Bay, Wisconsin",Condiments,21880.81,19652.38
EQ-GRE-077,"Green Bay, Wisconsin",Canned Vegetables,38682.1,6400.1
EQ-GRE-078,"Green Bay, Wisconsin",Canned Vegetables,28001.84,6600.8
EQ-GRE-079,"Green Bay, Wisconsin",Sauces,10737.01,15970.35
EQ-GRE-080,"Green Bay, Wisconsin",Condiments,15575.65,27103.9
EQ-GRE-081,"Green Bay, Wisconsin",Canned Vegetables,78448.42,13590.31
EQ-GRE-082,"Green Bay, Wisconsin",Sauces,43545.67,9342.78
EQ-GRE-083,"Green Bay, Wisconsin",Canned Vegetables,40912.16,29541.27
EQ-GRE-084,"Green Bay, Wisconsin",Sauces,31411.41,21168.23
EQ-GRE-085,"Green Bay, Wisconsin",Sauces,50092.74,29756.48
EQ-GRE-086,"Green Bay, Wisconsin",Canned Vegetables,28511.89,19105.11
EQ-GRE-087,"Green Bay, Wisconsin",Canned Vegetables,20097.64,21552.13
EQ-GRE-088,"Green Bay, Wisconsin",Condiments,13586.72,22934.52
EQ-GRE-089,"Green Bay, Wisconsin",Sauces,17813.45,13058.59
EQ-GRE-090,"Green Bay, Wisconsin",Sauces,23496.14,27442.34
EQ-GRE-091,"Green Bay, Wisconsin",Canned Vegetables,69175.29,3309.09
EQ-GRE-092,"Green Bay, Wisconsin",Condiments,39957.1,13821.23
