employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Flint, Michigan",Quality Control/Quality Assurance,Front-line,7.7,10,Yes,<1 day,No,27.9,17.3,10.3,21.75,Yes,Fair- some gaps or inconsistencies,3.0,Union
EMP-0001,"Flint, Michigan",Quality Control/Quality Assurance,Front-line,6.1,3.9,Yes,1-2 days,Yes,18.2,7.1,5.5,27.33,No,,3.2,Non-Union
EMP-0002,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,10,2.2,No,<1 day,No,6.1,3.5,0.9,33.0,No,,3.2,Union
EMP-0003,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,7.0,7.2,No,<1 day,Yes,0.2,3.5,2.3,28.62,Yes,Excellent- comprehensive and very helpful,4.5,Union
EMP-0004,"Cedar Rapids, Iowa",Administrative/Support Staff,Back-office/Support,9.0,6.1,Yes,1-2 days,No,2.1,2.2,3.5,16.66,No,,5,Union
EMP-0005,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,6.2,4.6,No,>2 days,Yes,6.1,4.0,0.1,22.33,No,,4.6,Non-Union
EMP-0006,"Cleveland, Ohio",Maintenance Technician,Front-line,6.1,8.0,No,1-2 days,Yes,13.6,6.3,4.7,21.81,No,,3.6,Non-Union
EMP-0007,"Flint, Michigan",Production/Manufacturing Operator,Front-line,7.8,3.1,No,>2 days,No,17.1,8.2,5.9,13.54,No,,3.2,Union
EMP-0008,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,5.3,3.3,No,<1 day,No,3.1,4.3,2.6,36.64,No,,3.0,Union
EMP-0009,"Cleveland, Ohio",Production/Manufacturing Operator,Front-line,1.3,8.1,Yes,<1 day,Yes,24.0,14.0,11.6,20.19,Yes,Excellent- comprehensive and very helpful,3.5,Union
EMP-0010,"Flint, Michigan",Plant Management,Management,6.4,5.7,Yes,<1 day,Yes,22.6,5.3,3.4,42.85,No,,3.3,Union
EMP-0011,"Madison, Wisconsin",Maintenance Technician,Front-line,3.2,6.4,No,>2 days,Yes,5.0,4.4,0.8,24.88,Yes,Poor - insufficient or unhelpful,3.9,Union
