equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-CHA-000,"Champaign, Illinois",Canned Vegetables,Boiler,2882,2478,2510,2150,0.0792,0.9,217,563876,880.88,35514.48
EQ-CHA-001,"Champaign, Illinois",Canned Vegetables,Mixer,4895,3599,4835,1476,0.0531,0.7155,235,335127,936.82,29250.2
EQ-CHA-002,"Champaign, Illinois",Condiments,Labeler,4484,4155,4019,1150,0.0343,0.7898,495,428647,1888.34,9109.28
EQ-CHA-003,"Champaign, Illinois",Canned Vegetables,Mixer,2956,2375,2591,2817,0.058,0.8416,452,276943,1868.79,11086.73
EQ-CHA-004,"Champaign, Illinois",Condiments,Labeler,4536,4178,4153,1045,0.0751,0.7995,417,330072,1479.8,38162.34
EQ-CHA-005,"Champaign, Illinois",Sauces,Pasteurizer,3099,2185,3082,929,0.0572,0.8439,155,404840,1256.05,6750.83
EQ-CHA-006,"Champaign, Illinois",Sauces,Mixer,1920,1683,1812,1296,0.0332,0.7422,386,299642,1790.54,11083.89
EQ-CHA-007,"Champaign, Illinois",Condiments,Filler,3425,2667,2929,2006,0.0443,0.8461,356,369590,945.37,7072.97
EQ-CHA-008,"Champaign, Illinois",Canned Vegetables,Mixer,1946,1381,1910,2728,0.0416,0.7657,479,549312,904.47,21150.94
EQ-CHA-009,"Champaign, Illinois",Canned Vegetables,Mixer,2774,2102,2579,807,0.0516,0.7177,180,167716,1579.84,17794.47
EQ-CHA-010,"Champaign, Illinois",Condiments,Labeler,2698,2383,2416,2566,0.0484,0.7057,403,493684,1012.22,15797.72
EQ-CHA-011,"Champaign, Illinois",Condiments,Mixer,2702,2284,2600,1205,0.0626,0.804,354,248520,989.2,39300.88
EQ-CHA-012,"Champaign, Illinois",Condiments,Sealer,4548,4024,3909,615,0.0475,0.7861,465,303050,1651.31,16757.12
EQ-CHA-013,"Champaign, Illinois",Sauces,Mixer,3190,2530,2962,1597,0.0544,0.83,461,347824,1911.43,19089.82
EQ-CHA-014,"Champaign, Illinois",Canned Vegetables,Filler,2720,2251,2554,1443,0.0805,0.8105,120,596327,1476.05,20914.01
EQ-CHA-015,"Champaign, Illinois",Sauces,Pasteurizer,3485,2529,3181,2917,0.0436,0.7951,336,135477,1900.54,43291.4
EQ-CHA-016,"Champaign, Illinois",Sauces,Boiler,1645,1335,1441,690,0.0588,0.7984,285,190637,1426.02,48761.98
EQ-CHA-017,"Champaign, Illinois",Canned Vegetables,Filler,4596,3579,4541,1750,0.0846,0.7881,116,308650,987.4,37674.28
EQ-CHA-018,"Champaign, Illinois",Sauces,Labeler,4653,4343,4058,1307,0.0517,0.8104,274,378519,1245.2,30929.86
EQ-CHA-019,"Champaign, Illinois",Canned Vegetables,Conveyor,3210,2653,3088,2339,0.0697,0.7792,453,419534,1803.49,9906.55
EQ-CHA-020,"Champaign, Illinois",Sauces,Pasteurizer,4449,3286,4340,1321,0.0804,0.816,57,589044,857.38,30199.28
EQ-CHA-021,"Champaign, Illinois",Sauces,Conveyor,1901,1675,1801,2731,0.0377,0.8745,459,344354,1234.78,20937.67
