employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Toledo, Ohio",Maintenance Technician,Front-line,2.7,5.2,No,>2 days,Yes,25.7,15.0,8.2,26.29,No,,3.7,Union
EMP-0001,"Madison, Wisconsin",Plant Management,Management,6.1,3.5,No,>2 days,Yes,7.2,2.3,1.6,41.04,Yes,Fair- some gaps or inconsistencies,3.4,Non-Union
EMP-0002,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,6.2,3.2,No,1-2 days,Yes,28.1,17.8,10.8,25.5,Yes,Good- adequate for most needs,4.9,Non-Union
EMP-0003,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,3.7,3.9,Yes,<1 day,Yes,13.3,9.1,8.8,22.45,No,,3.7,Non-Union
EMP-0004,"Iowa City, Iowa",Quality Control/Quality Assurance,Front-line,6.7,7.2,No,>2 days,Yes,6.4,3.1,2.1,19.3,No,,2.8,Union
EMP-0005,"Toledo, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,5.8,5.2,No,<1 day,Yes,11.0,8.5,7.9,19.33,Yes,Fair- some gaps or inconsistencies,3.0,Union
EMP-0006,"Iowa City, Iowa",Quality Control/Quality Assurance,Front-line,4.5,6.0,No,<1 day,Yes,3.1,2.3,3.2,20.23,No,,3.2,Non-Union
EMP-0007,"Champaign, Illinois",Administrative/Support Staff,Back-office/Support,6.1,4.5,No,>2 days,Yes,1.4,3.8,0.0,24.17,Yes,Good- adequate for most needs,2.6,Non-Union
EMP-0008,"Madison, Wisconsin",Plant Management,Management,8.1,2.4,Yes,1-2 days,No,6.6,1.0,2.2,44.0,No,,3.6,Union
EMP-0009,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,6.9,7.0,No,>2 days,No,24.4,13.0,5.0,25.41,Yes,Good- adequate for most needs,5,Union
EMP-0010,"Madison, Wisconsin",Plant Management,Management,9.7,7.6,Yes,>2 days,No,5.7,0.5,2.5,43.4,Yes,Good- adequate for most needs,3.2,Non-Union
EMP-0011,"Toledo, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,9.0,6.2,No,>2 days,No,22.4,14.9,8.2,23.31,No,,4.2,Non-Union
EMP-0012,"Iowa City, Iowa",Quality Control/Quality Assurance,Front-line,6.7,4.5,Yes,<1 day,Yes,0.6,1.5,2.3,20.13,No,,5,Non-Union
EMP-0013,"Madison, Wisconsin",Plant Management,Management,8.0,4.5,No,<1 day,No,3.1,1.3,1.8,45.35,No,,3.8,Union
EMP-0014,"Madison, Wisconsin",Demand Planning/Forecasting,Back-office/Support,9.1,7.5,Yes,<1 day,Yes,1.4,3.6,3.5,29.33,Yes,Excellent- comprehensive and very helpful,5,Union
EMP-0015,"Iowa City, Iowa",Quality Control/Quality Assurance,Front-line,4.0,6.1,No,<1 day,No,7.7,0.8,4.0,24.71,Yes,Good- adequate for most needs,3.4,Union
EMP-0016,"Toledo, Ohio",Production/Manufacturing Operator,Front-line,3.3,7.1,No,>2 days,Yes,11.7,15.1,11.1,17.32,Yes,Fair- some gaps or inconsistencies,2.9,Non-Union
EMP-0017,"Grand Rapids, Michigan",Plant Management,Management,5.5,3.8,Yes,1-2 days,Yes,10.2,6.8,4.3,40.23,No,,2.9,Union
EMP-0018,"Grand Rapids, Michigan",Production/Manufacturing Operator,Front-line,9.1,3.3,No,>2 days,No,26.2,14.6,3.3,14.36,No,,4.9,Union
EMP-0019,"Toledo, Ohio",Maintenance Technician,Front-line,2.2,4.3,No,<1 day,No,17.8,9.8,9.3,29.23,No,,2.8,Non-Union
EMP-0020,"Madison, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,6.4,5.9,Yes,<1 day,No,1.6,4.6,1.7,32.02,No,,3.6,Union
EMP-0021,"Iowa City, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,4.6,4.8,Yes,<1 day,No,2.5,3.4,3.6,26.24,Yes,Poor - insufficient or unhelpful,1.3,Union
EMP-0022,"Madison, Wisconsin",Quality Control/Quality Assurance,Front-line,4.1,3.9,Yes,1-2 days,Yes,2.5,2.4,1.0,26.89,No,,4.3,Non-Union
EMP-0023,"Madison, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,7.6,4.4,No,>2 days,No,0.3,3.3,1.7,29.22,No,,4.1,Union
EMP-0024,"Madison, Wisconsin",Plant Management,Management,3.1,6.2,Yes,1-2 days,Yes,1.0,3.3,3.2,43.9,No,,4.4,Union
EMP-0025,"Iowa City, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,6.2,6.3,Yes,<1 day,No,1.4,3.4,0.4,25.37,No,,3.8,Union
EMP-0026,"Madison, Wisconsin",Plant Management,Management,7.1,6.2,No,1-2 days,Yes,3.8,4.1,3.5,42.52,No,,3.6,Union
EMP-0027,"Madison, Wisconsin",Demand Planning/Forecasting,Back-office/Support,5.2,5.8,No,>2 days,Yes,0.8,4.8,2.3,31.94,No,,4.3,Non-Union
EMP-0028,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,10,5.9,No,1-2 days,No,11.6,10.3,10.1,22.68,No,,3.8,Non-Union
EMP-0029,"Iowa City, Iowa",Maintenance Technician,Front-line,6.7,4.5,Yes,>2 days,No,1.3,2.0,3.6,27.33,No,,3.0,Non-Union
EMP-0030,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,1,3.1,Yes,1-2 days,No,12.2,4.2,7.7,23.3,No,,4.0,Union
EMP-0031,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,4.3,7.4,No,1-2 days,No,22.1,14.3,3.9,20.86,No,,3.6,Union
EMP-0032,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,7.8,5.0,No,1-2 days,No,28.2,15.4,6.9,16.39,Yes,Fair- some gaps or inconsistencies,3.9,Union
EMP-0033,"Champaign, Illinois",Administrative/Support Staff,Back-office/Support,4.8,4.1,No,>2 days,Yes,4.6,4.0,3.1,21.84,No,,2.3,Union
EMP-0034,"Iowa City, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,4.9,5.2,No,>2 days,Yes,0.1,2.8,2.0,29.39,No,,3.2,Union
EMP-0035,"Grand Rapids, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,6.6,5.6,No,1-2 days,No,26.0,4.5,6.0,29.52,Yes,Poor - insufficient or unhelpful,3.8,Union
EMP-0036,"Toledo, Ohio",Maintenance Technician,Front-line,5.1,2.3,Yes,<1 day,No,23.1,11.0,5.9,23.16,Yes,Fair- some gaps or inconsistencies,4.4,Non-Union
