equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-PEO-000,"Peoria, Illinois",Condiments,34973.86,14951.9
EQ-PEO-001,"Peoria, Illinois",Condiments,66863.02,25266.37
EQ-PEO-002,"Peoria, Illinois",Sauces,63886.82,24912.46
EQ-PEO-003,"Peoria, Illinois",Condiments,71096.2,9337.31
EQ-PEO-004,"Peoria, Illinois",Sauces,33480.63,21808.64
EQ-PEO-005,"Peoria, Illinois",Canned Vegetables,36936.46,4759.67
EQ-PEO-006,"Peoria, Illinois",Condiments,8058.94,29355.05
EQ-PEO-007,"Peoria, Illinois",Condiments,14349.6,22943.84
EQ-PEO-008,"Peoria, Illinois",Condiments,54597.0,2481.34
EQ-PEO-009,"Peoria, Illinois",Canned Vegetables,8392.51,6912.14
EQ-PEO-010,"Peoria, Illinois",Condiments,83836.68,16171.59
EQ-PEO-011,"Peoria, Illinois",Sauces,12988.67,2347.49
EQ-PEO-012,"Peoria, Illinois",Canned Vegetables,23497.34,12767.24
EQ-PEO-013,"Peoria, Illinois",Condiments,16114.85,25661.54
EQ-PEO-014,"Peoria, Illinois",Sauces,15117.54,9459.9
EQ-PEO-015,"Peoria, Illinois",Canned Vegetables,66266.81,12340.4
EQ-PEO-016,"Peoria, Illinois",Canned Vegetables,21762.38,9141.25
EQ-PEO-017,"Peoria, Illinois",Canned Vegetables,21558.83,28123.52
EQ-PEO-018,"Peoria, Illinois",Sauces,30195.46,7286.56
EQ-PEO-019,"Peoria, Illinois",Canned Vegetables,19759.76,8460.11
EQ-PEO-020,"Peoria, Illinois",Condiments,31420.55,26587.07
EQ-PEO-021,"Peoria, Illinois",Sauces,42633.7,4755.64
EQ-PEO-022,"Peoria, Illinois",Condiments,55155.27,25217.31
EQ-PEO-023,"Peoria, Illinois",Sauces,16300.62,7008.32
EQ-PEO-024,"Peoria, Illinois",Condiments,34709.2,26692.91
EQ-PEO-025,"Peoria, Illinois",Sauces,31765.67,24465.16
EQ-PEO-026,"Peoria, Illinois",Canned Vegetables,75374.58,26906.52
EQ-PEO-027,"Peoria, Illinois",Sauces,29985.32,21839.64
EQ-PEO-028,"Peoria, Illinois",Condiments,10831.54,18429.04
EQ-PEO-029,"Peoria, Illinois",Canned Vegetables,20032.94,23385.26
EQ-PEO-030,"Peoria, Illinois",Sauces,49555.34,20500.76
EQ-PEO-031,"Peoria, Illinois",Sauces,39489.17,27923.82
EQ-PEO-032,"Peoria, Illinois",Canned Vegetables,24389.3,20010.36
EQ-PEO-033,"Peoria, Illinois",Sauces,29535.87,12216.32
EQ-PEO-034,"Peoria, Illinois",Sauces,12995.49,24013.55
EQ-PEO-035,"Peoria, Illinois",Sauces,20212.46,15684.12
EQ-PEO-036,"Peoria, Illinois",Canned Vegetables,27052.04,17370.06
EQ-PEO-037,"Peoria, Illinois",Condiments,35488.61,15520.56
EQ-PEO-038,"Peoria, Illinois",Canned Vegetables,15912.57,18872.44
EQ-PEO-039,"Peoria, Illinois",Condiments,30631.39,14480.39
EQ-PEO-040,"Peoria, Illinois",Sauces,22354.54,24665.95
EQ-PEO-041,"Peoria, Illinois",Condiments,94393.34,11013.64
EQ-PEO-042,"Peoria, Illinois",Canned Vegetables,11890.54,27871.92
EQ-PEO-043,"Peoria, Illinois",Condiments,8354.21,3541.04
EQ-PEO-044,"Peoria, Illinois",Condiments,39169.32,26086.53
EQ-PEO-045,"Peoria, Illinois",Canned Vegetables,23552.21,19269.08
EQ-PEO-046,"Peoria, Illinois",Condiments,15307.62,16078.59
EQ-PEO-047,"Peoria, Illinois",Condiments,23460.85,20786.12
EQ-PEO-048,"Peoria, Illinois",Sauces,13265.82,11013.2
EQ-PEO-049,"Peoria, Illinois",Sauces,7191.82,12785.92
EQ-PEO-050,"Peoria, Illinois",Canned Vegetables,14727.13,24888.32
EQ-PEO-051,"Peoria, Illinois",Sauces,7885.03,3285.27
EQ-PEO-052,"Peoria, Illinois",Canned Vegetables,20753.47,9967.11
EQ-PEO-053,"Peoria, Illinois",Condiments,19942.36,10682.11
EQ-PEO-054,"Peoria, Illinois",Condiments,3076.02,17532.49
EQ-GRE-055,"Green Bay, Wisconsin",Sauces,32225.84,17964.04
EQ-GRE-056,"Green Bay, Wisconsin",Condiments,51150.1,18380.6
EQ-GRE-057,"Green Bay, Wisconsin",Sauces,37476.65,28909.21
EQ-GRE-058,"Green Bay, Wisconsin",Canned Vegetables,34795.07,3791.18
EQ-GRE-059,"Green Bay, Wisconsin",Condiments,28961.73,16135.39
EQ-GRE-060,"Green Bay, Wisconsin",Canned Vegetables,38820.87,20250.04
EQ-GRE-061,"Green Bay, Wisconsin",Sauces,19951.19,17084.65
EQ-GRE-062,"Green Bay, Wisconsin",Condiments,10837.66,13245.3
EQ-GRE-063,"Green Bay, Wisconsin",Canned Vegetables,36622.89,6623.62
EQ-GRE-064,"Green Bay, Wisconsin",Condiments,13040.89,9274.57
EQ-GRE-065,"Green Bay, Wisconsin",Sauces,34910.16,16048.59
EQ-GRE-066,"Green Bay, Wisconsin",Canned Vegetables,16178.86,28046.88
EQ-GRE-067,"Green Bay, Wisconsin",Condiments,15380.07,19064.01
EQ-GRE-068,"Green Bay, Wisconsin",Canned Vegetables,11836.28,22686.39
EQ-GRE-069,"Green Bay, Wisconsin",Canned Vegetables,14108.9,12327.66
EQ-GRE-070,"Green Bay, Wisconsin",Sauces,54986.25,14958.14
EQ-GRE-071,"Green Bay, Wisconsin",Sauces,31329.82,28309.44
EQ-GRE-072,"Green Bay, Wisconsin",Sauces,14710.76,13670.37
EQ-GRE-073,"Green Bay, Wisconsin",Canned Vegetables,37261.19,20016.04
EQ-GRE-074,"Green Bay, Wisconsin",Condiments,41700.97,15665.8
EQ-GRE-075,"Green Bay, Wisconsin",Sauces,27058.5,24028.11
