employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,6.5,7.8,Yes,<1 day,Yes,16.6,14.3,9.5,24.7,No,,3.5,Union
EMP-0001,"Iowa City, Iowa",Production/Manufacturing Operator,Front-line,1,4.6,Yes,<1 day,No,2.7,4.9,0.4,23.73,Yes,Poor - insufficient or unhelpful,2.3,Non-Union
EMP-0002,"Iowa City, Iowa",Maintenance Technician,Front-line,6.3,5.9,Yes,<1 day,No,3.7,3.9,0.5,22.46,No,,3.1,Non-Union
EMP-0003,"Iowa City, Iowa",Production/Manufacturing Operator,Front-line,4.1,5.1,Yes,<1 day,Yes,7.0,2.5,2.3,17.0,No,,1.7,Union
EMP-0004,"Iowa City, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,9.4,1.8,Yes,1-2 days,No,5.5,4.8,2.0,21.0,Yes,Good- adequate for most needs,1.7,Union
EMP-0005,"Grand Rapids, Michigan",Maintenance Technician,Front-line,1.4,3.1,Yes,>2 days,No,29.9,13.3,10.7,23.68,No,,5,Non-Union
EMP-0006,"Akron, Ohio",Plant Management,Management,4.4,3.7,No,>2 days,No,28.7,9.7,11.2,36.69,Yes,Good- adequate for most needs,3.1,Union
EMP-0007,"Iowa City, Iowa",Maintenance Technician,Front-line,2.8,7.3,No,>2 days,No,3.8,2.4,0.3,26.8,Yes,Fair- some gaps or inconsistencies,3.4,Union
EMP-0008,"Green Bay, Wisconsin",Quality Control/Quality Assurance,Front-line,4.0,4.3,No,>2 days,No,4.6,1.5,3.0,18.71,No,,4.1,Union
EMP-0009,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,2.7,5.1,No,1-2 days,No,11.4,5.8,5.0,27.15,No,,2.8,Union
EMP-0010,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,9.0,8.4,No,>2 days,No,8.1,9.1,10.6,19.88,No,,2.2,Union
EMP-0011,"Akron, Ohio",Plant Management,Management,6.2,6.2,No,>2 days,No,8.0,13.1,3.3,41.56,No,,1.4,Union
EMP-0012,"Green Bay, Wisconsin",Plant Management,Management,5.6,4.1,Yes,<1 day,No,2.7,2.9,3.4,39.34,No,,5,Union
EMP-0013,"Akron, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,4.2,4.7,No,1-2 days,Yes,23.4,11.4,6.6,27.05,No,,2.9,Non-Union
EMP-0014,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,9.0,1.7,Yes,>2 days,No,19.4,6.2,6.7,34.6,No,,2.6,Union
EMP-0015,"Peoria, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,6.6,6.2,Yes,1-2 days,Yes,7.1,3.0,1.8,22.81,Yes,Excellent- comprehensive and very helpful,1.3,Non-Union
EMP-0016,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,2.2,6.5,Yes,<1 day,No,28.6,6.0,6.1,20.25,Yes,Fair- some gaps or inconsistencies,3.1,Non-Union
EMP-0017,"Peoria, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,3.4,8.0,No,<1 day,Yes,5.8,2.5,3.6,28.45,No,,1.8,Non-Union
EMP-0018,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,3.6,6.7,No,>2 days,No,11.1,4.2,4.2,22.1,No,,3.9,Union
EMP-0019,"Iowa City, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,4.5,5.4,Yes,>2 days,Yes,1.4,2.4,3.1,20.03,No,,3.7,Non-Union
EMP-0020,"Green Bay, Wisconsin",Maintenance Technician,Front-line,3.1,7.0,No,1-2 days,Yes,7.5,1.5,2.7,28.07,No,,3.6,Non-Union
EMP-0021,"Akron, Ohio",Administrative/Support Staff,Back-office/Support,8.9,6.3,Yes,<1 day,No,20.0,8.5,5.1,19.7,No,,2.1,Union
EMP-0022,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,7.5,5.0,No,<1 day,No,25.4,6.3,6.9,29.06,No,,2.7,Non-Union
EMP-0023,"Iowa City, Iowa",Plant Management,Management,8.0,7.1,No,>2 days,Yes,5.4,2.2,0.2,45.22,Yes,Poor - insufficient or unhelpful,3.1,Non-Union
EMP-0024,"Akron, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,5.3,3.5,No,>2 days,Yes,21.6,4.7,11.6,23.81,No,,3.6,Non-Union
EMP-0025,"Green Bay, Wisconsin",Plant Management,Management,7.4,9.3,No,1-2 days,No,2.5,3.9,2.3,40.85,Yes,Fair- some gaps or inconsistencies,3.6,Non-Union
EMP-0026,"Grand Rapids, Michigan",Quality Control/Quality Assurance,Front-line,3.2,5.4,No,<1 day,Yes,11.5,12.9,5.7,22.75,No,,3.2,Union
EMP-0027,"Iowa City, Iowa",Quality Control/Quality Assurance,Front-line,3.9,4.3,No,<1 day,Yes,5.0,3.1,4.0,19.98,No,,2.3,Non-Union
EMP-0028,"Akron, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,8.0,8.6,No,1-2 days,No,26.6,15.6,5.1,26.85,Yes,Fair- some gaps or inconsistencies,1.6,Union
