employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Flint, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,4.5,6.1,Yes,>2 days,No,16.1,14.0,7.4,25.78,Yes,Good- adequate for most needs,3.8,Non-Union
EMP-0001,"Rockford, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,5.8,5.0,No,>2 days,No,4.5,3.6,2.2,22.59,No,,2.3,Non-Union
EMP-0002,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,3.6,7.6,No,>2 days,No,4.8,3.4,2.7,20.02,No,,4.8,Union
EMP-0003,"Green Bay, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,5.7,5.6,Yes,>2 days,Yes,0.1,4.6,0.7,21.52,Yes,Fair- some gaps or inconsistencies,3.5,Union
EMP-0004,"Green Bay, Wisconsin",Plant Management,Management,4.4,7.0,No,<1 day,Yes,4.3,2.8,0.7,37.03,No,,5,Non-Union
EMP-0005,"Rockford, Illinois",Maintenance Technician,Front-line,3.4,4.8,No,>2 days,Yes,3.6,0.4,1.0,27.0,Yes,Fair- some gaps or inconsistencies,2.8,Union
EMP-0006,"Columbus, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,2.9,2.4,No,>2 days,Yes,19.7,14.0,12.0,24.99,Yes,Fair- some gaps or inconsistencies,3.3,Non-Union
EMP-0007,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,2.6,5.8,Yes,<1 day,Yes,0.9,3.5,2.2,28.64,No,,3.8,Non-Union
EMP-0008,"Columbus, Ohio",Maintenance Technician,Front-line,1,5.1,No,>2 days,Yes,26.6,8.2,10.1,27.07,Yes,Good- adequate for most needs,3.6,Non-Union
EMP-0009,"Flint, Michigan",Quality Control/Quality Assurance,Front-line,1,4.5,Yes,1-2 days,No,10.1,15.8,5.9,23.13,No,,2.7,Non-Union
EMP-0010,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,3.9,4.7,No,<1 day,No,3.9,0.8,0.5,23.32,No,,1.4,Non-Union
EMP-0011,"Columbus, Ohio",Maintenance Technician,Front-line,1.1,1.9,Yes,<1 day,No,20.8,6.8,7.0,26.58,No,,2.4,Non-Union
EMP-0012,"Rockford, Illinois",Production/Manufacturing Operator,Front-line,4.3,5.3,No,>2 days,Yes,2.2,2.7,2.4,18.07,Yes,Fair- some gaps or inconsistencies,1.7,Union
EMP-0013,"Cedar Rapids, Iowa",Plant Management,Management,3.6,4.1,Yes,<1 day,Yes,0.6,1.5,2.3,37.74,No,,3.2,Non-Union
EMP-0014,"Flint, Michigan",Maintenance Technician,Front-line,6.8,6.0,No,>2 days,No,16.4,7.6,10.9,25.67,No,,3.5,Non-Union
EMP-0015,"Rockford, Illinois",Demand Planning/Forecasting,Back-office/Support,6.1,9.1,Yes,>2 days,No,0.9,0.5,0.0,29.17,No,,2.5,Non-Union
EMP-0016,"Green Bay, Wisconsin",Quality Control/Quality Assurance,Front-line,2.3,7.6,No,1-2 days,No,1.1,1.5,1.1,19.75,No,,3.6,Non-Union
EMP-0017,"Columbus, Ohio",Plant Management,Management,6.3,1.7,Yes,1-2 days,No,9.2,5.7,11.3,41.24,No,,2.5,Union
EMP-0018,"Rockford, Illinois",Administrative/Support Staff,Back-office/Support,3.7,6.8,Yes,1-2 days,No,3.2,3.1,0.1,14.93,Yes,Good- adequate for most needs,2.5,Union
EMP-0019,"Flint, Michigan",Production/Manufacturing Operator,Front-line,3.0,3.6,No,>2 days,Yes,14.5,9.7,6.2,17.97,No,,4.7,Union
EMP-0020,"Cedar Rapids, Iowa",Administrative/Support Staff,Back-office/Support,10,2.5,No,>2 days,No,0.3,0.3,2.7,15.96,No,,1.2,Non-Union
EMP-0021,"Flint, Michigan",Demand Planning/Forecasting,Back-office/Support,4.7,5.7,Yes,<1 day,No,22.9,10.9,6.7,30.05,No,,3.5,Non-Union
EMP-0022,"Green Bay, Wisconsin",Production/Manufacturing Operator,Front-line,5.8,3.9,No,<1 day,No,0.2,5.0,0.3,20.87,Yes,Good- adequate for most needs,2.4,Union
EMP-0023,"Rockford, Illinois",Demand Planning/Forecasting,Back-office/Support,4.1,6.4,No,>2 days,No,1.5,2.6,2.7,30.19,No,,1,Union
EMP-0024,"Columbus, Ohio",Demand Planning/Forecasting,Back-office/Support,7.0,7.0,Yes,>2 days,Yes,29.6,11.5,9.5,30.08,Yes,Fair- some gaps or inconsistencies,2.9,Union
EMP-0025,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,5.2,2.3,Yes,<1 day,Yes,2.3,2.8,3.3,31.9,No,,3.5,Union
EMP-0026,"Green Bay, Wisconsin",Plant Management,Management,5.3,7.1,Yes,>2 days,Yes,4.7,1.1,0.8,38.98,Yes,Excellent- comprehensive and very helpful,2.7,Union
EMP-0027,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,5.1,7.2,Yes,1-2 days,Yes,1.7,2.1,3.6,23.81,Yes,Fair- some gaps or inconsistencies,3.1,Union
EMP-0028,"Columbus, Ohio",Quality Control/Quality Assurance,Front-line,4.2,6.2,Yes,<1 day,Yes,27.4,17.9,6.9,17.06,Yes,Fair- some gaps or inconsistencies,3.5,Non-Union
EMP-0029,"Cedar Rapids, Iowa",Plant Management,Management,7.0,3.5,No,<1 day,Yes,5.0,0.3,1.4,41.29,No,,2.0,Union
EMP-0030,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,3.0,8.4,No,>2 days,Yes,2.9,4.9,1.8,29.43,No,,2.4,Non-Union
EMP-0031,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,4.5,3.6,Yes,<1 day,Yes,6.0,3.6,3.6,29.79,No,,3.2,Non-Union
EMP-0032,"Green Bay, Wisconsin",Quality Control/Quality Assurance,Front-line,2.3,3.4,Yes,>2 days,No,1.3,1.6,2.8,19.06,Yes,Poor - insufficient or unhelpful,5,Non-Union
EMP-0033,"Rockford, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,3.3,5.4,Yes,<1 day,No,2.4,4.2,2.9,24.33,No,,2.9,Union
EMP-0034,"Flint, Michigan",Maintenance Technician,Front-line,1.1,6.1,Yes,1-2 days,No,20.1,13.7,7.0,23.81,No,,2.8,Union
EMP-0035,"Green Bay, Wisconsin",Demand Planning/Forecasting,Back-office/Support,8.3,4.2,No,<1 day,No,6.6,1.1,3.1,31.77,Yes,Fair- some gaps or inconsistencies,4.6,Non-Union
EMP-0036,"Flint, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,6.5,4.2,No,>2 days,Yes,25.9,7.1,9.4,19.73,Yes,Good- adequate for most needs,1.5,Non-Union
EMP-0037,"Rockford, Illinois",Production/Manufacturing Operator,Front-line,5.2,6.0,No,<1 day,Yes,1.3,3.9,1.0,15.29,Yes,Fair- some gaps or inconsistencies,3.2,Union
EMP-0038,"Rockford, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,5.6,7.3,No,>2 days,Yes,7.9,4.3,1.4,24.94,Yes,Good- adequate for most needs,2.9,Union
EMP-0039,"Cedar Rapids, Iowa",Administrative/Support Staff,Back-office/Support,4.1,5.7,No,<1 day,No,7.5,2.2,0.4,18.28,No,,3.7,Union
EMP-0040,"Flint, Michigan",Maintenance Technician,Front-line,2.4,3.6,Yes,>2 days,Yes,26.1,14.3,8.5,21.39,No,,3.5,Union
EMP-0041,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,6.4,4.2,No,1-2 days,No,2.0,1.4,0.6,28.87,No,,3.5,Non-Union
EMP-0042,"Columbus, Ohio",Administrative/Support Staff,Back-office/Support,6.4,6.2,Yes,>2 days,Yes,12.0,8.2,10.6,19.33,No,,2.2,Union
EMP-0043,"Columbus, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,5.9,5.5,Yes,<1 day,No,13.7,12.1,6.3,29.6,Yes,Fair- some gaps or inconsistencies,4.4,Non-Union
EMP-0044,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,8.0,1.7,No,>2 days,Yes,5.0,1.7,0.1,21.83,No,,1.8,Union
EMP-0045,"Rockford, Illinois",Demand Planning/Forecasting,Back-office/Support,8.0,3.6,Yes,>2 days,No,2.0,2.9,3.7,29.76,No,,3.7,Non-Union
EMP-0046,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,5.2,5.9,Yes,<1 day,No,4.8,4.1,2.4,28.03,No,,3.5,Union
EMP-0047,"Flint, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,4.6,6.6,No,<1 day,No,12.4,13.8,5.3,18.48,Yes,Fair- some gaps or inconsistencies,4.3,Union
EMP-0048,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,4.8,3.9,No,>2 days,Yes,2.3,2.6,1.6,29.55,No,,4.5,Non-Union
EMP-0049,"Columbus, Ohio",Maintenance Technician,Front-line,1.3,5.0,Yes,>2 days,No,16.3,7.6,7.6,19.6,No,,3.1,Union
EMP-0050,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,4.1,4.8,No,<1 day,Yes,5.0,3.1,2.1,19.29,No,,3.6,Union
EMP-0051,"Columbus, Ohio",Plant Management,Management,8.4,6.0,No,<1 day,No,18.3,4.5,7.9,46.29,Yes,Good- adequate for most needs,2.6,Union
EMP-0052,"Rockford, Illinois",Maintenance Technician,Front-line,3.3,6.7,No,>2 days,Yes,7.9,2.5,2.2,29.1,Yes,Good- adequate for most needs,2.8,Non-Union
EMP-0053,"Flint, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,3.5,5.2,Yes,<1 day,No,14.2,5.7,3.4,27.0,Yes,Good- adequate for most needs,2.1,Union
EMP-0054,"Flint, Michigan",Plant Management,Management,9.2,7.2,No,1-2 days,Yes,26.6,6.6,7.6,35.43,Yes,Fair- some gaps or inconsistencies,2.8,Union
EMP-0055,"Green Bay, Wisconsin",Demand Planning/Forecasting,Back-office/Support,7.8,4.8,No,1-2 days,No,1.5,2.6,3.1,31.79,No,,4.3,Union
EMP-0056,"Green Bay, Wisconsin",Administrative/Support Staff,Back-office/Support,5.9,8.7,Yes,1-2 days,Yes,2.8,1.3,3.1,21.96,Yes,Poor - insufficient or unhelpful,4.6,Union
EMP-0057,"Flint, Michigan",Demand Planning/Forecasting,Back-office/Support,8.0,7.4,No,1-2 days,Yes,19.4,16.0,10.9,28.39,No,,2.9,Union
EMP-0058,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,9.4,3.7,Yes,<1 day,No,0.5,2.1,2.0,27.94,Yes,Fair- some gaps or inconsistencies,2.3,Non-Union
EMP-0059,"Rockford, Illinois",Maintenance Technician,Front-line,1.5,4.3,Yes,<1 day,No,1.6,2.9,3.1,20.58,Yes,Good- adequate for most needs,3.5,Non-Union
