equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-ROC-000,"Rockford, Illinois",Sauces,24434.42,7442.2
EQ-ROC-001,"Rockford, Illinois",Condiments,12042.65,29513.39
EQ-ROC-002,"Rockford, Illinois",Sauces,15200.11,27198.6
EQ-ROC-003,"Rockford, Illinois",Condiments,24779.82,12576.9
EQ-ROC-004,"Rockford, Illinois",Condiments,25929.05,22103.65
EQ-ROC-005,"Rockford, Illinois",Sauces,30507.39,21979.55
EQ-ROC-006,"Rockford, Illinois",Sauces,14385.55,6326.62
EQ-ROC-007,"Rockford, Illinois",Canned Vegetables,7978.31,3162.93
EQ-ROC-008,"Rockford, Illinois",Canned Vegetables,48087.45,18629.49
EQ-ROC-009,"Rockford, Illinois",Condiments,22205.25,22278.37
EQ-ROC-010,"Rockford, Illinois",Condiments,34599.15,15612.24
EQ-ROC-011,"Rockford, Illinois",Condiments,28261.67,16539.61
EQ-ROC-012,"Rockford, Illinois",Sauces,32006.78,19278.57
EQ-ROC-013,"Rockford, Illinois",Sauces,18358.97,9389.07
EQ-ROC-014,"Rockford, Illinois",Condiments,31972.62,11369.47
EQ-ROC-015,"Rockford, Illinois",Sauces,40605.05,18302.94
EQ-ROC-016,"Rockford, Illinois",Canned Vegetables,71160.74,29638.54
EQ-ROC-017,"Rockford, Illinois",Condiments,10936.27,14980.15
EQ-ROC-018,"Rockford, Illinois",Sauces,37086.87,16087.21
EQ-ROC-019,"Rockford, Illinois",Canned Vegetables,16688.21,18273.91
EQ-ROC-020,"Rockford, Illinois",Sauces,36530.46,24031.96
EQ-ROC-021,"Rockford, Illinois",Sauces,53096.89,20346.81
EQ-ROC-022,"Rockford, Illinois",Sauces,7132.35,23816.59
EQ-ROC-023,"Rockford, Illinois",Condiments,42820.45,21675.33
EQ-ROC-024,"Rockford, Illinois",Condiments,26695.73,15615.37
EQ-ROC-025,"Rockford, Illinois",Condiments,33781.07,13772.6
EQ-ROC-026,"Rockford, Illinois",Condiments,22492.08,12950.31
EQ-ROC-027,"Rockford, Illinois",Canned Vegetables,28872.33,17201.11
EQ-ROC-028,"Rockford, Illinois",Sauces,75662.04,19059.38
EQ-ROC-029,"Rockford, Illinois",Sauces,8260.91,23026.76
EQ-ROC-030,"Rockford, Illinois",Sauces,17801.03,9092.09
EQ-ROC-031,"Rockford, Illinois",Sauces,41634.51,17417.84
EQ-ROC-032,"Rockford, Illinois",Sauces,9020.69,11995.56
EQ-ROC-033,"Rockford, Illinois",Canned Vegetables,14602.2,18147.34
EQ-ROC-034,"Rockford, Illinois",Condiments,7826.62,21751.84
EQ-ROC-035,"Rockford, Illinois",Sauces,31147.45,11268.21
EQ-ROC-036,"Rockford, Illinois",Condiments,20410.87,3820.71
EQ-ROC-037,"Rockford, Illinois",Sauces,32146.28,21389.14
EQ-ROC-038,"Rockford, Illinois",Sauces,25020.15,26845.91
EQ-ROC-039,"Rockford, Illinois",Canned Vegetables,27320.9,18697.33
EQ-ROC-040,"Rockford, Illinois",Sauces,47659.7,21636.15
EQ-ROC-041,"Rockford, Illinois",Condiments,37321.49,22954.6
EQ-ROC-042,"Rockford, Illinois",Sauces,42050.87,12611.49
EQ-ROC-043,"Rockford, Illinois",Sauces,62567.45,25144.94
EQ-ROC-044,"Rockford, Illinois",Sauces,29131.69,23428.99
EQ-ROC-045,"Rockford, Illinois",Canned Vegetables,23214.95,2059.82
EQ-ROC-046,"Rockford, Illinois",Condiments,38520.46,28363.95
EQ-ROC-047,"Rockford, Illinois",Condiments,15896.45,23828.82
EQ-ROC-048,"Rockford, Illinois",Canned Vegetables,22914.34,11240.23
EQ-GRE-049,"Green Bay, Wisconsin",Sauces,15603.58,13162.54
EQ-GRE-050,"Green Bay, Wisconsin",Canned Vegetables,15452.53,7674.6
EQ-GRE-051,"Green Bay, Wisconsin",Condiments,23067.91,26772.81
EQ-GRE-052,"Green Bay, Wisconsin",Canned Vegetables,24736.97,21495.46
EQ-GRE-053,"Green Bay, Wisconsin",Sauces,29350.81,5884.72
EQ-GRE-054,"Green Bay, Wisconsin",Sauces,49620.6,7345.34
EQ-GRE-055,"Green Bay, Wisconsin",Canned Vegetables,5875.7,22721.84
EQ-GRE-056,"Green Bay, Wisconsin",Condiments,78605.04,28871.53
EQ-GRE-057,"Green Bay, Wisconsin",Condiments,48062.8,3464.65
EQ-GRE-058,"Green Bay, Wisconsin",Sauces,33118.98,25944.51
EQ-GRE-059,"Green Bay, Wisconsin",Canned Vegetables,17879.51,14936.57
EQ-GRE-060,"Green Bay, Wisconsin",Canned Vegetables,63289.1,16351.36
EQ-GRE-061,"Green Bay, Wisconsin",Condiments,20594.93,9961.74
EQ-GRE-062,"Green Bay, Wisconsin",Sauces,11009.12,7732.42
EQ-GRE-063,"Green Bay, Wisconsin",Sauces,11771.88,27540.41
EQ-GRE-064,"Green Bay, Wisconsin",Canned Vegetables,64131.89,27014.97
EQ-GRE-065,"Green Bay, Wisconsin",Condiments,15031.03,14890.94
EQ-GRE-066,"Green Bay, Wisconsin",Sauces,93294.13,7541.87
EQ-GRE-067,"Green Bay, Wisconsin",Condiments,77968.66,11441.17
EQ-GRE-068,"Green Bay, Wisconsin",Condiments,19612.84,22543.95
EQ-GRE-069,"Green Bay, Wisconsin",Sauces,12732.87,15499.37
EQ-GRE-070,"Green Bay, Wisconsin",Sauces,61222.28,10795.5
EQ-GRE-071,"Green Bay, Wisconsin",Sauces,33285.46,25100.25
EQ-GRE-072,"Green Bay, Wisconsin",Sauces,21651.45,10926.78
EQ-GRE-073,"Green Bay, Wisconsin",Condiments,27620.56,26877.53
EQ-GRE-074,"Green Bay, Wisconsin",Sauces,51791.23,22405.54
EQ-GRE-075,"Green Bay, Wisconsin",Sauces,56634.67,10414.58
EQ-GRE-076,"Green Bay, Wisconsin",Sauces,17892.59,7247.43
EQ-GRE-077,"Green Bay, Wisconsin",Sauces,12646.1,11756.06
EQ-GRE-078,"Green Bay, Wisconsin",Sauces,24756.09,14397.82
EQ-GRE-079,"Green Bay, Wisconsin",Sauces,26201.59,17796.26
EQ-GRE-080,"Green Bay, Wisconsin",Canned Vegetables,24247.03,18753.21
EQ-GRE-081,"Green Bay, Wisconsin",Sauces,34027.34,17883.33
EQ-GRE-082,"Green Bay, Wisconsin",Condiments,14279.66,12368.82
