employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Lansing, Michigan",Plant Management,Management,4.7,2.6,No,<1 day,Yes,21.2,8.2,7.0,42.94,Yes,Good- adequate for most needs,4.0,Non-Union
EMP-0001,"Lansing, Michigan",Maintenance Technician,Front-line,4.7,7.3,Yes,1-2 days,No,13.7,12.0,9.3,21.95,No,,2.2,Non-Union
EMP-0002,"Davenport, Iowa",Production/Manufacturing Operator,Front-line,7.6,3.2,No,<1 day,Yes,3.0,4.8,3.8,16.26,No,,1.2,Union
EMP-0003,"Madison, Wisconsin",Demand Planning/Forecasting,Back-office/Support,5.8,6.8,Yes,<1 day,Yes,1.3,2.4,3.8,30.24,Yes,Good- adequate for most needs,3.8,Non-Union
EMP-0004,"Madison, Wisconsin",Administrative/Support Staff,Back-office/Support,5.8,2.8,Yes,1-2 days,No,5.3,3.5,1.4,21.5,No,,4.7,Non-Union
EMP-0005,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,7.5,5.0,No,>2 days,No,6.6,2.7,3.1,31.11,No,,3.0,Non-Union
EMP-0006,"Madison, Wisconsin",Production/Manufacturing Operator,Front-line,9.3,6.1,No,1-2 days,Yes,7.0,4.7,2.6,21.0,Yes,Fair- some gaps or inconsistencies,3.4,Union
EMP-0007,"Akron, Ohio",Demand Planning/Forecasting,Back-office/Support,5.0,2.8,Yes,>2 days,No,20.8,6.5,8.0,34.46,Yes,Good- adequate for most needs,2.1,Non-Union
EMP-0008,"Davenport, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,10,1.3,No,<1 day,No,2.8,2.1,2.8,21.94,No,,3.1,Union
EMP-0009,"Madison, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,4.8,4.8,Yes,<1 day,No,3.5,4.2,3.2,22.73,No,,3.2,Union
EMP-0010,"Madison, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,3.8,5.4,No,1-2 days,Yes,3.9,3.1,3.7,24.62,No,,3.6,Non-Union
EMP-0011,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,2.0,4.1,Yes,<1 day,Yes,22.8,17.9,5.2,20.51,Yes,Good- adequate for most needs,3.1,Union
EMP-0012,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,5.6,6.3,Yes,1-2 days,Yes,28.0,5.0,11.8,29.26,No,,2.5,Non-Union
EMP-0013,"Akron, Ohio",Administrative/Support Staff,Back-office/Support,2.9,4.6,Yes,>2 days,Yes,27.2,17.9,9.5,26.2,Yes,Good- adequate for most needs,4.0,Union
EMP-0014,"Davenport, Iowa",Administrative/Support Staff,Back-office/Support,5.6,5.7,Yes,>2 days,Yes,2.1,1.3,2.3,19.49,Yes,Fair- some gaps or inconsistencies,4.0,Union
EMP-0015,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,9.4,5.9,No,1-2 days,Yes,20.8,14.0,7.8,25.59,No,,5,Union
EMP-0016,"Lansing, Michigan",Plant Management,Management,5.0,9.1,Yes,1-2 days,Yes,21.2,7.7,3.3,41.63,No,,3.7,Union
EMP-0017,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,5.8,7.1,Yes,<1 day,No,5.3,3.2,2.0,26.31,Yes,Good- adequate for most needs,2.6,Union
EMP-0018,"Davenport, Iowa",Demand Planning/Forecasting,Back-office/Support,5.7,4.2,No,<1 day,Yes,4.2,0.4,0.6,28.61,Yes,Fair- some gaps or inconsistencies,3.6,Non-Union
EMP-0019,"Lansing, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,4.9,5.0,No,1-2 days,Yes,23.6,9.4,5.8,18.43,Yes,Good- adequate for most needs,4.3,Union
