equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-CHA-000,"Champaign, Illinois",Condiments,Pasteurizer,3928,3757,3531,2606,0.0304,0.8111,158,175593,1095.31,32777.69
EQ-CHA-001,"Champaign, Illinois",Canned Vegetables,Labeler,4449,3861,4394,1404,0.0968,0.7545,386,162006,1048.35,19112.86
EQ-CHA-002,"Champaign, Illinois",Canned Vegetables,Filler,2782,2028,2718,622,0.0425,0.7754,421,505447,1991.6,10881.4
EQ-CHA-003,"Champaign, Illinois",Sauces,Boiler,4782,4490,4291,880,0.0888,0.8044,477,523614,1277.61,9851.18
EQ-CHA-004,"Champaign, Illinois",Sauces,Sealer,2125,1621,1904,2525,0.0525,0.8318,188,196535,1552.34,20459.25
EQ-CHA-005,"Champaign, Illinois",Condiments,Mixer,4926,4707,4270,756,0.042,0.8602,250,504968,908.32,16422.77
EQ-CHA-006,"Champaign, Illinois",Canned Vegetables,Boiler,2119,1622,1848,1719,0.0911,0.7351,312,131364,1706.56,34845.27
EQ-CHA-007,"Champaign, Illinois",Condiments,Sealer,2886,2261,2807,1130,0.0865,0.7472,130,420247,972.18,14996.9
EQ-CHA-008,"Champaign, Illinois",Condiments,Labeler,1529,1437,1354,704,0.0628,0.8274,258,317599,1796.92,45926.26
EQ-CHA-009,"Champaign, Illinois",Sauces,Labeler,2878,2593,2565,1191,0.0654,0.7806,97,195485,1538.58,28775.63
EQ-CHA-010,"Champaign, Illinois",Canned Vegetables,Pasteurizer,4418,3711,4028,2372,0.0733,0.7498,273,360049,999.69,26535.0
EQ-CHA-011,"Champaign, Illinois",Condiments,Pasteurizer,2915,2286,2517,593,0.0673,0.8025,268,121840,1519.07,40778.14
EQ-CHA-012,"Champaign, Illinois",Condiments,Conveyor,1686,1465,1594,1952,0.0814,0.7244,371,332644,1172.48,48706.31
EQ-CHA-013,"Champaign, Illinois",Sauces,Mixer,3151,2455,2778,981,0.0877,0.8685,244,453750,1788.53,26321.31
EQ-CHA-014,"Champaign, Illinois",Sauces,Conveyor,4811,4009,4259,1225,0.039,0.8751,173,287370,1865.35,14962.45
EQ-CHA-015,"Champaign, Illinois",Sauces,Pasteurizer,3007,2609,2901,1827,0.0552,0.7373,289,361454,1385.55,7046.3
EQ-CHA-016,"Champaign, Illinois",Sauces,Filler,2181,1656,1921,1218,0.0486,0.7494,144,148727,1694.14,12714.71
EQ-CHA-017,"Champaign, Illinois",Canned Vegetables,Sealer,4052,3860,3811,1808,0.0359,0.7583,434,336529,1495.65,5209.77
EQ-CHA-018,"Champaign, Illinois",Canned Vegetables,Filler,2090,1951,1965,1613,0.058,0.7836,427,444189,1591.42,22286.47
EQ-CHA-019,"Champaign, Illinois",Canned Vegetables,Conveyor,3266,2365,2951,1447,0.0803,0.7812,389,173184,1683.13,12237.5
EQ-CHA-020,"Champaign, Illinois",Sauces,Pasteurizer,2817,2725,2406,806,0.0686,0.7467,348,366172,1765.58,10791.18
EQ-CHA-021,"Champaign, Illinois",Condiments,Sealer,3617,3153,3524,2320,0.0436,0.7968,131,145450,1095.06,45387.47
EQ-CHA-022,"Champaign, Illinois",Canned Vegetables,Sealer,4065,3919,3673,929,0.0958,0.7784,441,273385,1083.28,32418.05
EQ-CHA-023,"Champaign, Illinois",Canned Vegetables,Sealer,2986,2849,2707,1733,0.0492,0.8808,500,181756,816.83,30088.47
EQ-CHA-024,"Champaign, Illinois",Condiments,Filler,2199,1955,1933,1027,0.0989,0.8024,83,387668,1805.45,15066.68
EQ-CHA-025,"Champaign, Illinois",Sauces,Filler,4132,3971,3638,2915,0.0685,0.8195,72,212813,943.62,29231.29
EQ-CHA-026,"Champaign, Illinois",Condiments,Boiler,1625,1566,1594,2573,0.0527,0.7842,466,383683,1969.64,17151.85
EQ-CHA-027,"Champaign, Illinois",Sauces,Boiler,2374,2326,2221,649,0.0956,0.8328,427,595293,1729.71,49796.82
EQ-CHA-028,"Champaign, Illinois",Canned Vegetables,Mixer,2994,2832,2909,744,0.0947,0.8039,226,523783,1282.87,11679.31
