employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,3.9,5.4,No,>2 days,Yes,26.3,12.2,10.3,13.85,Yes,Excellent- comprehensive and very helpful,3.3,Union
EMP-0001,"Cleveland, Ohio",Maintenance Technician,Front-line,1.4,6.8,No,1-2 days,Yes,24.5,4.9,6.9,26.25,No,,3.8,Non-Union
EMP-0002,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,3.5,4.1,No,<1 day,No,22.0,11.3,3.9,18.7,No,,2.7,Union
EMP-0003,"Cleveland, Ohio",Plant Management,Management,6.9,4.7,No,1-2 days,Yes,22.3,17.6,9.0,42.48,No,,2.7,Union
EMP-0004,"Lansing, Michigan",Maintenance Technician,Front-line,2.2,6.5,Yes,<1 day,Yes,26.5,12.2,10.9,23.23,No,,3.5,Union
EMP-0005,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,4.2,3.7,Yes,1-2 days,Yes,3.1,1.4,3.1,28.44,No,,2.0,Non-Union
EMP-0006,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,6.8,7.4,No,>2 days,No,19.3,14.1,10.8,31.62,No,,3.9,Non-Union
EMP-0007,"Cleveland, Ohio",Demand Planning/Forecasting,Back-office/Support,4.6,8.2,Yes,<1 day,No,28.8,4.5,5.2,31.18,No,,1.6,Union
EMP-0008,"Cedar Rapids, Iowa",Plant Management,Management,6.7,6.0,No,1-2 days,Yes,0.0,2.8,2.9,44.3,Yes,Good- adequate for most needs,1.4,Non-Union
EMP-0009,"Racine, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,5.3,7.5,Yes,>2 days,No,1.5,3.6,3.7,27.91,Yes,Fair- some gaps or inconsistencies,4.5,Non-Union
EMP-0010,"Racine, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,1.9,7.5,No,1-2 days,No,4.0,2.8,2.8,31.6,Yes,Good- adequate for most needs,3.4,Union
EMP-0011,"Champaign, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,1,3.3,No,1-2 days,Yes,2.4,3.4,1.2,28.89,Yes,Good- adequate for most needs,2.3,Non-Union
EMP-0012,"Cleveland, Ohio",Administrative/Support Staff,Back-office/Support,4.2,2.8,No,1-2 days,Yes,14.1,12.1,10.3,22.01,Yes,Good- adequate for most needs,3.8,Non-Union
EMP-0013,"Champaign, Illinois",Production/Manufacturing Operator,Front-line,6.7,5.1,No,<1 day,Yes,2.0,2.5,2.5,22.44,No,,1.9,Non-Union
EMP-0014,"Champaign, Illinois",Quality Control/Quality Assurance,Front-line,4.9,1.3,No,<1 day,Yes,2.6,3.0,3.0,24.46,No,,2.7,Union
EMP-0015,"Racine, Wisconsin",Plant Management,Management,8.2,5.2,No,<1 day,No,7.4,0.3,3.0,43.77,No,,4.1,Union
EMP-0016,"Cleveland, Ohio",Demand Planning/Forecasting,Back-office/Support,4.0,7.0,Yes,<1 day,Yes,21.2,17.9,3.7,27.81,No,,3.8,Non-Union
EMP-0017,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,6.0,7.2,Yes,<1 day,Yes,2.5,4.9,0.0,23.48,Yes,Good- adequate for most needs,3.1,Non-Union
EMP-0018,"Racine, Wisconsin",Maintenance Technician,Front-line,7.4,7.3,Yes,>2 days,Yes,3.4,0.1,0.6,28.96,No,,3.1,Union
EMP-0019,"Cleveland, Ohio",Maintenance Technician,Front-line,4.0,2.8,Yes,1-2 days,No,18.8,12.9,11.2,26.18,Yes,Fair- some gaps or inconsistencies,4.0,Non-Union
EMP-0020,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,5.9,3.8,Yes,<1 day,Yes,27.4,16.8,6.2,27.06,No,,3.3,Non-Union
EMP-0021,"Champaign, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,4.3,6.6,Yes,<1 day,Yes,1.9,3.5,2.4,32.67,No,,2.0,Union
EMP-0022,"Racine, Wisconsin",Quality Control/Quality Assurance,Front-line,1,8.3,No,1-2 days,No,6.1,2.0,3.8,13.31,No,,3.7,Union
EMP-0023,"Cedar Rapids, Iowa",Plant Management,Management,8.8,9.3,Yes,<1 day,No,0.7,2.9,1.9,36.32,No,,3.7,Non-Union
EMP-0024,"Racine, Wisconsin",Maintenance Technician,Front-line,6.6,10,Yes,>2 days,Yes,3.9,3.1,3.9,25.77,No,,3.9,Non-Union
EMP-0025,"Champaign, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,4.0,4.5,No,<1 day,No,2.9,0.1,3.2,27.36,No,,2.7,Union
EMP-0026,"Cedar Rapids, Iowa",Administrative/Support Staff,Back-office/Support,3.6,6.1,Yes,<1 day,Yes,0.2,1.0,2.5,19.83,Yes,Fair- some gaps or inconsistencies,2.3,Union
EMP-0027,"Champaign, Illinois",Production/Manufacturing Operator,Front-line,1,5.5,Yes,1-2 days,No,7.9,2.3,3.7,13.76,No,,2.3,Union
EMP-0028,"Champaign, Illinois",Plant Management,Management,6.7,8.2,Yes,<1 day,No,4.2,4.7,0.4,47.8,No,,3.2,Union
EMP-0029,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,7.0,4.2,Yes,1-2 days,Yes,14.1,13.9,4.2,24.09,No,,2.3,Union
EMP-0030,"Champaign, Illinois",Production/Manufacturing Operator,Front-line,5.4,3.6,Yes,<1 day,No,0.4,1.3,2.0,17.9,Yes,Poor - insufficient or unhelpful,2.2,Union
EMP-0031,"Champaign, Illinois",Quality Control/Quality Assurance,Front-line,3.8,5.6,No,<1 day,Yes,5.3,3.0,3.7,15.84,No,,1.5,Union
EMP-0032,"Cleveland, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.3,5.9,No,>2 days,No,21.8,11.5,6.7,27.16,Yes,Good- adequate for most needs,3.3,Non-Union
EMP-0033,"Cleveland, Ohio",Quality Control/Quality Assurance,Front-line,7.0,7.3,No,>2 days,Yes,22.0,16.0,5.0,21.39,Yes,Fair- some gaps or inconsistencies,3.4,Union
EMP-0034,"Cleveland, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,4.5,4.6,No,>2 days,No,24.1,16.7,7.3,25.72,Yes,Good- adequate for most needs,2.9,Union
EMP-0035,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,1.5,3.0,No,1-2 days,Yes,4.5,2.7,1.6,13.37,Yes,Excellent- comprehensive and very helpful,4.5,Union
EMP-0036,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,6.9,4.1,Yes,>2 days,No,0.5,4.3,1.0,29.7,Yes,Good- adequate for most needs,1.3,Union
EMP-0037,"Champaign, Illinois",Quality Control/Quality Assurance,Front-line,4.3,3.6,No,1-2 days,Yes,4.1,3.8,2.2,26.21,Yes,Excellent- comprehensive and very helpful,2.5,Non-Union
EMP-0038,"Champaign, Illinois",Plant Management,Management,4.5,6.9,Yes,1-2 days,Yes,2.9,1.1,0.7,38.58,Yes,Poor - insufficient or unhelpful,1.6,Union
EMP-0039,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,6.8,5.6,Yes,1-2 days,Yes,6.2,4.4,1.1,14.12,Yes,Good- adequate for most needs,3.6,Non-Union
EMP-0040,"Racine, Wisconsin",Quality Control/Quality Assurance,Front-line,8.8,7.8,Yes,>2 days,No,7.2,4.0,0.9,21.46,Yes,Fair- some gaps or inconsistencies,3.3,Non-Union
EMP-0041,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,5.3,7.1,No,1-2 days,No,7.0,1.5,3.8,20.33,No,,3.4,Non-Union
EMP-0042,"Cleveland, Ohio",Production/Manufacturing Operator,Front-line,3.5,4.7,No,>2 days,No,14.3,13.0,11.8,15.63,Yes,Fair- some gaps or inconsistencies,3.0,Non-Union
EMP-0043,"Racine, Wisconsin",Quality Control/Quality Assurance,Front-line,4.4,3.4,No,1-2 days,Yes,4.5,0.6,3.0,21.88,Yes,Good- adequate for most needs,5,Union
EMP-0044,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,3.5,8.2,No,>2 days,Yes,5.9,1.4,2.8,15.59,No,,4.9,Union
EMP-0045,"Lansing, Michigan",Quality Control/Quality Assurance,Front-line,2.1,5.5,Yes,<1 day,No,28.6,11.0,5.8,22.47,No,,3.9,Union
EMP-0046,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,7.1,3.0,No,1-2 days,Yes,2.4,3.6,1.6,31.88,Yes,Fair- some gaps or inconsistencies,2.7,Union
EMP-0047,"Lansing, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,4.3,4.5,No,1-2 days,No,9.7,9.2,7.9,26.02,No,,4.1,Union
EMP-0048,"Lansing, Michigan",Quality Control/Quality Assurance,Front-line,1,10,Yes,1-2 days,Yes,11.9,12.1,7.9,18.16,No,,3.5,Union
EMP-0049,"Champaign, Illinois",Production/Manufacturing Operator,Front-line,1.9,4.0,Yes,>2 days,No,3.9,1.4,0.4,12,No,,2.6,Non-Union
EMP-0050,"Champaign, Illinois",Maintenance Technician,Front-line,1,6.7,Yes,<1 day,Yes,5.2,4.6,2.5,24.16,Yes,Good- adequate for most needs,2.6,Union
EMP-0051,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,7.8,2.8,Yes,<1 day,No,8.4,9.8,11.7,19.41,Yes,Fair- some gaps or inconsistencies,3.9,Union
EMP-0052,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,6.9,3.8,Yes,<1 day,Yes,0.3,3.3,1.3,17.5,Yes,Good- adequate for most needs,2.7,Union
EMP-0053,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,3.3,3.8,Yes,1-2 days,No,2.6,1.0,2.1,19.21,Yes,Excellent- comprehensive and very helpful,2.6,Non-Union
EMP-0054,"Champaign, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,9.2,6.2,Yes,1-2 days,Yes,1.9,1.8,3.4,25.38,Yes,Good- adequate for most needs,1.5,Union
EMP-0055,"Lansing, Michigan",Maintenance Technician,Front-line,5.6,6.9,No,1-2 days,No,20.6,5.3,8.0,27.42,No,,2.3,Non-Union
EMP-0056,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,6.9,3.8,No,<1 day,No,15.7,12.1,4.9,32.57,No,,3.7,Non-Union
EMP-0057,"Cedar Rapids, Iowa",Plant Management,Management,5.1,4.8,Yes,<1 day,Yes,7.0,1.2,0.1,42.12,Yes,Good- adequate for most needs,2.4,Union
EMP-0058,"Champaign, Illinois",Production/Manufacturing Operator,Front-line,4.4,3.3,No,1-2 days,Yes,0.1,3.6,0.1,19.33,Yes,Fair- some gaps or inconsistencies,2.8,Union
EMP-0059,"Racine, Wisconsin",Demand Planning/Forecasting,Back-office/Support,5.7,8.0,Yes,<1 day,Yes,6.3,1.4,0.1,29.78,No,,4.3,Non-Union
EMP-0060,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,5.9,2.5,No,<1 day,No,5.3,0.7,0.4,33.22,Yes,Fair- some gaps or inconsistencies,2.4,Union
EMP-0061,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,5.7,3.4,Yes,<1 day,Yes,3.1,1.5,1.9,18.63,Yes,Excellent- comprehensive and very helpful,4.7,Union
EMP-0062,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,1.9,5.5,Yes,>2 days,Yes,22.3,16.6,9.1,19.14,No,,3.6,Union
EMP-0063,"Racine, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,1,7.4,No,<1 day,Yes,5.7,4.3,2.6,24.96,No,,4.0,Union
EMP-0064,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,1,5.7,No,1-2 days,No,12.4,14.9,5.4,19.82,Yes,Fair- some gaps or inconsistencies,3.9,Union
EMP-0065,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,7.1,5.4,No,<1 day,No,2.8,4.8,3.8,20.83,Yes,Fair- some gaps or inconsistencies,3.9,Non-Union
EMP-0066,"Champaign, Illinois",Plant Management,Management,5.0,7.4,Yes,>2 days,Yes,6.5,4.4,1.5,47.8,Yes,Poor - insufficient or unhelpful,1,Non-Union
EMP-0067,"Cleveland, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.3,7.9,Yes,<1 day,No,25.5,17.4,8.1,26.05,Yes,Fair- some gaps or inconsistencies,3.2,Union
EMP-0068,"Champaign, Illinois",Maintenance Technician,Front-line,1,5.7,Yes,>2 days,No,7.7,2.0,0.9,23.14,Yes,Fair- some gaps or inconsistencies,2.8,Union
EMP-0069,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,3.0,5.0,No,>2 days,Yes,22.3,10.8,11.9,25.46,No,,2.9,Union
EMP-0070,"Racine, Wisconsin",Quality Control/Quality Assurance,Front-line,4.2,6.6,Yes,1-2 days,Yes,4.8,2.2,0.5,21.89,Yes,Fair- some gaps or inconsistencies,4.6,Non-Union
EMP-0071,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,1.4,8.3,No,>2 days,No,3.5,0.8,1.0,21.98,Yes,Good- adequate for most needs,3.7,Non-Union
EMP-0072,"Lansing, Michigan",Quality Control/Quality Assurance,Front-line,7.9,2.5,Yes,>2 days,No,13.7,6.6,11.9,25.28,No,,3.3,Union
EMP-0073,"Cleveland, Ohio",Plant Management,Management,7.0,4.2,Yes,>2 days,Yes,23.7,15.4,6.5,43.31,No,,2.5,Union
EMP-0074,"Racine, Wisconsin",Demand Planning/Forecasting,Back-office/Support,7.7,5.6,Yes,>2 days,Yes,4.3,0.6,3.6,26.4,No,,4.8,Non-Union
EMP-0075,"Racine, Wisconsin",Quality Control/Quality Assurance,Front-line,2.1,2.0,No,>2 days,No,7.8,2.2,2.6,20.25,No,,4.1,Union
EMP-0076,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,4.4,8.3,Yes,>2 days,Yes,18.0,4.1,4.4,18.27,Yes,Excellent- comprehensive and very helpful,3.2,Union
EMP-0077,"Cleveland, Ohio",Maintenance Technician,Front-line,4.7,6.7,No,<1 day,No,28.1,15.0,6.8,26.25,No,,2.8,Non-Union
EMP-0078,"Cleveland, Ohio",Plant Management,Management,4.2,6.4,No,<1 day,No,11.2,5.2,8.6,37.99,No,,5,Non-Union
EMP-0079,"Cleveland, Ohio",Quality Control/Quality Assurance,Front-line,2.6,5.1,Yes,>2 days,No,29.6,16.1,8.9,19.73,No,,3.5,Union
EMP-0080,"Racine, Wisconsin",Maintenance Technician,Front-line,3.0,5.2,No,1-2 days,No,6.9,5.0,3.0,25.44,Yes,Fair- some gaps or inconsistencies,5,Non-Union
EMP-0081,"Racine, Wisconsin",Administrative/Support Staff,Back-office/Support,5.9,8.5,No,<1 day,Yes,4.7,1.0,0.4,24.17,No,,3.6,Union
EMP-0082,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,10,8.3,No,<1 day,Yes,23.6,14.6,10.6,25.75,Yes,Fair- some gaps or inconsistencies,4.0,Non-Union
EMP-0083,"Racine, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,4.4,4.0,Yes,>2 days,No,6.9,1.9,0.4,23.45,No,,3.5,Union
EMP-0084,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,8.6,5.3,Yes,1-2 days,Yes,2.1,3.9,3.5,27.1,Yes,Excellent- comprehensive and very helpful,3.6,Non-Union
EMP-0085,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,5.6,4.5,Yes,1-2 days,No,7.5,3.0,3.9,24.01,No,,2.8,Union
EMP-0086,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,1.2,5.2,Yes,<1 day,No,3.6,0.9,1.1,29.2,No,,2.7,Non-Union
EMP-0087,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,7.4,6.9,Yes,1-2 days,No,2.2,2.5,1.6,20.67,No,,3.3,Union
EMP-0088,"Racine, Wisconsin",Demand Planning/Forecasting,Back-office/Support,4.6,2.1,Yes,1-2 days,No,0.3,4.4,3.5,27.35,Yes,Fair- some gaps or inconsistencies,4.9,Union
EMP-0089,"Lansing, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,8.2,5.8,Yes,1-2 days,Yes,17.9,12.7,5.7,29.88,Yes,Fair- some gaps or inconsistencies,4.7,Non-Union
EMP-0090,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,5.9,6.2,Yes,<1 day,Yes,25.8,11.5,11.1,23.19,Yes,Good- adequate for most needs,3.6,Non-Union
EMP-0091,"Racine, Wisconsin",Plant Management,Management,3.8,6.4,No,>2 days,Yes,7.4,1.2,3.4,35.41,No,,3.3,Non-Union
EMP-0092,"Cleveland, Ohio",Administrative/Support Staff,Back-office/Support,5.2,6.3,Yes,>2 days,No,22.2,5.2,9.3,19.49,Yes,Good- adequate for most needs,2.5,Non-Union
EMP-0093,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,4.7,8.6,Yes,>2 days,No,3.4,0.5,3.8,26.71,Yes,Fair- some gaps or inconsistencies,2.9,Non-Union
EMP-0094,"Champaign, Illinois",Maintenance Technician,Front-line,3.3,6.6,No,>2 days,No,7.2,3.8,3.8,21.92,No,,3.1,Non-Union
EMP-0095,"Cedar Rapids, Iowa",Plant Management,Management,6.2,5.8,Yes,>2 days,No,6.8,1.0,3.6,41.55,Yes,Good- adequate for most needs,1.4,Union
EMP-0096,"Cleveland, Ohio",Demand Planning/Forecasting,Back-office/Support,10,4.2,No,<1 day,No,23.8,4.1,4.4,28.43,Yes,Good- adequate for most needs,2.4,Non-Union
EMP-0097,"Cleveland, Ohio",Maintenance Technician,Front-line,3.7,6.0,Yes,<1 day,Yes,17.1,13.7,11.6,23.5,Yes,Good- adequate for most needs,3.0,Non-Union
EMP-0098,"Lansing, Michigan",Quality Control/Quality Assurance,Front-line,6.6,4.0,Yes,>2 days,Yes,21.3,17.0,11.9,21.66,Yes,Excellent- comprehensive and very helpful,3.3,Non-Union
EMP-0099,"Champaign, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,6.5,3.8,Yes,>2 days,No,1.0,4.0,2.5,26.91,No,,2.3,Non-Union
EMP-0100,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,9.2,7.5,Yes,<1 day,No,3.6,2.5,1.1,32.24,No,,2.5,Non-Union
EMP-0101,"Cedar Rapids, Iowa",Administrative/Support Staff,Back-office/Support,7.0,6.4,Yes,1-2 days,Yes,4.6,0.4,2.5,22.28,No,,2.7,Union
EMP-0102,"Lansing, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,10,3.0,Yes,<1 day,No,8.4,6.7,8.1,27.71,No,,1.9,Union
EMP-0103,"Racine, Wisconsin",Demand Planning/Forecasting,Back-office/Support,5.9,8.4,Yes,1-2 days,Yes,3.8,4.8,3.0,36.51,No,,4.1,Union
EMP-0104,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,6.6,7.4,No,1-2 days,Yes,21.4,5.1,6.1,21.19,Yes,Fair- some gaps or inconsistencies,3.8,Union
EMP-0105,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,4.5,3.6,No,<1 day,No,12.2,9.5,3.5,21.16,No,,1.5,Non-Union
EMP-0106,"Racine, Wisconsin",Plant Management,Management,3.5,8.0,No,<1 day,Yes,3.0,1.8,0.7,35.5,No,,2.9,Union
EMP-0107,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,6.5,7.8,No,1-2 days,No,29.3,16.3,3.9,20.25,Yes,Fair- some gaps or inconsistencies,3.9,Non-Union
EMP-0108,"Cleveland, Ohio",Maintenance Technician,Front-line,3.0,6.1,Yes,1-2 days,No,23.0,15.9,4.1,24.04,No,,2.8,Non-Union
EMP-0109,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,7.1,6.8,Yes,<1 day,No,21.2,9.1,8.5,23.9,No,,2.3,Non-Union
EMP-0110,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,3.9,6.9,Yes,>2 days,Yes,19.7,16.4,3.5,26.62,Yes,Poor - insufficient or unhelpful,1.7,Non-Union
EMP-0111,"Champaign, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,5.7,6.6,Yes,<1 day,Yes,0.0,4.4,0.5,20.67,No,,3.0,Non-Union
