employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-BLO-000,"Bloomington, Illinois",Packaging Operator,19.46,2080,Union,non-production,East North Central
LAB-BLO-001,"Bloomington, Illinois",Quality Inspector,17.26,2080,Union,non-production,East North Central
LAB-BLO-002,"Bloomington, Illinois",Maintenance Tech,14,2080,Union,non-production,East North Central
LAB-BLO-003,"Bloomington, Illinois",Maintenance Tech,18.16,2080,Non-Union,non-production,East North Central
LAB-BLO-004,"Bloomington, Illinois",Quality Inspector,18.16,2080,Non-Union,non-production,East North Central
LAB-BLO-005,"Bloomington, Illinois",Line Lead,19.73,2080,Non-Union,production,East North Central
LAB-BLO-006,"Bloomington, Illinois",Maintenance Tech,22.31,2080,Union,non-production,East North Central
LAB-BLO-007,"Bloomington, Illinois",Packaging Operator,18.09,2080,Non-Union,non-production,East North Central
LAB-BLO-008,"Bloomington, Illinois",Quality Inspector,18.97,2080,Union,non-production,East North Central
LAB-BLO-009,"Bloomington, Illinois",Maintenance Tech,18.69,2080,Union,non-production,East North Central
LAB-BLO-010,"Bloomington, Illinois",Quality Inspector,18.5,2080,Union,non-production,East North Central
LAB-BLO-011,"Bloomington, Illinois",Packaging Operator,21.33,2080,Union,non-production,East North Central
LAB-BLO-012,"Bloomington, Illinois",Line Lead,24.11,2080,Union,production,East North Central
LAB-BLO-013,"Bloomington, Illinois",Line Lead,19.54,2080,Non-Union,production,East North Central
LAB-BLO-014,"Bloomington, Illinois",Maintenance Tech,19.88,2080,Union,non-production,East North Central
LAB-BLO-015,"Bloomington, Illinois",Maintenance Tech,16.47,2080,Union,non-production,East North Central
LAB-BLO-016,"Bloomington, Illinois",Quality Inspector,16.19,2080,Non-Union,non-production,East North Central
LAB-BLO-017,"Bloomington, Illinois",Packaging Operator,16.79,2080,Non-Union,non-production,East North Central
LAB-BLO-018,"Bloomington, Illinois",Quality Inspector,22.81,2080,Union,non-production,East North Central
LAB-BLO-019,"Bloomington, Illinois",Packaging Operator,16.84,2080,Union,non-production,East North Central
LAB-KEN-020,"Kenosha, Wisconsin",Production Supervisor,18.38,2080,Non-Union,production,East North Central
LAB-KEN-021,"Kenosha, Wisconsin",Quality Inspector,16.73,2080,Non-Union,non-production,East North Central
LAB-KEN-022,"Kenosha, Wisconsin",Line Lead,21.2,2080,Non-Union,production,East North Central
LAB-KEN-023,"Kenosha, Wisconsin",Production Supervisor,24.96,2080,Union,production,East North Central
LAB-KEN-024,"Kenosha, Wisconsin",Packaging Operator,18.09,2080,Non-Union,non-production,East North Central
LAB-KEN-025,"Kenosha, Wisconsin",Quality Inspector,18.26,2080,Union,non-production,East North Central
LAB-KEN-026,"Kenosha, Wisconsin",Packaging Operator,22.42,2080,Union,non-production,East North Central
