employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,3.6,7.9,No,>2 days,Yes,7.3,2.3,0.5,19.46,Yes,Good- adequate for most needs,4.2,Union
EMP-0001,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,3.8,3.6,No,<1 day,No,12.4,4.2,8.8,19.22,No,,3.9,Union
EMP-0002,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,2.2,10,No,>2 days,No,1.5,4.0,0.7,14.95,No,,2.4,Non-Union
EMP-0003,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,7.5,5.9,No,1-2 days,Yes,18.7,12.1,11.1,20.88,No,,3.8,Non-Union
EMP-0004,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,1,4.0,Yes,1-2 days,No,1.5,1.9,3.4,20.14,Yes,Good- adequate for most needs,3.3,Union
EMP-0005,"Cleveland, Ohio",Quality Control/Quality Assurance,Front-line,3.5,7.3,No,>2 days,No,24.5,4.8,8.8,19.27,No,,4.4,Non-Union
EMP-0006,"Grand Rapids, Michigan",Maintenance Technician,Front-line,7.0,5.8,Yes,>2 days,No,27.4,5.7,9.1,25.3,Yes,Fair- some gaps or inconsistencies,2.1,Non-Union
EMP-0007,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,7.6,5.8,Yes,<1 day,Yes,2.1,0.4,0.1,27.68,No,,2.8,Union
EMP-0008,"Bloomington, Illinois",Administrative/Support Staff,Back-office/Support,7.8,4.4,Yes,>2 days,No,7.1,0.7,0.4,19.51,No,,1.4,Union
EMP-0009,"Bloomington, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,2.7,6.2,No,1-2 days,Yes,6.4,4.9,1.2,23.91,No,,1.6,Non-Union
EMP-0010,"Bloomington, Illinois",Production/Manufacturing Operator,Front-line,5.3,6.9,No,1-2 days,No,1.0,1.3,0.6,13.94,Yes,Fair- some gaps or inconsistencies,4.4,Non-Union
EMP-0011,"Bloomington, Illinois",Quality Control/Quality Assurance,Front-line,1,6.0,No,>2 days,No,6.6,3.4,1.6,23.24,Yes,Excellent- comprehensive and very helpful,3.3,Union
EMP-0012,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,1.8,7.0,No,<1 day,No,1.1,3.5,1.6,22.69,Yes,Fair- some gaps or inconsistencies,3.1,Non-Union
EMP-0013,"Cleveland, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,4.1,7.2,No,<1 day,No,24.2,12.5,10.7,23.54,Yes,Good- adequate for most needs,2.1,Non-Union
EMP-0014,"Bloomington, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,8.7,4.7,No,>2 days,Yes,6.7,4.1,3.3,28.73,No,,1.5,Non-Union
EMP-0015,"Cleveland, Ohio",Production/Manufacturing Operator,Front-line,7.2,5.3,Yes,>2 days,No,27.8,14.2,11.0,17.14,No,,3.4,Non-Union
EMP-0016,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,5.1,3.0,Yes,<1 day,Yes,2.1,2.4,1.3,16.86,No,,3.7,Non-Union
EMP-0017,"Grand Rapids, Michigan",Production/Manufacturing Operator,Front-line,2.0,8.3,No,<1 day,No,9.1,6.3,8.5,14.92,No,,3.4,Non-Union
EMP-0018,"Bloomington, Illinois",Demand Planning/Forecasting,Back-office/Support,6.2,5.4,No,<1 day,Yes,6.7,4.7,1.0,29.15,No,,2.6,Non-Union
EMP-0019,"Cedar Rapids, Iowa",Plant Management,Management,4.9,3.3,No,>2 days,Yes,3.3,2.6,1.9,45.22,No,,4.1,Union
EMP-0020,"Cedar Rapids, Iowa",Plant Management,Management,7.7,8.3,Yes,1-2 days,No,5.5,1.1,0.4,40.27,No,,3.5,Non-Union
EMP-0021,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,4.9,5.7,No,<1 day,No,4.6,3.6,0.9,24.56,Yes,Fair- some gaps or inconsistencies,4.4,Union
EMP-0022,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,6.1,4.7,Yes,>2 days,Yes,1.2,0.5,3.9,31.45,No,,3.2,Union
EMP-0023,"Grand Rapids, Michigan",Plant Management,Management,8.8,3.6,No,1-2 days,No,17.4,5.3,11.6,43.37,No,,3.0,Non-Union
EMP-0024,"Cleveland, Ohio",Quality Control/Quality Assurance,Front-line,5.7,6.3,No,>2 days,Yes,21.1,15.1,5.5,21.5,No,,3.6,Union
EMP-0025,"Cleveland, Ohio",Maintenance Technician,Front-line,3.8,6.1,No,>2 days,Yes,27.2,6.5,5.2,31.24,No,,3.1,Union
EMP-0026,"Cedar Rapids, Iowa",Plant Management,Management,6.0,6.5,Yes,1-2 days,Yes,0.7,2.0,1.5,35.81,No,,5,Union
EMP-0027,"Grand Rapids, Michigan",Plant Management,Management,7.0,4.8,Yes,<1 day,No,14.2,12.9,10.7,43.78,No,,3.5,Non-Union
EMP-0028,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,6.6,4.1,Yes,1-2 days,No,5.0,1.1,1.6,24.82,No,,3.9,Union
EMP-0029,"Cleveland, Ohio",Demand Planning/Forecasting,Back-office/Support,8.4,4.7,Yes,<1 day,Yes,18.8,11.4,9.7,30.52,Yes,Poor - insufficient or unhelpful,2.7,Union
EMP-0030,"Bloomington, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,5.4,6.0,No,<1 day,No,4.5,4.2,2.0,20.81,Yes,Good- adequate for most needs,2.7,Non-Union
EMP-0031,"Cleveland, Ohio",Production/Manufacturing Operator,Front-line,1.7,4.5,No,>2 days,No,25.1,9.4,4.1,18.76,Yes,Good- adequate for most needs,1.9,Non-Union
EMP-0032,"Grand Rapids, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,5.0,4.8,No,1-2 days,No,10.5,4.9,9.3,26.67,Yes,Excellent- comprehensive and very helpful,3.9,Non-Union
EMP-0033,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,5.8,4.8,No,<1 day,Yes,22.8,5.5,9.4,27.6,Yes,Fair- some gaps or inconsistencies,4.1,Union
EMP-0034,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,4.4,7.8,No,1-2 days,No,25.2,15.7,10.4,21.24,No,,3.3,Non-Union
EMP-0035,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,2.8,5.2,Yes,<1 day,Yes,2.7,4.7,0.2,25.35,Yes,Fair- some gaps or inconsistencies,3.2,Union
EMP-0036,"Cleveland, Ohio",Demand Planning/Forecasting,Back-office/Support,6.0,7.5,No,1-2 days,No,11.1,6.9,5.1,25.92,No,,3.7,Union
EMP-0037,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,6.4,5.2,Yes,1-2 days,Yes,20.5,6.4,9.8,25.97,No,,3.4,Non-Union
EMP-0038,"Bloomington, Illinois",Demand Planning/Forecasting,Back-office/Support,5.4,3.7,Yes,<1 day,Yes,8.0,0.2,2.4,32.3,Yes,Good- adequate for most needs,2.2,Union
EMP-0039,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,8.1,5.2,No,<1 day,No,7.6,4.9,2.3,29.65,Yes,Fair- some gaps or inconsistencies,3.4,Union
EMP-0040,"Cedar Rapids, Iowa",Plant Management,Management,5.9,4.4,No,1-2 days,Yes,1.6,2.1,0.6,43.63,No,,2.6,Union
EMP-0041,"Cedar Rapids, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,5.0,7.4,No,>2 days,Yes,0.7,4.0,2.2,23.4,No,,1.9,Non-Union
EMP-0042,"Cleveland, Ohio",Plant Management,Management,6.5,6.8,Yes,1-2 days,No,16.7,5.5,11.7,38.19,Yes,Fair- some gaps or inconsistencies,3.7,Union
EMP-0043,"Bloomington, Illinois",Demand Planning/Forecasting,Back-office/Support,4.4,6.4,Yes,>2 days,No,0.3,1.1,4.0,24.18,Yes,Good- adequate for most needs,2.1,Union
EMP-0044,"Bloomington, Illinois",Maintenance Technician,Front-line,2.7,5.7,No,<1 day,Yes,7.4,0.6,1.1,19.62,Yes,Fair- some gaps or inconsistencies,4.0,Union
EMP-0045,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,5.4,8.5,No,>2 days,No,3.0,1.7,2.1,27.65,No,,2.8,Union
EMP-0046,"Cleveland, Ohio",Maintenance Technician,Front-line,7.8,6.1,No,<1 day,Yes,25.2,14.5,6.7,22.84,No,,4.4,Union
EMP-0047,"Kenosha, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,7.2,7.8,No,<1 day,No,4.9,4.8,3.4,21.23,No,,4.4,Non-Union
EMP-0048,"Bloomington, Illinois",Plant Management,Management,6.9,5.0,Yes,1-2 days,No,0.1,5.0,0.1,38.56,No,,3.2,Union
EMP-0049,"Cleveland, Ohio",Plant Management,Management,7.4,1.6,Yes,<1 day,No,24.4,6.3,4.0,39.54,No,,1,Non-Union
EMP-0050,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,6.1,3.9,Yes,>2 days,No,7.9,1.7,2.9,29.72,No,,5,Non-Union
EMP-0051,"Bloomington, Illinois",Administrative/Support Staff,Back-office/Support,7.1,5.7,Yes,1-2 days,Yes,0.1,0.2,3.4,17.19,Yes,Poor - insufficient or unhelpful,3.0,Non-Union
EMP-0052,"Bloomington, Illinois",Demand Planning/Forecasting,Back-office/Support,1.5,8.9,No,<1 day,Yes,6.0,0.8,2.2,31.07,Yes,Good- adequate for most needs,3.1,Non-Union
EMP-0053,"Kenosha, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,5.0,7.5,No,>2 days,Yes,2.3,0.9,4.0,27.72,Yes,Good- adequate for most needs,3.9,Union
EMP-0054,"Cedar Rapids, Iowa",Administrative/Support Staff,Back-office/Support,6.2,1,No,<1 day,Yes,6.5,0.7,0.5,22.45,No,,2.8,Non-Union
EMP-0055,"Grand Rapids, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,2.7,7.2,No,>2 days,Yes,17.8,15.9,10.7,31.29,No,,4.0,Union
EMP-0056,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,4.1,9.3,Yes,1-2 days,No,1.3,0.3,0.3,29.08,No,,4.1,Union
EMP-0057,"Kenosha, Wisconsin",Plant Management,Management,9.2,4.0,Yes,<1 day,No,0.1,1.3,3.9,42.98,No,,1.6,Non-Union
EMP-0058,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,4.5,4.6,Yes,<1 day,No,6.6,2.9,1.3,13.97,No,,4.1,Non-Union
EMP-0059,"Bloomington, Illinois",Administrative/Support Staff,Back-office/Support,7.7,3.2,No,1-2 days,Yes,4.5,2.1,2.3,24.0,No,,3.4,Non-Union
EMP-0060,"Kenosha, Wisconsin",Administrative/Support Staff,Back-office/Support,4.0,4.7,No,<1 day,Yes,2.6,4.5,0.4,17.34,Yes,Fair- some gaps or inconsistencies,4.3,Union
EMP-0061,"Cleveland, Ohio",Administrative/Support Staff,Back-office/Support,6.1,6.9,Yes,<1 day,Yes,21.3,9.7,6.1,17.29,No,,2.6,Non-Union
EMP-0062,"Cleveland, Ohio",Plant Management,Management,1.8,3.9,No,<1 day,No,22.3,4.6,6.5,45.62,No,,4.5,Non-Union
EMP-0063,"Cleveland, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.4,3.9,No,<1 day,Yes,29.9,9.0,11.9,24.48,Yes,Good- adequate for most needs,3.2,Union
EMP-0064,"Bloomington, Illinois",Quality Control/Quality Assurance,Front-line,6.4,4.7,Yes,1-2 days,No,3.8,2.2,3.5,21.08,Yes,Good- adequate for most needs,1,Union
EMP-0065,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,2.7,6.3,Yes,<1 day,No,0.7,2.6,0.1,28.09,No,,4.0,Union
EMP-0066,"Grand Rapids, Michigan",Quality Control/Quality Assurance,Front-line,2.6,6.2,Yes,>2 days,Yes,11.0,16.8,7.7,22.07,No,,3.8,Non-Union
EMP-0067,"Bloomington, Illinois",Quality Control/Quality Assurance,Front-line,2.7,5.6,Yes,>2 days,No,4.4,1.3,1.2,25.98,Yes,Good- adequate for most needs,2.6,Non-Union
EMP-0068,"Cleveland, Ohio",Plant Management,Management,4.3,4.6,No,<1 day,Yes,20.5,11.4,8.3,39.86,Yes,Good- adequate for most needs,1.3,Non-Union
EMP-0069,"Kenosha, Wisconsin",Maintenance Technician,Front-line,5.1,4.7,Yes,>2 days,Yes,0.1,3.3,3.6,30.91,Yes,Fair- some gaps or inconsistencies,4.6,Union
EMP-0070,"Cleveland, Ohio",Plant Management,Management,4.2,5.2,No,1-2 days,No,16.1,16.6,7.7,38.43,No,,4.0,Non-Union
EMP-0071,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,7.2,4.7,Yes,>2 days,No,3.2,1.4,2.4,26.81,Yes,Good- adequate for most needs,3.9,Union
EMP-0072,"Cleveland, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.9,7.2,Yes,>2 days,Yes,8.7,16.8,5.5,29.14,Yes,Good- adequate for most needs,2.7,Union
EMP-0073,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,3.4,3.0,No,<1 day,No,3.3,1.0,3.7,19.79,Yes,Excellent- comprehensive and very helpful,3.2,Union
