employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Davenport, Iowa",Production/Manufacturing Operator,Front-line,3.0,8.5,Yes,>2 days,No,6.7,2.9,2.2,18.88,Yes,Poor - insufficient or unhelpful,3.5,Non-Union
EMP-0001,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,2.6,4.8,Yes,1-2 days,No,6.4,2.1,1.6,26.91,No,,2.5,Union
EMP-0002,"Detroit, Michigan",Demand Planning/Forecasting,Back-office/Support,5.8,4.4,Yes,<1 day,No,15.0,9.2,3.7,30.58,Yes,Poor - insufficient or unhelpful,3.4,Union
EMP-0003,"Toledo, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,3.4,4.5,No,<1 day,No,29.4,11.3,9.5,27.02,No,,3.5,Non-Union
EMP-0004,"Springfield, Illinois",Plant Management,Management,6.6,3.8,Yes,<1 day,No,6.5,0.5,0.3,42.84,No,,4.2,Non-Union
EMP-0005,"Springfield, Illinois",Demand Planning/Forecasting,Back-office/Support,5.8,5.2,No,1-2 days,Yes,6.6,0.3,0.4,34.95,Yes,Excellent- comprehensive and very helpful,3.4,Non-Union
EMP-0006,"Racine, Wisconsin",Plant Management,Management,9.0,5.4,No,<1 day,No,3.5,1.1,1.6,44.53,Yes,Excellent- comprehensive and very helpful,4.7,Non-Union
EMP-0007,"Springfield, Illinois",Quality Control/Quality Assurance,Front-line,5.0,6.6,Yes,1-2 days,No,0.3,2.7,1.8,16.66,No,,2.0,Union
EMP-0008,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,4.7,5.2,Yes,1-2 days,No,12.5,10.1,11.7,24.39,No,,4.0,Union
EMP-0009,"Springfield, Illinois",Quality Control/Quality Assurance,Front-line,8.1,2.5,No,<1 day,Yes,7.1,0.5,3.5,26.97,Yes,Poor - insufficient or unhelpful,2.6,Union
EMP-0010,"Toledo, Ohio",Plant Management,Management,5.7,7.0,Yes,>2 days,Yes,10.9,11.9,10.6,37.74,Yes,Fair- some gaps or inconsistencies,3.9,Non-Union
EMP-0011,"Racine, Wisconsin",Maintenance Technician,Front-line,4.2,8.8,Yes,1-2 days,No,6.1,1.0,3.3,30.71,No,,3.4,Non-Union
EMP-0012,"Davenport, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,5.9,8.6,Yes,>2 days,No,3.5,4.8,2.2,28.85,No,,3.1,Union
EMP-0013,"Springfield, Illinois",Maintenance Technician,Front-line,7.9,6.2,No,<1 day,Yes,7.5,2.3,2.5,29.17,No,,2.3,Non-Union
EMP-0014,"Springfield, Illinois",Plant Management,Management,6.7,6.9,No,>2 days,No,1.0,0.0,1.4,42.53,No,,2.9,Non-Union
EMP-0015,"Racine, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,6.2,4.1,Yes,1-2 days,Yes,0.7,4.4,0.7,34.03,No,,4.0,Union
EMP-0016,"Racine, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,5.3,5.0,No,>2 days,Yes,5.1,4.5,2.0,25.95,Yes,Excellent- comprehensive and very helpful,4.1,Non-Union
EMP-0017,"Racine, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,6.4,4.8,Yes,1-2 days,No,7.6,4.5,3.7,26.03,Yes,Fair- some gaps or inconsistencies,4.0,Non-Union
EMP-0018,"Detroit, Michigan",Administrative/Support Staff,Back-office/Support,5.6,5.7,No,>2 days,No,10.7,10.1,7.7,20.61,Yes,Fair- some gaps or inconsistencies,1.4,Union
EMP-0019,"Springfield, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,5.9,1.6,No,1-2 days,No,4.2,1.7,3.3,23.65,Yes,Good- adequate for most needs,3.9,Union
EMP-0020,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,1,6.1,No,<1 day,Yes,6.3,4.1,2.4,14.17,No,,4.0,Non-Union
EMP-0021,"Toledo, Ohio",Plant Management,Management,9.8,8.6,No,1-2 days,Yes,10.2,8.4,11.3,44.35,No,,2.6,Non-Union
EMP-0022,"Davenport, Iowa",Maintenance Technician,Front-line,7.1,4.8,Yes,1-2 days,No,4.3,4.1,0.1,23.51,Yes,Fair- some gaps or inconsistencies,2.4,Non-Union
EMP-0023,"Racine, Wisconsin",Administrative/Support Staff,Back-office/Support,5.9,3.5,Yes,>2 days,No,7.7,4.4,0.1,21.95,No,,4.9,Non-Union
EMP-0024,"Toledo, Ohio",Production/Manufacturing Operator,Front-line,5.6,5.7,Yes,>2 days,Yes,12.2,5.4,11.1,16.25,No,,3.0,Non-Union
EMP-0025,"Toledo, Ohio",Maintenance Technician,Front-line,5.2,6.0,Yes,1-2 days,Yes,19.2,18.0,7.2,27.01,Yes,Good- adequate for most needs,2.9,Non-Union
EMP-0026,"Detroit, Michigan",Demand Planning/Forecasting,Back-office/Support,8.7,6.7,No,1-2 days,Yes,10.6,5.6,6.4,34.74,No,,2.7,Union
EMP-0027,"Racine, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,5.6,6.1,Yes,>2 days,No,5.6,1.0,0.6,28.81,No,,4.8,Non-Union
EMP-0028,"Racine, Wisconsin",Maintenance Technician,Front-line,6.9,6.0,No,>2 days,No,2.0,1.4,0.6,24.24,Yes,Fair- some gaps or inconsistencies,3.3,Non-Union
EMP-0029,"Davenport, Iowa",Plant Management,Management,7.2,8.2,No,1-2 days,No,5.0,4.5,2.5,39.18,No,,2.9,Non-Union
EMP-0030,"Detroit, Michigan",Plant Management,Management,9.4,4.5,Yes,1-2 days,No,8.8,15.6,8.4,45.72,No,,3.8,Non-Union
EMP-0031,"Toledo, Ohio",Maintenance Technician,Front-line,5.8,3.4,Yes,>2 days,Yes,17.3,11.1,9.2,26.87,Yes,Fair- some gaps or inconsistencies,3.2,Union
EMP-0032,"Detroit, Michigan",Administrative/Support Staff,Back-office/Support,2.2,7.2,No,1-2 days,Yes,19.4,9.5,9.3,18.72,No,,4.2,Union
EMP-0033,"Detroit, Michigan",Plant Management,Management,2.3,9.1,No,>2 days,Yes,19.7,7.3,7.2,49.7,No,,4.0,Non-Union
EMP-0034,"Racine, Wisconsin",Maintenance Technician,Front-line,3.3,2.3,Yes,>2 days,Yes,4.1,2.9,1.2,30.54,No,,4.6,Union
EMP-0035,"Springfield, Illinois",Quality Control/Quality Assurance,Front-line,1.2,5.4,Yes,1-2 days,No,3.8,2.3,3.5,25.87,Yes,Fair- some gaps or inconsistencies,2.3,Non-Union
EMP-0036,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,4.6,4.5,No,>2 days,No,26.9,13.2,6.9,29.46,No,,2.6,Union
EMP-0037,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,5.7,4.6,Yes,<1 day,Yes,12.5,7.5,7.2,31.9,Yes,Fair- some gaps or inconsistencies,3.2,Union
EMP-0038,"Davenport, Iowa",Maintenance Technician,Front-line,5.0,4.9,No,>2 days,Yes,1.3,3.9,3.5,29.27,No,,4.1,Union
EMP-0039,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,5.0,5.2,Yes,<1 day,No,7.3,4.7,3.1,21.29,No,,2.9,Non-Union
EMP-0040,"Davenport, Iowa",Demand Planning/Forecasting,Back-office/Support,7.6,3.7,Yes,<1 day,Yes,5.8,0.6,3.4,29.35,Yes,Good- adequate for most needs,3.7,Union
EMP-0041,"Racine, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,9.9,6.7,No,1-2 days,No,4.8,1.0,1.9,24.2,Yes,Good- adequate for most needs,3.7,Union
