equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-SPR-000,"Springfield, Illinois",Condiments,18477.15,28802.77
EQ-SPR-001,"Springfield, Illinois",Sauces,19115.63,22017.6
EQ-SPR-002,"Springfield, Illinois",Canned Vegetables,20817.74,6253.29
EQ-SPR-003,"Springfield, Illinois",Canned Vegetables,24838.82,14782.22
EQ-SPR-004,"Springfield, Illinois",Sauces,58208.53,22262.44
EQ-SPR-005,"Springfield, Illinois",Canned Vegetables,12836.47,28503.36
EQ-SPR-006,"Springfield, Illinois",Canned Vegetables,9676.72,12864.95
EQ-SPR-007,"Springfield, Illinois",Sauces,25933.86,13868.04
EQ-SPR-008,"Springfield, Illinois",Sauces,39356.99,8215.1
EQ-SPR-009,"Springfield, Illinois",Canned Vegetables,23467.27,14757.6
EQ-SPR-010,"Springfield, Illinois",Canned Vegetables,73308.47,19498.78
EQ-SPR-011,"Springfield, Illinois",Canned Vegetables,14421.46,10086.53
EQ-SPR-012,"Springfield, Illinois",Sauces,24099.85,14291.98
EQ-SPR-013,"Springfield, Illinois",Condiments,16292.87,23929.0
EQ-SPR-014,"Springfield, Illinois",Sauces,59263.88,10931.29
EQ-SPR-015,"Springfield, Illinois",Sauces,14427.27,26750.12
EQ-SPR-016,"Springfield, Illinois",Condiments,16049.1,2746.32
EQ-SPR-017,"Springfield, Illinois",Canned Vegetables,74509.36,7790.6
EQ-SPR-018,"Springfield, Illinois",Canned Vegetables,56354.88,13619.14
EQ-SPR-019,"Springfield, Illinois",Condiments,7663.4,26386.66
EQ-SPR-020,"Springfield, Illinois",Condiments,15579.8,20495.25
EQ-SPR-021,"Springfield, Illinois",Sauces,26571.74,4391.19
EQ-SPR-022,"Springfield, Illinois",Condiments,37071.3,7986.53
EQ-SPR-023,"Springfield, Illinois",Sauces,56902.24,3022.15
EQ-SPR-024,"Springfield, Illinois",Canned Vegetables,32155.8,8317.19
EQ-SPR-025,"Springfield, Illinois",Condiments,21638.59,27404.95
EQ-SPR-026,"Springfield, Illinois",Canned Vegetables,17325.42,27681.19
EQ-SPR-027,"Springfield, Illinois",Sauces,16865.11,27722.19
EQ-SPR-028,"Springfield, Illinois",Sauces,17756.47,29319.23
EQ-SPR-029,"Springfield, Illinois",Condiments,90492.43,14735.53
EQ-SPR-030,"Springfield, Illinois",Canned Vegetables,35279.41,22228.48
EQ-SPR-031,"Springfield, Illinois",Condiments,30412.53,24751.49
EQ-SPR-032,"Springfield, Illinois",Canned Vegetables,30019.34,20804.43
EQ-SPR-033,"Springfield, Illinois",Sauces,34006.35,9688.17
EQ-SPR-034,"Springfield, Illinois",Canned Vegetables,66116.77,11405.93
EQ-SPR-035,"Springfield, Illinois",Condiments,7191.46,26125.37
EQ-SPR-036,"Springfield, Illinois",Condiments,21537.95,25446.28
EQ-SPR-037,"Springfield, Illinois",Sauces,13501.45,2568.12
EQ-SPR-038,"Springfield, Illinois",Canned Vegetables,9848.36,2752.29
EQ-SPR-039,"Springfield, Illinois",Canned Vegetables,58482.54,7199.76
EQ-SPR-040,"Springfield, Illinois",Canned Vegetables,23906.82,23533.73
EQ-SPR-041,"Springfield, Illinois",Sauces,7206.16,18823.29
EQ-SPR-042,"Springfield, Illinois",Canned Vegetables,45817.85,16053.86
EQ-SPR-043,"Springfield, Illinois",Sauces,13358.4,26033.14
EQ-SPR-044,"Springfield, Illinois",Condiments,18685.54,13939.48
EQ-SPR-045,"Springfield, Illinois",Condiments,15104.62,14731.02
EQ-SPR-046,"Springfield, Illinois",Sauces,32829.6,21997.78
EQ-SPR-047,"Springfield, Illinois",Condiments,27748.82,11975.17
EQ-SPR-048,"Springfield, Illinois",Canned Vegetables,55900.61,12684.3
EQ-SPR-049,"Springfield, Illinois",Condiments,10613.74,7340.72
EQ-SPR-050,"Springfield, Illinois",Condiments,10581.75,9858.13
EQ-SPR-051,"Springfield, Illinois",Sauces,30632.3,17395.24
EQ-RAC-052,"Racine, Wisconsin",Sauces,44119.52,28134.21
EQ-RAC-053,"Racine, Wisconsin",Canned Vegetables,53419.98,22031.14
EQ-RAC-054,"Racine, Wisconsin",Condiments,22909.69,18594.72
EQ-RAC-055,"Racine, Wisconsin",Condiments,12547.73,13918.34
EQ-RAC-056,"Racine, Wisconsin",Condiments,49482.64,16855.46
EQ-RAC-057,"Racine, Wisconsin",Condiments,24924.24,24245.26
EQ-RAC-058,"Racine, Wisconsin",Sauces,30870.06,9531.78
EQ-RAC-059,"Racine, Wisconsin",Sauces,28403.94,19902.19
EQ-RAC-060,"Racine, Wisconsin",Condiments,26283.48,9439.45
EQ-RAC-061,"Racine, Wisconsin",Condiments,6605.23,25387.36
EQ-RAC-062,"Racine, Wisconsin",Canned Vegetables,49357.17,13070.71
EQ-RAC-063,"Racine, Wisconsin",Sauces,37115.71,10749.75
