equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-CHA-000,"Champaign, Illinois",Sauces,Sealer,2940,2631,2821,1837,0.0713,0.7639,149,532696,1641.69,12655.53
EQ-CHA-001,"Champaign, Illinois",Condiments,Conveyor,2361,1912,2264,2816,0.0637,0.6828,384,269749,932.17,44771.31
EQ-CHA-002,"Champaign, Illinois",Sauces,Pasteurizer,2792,2445,2713,1108,0.0767,0.7521,430,328312,838.47,12294.4
EQ-CHA-003,"Champaign, Illinois",Canned Vegetables,Labeler,3195,2987,2855,2008,0.0599,0.7961,114,278628,1209.19,10292.79
EQ-CHA-004,"Champaign, Illinois",Canned Vegetables,Sealer,4125,3742,3865,2510,0.0914,0.7991,146,402667,1924.24,10955.56
EQ-CHA-005,"Champaign, Illinois",Canned Vegetables,Boiler,2634,2516,2325,2598,0.042,0.7378,136,338432,1180.43,11521.88
EQ-CHA-006,"Champaign, Illinois",Sauces,Filler,3292,2375,3220,2958,0.0963,0.8031,148,353447,1033.76,30533.23
EQ-CHA-007,"Champaign, Illinois",Canned Vegetables,Labeler,4715,4117,4366,2417,0.0813,0.7664,270,414159,1644.12,22954.97
EQ-CHA-008,"Champaign, Illinois",Condiments,Boiler,4616,4084,4436,2409,0.0657,0.8113,401,482445,1079.44,47303.46
EQ-CHA-009,"Champaign, Illinois",Condiments,Conveyor,4583,3722,4220,1719,0.0941,0.7936,370,587318,1597.36,6304.89
EQ-CHA-010,"Champaign, Illinois",Canned Vegetables,Pasteurizer,1954,1832,1682,1030,0.0437,0.7913,249,475220,864.08,22673.47
EQ-CHA-011,"Champaign, Illinois",Canned Vegetables,Pasteurizer,4236,3881,3944,2992,0.0938,0.7695,255,238659,1859.66,36870.04
EQ-CHA-012,"Champaign, Illinois",Sauces,Conveyor,4253,3285,3800,1483,0.0687,0.7711,476,124166,878.35,20430.29
EQ-CHA-013,"Champaign, Illinois",Condiments,Sealer,2090,1559,1906,1954,0.0997,0.7562,491,238155,838.1,45754.19
EQ-CHA-014,"Champaign, Illinois",Condiments,Filler,2481,2236,2162,2856,0.0937,0.7579,393,507776,993.61,17530.76
EQ-CHA-015,"Champaign, Illinois",Condiments,Filler,4653,4351,4166,1098,0.0989,0.8214,94,151251,1424.98,19810.34
EQ-CHA-016,"Champaign, Illinois",Sauces,Sealer,3605,2939,3430,2389,0.0895,0.7479,165,512367,1457.37,17310.47
EQ-CHA-017,"Champaign, Illinois",Sauces,Filler,2675,2186,2569,1650,0.0905,0.6368,296,464758,1577.84,34292.76
EQ-CHA-018,"Champaign, Illinois",Canned Vegetables,Pasteurizer,3728,3563,3629,1242,0.0806,0.7227,311,300770,1235.19,27802.54
EQ-CHA-019,"Champaign, Illinois",Condiments,Conveyor,2201,1607,2175,1407,0.0541,0.7612,382,185670,1699.76,5794.42
EQ-CHA-020,"Champaign, Illinois",Canned Vegetables,Conveyor,3982,3877,3655,891,0.0418,0.6754,455,135101,1074.56,8383.46
EQ-CHA-021,"Champaign, Illinois",Condiments,Mixer,3607,2622,3576,1295,0.0543,0.6361,375,247077,823.78,45663.16
EQ-CHA-022,"Champaign, Illinois",Condiments,Filler,4894,4341,4311,845,0.0421,0.7828,317,536959,807.03,14541.62
EQ-CHA-023,"Champaign, Illinois",Canned Vegetables,Labeler,2313,1636,2194,2322,0.0673,0.6883,294,573199,1019.06,37017.25
EQ-CHA-024,"Champaign, Illinois",Canned Vegetables,Conveyor,3976,3193,3531,1713,0.0589,0.7247,354,292651,883.92,24001.28
EQ-CHA-025,"Champaign, Illinois",Sauces,Pasteurizer,3597,3071,3342,2392,0.0856,0.7468,103,454974,1255.8,8592.21
EQ-CHA-026,"Champaign, Illinois",Condiments,Mixer,2871,2370,2785,2848,0.0907,0.7473,407,510085,1121.94,7515.71
