equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-CHA-000,"Champaign, Illinois",Condiments,48961.38,24421.74
EQ-CHA-001,"Champaign, Illinois",Sauces,30753.55,3814.08
EQ-CHA-002,"Champaign, Illinois",Canned Vegetables,21900.79,24677.7
EQ-CHA-003,"Champaign, Illinois",Condiments,18127.42,10457.64
EQ-CHA-004,"Champaign, Illinois",Condiments,31250.51,18447.89
EQ-CHA-005,"Champaign, Illinois",Condiments,10025.73,6400.55
EQ-CHA-006,"Champaign, Illinois",Sauces,12362.95,7878.25
EQ-CHA-007,"Champaign, Illinois",Condiments,16750.48,26184.21
EQ-CHA-008,"Champaign, Illinois",Canned Vegetables,23652.05,28863.71
EQ-CHA-009,"Champaign, Illinois",Canned Vegetables,7998.84,28141.68
EQ-CHA-010,"Champaign, Illinois",Canned Vegetables,49974.71,10392.9
EQ-CHA-011,"Champaign, Illinois",Canned Vegetables,22735.39,20981.78
EQ-CHA-012,"Champaign, Illinois",Sauces,15013.29,27655.01
EQ-CHA-013,"Champaign, Illinois",Canned Vegetables,30433.61,14426.49
EQ-CHA-014,"Champaign, Illinois",Sauces,14368.42,23071.96
EQ-CHA-015,"Champaign, Illinois",Canned Vegetables,23242.4,16704.14
EQ-CHA-016,"Champaign, Illinois",Canned Vegetables,9000.4,2101.84
EQ-CHA-017,"Champaign, Illinois",Canned Vegetables,31555.64,7449.5
EQ-CHA-018,"Champaign, Illinois",Canned Vegetables,34789.37,18538.35
EQ-CHA-019,"Champaign, Illinois",Condiments,27630.18,20433.68
EQ-CHA-020,"Champaign, Illinois",Canned Vegetables,29261.8,9879.56
EQ-CHA-021,"Champaign, Illinois",Canned Vegetables,35717.01,6836.85
EQ-CHA-022,"Champaign, Illinois",Sauces,36989.11,13257.42
EQ-CHA-023,"Champaign, Illinois",Canned Vegetables,35271.01,7690.93
EQ-CHA-024,"Champaign, Illinois",Sauces,16876.44,15742.07
EQ-CHA-025,"Champaign, Illinois",Sauces,25447.51,2800.75
EQ-CHA-026,"Champaign, Illinois",Condiments,56305.68,27386.87
EQ-CHA-027,"Champaign, Illinois",Canned Vegetables,18381.25,6771.81
EQ-CHA-028,"Champaign, Illinois",Condiments,105158.01,20332.29
EQ-CHA-029,"Champaign, Illinois",Canned Vegetables,71178.71,15871.07
EQ-CHA-030,"Champaign, Illinois",Canned Vegetables,32019.37,23601.31
EQ-CHA-031,"Champaign, Illinois",Sauces,17736.69,23375.56
EQ-CHA-032,"Champaign, Illinois",Condiments,33742.54,17274.98
EQ-CHA-033,"Champaign, Illinois",Canned Vegetables,41558.68,16441.09
EQ-CHA-034,"Champaign, Illinois",Sauces,22965.72,3288.13
EQ-CHA-035,"Champaign, Illinois",Canned Vegetables,53838.06,2952.09
EQ-CHA-036,"Champaign, Illinois",Canned Vegetables,46949.75,2476.71
EQ-CHA-037,"Champaign, Illinois",Condiments,30818.69,5774.46
EQ-CHA-038,"Champaign, Illinois",Sauces,23853.93,3241.36
EQ-CHA-039,"Champaign, Illinois",Sauces,36433.96,19927.82
EQ-CHA-040,"Champaign, Illinois",Condiments,11330.91,4114.5
EQ-CHA-041,"Champaign, Illinois",Canned Vegetables,24732.63,22260.92
