employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-CHA-000,"Champaign, Illinois",Maintenance Tech,19.28,2080,Non-Union,non-production,East North Central
LAB-CHA-001,"Champaign, Illinois",Production Operator,15.61,2080,Non-Union,non-production,East North Central
LAB-CHA-002,"Champaign, Illinois",Maintenance Tech,18.34,2080,Non-Union,non-production,East North Central
LAB-CHA-003,"Champaign, Illinois",Maintenance Tech,17.74,2080,Union,non-production,East North Central
LAB-CHA-004,"Champaign, Illinois",Quality Inspector,18.43,2080,Union,non-production,East North Central
LAB-CHA-005,"Champaign, Illinois",Maintenance Tech,20.12,2080,Union,non-production,East North Central
LAB-CHA-006,"Champaign, Illinois",Production Supervisor,19.44,2080,Union,production,East North Central
LAB-CHA-007,"Champaign, Illinois",Quality Inspector,18.91,2080,Union,non-production,East North Central
LAB-CHA-008,"Champaign, Illinois",Line Lead,24.34,2080,Non-Union,production,East North Central
LAB-CHA-009,"Champaign, Illinois",Line Lead,23.9,2080,Non-Union,production,East North Central
LAB-CHA-010,"Champaign, Illinois",Packaging Operator,15.83,2080,Union,non-production,East North Central
LAB-CHA-011,"Champaign, Illinois",Packaging Operator,19.24,2080,Non-Union,non-production,East North Central
LAB-CHA-012,"Champaign, Illinois",Packaging Operator,18.04,2080,Union,non-production,East North Central
LAB-CHA-013,"Champaign, Illinois",Production Supervisor,25.1,2080,Non-Union,production,East North Central
LAB-CHA-014,"Champaign, Illinois",Quality Inspector,17.73,2080,Non-Union,non-production,East North Central
LAB-CHA-015,"Champaign, Illinois",Maintenance Tech,18.18,2080,Union,non-production,East North Central
LAB-CHA-016,"Champaign, Illinois",Production Supervisor,23.0,2080,Non-Union,production,East North Central
LAB-CHA-017,"Champaign, Illinois",Maintenance Tech,20.63,2080,Union,non-production,East North Central
LAB-CHA-018,"Champaign, Illinois",Quality Inspector,16.95,2080,Non-Union,non-production,East North Central
LAB-CHA-019,"Champaign, Illinois",Production Supervisor,22.35,2080,Union,production,East North Central
LAB-CHA-020,"Champaign, Illinois",Line Lead,24.67,2080,Non-Union,production,East North Central
LAB-CHA-021,"Champaign, Illinois",Packaging Operator,17.38,2080,Non-Union,non-production,East North Central
LAB-MAD-022,"Madison, Wisconsin",Maintenance Tech,17.43,2080,Union,non-production,East North Central
