employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Green Bay, Wisconsin",Production/Manufacturing Operator,Front-line,4.8,6.5,Yes,1-2 days,No,2.8,2.1,3.8,18.1,Yes,Good- adequate for most needs,3.5,Union
EMP-0001,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,6.6,2.6,Yes,1-2 days,No,3.7,2.5,1.9,28.67,Yes,Poor - insufficient or unhelpful,3.3,Non-Union
EMP-0002,"Rockford, Illinois",Quality Control/Quality Assurance,Front-line,4.9,5.1,Yes,<1 day,No,0.7,0.8,3.9,22.25,No,,3.0,Union
EMP-0003,"Rockford, Illinois",Plant Management,Management,7.4,5.0,No,1-2 days,Yes,6.2,4.0,1.6,40.85,Yes,Fair- some gaps or inconsistencies,3.4,Union
EMP-0004,"Des Moines, Iowa",Maintenance Technician,Front-line,4.4,4.1,No,<1 day,Yes,5.2,0.2,1.9,25.68,No,,2.7,Union
EMP-0005,"Rockford, Illinois",Maintenance Technician,Front-line,2.7,4.9,Yes,1-2 days,No,5.3,1.2,3.5,24.92,No,,1.7,Union
EMP-0006,"Green Bay, Wisconsin",Quality Control/Quality Assurance,Front-line,6.3,8.1,No,1-2 days,Yes,4.6,2.5,1.5,22.55,Yes,Poor - insufficient or unhelpful,3.8,Non-Union
EMP-0007,"Rockford, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,5.0,5.3,Yes,1-2 days,No,5.7,4.9,0.6,27.69,Yes,Good- adequate for most needs,2.7,Non-Union
EMP-0008,"Rockford, Illinois",Maintenance Technician,Front-line,1,5.9,No,1-2 days,Yes,6.8,3.6,0.8,27.2,No,,3.8,Non-Union
EMP-0009,"Des Moines, Iowa",Plant Management,Management,5.8,3.8,Yes,<1 day,Yes,3.3,0.3,1.1,42.8,No,,3.7,Non-Union
EMP-0010,"Green Bay, Wisconsin",Demand Planning/Forecasting,Back-office/Support,6.2,7.2,No,<1 day,Yes,7.5,3.5,1.1,29.3,No,,2.6,Non-Union
EMP-0011,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,4.0,4.7,No,<1 day,No,6.6,3.0,3.1,28.34,No,,2.9,Union
EMP-0012,"Rockford, Illinois",Maintenance Technician,Front-line,5.3,3.0,No,<1 day,Yes,2.9,4.2,3.4,28.72,Yes,Good- adequate for most needs,2.3,Union
EMP-0013,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,6.2,7.6,Yes,>2 days,No,3.8,1.9,0.4,25.65,No,,2.7,Non-Union
EMP-0014,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,3.1,4.7,No,>2 days,Yes,2.9,4.3,1.8,29.5,Yes,Good- adequate for most needs,3.4,Non-Union
EMP-0015,"Cincinnati, Ohio",Production/Manufacturing Operator,Front-line,6.5,7.7,Yes,>2 days,Yes,15.0,18.0,11.7,18.35,No,,3.2,Non-Union
EMP-0016,"Green Bay, Wisconsin",Quality Control/Quality Assurance,Front-line,3.6,7.7,No,<1 day,Yes,3.2,1.1,0.7,25.25,Yes,Fair- some gaps or inconsistencies,3.8,Non-Union
EMP-0017,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,4.9,6.2,No,<1 day,Yes,16.7,9.5,3.8,23.44,Yes,Fair- some gaps or inconsistencies,4.4,Non-Union
EMP-0018,"Flint, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,6.3,8.6,Yes,>2 days,No,8.4,6.7,11.3,27.96,No,,2.8,Union
EMP-0019,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,5.7,6.7,No,>2 days,No,4.0,3.6,3.7,27.26,No,,4.2,Non-Union
EMP-0020,"Green Bay, Wisconsin",Production/Manufacturing Operator,Front-line,3.2,10,Yes,1-2 days,Yes,0.3,3.5,0.9,16.95,Yes,Fair- some gaps or inconsistencies,5,Union
EMP-0021,"Rockford, Illinois",Plant Management,Management,6.5,5.1,Yes,>2 days,No,0.9,0.1,2.3,42.73,No,,2.8,Non-Union
EMP-0022,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,7.8,8.0,Yes,1-2 days,Yes,0.1,2.1,0.9,33.85,Yes,Good- adequate for most needs,2.5,Union
EMP-0023,"Des Moines, Iowa",Production/Manufacturing Operator,Front-line,1,6.3,No,>2 days,Yes,7.3,2.0,2.7,22.81,Yes,Excellent- comprehensive and very helpful,2.9,Non-Union
EMP-0024,"Cincinnati, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,4.0,7.9,No,1-2 days,No,24.6,8.5,11.5,24.27,No,,2.5,Non-Union
EMP-0025,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,6.8,4.3,Yes,<1 day,Yes,27.1,8.8,10.8,19.28,Yes,Fair- some gaps or inconsistencies,3.5,Union
EMP-0026,"Cincinnati, Ohio",Production/Manufacturing Operator,Front-line,1.7,7.9,No,<1 day,Yes,9.9,17.1,11.3,19.24,No,,3.7,Union
EMP-0027,"Cincinnati, Ohio",Demand Planning/Forecasting,Back-office/Support,4.5,8.2,Yes,<1 day,Yes,16.4,16.5,11.0,31.59,No,,3.6,Non-Union
EMP-0028,"Des Moines, Iowa",Plant Management,Management,5.7,7.5,No,>2 days,Yes,7.6,4.4,1.6,38.51,No,,5,Non-Union
EMP-0029,"Cincinnati, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,6.6,6.0,No,<1 day,Yes,8.9,11.7,11.0,31.18,No,,3.3,Union
EMP-0030,"Rockford, Illinois",Quality Control/Quality Assurance,Front-line,8.6,5.1,Yes,>2 days,No,0.3,1.8,1.7,24.7,No,,2.9,Union
EMP-0031,"Des Moines, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,4.7,8.5,No,<1 day,No,0.6,1.0,0.5,19.0,No,,1.6,Non-Union
EMP-0032,"Green Bay, Wisconsin",Administrative/Support Staff,Back-office/Support,5.6,5.6,Yes,>2 days,No,0.6,4.0,2.7,17.84,No,,3.8,Non-Union
EMP-0033,"Des Moines, Iowa",Maintenance Technician,Front-line,5.4,6.8,Yes,>2 days,No,5.7,4.3,2.7,24.35,No,,3.1,Non-Union
EMP-0034,"Cincinnati, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,7.8,6.3,No,1-2 days,No,29.1,16.7,11.8,23.2,Yes,Poor - insufficient or unhelpful,1.3,Union
EMP-0035,"Rockford, Illinois",Plant Management,Management,9.5,5.0,No,<1 day,No,6.1,1.9,2.4,39.23,Yes,Fair- some gaps or inconsistencies,3.0,Non-Union
