equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-ROC-000,"Rockford, Illinois",Condiments,Filler,2814,2563,2651,2781,0.0327,0.8828,385,175257,1968.48,30025.02
EQ-ROC-001,"Rockford, Illinois",Condiments,Filler,3115,2799,2765,2340,0.0958,0.8172,90,491369,1099.21,41168.25
EQ-ROC-002,"Rockford, Illinois",Sauces,Filler,4693,4524,4634,1901,0.0861,0.95,395,397082,801.78,31461.97
EQ-ROC-003,"Rockford, Illinois",Sauces,Sealer,4744,3478,4690,1082,0.034,0.8949,273,191935,1540.77,20990.0
EQ-ROC-004,"Rockford, Illinois",Condiments,Conveyor,4033,2852,3680,512,0.0541,0.7644,112,452848,1560.43,27203.53
EQ-ROC-005,"Rockford, Illinois",Condiments,Mixer,2774,2687,2473,1793,0.0357,0.6989,285,319937,1767.21,34568.4
EQ-ROC-006,"Rockford, Illinois",Canned Vegetables,Boiler,2579,2259,2448,1292,0.0979,0.8782,211,468617,891.67,7554.31
EQ-ROC-007,"Rockford, Illinois",Canned Vegetables,Mixer,4079,3485,3943,1524,0.0435,0.8119,427,454104,1663.8,30300.08
EQ-ROC-008,"Rockford, Illinois",Condiments,Labeler,2329,1804,1998,1610,0.0813,0.8687,58,255988,1950.45,26381.28
EQ-ROC-009,"Rockford, Illinois",Sauces,Filler,4484,4242,3881,654,0.0649,0.7047,189,355685,1597.83,10613.25
EQ-ROC-010,"Rockford, Illinois",Sauces,Labeler,2167,1769,1996,1999,0.0317,0.8911,105,394948,1714.41,20790.45
EQ-ROC-011,"Rockford, Illinois",Canned Vegetables,Sealer,1739,1693,1683,2589,0.0877,0.7864,400,295514,944.94,28509.93
EQ-ROC-012,"Rockford, Illinois",Condiments,Filler,2494,2235,2369,2758,0.0435,0.8476,140,257399,1570.54,9477.15
EQ-ROC-013,"Rockford, Illinois",Sauces,Filler,4815,3937,4367,2492,0.0374,0.8476,216,136658,918.84,14096.08
EQ-ROC-014,"Rockford, Illinois",Canned Vegetables,Filler,1566,1141,1487,2504,0.0852,0.8778,418,306564,973.21,17123.8
EQ-ROC-015,"Rockford, Illinois",Condiments,Pasteurizer,2898,2361,2706,2393,0.0692,0.9161,195,253263,1307.43,18553.59
EQ-ROC-016,"Rockford, Illinois",Condiments,Conveyor,2474,1814,2406,942,0.0309,0.9348,182,443692,1872.01,46980.48
EQ-ROC-017,"Rockford, Illinois",Sauces,Sealer,3496,2482,3190,1170,0.0506,0.8386,486,216989,1128.07,35326.48
EQ-ROC-018,"Rockford, Illinois",Canned Vegetables,Mixer,3838,2708,3499,2357,0.0545,0.7243,305,412123,1941.11,17292.91
EQ-ROC-019,"Rockford, Illinois",Sauces,Sealer,4049,2903,3684,2846,0.0633,0.7527,481,298586,1503.19,47496.26
EQ-ROC-020,"Rockford, Illinois",Sauces,Conveyor,4191,4027,3563,1897,0.0444,0.8365,63,330586,832.75,22055.91
EQ-ROC-021,"Rockford, Illinois",Sauces,Boiler,2674,1966,2667,725,0.0612,0.8748,102,244698,1375.52,31801.54
EQ-ROC-022,"Rockford, Illinois",Condiments,Boiler,4018,3025,3455,1138,0.0493,0.7911,469,448164,1474.27,45446.39
EQ-ROC-023,"Rockford, Illinois",Canned Vegetables,Mixer,1866,1698,1778,1429,0.0455,0.8029,198,361266,802.81,9283.81
EQ-ROC-024,"Rockford, Illinois",Canned Vegetables,Pasteurizer,3987,3675,3643,1551,0.077,0.7406,261,464816,1550.39,44436.99
EQ-ROC-025,"Rockford, Illinois",Sauces,Sealer,4367,4087,3770,2995,0.0353,0.8151,144,195024,1823.18,24926.52
EQ-ROC-026,"Rockford, Illinois",Sauces,Sealer,4511,3739,4500,886,0.0549,0.8088,243,416139,1423.53,25409.62
EQ-ROC-027,"Rockford, Illinois",Canned Vegetables,Pasteurizer,4171,3982,3569,555,0.0808,0.8908,407,489231,1392.37,10421.61
EQ-ROC-028,"Rockford, Illinois",Sauces,Filler,4011,3506,3695,2220,0.0689,0.6987,293,248960,1687.42,13943.11
EQ-ROC-029,"Rockford, Illinois",Sauces,Conveyor,3364,3094,3254,1422,0.0793,0.785,145,577323,1948.78,17104.95
EQ-ROC-030,"Rockford, Illinois",Canned Vegetables,Pasteurizer,3013,2784,2894,1989,0.0391,0.8461,323,485291,1381.87,24592.93
EQ-ROC-031,"Rockford, Illinois",Canned Vegetables,Conveyor,2297,2116,1992,2394,0.0493,0.8001,469,504708,1738.46,48224.04
EQ-ROC-032,"Rockford, Illinois",Canned Vegetables,Sealer,2747,2006,2401,2803,0.0378,0.818,413,362129,1208.55,14089.19
EQ-ROC-033,"Rockford, Illinois",Sauces,Pasteurizer,2150,1762,2083,2997,0.0489,0.7887,265,148261,1586.75,19751.77
EQ-ROC-034,"Rockford, Illinois",Condiments,Conveyor,1520,1169,1392,1916,0.0355,0.7434,335,226014,1429.73,49485.74
EQ-ROC-035,"Rockford, Illinois",Canned Vegetables,Mixer,3515,3437,3051,2849,0.0863,0.7927,175,398885,1220.58,42879.46
EQ-ROC-036,"Rockford, Illinois",Condiments,Pasteurizer,4007,3544,3508,1046,0.084,0.8326,159,576106,1408.26,29642.8
EQ-ROC-037,"Rockford, Illinois",Sauces,Sealer,3304,2629,3130,931,0.0906,0.72,118,597685,1965.41,49384.67
EQ-ROC-038,"Rockford, Illinois",Canned Vegetables,Mixer,2738,2301,2384,2888,0.0522,0.833,339,110774,1938.83,42353.54
EQ-ROC-039,"Rockford, Illinois",Condiments,Pasteurizer,3018,2280,2864,1879,0.0818,0.8365,173,383894,820.43,22285.16
EQ-ROC-040,"Rockford, Illinois",Sauces,Sealer,2956,2543,2542,730,0.0699,0.8288,316,464229,1420.68,15506.14
EQ-ROC-041,"Rockford, Illinois",Canned Vegetables,Labeler,1537,1168,1511,1058,0.0475,0.8149,202,438919,1472.89,41622.75
EQ-ROC-042,"Rockford, Illinois",Canned Vegetables,Mixer,2787,2593,2504,1392,0.0318,0.754,270,573865,1596.32,35178.99
EQ-ROC-043,"Rockford, Illinois",Condiments,Mixer,3127,3032,2956,2292,0.0892,0.7192,203,342318,1417.8,48657.2
EQ-ROC-044,"Rockford, Illinois",Sauces,Filler,1783,1651,1762,1300,0.0844,0.7591,204,452818,1540.18,37883.33
EQ-ROC-045,"Rockford, Illinois",Condiments,Labeler,4929,4661,4815,662,0.0772,0.7104,160,223399,1963.95,34108.41
EQ-ROC-046,"Rockford, Illinois",Sauces,Filler,1815,1342,1796,639,0.0512,0.8065,99,526434,826.33,33224.33
EQ-ROC-047,"Rockford, Illinois",Canned Vegetables,Boiler,4386,3395,3806,1636,0.0924,0.8429,178,495091,1866.54,37799.11
EQ-ROC-048,"Rockford, Illinois",Condiments,Labeler,1584,1534,1408,2345,0.0647,0.7747,224,157482,1568.02,44279.41
EQ-ROC-049,"Rockford, Illinois",Canned Vegetables,Pasteurizer,3697,3262,3341,2642,0.073,0.7341,341,285148,1745.54,43027.77
EQ-ROC-050,"Rockford, Illinois",Condiments,Boiler,2508,2440,2267,1516,0.0602,0.8605,328,255641,1402.83,49255.53
EQ-ROC-051,"Rockford, Illinois",Sauces,Labeler,2471,2132,2392,1327,0.0363,0.7477,255,495075,1921.84,15098.65
EQ-ROC-052,"Rockford, Illinois",Sauces,Conveyor,4010,3866,3569,760,0.0574,0.7913,248,581470,921.7,10018.31
EQ-GRE-053,"Green Bay, Wisconsin",Sauces,Boiler,2857,2115,2818,1897,0.0934,0.8071,118,537018,1433.47,27673.22
EQ-GRE-054,"Green Bay, Wisconsin",Canned Vegetables,Mixer,3660,2863,3194,1668,0.033,0.8098,199,591661,1952.45,45245.85
EQ-GRE-055,"Green Bay, Wisconsin",Condiments,Labeler,1651,1361,1493,957,0.0994,0.8826,221,412249,1956.44,36109.89
EQ-GRE-056,"Green Bay, Wisconsin",Sauces,Pasteurizer,3912,3248,3896,2277,0.0497,0.7632,347,525405,1174.29,47219.91
EQ-GRE-057,"Green Bay, Wisconsin",Canned Vegetables,Labeler,4959,4047,4822,1318,0.0967,0.7541,348,360353,1636.99,49911.81
EQ-GRE-058,"Green Bay, Wisconsin",Canned Vegetables,Boiler,2933,2134,2905,1157,0.0761,0.7129,408,476851,1385.92,18366.06
EQ-GRE-059,"Green Bay, Wisconsin",Canned Vegetables,Labeler,3900,3733,3829,2721,0.0862,0.6924,378,491918,1701.94,25282.22
EQ-GRE-060,"Green Bay, Wisconsin",Condiments,Conveyor,2504,1829,2226,2947,0.0481,0.6578,473,334311,1704.98,20333.57
EQ-GRE-061,"Green Bay, Wisconsin",Canned Vegetables,Filler,4712,4506,4200,1788,0.0675,0.6805,235,390152,1887.04,8718.36
EQ-GRE-062,"Green Bay, Wisconsin",Condiments,Mixer,4275,3850,3852,1469,0.0405,0.6138,323,346863,1465.72,30418.84
EQ-GRE-063,"Green Bay, Wisconsin",Sauces,Boiler,2604,2532,2528,1538,0.044,0.8179,118,339714,1117.51,44820.2
EQ-GRE-064,"Green Bay, Wisconsin",Sauces,Conveyor,3731,2626,3453,2042,0.0883,0.7986,331,479781,1267.51,10147.75
EQ-GRE-065,"Green Bay, Wisconsin",Condiments,Mixer,3538,2652,3056,1936,0.0779,0.8224,267,428617,1249.21,46964.96
EQ-GRE-066,"Green Bay, Wisconsin",Sauces,Labeler,2797,2427,2658,2944,0.034,0.743,91,440330,1813.79,30226.11
EQ-GRE-067,"Green Bay, Wisconsin",Sauces,Boiler,2714,2587,2353,837,0.0861,0.6544,353,586203,1361.71,19329.59
EQ-GRE-068,"Green Bay, Wisconsin",Condiments,Mixer,4816,4022,4242,2359,0.0556,0.7964,124,591256,1526.86,21172.54
EQ-GRE-069,"Green Bay, Wisconsin",Condiments,Mixer,2503,1932,2398,1171,0.0376,0.7211,463,214160,1790.16,21661.71
EQ-GRE-070,"Green Bay, Wisconsin",Condiments,Pasteurizer,1855,1606,1771,652,0.0468,0.7106,149,367554,1555.08,10069.98
EQ-GRE-071,"Green Bay, Wisconsin",Condiments,Mixer,2473,1946,2363,1870,0.0929,0.7302,376,553423,1736.82,22555.4
EQ-GRE-072,"Green Bay, Wisconsin",Canned Vegetables,Filler,2360,1879,2070,612,0.0322,0.7646,315,286492,1694.71,25031.23
EQ-GRE-073,"Green Bay, Wisconsin",Condiments,Pasteurizer,4052,3048,3529,1657,0.0804,0.7613,198,154689,921.72,25466.58
EQ-GRE-074,"Green Bay, Wisconsin",Sauces,Mixer,4024,3456,3966,2860,0.0726,0.7522,85,179891,1133.0,13654.29
EQ-GRE-075,"Green Bay, Wisconsin",Canned Vegetables,Conveyor,1585,1365,1362,863,0.0474,0.7493,333,134520,1127.69,41898.33
EQ-GRE-076,"Green Bay, Wisconsin",Sauces,Mixer,2942,2620,2530,643,0.086,0.7151,308,295997,1804.13,36059.08
EQ-GRE-077,"Green Bay, Wisconsin",Canned Vegetables,Mixer,1946,1553,1853,1233,0.092,0.7902,289,123673,922.33,5262.73
EQ-GRE-078,"Green Bay, Wisconsin",Condiments,Labeler,4767,3501,4727,2523,0.0859,0.7646,440,342698,1947.14,23238.71
EQ-GRE-079,"Green Bay, Wisconsin",Condiments,Pasteurizer,1763,1242,1666,1715,0.0826,0.723,318,281173,897.29,32216.98
EQ-GRE-080,"Green Bay, Wisconsin",Canned Vegetables,Sealer,4888,3750,4422,558,0.0761,0.7128,141,202673,1094.49,5506.2
