equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-SPR-000,"Springfield, Illinois",Condiments,Filler,4469,3866,3833,1056,0.0721,0.7267,191,494082,1049.58,12912.66
EQ-SPR-001,"Springfield, Illinois",Canned Vegetables,Labeler,1978,1595,1835,678,0.0444,0.7455,56,156314,977.99,32215.36
EQ-SPR-002,"Springfield, Illinois",Condiments,Pasteurizer,2699,1927,2482,2392,0.0827,0.831,454,401632,881.66,39333.61
EQ-SPR-003,"Springfield, Illinois",Canned Vegetables,Filler,2313,2138,2109,1419,0.0658,0.6967,169,462461,1188.81,47311.06
EQ-SPR-004,"Springfield, Illinois",Condiments,Conveyor,3192,2484,2773,715,0.0504,0.8067,444,306239,1651.74,11849.75
EQ-SPR-005,"Springfield, Illinois",Sauces,Filler,3390,2716,3306,813,0.0311,0.7221,332,389730,997.25,26806.56
EQ-SPR-006,"Springfield, Illinois",Condiments,Conveyor,4901,4244,4506,1804,0.0414,0.9086,233,446689,1709.98,21313.36
EQ-SPR-007,"Springfield, Illinois",Sauces,Filler,2094,1749,1946,2358,0.0811,0.8316,322,279755,1982.81,40975.64
EQ-SPR-008,"Springfield, Illinois",Condiments,Conveyor,4158,3330,3676,797,0.0426,0.7681,132,330056,1118.81,13840.11
EQ-SPR-009,"Springfield, Illinois",Sauces,Boiler,3638,3390,3350,2490,0.0439,0.8372,214,313232,1929.67,13959.06
EQ-SPR-010,"Springfield, Illinois",Sauces,Filler,2658,2189,2499,1949,0.0549,0.6743,246,170549,1730.17,22761.6
EQ-SPR-011,"Springfield, Illinois",Canned Vegetables,Mixer,3379,3280,3353,2114,0.0958,0.8246,167,433696,1918.96,10761.82
EQ-SPR-012,"Springfield, Illinois",Condiments,Mixer,4178,3894,3576,1673,0.0634,0.7671,259,511782,1228.41,22495.54
EQ-SPR-013,"Springfield, Illinois",Canned Vegetables,Mixer,2277,2009,2196,1130,0.0888,0.8206,83,294715,1038.91,43952.84
EQ-SPR-014,"Springfield, Illinois",Condiments,Filler,4148,3462,3535,1091,0.0353,0.7704,63,223138,1792.16,21368.85
EQ-SPR-015,"Springfield, Illinois",Canned Vegetables,Pasteurizer,1777,1405,1519,527,0.0815,0.7052,219,473645,1676.05,7475.15
