employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,4.9,3.4,Yes,<1 day,No,12.5,7.3,7.7,19.46,Yes,Fair- some gaps or inconsistencies,4.1,Non-Union
EMP-0001,"Des Moines, Iowa",Maintenance Technician,Front-line,6.2,4.8,No,<1 day,Yes,0.1,0.6,1.7,20.7,No,,3.3,Non-Union
EMP-0002,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,5.3,5.2,No,<1 day,No,7.4,2.6,1.6,17.74,Yes,Good- adequate for most needs,1.5,Non-Union
EMP-0003,"Akron, Ohio",Maintenance Technician,Front-line,4.7,1,Yes,1-2 days,No,23.4,12.6,6.8,24.35,No,,3.3,Union
EMP-0004,"Madison, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,9.0,6.6,Yes,>2 days,Yes,7.2,3.5,1.6,22.42,No,,4.3,Non-Union
EMP-0005,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,6.7,6.6,Yes,1-2 days,Yes,4.4,0.3,0.0,17.39,No,,2.4,Union
EMP-0006,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,4.0,5.1,Yes,>2 days,Yes,26.1,8.0,9.5,17.97,No,,4.0,Non-Union
EMP-0007,"Akron, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,10,7.0,No,>2 days,No,12.9,8.8,8.5,20.35,Yes,Fair- some gaps or inconsistencies,3.0,Union
EMP-0008,"Akron, Ohio",Production/Manufacturing Operator,Front-line,1.5,1.6,Yes,<1 day,No,21.5,10.1,11.3,15.0,No,,3.4,Union
EMP-0009,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,6.7,8.6,Yes,>2 days,No,25.7,12.3,7.3,23.32,No,,2.2,Union
EMP-0010,"Madison, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,6.3,5.5,No,<1 day,No,3.9,3.8,3.2,25.96,No,,4.2,Union
EMP-0011,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,2.4,4.6,No,1-2 days,No,1.5,0.3,2.8,27.86,Yes,Fair- some gaps or inconsistencies,2.9,Non-Union
EMP-0012,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,4.1,4.6,No,1-2 days,Yes,11.2,12.9,5.0,25.74,Yes,Excellent- comprehensive and very helpful,3.6,Non-Union
EMP-0013,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,6.2,6.8,No,>2 days,Yes,10.0,7.5,6.6,17.37,Yes,Fair- some gaps or inconsistencies,2.7,Non-Union
EMP-0014,"Madison, Wisconsin",Maintenance Technician,Front-line,1.7,1,No,1-2 days,Yes,2.9,0.9,3.4,19.37,Yes,Good- adequate for most needs,2.6,Union
EMP-0015,"Springfield, Illinois",Demand Planning/Forecasting,Back-office/Support,6.0,2.7,Yes,1-2 days,No,5.6,2.3,1.6,29.3,Yes,Excellent- comprehensive and very helpful,2.0,Non-Union
EMP-0016,"Madison, Wisconsin",Administrative/Support Staff,Back-office/Support,3.9,7.1,No,1-2 days,Yes,1.5,2.6,1.2,18.94,Yes,Good- adequate for most needs,4.6,Union
EMP-0017,"Akron, Ohio",Production/Manufacturing Operator,Front-line,3.1,5.8,Yes,<1 day,No,13.1,15.4,6.4,18.0,Yes,Excellent- comprehensive and very helpful,2.5,Non-Union
EMP-0018,"Madison, Wisconsin",Maintenance Technician,Front-line,3.3,3.0,Yes,>2 days,Yes,5.7,2.4,0.2,24.64,No,,3.9,Non-Union
EMP-0019,"Springfield, Illinois",Quality Control/Quality Assurance,Front-line,3.8,4.9,Yes,>2 days,Yes,4.2,2.3,3.2,24.48,Yes,Good- adequate for most needs,2.1,Non-Union
EMP-0020,"Madison, Wisconsin",Quality Control/Quality Assurance,Front-line,3.9,8.8,Yes,1-2 days,Yes,1.3,0.2,1.5,21.49,No,,3.0,Union
EMP-0021,"Madison, Wisconsin",Plant Management,Management,5.6,4.4,Yes,<1 day,No,5.3,2.8,1.2,41.41,No,,3.5,Union
EMP-0022,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,5.2,4.8,No,>2 days,Yes,24.6,11.1,8.8,26.59,No,,2.4,Union
EMP-0023,"Des Moines, Iowa",Production/Manufacturing Operator,Front-line,1,5.0,Yes,<1 day,No,3.5,1.1,3.7,21.46,No,,2.9,Union
EMP-0024,"Akron, Ohio",Plant Management,Management,8.5,10,No,>2 days,Yes,12.6,15.8,5.2,45.21,Yes,Good- adequate for most needs,2.3,Non-Union
EMP-0025,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.9,5.1,No,>2 days,No,22.5,5.7,12.0,21.51,No,,3.9,Non-Union
EMP-0026,"Lansing, Michigan",Maintenance Technician,Front-line,2.8,5.0,No,<1 day,Yes,18.0,6.1,6.3,25.86,Yes,Good- adequate for most needs,3.3,Non-Union
EMP-0027,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,2.1,5.2,Yes,1-2 days,No,3.4,4.6,0.7,16.18,Yes,Good- adequate for most needs,1.6,Non-Union
EMP-0028,"Akron, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,1.5,8.3,No,>2 days,No,26.3,16.7,5.8,24.55,Yes,Excellent- comprehensive and very helpful,2.5,Non-Union
EMP-0029,"Springfield, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,10,4.8,No,<1 day,Yes,4.0,5.0,1.1,21.43,No,,2.5,Non-Union
EMP-0030,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,1,3.2,No,>2 days,Yes,25.0,14.9,9.7,16.07,Yes,Excellent- comprehensive and very helpful,2.9,Union
EMP-0031,"Lansing, Michigan",Quality Control/Quality Assurance,Front-line,4.9,10,Yes,1-2 days,Yes,16.7,15.4,4.4,17.19,No,,3.8,Non-Union
EMP-0032,"Springfield, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,4.5,6.9,No,1-2 days,Yes,5.1,4.0,0.1,19.42,Yes,Fair- some gaps or inconsistencies,2.6,Union
EMP-0033,"Springfield, Illinois",Maintenance Technician,Front-line,2.9,6.2,No,>2 days,No,0.6,2.8,1.1,27.75,No,,3.1,Non-Union
EMP-0034,"Lansing, Michigan",Maintenance Technician,Front-line,4.2,8.1,Yes,>2 days,Yes,16.3,7.0,11.6,23.14,Yes,Good- adequate for most needs,4.8,Union
EMP-0035,"Lansing, Michigan",Maintenance Technician,Front-line,1,3.8,Yes,<1 day,Yes,29.7,13.3,8.5,25.79,No,,3.4,Union
EMP-0036,"Lansing, Michigan",Plant Management,Management,8.6,5.6,No,>2 days,Yes,24.5,13.3,11.3,41.84,No,,2.0,Non-Union
EMP-0037,"Springfield, Illinois",Maintenance Technician,Front-line,1.6,5.1,Yes,>2 days,Yes,6.5,0.4,0.1,27.48,Yes,Fair- some gaps or inconsistencies,1.2,Non-Union
EMP-0038,"Springfield, Illinois",Administrative/Support Staff,Back-office/Support,8.4,4.5,No,>2 days,Yes,0.4,4.3,4.0,15.72,No,,3.2,Union
EMP-0039,"Springfield, Illinois",Demand Planning/Forecasting,Back-office/Support,7.9,3.2,Yes,>2 days,No,1.6,2.9,0.5,31.27,No,,4.1,Union
EMP-0040,"Akron, Ohio",Production/Manufacturing Operator,Front-line,6.9,3.7,No,<1 day,Yes,9.1,16.1,3.9,19.91,Yes,Good- adequate for most needs,4.3,Union
EMP-0041,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,1.5,8.3,No,<1 day,No,2.7,2.6,0.4,18.52,No,,2.2,Union
EMP-0042,"Lansing, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,7.6,6.8,No,1-2 days,Yes,22.9,5.2,11.1,24.25,Yes,Fair- some gaps or inconsistencies,4.0,Non-Union
EMP-0043,"Madison, Wisconsin",Administrative/Support Staff,Back-office/Support,7.2,6.1,No,>2 days,No,2.0,3.4,1.4,20.18,No,,4.2,Union
EMP-0044,"Springfield, Illinois",Maintenance Technician,Front-line,4.0,6.2,No,<1 day,No,5.6,3.1,2.4,19.16,Yes,Poor - insufficient or unhelpful,2.7,Non-Union
EMP-0045,"Akron, Ohio",Maintenance Technician,Front-line,5.1,6.5,No,1-2 days,Yes,14.6,14.9,3.9,26.97,Yes,Fair- some gaps or inconsistencies,2.9,Union
EMP-0046,"Madison, Wisconsin",Maintenance Technician,Front-line,1.8,4.7,Yes,<1 day,Yes,4.9,3.9,0.4,23.83,No,,4.9,Union
EMP-0047,"Des Moines, Iowa",Administrative/Support Staff,Back-office/Support,4.9,2.7,No,<1 day,No,2.0,3.6,0.7,19.07,No,,3.0,Union
EMP-0048,"Des Moines, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,7.9,2.0,Yes,>2 days,Yes,6.8,3.9,3.8,24.27,Yes,Good- adequate for most needs,1.8,Non-Union
EMP-0049,"Des Moines, Iowa",Plant Management,Management,5.4,7.1,No,<1 day,No,3.6,3.9,1.5,45.13,Yes,Excellent- comprehensive and very helpful,5,Union
