equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-ROC-000,"Rockford, Illinois",Sauces,72365.15,29958.75
EQ-ROC-001,"Rockford, Illinois",Condiments,31202.5,23285.61
EQ-ROC-002,"Rockford, Illinois",Condiments,43044.0,27726.26
EQ-ROC-003,"Rockford, Illinois",Condiments,32124.5,16367.63
EQ-ROC-004,"Rockford, Illinois",Sauces,38205.67,15645.65
EQ-ROC-005,"Rockford, Illinois",Canned Vegetables,11249.55,25414.26
EQ-ROC-006,"Rockford, Illinois",Condiments,9155.41,11052.14
EQ-ROC-007,"Rockford, Illinois",Condiments,23977.81,24652.31
EQ-ROC-008,"Rockford, Illinois",Sauces,27520.24,20369.24
EQ-ROC-009,"Rockford, Illinois",Sauces,43927.41,12236.62
EQ-ROC-010,"Rockford, Illinois",Canned Vegetables,27304.85,26914.33
EQ-ROC-011,"Rockford, Illinois",Sauces,10654.12,23019.69
EQ-ROC-012,"Rockford, Illinois",Condiments,26629.34,3321.58
EQ-ROC-013,"Rockford, Illinois",Condiments,42146.04,29381.46
EQ-ROC-014,"Rockford, Illinois",Canned Vegetables,67501.75,12907.75
EQ-ROC-015,"Rockford, Illinois",Condiments,33601.8,10459.12
EQ-ROC-016,"Rockford, Illinois",Condiments,47679.63,18366.53
EQ-ROC-017,"Rockford, Illinois",Canned Vegetables,15395.07,28965.25
EQ-ROC-018,"Rockford, Illinois",Sauces,42664.91,27309.15
EQ-ROC-019,"Rockford, Illinois",Sauces,32301.89,26768.19
EQ-ROC-020,"Rockford, Illinois",Sauces,24226.38,12007.24
EQ-ROC-021,"Rockford, Illinois",Sauces,30783.62,26202.24
EQ-ROC-022,"Rockford, Illinois",Sauces,73253.15,7258.41
EQ-ROC-023,"Rockford, Illinois",Condiments,38299.84,18891.29
EQ-ROC-024,"Rockford, Illinois",Sauces,9904.61,22209.97
EQ-ROC-025,"Rockford, Illinois",Canned Vegetables,73173.15,13833.93
EQ-ROC-026,"Rockford, Illinois",Condiments,28417.26,21187.35
EQ-ROC-027,"Rockford, Illinois",Condiments,49167.38,18007.37
EQ-ROC-028,"Rockford, Illinois",Canned Vegetables,10119.9,29202.0
EQ-ROC-029,"Rockford, Illinois",Sauces,34370.84,29426.29
EQ-ROC-030,"Rockford, Illinois",Sauces,33934.71,20224.56
EQ-ROC-031,"Rockford, Illinois",Canned Vegetables,35405.79,21800.99
EQ-ROC-032,"Rockford, Illinois",Sauces,28276.71,16324.35
EQ-ROC-033,"Rockford, Illinois",Sauces,84516.68,24717.17
EQ-ROC-034,"Rockford, Illinois",Sauces,51124.57,28696.09
EQ-ROC-035,"Rockford, Illinois",Condiments,5590.18,22730.35
EQ-ROC-036,"Rockford, Illinois",Condiments,38638.73,10172.67
EQ-ROC-037,"Rockford, Illinois",Condiments,28817.42,13918.67
EQ-ROC-038,"Rockford, Illinois",Sauces,15285.57,5468.33
EQ-ROC-039,"Rockford, Illinois",Sauces,15781.19,11882.76
EQ-ROC-040,"Rockford, Illinois",Canned Vegetables,59454.06,13536.8
EQ-ROC-041,"Rockford, Illinois",Sauces,26227.26,20106.29
EQ-ROC-042,"Rockford, Illinois",Canned Vegetables,17602.12,27382.73
EQ-ROC-043,"Rockford, Illinois",Canned Vegetables,52197.35,18138.27
EQ-ROC-044,"Rockford, Illinois",Condiments,41898.69,16676.86
EQ-ROC-045,"Rockford, Illinois",Canned Vegetables,29224.18,5186.79
EQ-KEN-046,"Kenosha, Wisconsin",Sauces,23144.56,23156.0
EQ-KEN-047,"Kenosha, Wisconsin",Sauces,62335.22,7000.24
EQ-KEN-048,"Kenosha, Wisconsin",Sauces,37453.82,22114.14
EQ-KEN-049,"Kenosha, Wisconsin",Canned Vegetables,22449.69,18440.65
EQ-KEN-050,"Kenosha, Wisconsin",Canned Vegetables,22256.92,19106.72
EQ-KEN-051,"Kenosha, Wisconsin",Condiments,21966.41,29639.09
EQ-KEN-052,"Kenosha, Wisconsin",Condiments,27957.74,2964.73
EQ-KEN-053,"Kenosha, Wisconsin",Sauces,18572.78,21908.11
EQ-KEN-054,"Kenosha, Wisconsin",Condiments,16810.87,8078.29
EQ-KEN-055,"Kenosha, Wisconsin",Sauces,38887.84,27579.8
EQ-KEN-056,"Kenosha, Wisconsin",Canned Vegetables,11456.84,24591.16
EQ-KEN-057,"Kenosha, Wisconsin",Condiments,50166.52,24590.62
EQ-KEN-058,"Kenosha, Wisconsin",Condiments,47503.98,28821.0
EQ-KEN-059,"Kenosha, Wisconsin",Canned Vegetables,41517.72,24725.41
EQ-KEN-060,"Kenosha, Wisconsin",Canned Vegetables,5586.49,18697.99
EQ-KEN-061,"Kenosha, Wisconsin",Condiments,8193.26,19743.09
EQ-KEN-062,"Kenosha, Wisconsin",Canned Vegetables,31625.4,18151.71
EQ-KEN-063,"Kenosha, Wisconsin",Sauces,73139.1,24301.4
EQ-KEN-064,"Kenosha, Wisconsin",Condiments,15181.26,26910.46
