employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Davenport, Iowa",Maintenance Technician,Front-line,1,5.6,Yes,>2 days,Yes,7.8,4.5,0.3,21.17,Yes,Good- adequate for most needs,3.8,Union
EMP-0001,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,5.1,7.0,No,<1 day,No,22.6,13.9,11.6,21.71,No,,2.8,Non-Union
EMP-0002,"Davenport, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,5.4,7.7,Yes,1-2 days,No,2.0,2.4,3.1,20.13,No,,3.0,Non-Union
EMP-0003,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,3.5,7.1,Yes,<1 day,Yes,12.9,15.2,10.5,27.6,No,,2.1,Non-Union
EMP-0004,"Detroit, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,2.8,7.3,Yes,1-2 days,Yes,14.1,10.0,6.9,23.56,No,,2.3,Non-Union
EMP-0005,"Davenport, Iowa",Plant Management,Management,6.0,6.5,No,1-2 days,No,3.3,2.3,2.2,40.11,No,,2.3,Union
EMP-0006,"Rockford, Illinois",Plant Management,Management,10,6.5,No,>2 days,Yes,5.5,2.5,3.8,41.45,No,,3.2,Union
EMP-0007,"Rockford, Illinois",Plant Management,Management,4.2,7.0,Yes,>2 days,Yes,2.4,4.6,1.9,38.14,No,,2.3,Non-Union
EMP-0008,"Rockford, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,7.0,4.0,No,1-2 days,Yes,1.2,3.0,2.5,17.69,No,,2.1,Union
EMP-0009,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,7.4,4.9,Yes,1-2 days,No,29.9,10.4,3.6,17.72,No,,3.6,Union
EMP-0010,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,4.9,6.2,Yes,>2 days,No,3.0,4.2,0.1,19.46,No,,3.7,Non-Union
EMP-0011,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,4.6,3.8,No,>2 days,No,5.3,2.0,0.1,30.24,Yes,Good- adequate for most needs,3.2,Non-Union
EMP-0012,"Rockford, Illinois",Production/Manufacturing Operator,Front-line,5.5,5.6,No,<1 day,Yes,3.1,0.6,1.2,21.76,No,,2.3,Union
EMP-0013,"Rockford, Illinois",Quality Control/Quality Assurance,Front-line,2.8,6.6,No,>2 days,Yes,6.5,3.0,3.6,24.32,Yes,Good- adequate for most needs,2.9,Non-Union
EMP-0014,"Rockford, Illinois",Production/Manufacturing Operator,Front-line,3.7,8.7,Yes,<1 day,Yes,4.9,3.3,1.0,12.65,No,,2.5,Union
EMP-0015,"Rockford, Illinois",Demand Planning/Forecasting,Back-office/Support,6.1,3.6,Yes,<1 day,No,6.5,4.2,3.9,28.14,No,,1.1,Union
EMP-0016,"Rockford, Illinois",Maintenance Technician,Front-line,3.2,9.5,Yes,<1 day,Yes,2.5,0.2,0.7,28.61,No,,1.8,Non-Union
EMP-0017,"Davenport, Iowa",Production/Manufacturing Operator,Front-line,5.2,5.2,Yes,<1 day,No,1.5,1.8,0.5,14.93,Yes,Good- adequate for most needs,3.0,Union
EMP-0018,"Kenosha, Wisconsin",Plant Management,Management,6.8,8.5,No,1-2 days,No,5.9,1.2,3.7,45.66,Yes,Good- adequate for most needs,3.2,Non-Union
EMP-0019,"Detroit, Michigan",Maintenance Technician,Front-line,5.5,6.1,Yes,<1 day,Yes,14.8,12.1,8.9,18.58,No,,3.5,Union
EMP-0020,"Kenosha, Wisconsin",Administrative/Support Staff,Back-office/Support,3.8,6.5,No,1-2 days,No,7.1,1.7,0.5,13.87,No,,3.5,Non-Union
EMP-0021,"Detroit, Michigan",Quality Control/Quality Assurance,Front-line,2.4,2.6,Yes,>2 days,No,27.7,15.3,8.7,23.11,Yes,Good- adequate for most needs,3.8,Union
EMP-0022,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,5.1,4.5,Yes,>2 days,No,13.6,14.4,9.4,22.88,No,,3.3,Non-Union
EMP-0023,"Detroit, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,7.1,6.9,No,<1 day,Yes,25.5,8.8,6.7,24.26,No,,3.3,Union
EMP-0024,"Toledo, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,7.6,7.1,No,1-2 days,Yes,29.6,9.3,11.6,24.17,No,,3.9,Non-Union
EMP-0025,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,5.5,5.0,Yes,1-2 days,Yes,19.7,4.4,9.2,19.35,No,,4.1,Non-Union
EMP-0026,"Rockford, Illinois",Quality Control/Quality Assurance,Front-line,4.2,3.7,Yes,1-2 days,Yes,1.6,4.7,1.1,23.27,No,,3.3,Non-Union
EMP-0027,"Toledo, Ohio",Plant Management,Management,3.4,5.9,No,<1 day,Yes,18.6,10.8,9.2,44.86,No,,2.4,Union
EMP-0028,"Detroit, Michigan",Plant Management,Management,9.3,8.5,No,1-2 days,No,27.1,7.6,3.7,35.68,No,,3.0,Non-Union
EMP-0029,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,4.5,7.3,Yes,<1 day,Yes,0.3,0.2,1.6,23.24,Yes,Excellent- comprehensive and very helpful,4.1,Non-Union
EMP-0030,"Rockford, Illinois",Production/Manufacturing Operator,Front-line,5.5,5.5,Yes,<1 day,No,6.2,4.0,2.9,17.02,Yes,Poor - insufficient or unhelpful,2.1,Non-Union
EMP-0031,"Rockford, Illinois",Demand Planning/Forecasting,Back-office/Support,4.8,8.5,Yes,>2 days,Yes,2.7,0.4,3.6,31.21,No,,3.4,Union
EMP-0032,"Davenport, Iowa",Quality Control/Quality Assurance,Front-line,1,6.9,No,1-2 days,Yes,7.8,1.8,3.5,23.82,Yes,Fair- some gaps or inconsistencies,4.6,Union
EMP-0033,"Davenport, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,6.2,2.5,Yes,>2 days,Yes,5.7,1.0,2.2,26.11,Yes,Fair- some gaps or inconsistencies,3.9,Union
EMP-0034,"Toledo, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,3.0,3.4,Yes,>2 days,Yes,15.9,12.5,10.6,21.77,No,,2.2,Union
EMP-0035,"Davenport, Iowa",Demand Planning/Forecasting,Back-office/Support,6.4,6.4,No,>2 days,Yes,2.6,1.1,0.4,27.73,Yes,Fair- some gaps or inconsistencies,1,Non-Union
EMP-0036,"Kenosha, Wisconsin",Administrative/Support Staff,Back-office/Support,9.6,8.0,Yes,>2 days,No,6.7,3.0,3.7,25.89,No,,4.3,Non-Union
EMP-0037,"Detroit, Michigan",Production/Manufacturing Operator,Front-line,4.6,4.3,No,1-2 days,No,19.1,9.8,4.9,16.07,No,,1,Union
EMP-0038,"Rockford, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,6.3,6.1,Yes,1-2 days,Yes,3.2,3.6,2.8,23.21,Yes,Excellent- comprehensive and very helpful,2.7,Non-Union
EMP-0039,"Detroit, Michigan",Plant Management,Management,6.6,9.1,Yes,1-2 days,Yes,19.8,16.1,3.8,41.28,Yes,Excellent- comprehensive and very helpful,4.3,Union
EMP-0040,"Detroit, Michigan",Maintenance Technician,Front-line,1,5.3,Yes,>2 days,Yes,21.9,13.0,9.5,21.46,Yes,Good- adequate for most needs,3.4,Union
EMP-0041,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,7.4,4.7,No,<1 day,No,9.0,10.5,8.5,24.51,No,,4.0,Non-Union
EMP-0042,"Kenosha, Wisconsin",Administrative/Support Staff,Back-office/Support,10,1,Yes,>2 days,No,6.8,3.1,3.1,21.07,Yes,Fair- some gaps or inconsistencies,4.8,Non-Union
EMP-0043,"Davenport, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,4.4,4.0,Yes,>2 days,Yes,2.5,2.0,0.1,21.14,Yes,Good- adequate for most needs,4.3,Union
