equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-ROC-000,"Rockford, Illinois",Condiments,Pasteurizer,2658,2313,2589,2379,0.0566,0.8117,445,571314,1949.25,37601.85
EQ-ROC-001,"Rockford, Illinois",Canned Vegetables,Mixer,2530,2033,2476,1940,0.0652,0.8333,281,492257,1234.09,16542.2
EQ-ROC-002,"Rockford, Illinois",Canned Vegetables,Filler,4016,3311,3906,2790,0.0445,0.7523,391,419714,1213.39,6041.02
EQ-ROC-003,"Rockford, Illinois",Condiments,Pasteurizer,2232,1764,1923,2086,0.0839,0.7245,226,168022,1996.03,30669.05
EQ-ROC-004,"Rockford, Illinois",Canned Vegetables,Mixer,3201,3092,3040,811,0.0604,0.6825,77,321758,1791.03,26047.48
EQ-ROC-005,"Rockford, Illinois",Condiments,Labeler,3561,2895,3191,2042,0.0626,0.6991,93,219675,1232.25,41734.84
EQ-ROC-006,"Rockford, Illinois",Condiments,Pasteurizer,2116,1711,1879,2106,0.0384,0.7211,222,482804,817.96,27475.56
EQ-ROC-007,"Rockford, Illinois",Condiments,Labeler,2723,2463,2610,1341,0.0559,0.8248,76,420289,1371.5,36503.7
EQ-ROC-008,"Rockford, Illinois",Condiments,Filler,4256,4005,3978,801,0.0319,0.7022,286,324208,1584.16,25858.19
EQ-ROC-009,"Rockford, Illinois",Sauces,Sealer,4829,4532,4564,2812,0.0729,0.8305,458,108206,1737.11,5371.14
EQ-ROC-010,"Rockford, Illinois",Condiments,Conveyor,4894,3602,4408,2916,0.0596,0.749,142,558864,881.07,40923.59
EQ-ROC-011,"Rockford, Illinois",Condiments,Filler,2237,2119,2179,1308,0.0306,0.7348,214,352884,1772.31,24621.23
EQ-ROC-012,"Rockford, Illinois",Condiments,Filler,2359,1762,2087,2551,0.0326,0.7417,422,514950,1922.31,6343.32
EQ-ROC-013,"Rockford, Illinois",Canned Vegetables,Boiler,3859,3453,3542,1260,0.0591,0.7647,428,301115,1956.87,9010.13
EQ-ROC-014,"Rockford, Illinois",Sauces,Mixer,3372,2662,3136,2249,0.0313,0.7289,430,149569,874.45,26099.8
EQ-ROC-015,"Rockford, Illinois",Sauces,Boiler,4579,3569,4134,544,0.0721,0.8347,261,169762,1643.53,35825.96
EQ-ROC-016,"Rockford, Illinois",Canned Vegetables,Conveyor,3037,2422,2948,1897,0.0493,0.7805,413,152862,1196.68,16683.13
EQ-ROC-017,"Rockford, Illinois",Condiments,Sealer,3509,3024,3105,1138,0.059,0.8152,452,504792,1833.21,33150.24
EQ-ROC-018,"Rockford, Illinois",Sauces,Conveyor,2596,2495,2377,969,0.0457,0.7998,208,556104,1343.22,39849.53
EQ-ROC-019,"Rockford, Illinois",Sauces,Filler,2307,1860,2192,524,0.0628,0.7333,222,524283,937.18,31401.71
EQ-ROC-020,"Rockford, Illinois",Condiments,Pasteurizer,3990,3730,3743,2750,0.0515,0.7622,271,166935,1961.2,39124.97
EQ-ROC-021,"Rockford, Illinois",Sauces,Filler,1869,1321,1754,1841,0.0588,0.7557,333,222477,1934.91,39781.46
EQ-ROC-022,"Rockford, Illinois",Canned Vegetables,Conveyor,4216,3233,3728,2779,0.06,0.7596,91,572316,1350.48,6474.5
