equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-CHA-000,"Champaign, Illinois",Canned Vegetables,25405.93,20630.02
EQ-CHA-001,"Champaign, Illinois",Sauces,8243.35,8678.14
EQ-CHA-002,"Champaign, Illinois",Condiments,48836.93,15060.67
EQ-CHA-003,"Champaign, Illinois",Canned Vegetables,42575.91,19658.13
EQ-CHA-004,"Champaign, Illinois",Sauces,15382.59,3687.65
EQ-CHA-005,"Champaign, Illinois",Canned Vegetables,34001.52,2389.24
EQ-CHA-006,"Champaign, Illinois",Sauces,45537.77,26665.19
EQ-CHA-007,"Champaign, Illinois",Canned Vegetables,27719.15,8649.61
EQ-CHA-008,"Champaign, Illinois",Canned Vegetables,27955.9,11953.15
EQ-CHA-009,"Champaign, Illinois",Canned Vegetables,16140.17,16317.56
EQ-CHA-010,"Champaign, Illinois",Condiments,20234.21,21329.98
EQ-CHA-011,"Champaign, Illinois",Condiments,20740.63,17108.07
EQ-CHA-012,"Champaign, Illinois",Condiments,7200.42,2346.75
EQ-CHA-013,"Champaign, Illinois",Condiments,16971.52,22210.34
EQ-CHA-014,"Champaign, Illinois",Canned Vegetables,4261.25,15991.26
EQ-CHA-015,"Champaign, Illinois",Condiments,45728.74,27228.03
EQ-CHA-016,"Champaign, Illinois",Sauces,44040.96,28013.78
EQ-CHA-017,"Champaign, Illinois",Sauces,44272.25,13642.93
EQ-CHA-018,"Champaign, Illinois",Canned Vegetables,14788.97,13240.77
EQ-CHA-019,"Champaign, Illinois",Sauces,37037.57,7233.34
EQ-CHA-020,"Champaign, Illinois",Sauces,16564.02,16349.16
EQ-CHA-021,"Champaign, Illinois",Sauces,49009.38,8208.0
EQ-CHA-022,"Champaign, Illinois",Canned Vegetables,36392.47,20508.73
EQ-CHA-023,"Champaign, Illinois",Condiments,57095.97,18364.31
EQ-CHA-024,"Champaign, Illinois",Sauces,25032.66,11477.23
EQ-CHA-025,"Champaign, Illinois",Sauces,17940.16,4938.45
EQ-CHA-026,"Champaign, Illinois",Canned Vegetables,26417.36,2571.14
EQ-CHA-027,"Champaign, Illinois",Canned Vegetables,33982.69,27723.54
EQ-CHA-028,"Champaign, Illinois",Sauces,49752.71,9762.54
EQ-CHA-029,"Champaign, Illinois",Sauces,11360.02,25062.89
EQ-CHA-030,"Champaign, Illinois",Sauces,41836.5,27974.77
EQ-CHA-031,"Champaign, Illinois",Canned Vegetables,64405.49,25076.61
EQ-CHA-032,"Champaign, Illinois",Sauces,44214.3,21882.3
EQ-CHA-033,"Champaign, Illinois",Sauces,32302.81,22984.06
EQ-CHA-034,"Champaign, Illinois",Sauces,28999.88,21006.17
EQ-CHA-035,"Champaign, Illinois",Sauces,47267.83,12135.48
EQ-CHA-036,"Champaign, Illinois",Canned Vegetables,31166.81,2115.71
EQ-CHA-037,"Champaign, Illinois",Sauces,16453.95,8623.76
EQ-CHA-038,"Champaign, Illinois",Condiments,22836.29,16112.89
EQ-CHA-039,"Champaign, Illinois",Sauces,25279.97,12560.84
EQ-CHA-040,"Champaign, Illinois",Canned Vegetables,14299.56,19208.14
EQ-CHA-041,"Champaign, Illinois",Sauces,34908.13,10161.37
EQ-CHA-042,"Champaign, Illinois",Canned Vegetables,33767.44,10638.74
EQ-CHA-043,"Champaign, Illinois",Sauces,18330.79,7523.99
EQ-CHA-044,"Champaign, Illinois",Condiments,22683.17,17159.34
EQ-CHA-045,"Champaign, Illinois",Condiments,48588.77,12903.43
EQ-KEN-046,"Kenosha, Wisconsin",Canned Vegetables,12134.25,6595.95
EQ-KEN-047,"Kenosha, Wisconsin",Condiments,36407.24,6041.16
EQ-KEN-048,"Kenosha, Wisconsin",Sauces,21702.5,18335.26
EQ-KEN-049,"Kenosha, Wisconsin",Condiments,59218.16,20049.1
EQ-KEN-050,"Kenosha, Wisconsin",Sauces,17665.61,3315.64
EQ-KEN-051,"Kenosha, Wisconsin",Canned Vegetables,19923.59,20196.53
EQ-KEN-052,"Kenosha, Wisconsin",Canned Vegetables,44428.33,19042.36
EQ-KEN-053,"Kenosha, Wisconsin",Condiments,18357.68,15765.71
EQ-KEN-054,"Kenosha, Wisconsin",Condiments,16446.04,11409.17
EQ-KEN-055,"Kenosha, Wisconsin",Canned Vegetables,31792.08,2199.25
EQ-KEN-056,"Kenosha, Wisconsin",Sauces,21676.02,22719.74
EQ-KEN-057,"Kenosha, Wisconsin",Canned Vegetables,29641.93,20341.39
EQ-KEN-058,"Kenosha, Wisconsin",Canned Vegetables,23022.34,3257.71
EQ-KEN-059,"Kenosha, Wisconsin",Condiments,29022.51,23738.21
EQ-KEN-060,"Kenosha, Wisconsin",Canned Vegetables,45589.56,26797.32
EQ-KEN-061,"Kenosha, Wisconsin",Condiments,16987.31,13543.29
EQ-KEN-062,"Kenosha, Wisconsin",Condiments,19675.94,10079.88
EQ-KEN-063,"Kenosha, Wisconsin",Canned Vegetables,27540.81,13275.09
EQ-KEN-064,"Kenosha, Wisconsin",Condiments,21760.76,24538.7
EQ-KEN-065,"Kenosha, Wisconsin",Condiments,15700.06,27241.5
EQ-KEN-066,"Kenosha, Wisconsin",Canned Vegetables,41246.56,7011.13
EQ-KEN-067,"Kenosha, Wisconsin",Condiments,33293.16,26542.59
EQ-KEN-068,"Kenosha, Wisconsin",Condiments,44152.96,2010.82
EQ-KEN-069,"Kenosha, Wisconsin",Sauces,6660.34,19061.21
EQ-KEN-070,"Kenosha, Wisconsin",Sauces,23798.49,3365.29
EQ-KEN-071,"Kenosha, Wisconsin",Sauces,5842.65,13056.12
EQ-KEN-072,"Kenosha, Wisconsin",Condiments,53262.65,14504.38
EQ-KEN-073,"Kenosha, Wisconsin",Condiments,26637.39,20840.89
EQ-KEN-074,"Kenosha, Wisconsin",Condiments,5736.44,9980.01
EQ-KEN-075,"Kenosha, Wisconsin",Canned Vegetables,44951.5,11983.91
EQ-KEN-076,"Kenosha, Wisconsin",Canned Vegetables,37969.15,3340.7
EQ-KEN-077,"Kenosha, Wisconsin",Condiments,7290.3,26207.91
EQ-KEN-078,"Kenosha, Wisconsin",Canned Vegetables,36680.95,2352.95
EQ-KEN-079,"Kenosha, Wisconsin",Canned Vegetables,38923.3,15339.56
EQ-KEN-080,"Kenosha, Wisconsin",Condiments,5595.08,18791.93
EQ-KEN-081,"Kenosha, Wisconsin",Canned Vegetables,52356.14,21840.38
EQ-KEN-082,"Kenosha, Wisconsin",Canned Vegetables,44887.32,26076.76
EQ-KEN-083,"Kenosha, Wisconsin",Condiments,27186.79,6117.89
EQ-KEN-084,"Kenosha, Wisconsin",Sauces,44657.1,19745.49
EQ-KEN-085,"Kenosha, Wisconsin",Canned Vegetables,66177.28,4233.24
EQ-KEN-086,"Kenosha, Wisconsin",Canned Vegetables,56856.25,9483.16
EQ-KEN-087,"Kenosha, Wisconsin",Sauces,28200.61,9602.49
EQ-KEN-088,"Kenosha, Wisconsin",Condiments,18691.23,18447.65
EQ-KEN-089,"Kenosha, Wisconsin",Sauces,47123.99,11528.17
EQ-KEN-090,"Kenosha, Wisconsin",Condiments,50013.72,17296.09
EQ-KEN-091,"Kenosha, Wisconsin",Sauces,49017.77,26544.86
EQ-KEN-092,"Kenosha, Wisconsin",Canned Vegetables,33902.8,19212.46
