employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-CHA-000,"Champaign, Illinois",Quality Inspector,14,2080,Non-Union,non-production,East North Central
LAB-CHA-001,"Champaign, Illinois",Line Lead,23.82,2080,Union,production,East North Central
LAB-CHA-002,"Champaign, Illinois",Production Operator,17.2,2080,Non-Union,non-production,East North Central
LAB-CHA-003,"Champaign, Illinois",Maintenance Tech,16.65,2080,Union,non-production,East North Central
LAB-CHA-004,"Champaign, Illinois",Line Lead,21.99,2080,Non-Union,production,East North Central
LAB-CHA-005,"Champaign, Illinois",Packaging Operator,21.34,2080,Union,non-production,East North Central
LAB-CHA-006,"Champaign, Illinois",Production Supervisor,24.51,2080,Non-Union,production,East North Central
LAB-CHA-007,"Champaign, Illinois",Production Supervisor,18.76,2080,Union,production,East North Central
LAB-CHA-008,"Champaign, Illinois",Packaging Operator,19.63,2080,Non-Union,non-production,East North Central
LAB-CHA-009,"Champaign, Illinois",Line Lead,19.55,2080,Non-Union,production,East North Central
LAB-CHA-010,"Champaign, Illinois",Maintenance Tech,16.74,2080,Non-Union,non-production,East North Central
LAB-CHA-011,"Champaign, Illinois",Line Lead,21.36,2080,Union,production,East North Central
LAB-CHA-012,"Champaign, Illinois",Maintenance Tech,22.46,2080,Non-Union,non-production,East North Central
LAB-CHA-013,"Champaign, Illinois",Quality Inspector,19.07,2080,Union,non-production,East North Central
LAB-CHA-014,"Champaign, Illinois",Maintenance Tech,20.37,2080,Non-Union,non-production,East North Central
LAB-CHA-015,"Champaign, Illinois",Production Supervisor,17.26,2080,Union,production,East North Central
LAB-CHA-016,"Champaign, Illinois",Packaging Operator,18.49,2080,Union,non-production,East North Central
LAB-CHA-017,"Champaign, Illinois",Production Operator,14,2080,Non-Union,non-production,East North Central
LAB-CHA-018,"Champaign, Illinois",Line Lead,20.23,2080,Non-Union,production,East North Central
LAB-CHA-019,"Champaign, Illinois",Line Lead,24.26,2080,Non-Union,production,East North Central
LAB-CHA-020,"Champaign, Illinois",Line Lead,21.95,2080,Non-Union,production,East North Central
LAB-CHA-021,"Champaign, Illinois",Production Operator,19.36,2080,Union,non-production,East North Central
LAB-CHA-022,"Champaign, Illinois",Maintenance Tech,19.33,2080,Non-Union,non-production,East North Central
LAB-KEN-023,"Kenosha, Wisconsin",Quality Inspector,17.64,2080,Union,non-production,East North Central
LAB-KEN-024,"Kenosha, Wisconsin",Line Lead,24.13,2080,Union,production,East North Central
LAB-KEN-025,"Kenosha, Wisconsin",Maintenance Tech,17.22,2080,Union,non-production,East North Central
LAB-KEN-026,"Kenosha, Wisconsin",Line Lead,20.71,2080,Non-Union,production,East North Central
LAB-KEN-027,"Kenosha, Wisconsin",Packaging Operator,19.89,2080,Union,non-production,East North Central
LAB-KEN-028,"Kenosha, Wisconsin",Quality Inspector,17.17,2080,Union,non-production,East North Central
LAB-KEN-029,"Kenosha, Wisconsin",Line Lead,24.58,2080,Union,production,East North Central
LAB-KEN-030,"Kenosha, Wisconsin",Line Lead,23.15,2080,Union,production,East North Central
LAB-KEN-031,"Kenosha, Wisconsin",Production Supervisor,23.62,2080,Union,production,East North Central
LAB-KEN-032,"Kenosha, Wisconsin",Production Supervisor,17.8,2080,Non-Union,production,East North Central
LAB-KEN-033,"Kenosha, Wisconsin",Packaging Operator,18.12,2080,Union,non-production,East North Central
LAB-KEN-034,"Kenosha, Wisconsin",Quality Inspector,18.17,2080,Union,non-production,East North Central
LAB-KEN-035,"Kenosha, Wisconsin",Production Supervisor,23.45,2080,Union,production,East North Central
LAB-KEN-036,"Kenosha, Wisconsin",Quality Inspector,19.79,2080,Non-Union,non-production,East North Central
LAB-KEN-037,"Kenosha, Wisconsin",Quality Inspector,19.73,2080,Non-Union,non-production,East North Central
LAB-KEN-038,"Kenosha, Wisconsin",Production Operator,16.14,2080,Non-Union,non-production,East North Central
LAB-DAV-039,"Davenport, Iowa",Production Operator,18.21,2080,Non-Union,non-production,West North Central
LAB-DAV-040,"Davenport, Iowa",Quality Inspector,19.46,2080,Union,non-production,West North Central
LAB-DAV-041,"Davenport, Iowa",Production Operator,18.77,2080,Union,non-production,West North Central
LAB-DAV-042,"Davenport, Iowa",Production Operator,20.39,2080,Union,non-production,West North Central
LAB-DAV-043,"Davenport, Iowa",Maintenance Tech,18.59,2080,Union,non-production,West North Central
LAB-DAV-044,"Davenport, Iowa",Maintenance Tech,15.21,2080,Union,non-production,West North Central
LAB-DAV-045,"Davenport, Iowa",Production Supervisor,18.7,2080,Non-Union,production,West North Central
LAB-DAV-046,"Davenport, Iowa",Production Supervisor,24.74,2080,Non-Union,production,West North Central
LAB-DAV-047,"Davenport, Iowa",Packaging Operator,14.61,2080,Non-Union,non-production,West North Central
LAB-DAV-048,"Davenport, Iowa",Quality Inspector,15.66,2080,Non-Union,non-production,West North Central
LAB-DAV-049,"Davenport, Iowa",Production Operator,17.22,2080,Non-Union,non-production,West North Central
LAB-DAV-050,"Davenport, Iowa",Production Supervisor,22.78,2080,Non-Union,production,West North Central
LAB-DAV-051,"Davenport, Iowa",Packaging Operator,16.97,2080,Union,non-production,West North Central
LAB-DAV-052,"Davenport, Iowa",Quality Inspector,18.77,2080,Non-Union,non-production,West North Central
LAB-DAV-053,"Davenport, Iowa",Line Lead,19.98,2080,Non-Union,production,West North Central
