employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Milwaukee, Wisconsin",Plant Management,Management,4.9,7.5,Yes,1-2 days,No,4.4,2.2,0.9,39.87,Yes,Good- adequate for most needs,2.1,Non-Union
EMP-0001,"Milwaukee, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,3.8,4.5,No,>2 days,No,7.7,0.6,2.0,26.05,No,,3.6,Union
EMP-0002,"Des Moines, Iowa",Plant Management,Management,10,5.0,Yes,>2 days,Yes,0.7,3.6,0.6,50.76,Yes,Good- adequate for most needs,2.6,Union
EMP-0003,"Milwaukee, Wisconsin",Maintenance Technician,Front-line,4.6,5.7,Yes,1-2 days,Yes,3.6,5.0,1.2,25.46,Yes,Excellent- comprehensive and very helpful,4.6,Non-Union
EMP-0004,"Akron, Ohio",Maintenance Technician,Front-line,6.3,8.0,No,>2 days,Yes,26.6,15.8,10.1,25.43,Yes,Good- adequate for most needs,1,Non-Union
EMP-0005,"Akron, Ohio",Plant Management,Management,9.1,6.2,No,<1 day,Yes,21.6,5.4,10.5,43.14,Yes,Good- adequate for most needs,3.0,Union
EMP-0006,"Milwaukee, Wisconsin",Production/Manufacturing Operator,Front-line,1.9,3.8,No,1-2 days,No,4.5,4.5,1.3,20.38,No,,4.3,Non-Union
EMP-0007,"Milwaukee, Wisconsin",Administrative/Support Staff,Back-office/Support,4.3,5.9,No,>2 days,No,6.4,2.7,3.0,18.93,Yes,Excellent- comprehensive and very helpful,3.9,Non-Union
EMP-0008,"Akron, Ohio",Maintenance Technician,Front-line,3.8,3.2,Yes,1-2 days,Yes,26.5,9.1,4.8,26.94,No,,4.8,Union
EMP-0009,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,2.7,6.8,Yes,>2 days,No,12.6,15.5,7.8,18.38,No,,3.2,Union
EMP-0010,"Peoria, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,9.2,7.9,No,<1 day,Yes,3.4,4.1,0.3,24.95,No,,3.1,Union
