equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-SPR-000,"Springfield, Illinois",Condiments,19052.57,5223.13
EQ-SPR-001,"Springfield, Illinois",Canned Vegetables,38348.24,26916.92
EQ-SPR-002,"Springfield, Illinois",Canned Vegetables,24427.64,28348.75
EQ-SPR-003,"Springfield, Illinois",Condiments,60962.41,22974.37
EQ-SPR-004,"Springfield, Illinois",Sauces,31759.97,10205.25
EQ-SPR-005,"Springfield, Illinois",Canned Vegetables,38211.6,16475.96
EQ-SPR-006,"Springfield, Illinois",Canned Vegetables,47028.67,4799.47
EQ-SPR-007,"Springfield, Illinois",Canned Vegetables,33986.16,8592.63
EQ-SPR-008,"Springfield, Illinois",Canned Vegetables,13760.43,15612.22
EQ-SPR-009,"Springfield, Illinois",Condiments,14111.61,6680.22
EQ-SPR-010,"Springfield, Illinois",Condiments,95707.13,10747.09
EQ-SPR-011,"Springfield, Illinois",Condiments,20286.97,9180.41
EQ-SPR-012,"Springfield, Illinois",Canned Vegetables,33673.96,11871.09
EQ-SPR-013,"Springfield, Illinois",Condiments,22138.11,4967.56
EQ-SPR-014,"Springfield, Illinois",Sauces,27969.51,23134.78
EQ-SPR-015,"Springfield, Illinois",Canned Vegetables,26321.6,26657.17
EQ-SPR-016,"Springfield, Illinois",Canned Vegetables,13755.82,14736.76
EQ-SPR-017,"Springfield, Illinois",Canned Vegetables,3999.97,26844.06
EQ-SPR-018,"Springfield, Illinois",Sauces,10720.51,16147.47
EQ-SPR-019,"Springfield, Illinois",Canned Vegetables,23164.43,25684.03
EQ-SPR-020,"Springfield, Illinois",Canned Vegetables,7101.08,5270.86
EQ-SPR-021,"Springfield, Illinois",Condiments,14411.45,22556.55
EQ-SPR-022,"Springfield, Illinois",Canned Vegetables,39907.95,17619.16
EQ-SPR-023,"Springfield, Illinois",Condiments,19584.99,22125.39
EQ-SPR-024,"Springfield, Illinois",Sauces,39427.67,11269.29
EQ-SPR-025,"Springfield, Illinois",Canned Vegetables,30908.31,2070.55
EQ-SPR-026,"Springfield, Illinois",Condiments,16400.67,7411.14
EQ-SPR-027,"Springfield, Illinois",Sauces,65325.26,19723.47
EQ-SPR-028,"Springfield, Illinois",Canned Vegetables,28165.07,29513.88
EQ-SPR-029,"Springfield, Illinois",Canned Vegetables,15209.82,29523.47
EQ-SPR-030,"Springfield, Illinois",Canned Vegetables,63775.0,13774.64
EQ-SPR-031,"Springfield, Illinois",Canned Vegetables,26366.52,8390.96
EQ-SPR-032,"Springfield, Illinois",Canned Vegetables,30760.92,13704.3
EQ-SPR-033,"Springfield, Illinois",Sauces,17836.39,10884.95
EQ-SPR-034,"Springfield, Illinois",Condiments,26560.29,25819.16
EQ-SPR-035,"Springfield, Illinois",Canned Vegetables,38521.95,23120.05
EQ-SPR-036,"Springfield, Illinois",Condiments,21969.94,10551.43
EQ-SPR-037,"Springfield, Illinois",Condiments,63747.3,16045.7
EQ-SPR-038,"Springfield, Illinois",Sauces,29742.74,21777.88
EQ-SPR-039,"Springfield, Illinois",Canned Vegetables,10214.3,29941.98
EQ-SPR-040,"Springfield, Illinois",Condiments,15386.67,13336.21
EQ-SPR-041,"Springfield, Illinois",Canned Vegetables,8966.77,25319.87
EQ-SPR-042,"Springfield, Illinois",Canned Vegetables,16245.53,22445.5
EQ-SPR-043,"Springfield, Illinois",Condiments,40838.11,17931.49
EQ-SPR-044,"Springfield, Illinois",Canned Vegetables,28283.56,29535.31
EQ-SPR-045,"Springfield, Illinois",Canned Vegetables,31322.38,23616.21
EQ-SPR-046,"Springfield, Illinois",Condiments,54485.96,20189.59
EQ-SPR-047,"Springfield, Illinois",Canned Vegetables,31636.39,14191.85
EQ-SPR-048,"Springfield, Illinois",Condiments,41122.82,16947.69
EQ-SPR-049,"Springfield, Illinois",Canned Vegetables,9369.94,27378.54
EQ-RAC-050,"Racine, Wisconsin",Condiments,39622.62,22934.57
EQ-RAC-051,"Racine, Wisconsin",Sauces,31152.15,14360.27
EQ-RAC-052,"Racine, Wisconsin",Canned Vegetables,34714.55,26240.14
EQ-RAC-053,"Racine, Wisconsin",Condiments,46571.34,5689.57
EQ-RAC-054,"Racine, Wisconsin",Canned Vegetables,58357.57,9936.2
EQ-RAC-055,"Racine, Wisconsin",Condiments,11100.68,24997.14
EQ-RAC-056,"Racine, Wisconsin",Canned Vegetables,17786.75,18160.05
EQ-RAC-057,"Racine, Wisconsin",Sauces,36991.57,4501.66
EQ-RAC-058,"Racine, Wisconsin",Condiments,26752.55,2204.82
EQ-RAC-059,"Racine, Wisconsin",Canned Vegetables,52682.33,24774.09
EQ-RAC-060,"Racine, Wisconsin",Sauces,17110.43,6269.66
EQ-RAC-061,"Racine, Wisconsin",Canned Vegetables,30069.9,2296.71
EQ-RAC-062,"Racine, Wisconsin",Condiments,54002.99,18823.74
EQ-RAC-063,"Racine, Wisconsin",Canned Vegetables,12171.58,13199.13
EQ-RAC-064,"Racine, Wisconsin",Condiments,10645.0,4350.61
EQ-RAC-065,"Racine, Wisconsin",Canned Vegetables,10249.98,23405.63
EQ-RAC-066,"Racine, Wisconsin",Condiments,28502.89,22591.58
EQ-RAC-067,"Racine, Wisconsin",Canned Vegetables,48828.21,19460.48
EQ-RAC-068,"Racine, Wisconsin",Condiments,26126.06,17925.02
EQ-RAC-069,"Racine, Wisconsin",Sauces,14091.22,26866.93
EQ-RAC-070,"Racine, Wisconsin",Sauces,41008.04,10993.11
