employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Springfield, Illinois",Demand Planning/Forecasting,Back-office/Support,7.1,7.4,No,1-2 days,No,0.7,0.9,1.0,28.29,Yes,Fair- some gaps or inconsistencies,3.9,Union
EMP-0001,"Racine, Wisconsin",Quality Control/Quality Assurance,Front-line,8.1,4.9,Yes,1-2 days,Yes,1.3,1.6,0.0,22.27,No,,2.7,Union
EMP-0002,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,1,5.8,Yes,<1 day,No,8.0,3.4,1.4,16.95,No,,3.4,Non-Union
EMP-0003,"Springfield, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,2.0,6.8,No,>2 days,No,0.8,3.6,0.0,18.95,Yes,Fair- some gaps or inconsistencies,2.8,Union
EMP-0004,"Racine, Wisconsin",Production/Manufacturing Operator,Front-line,3.0,3.8,No,>2 days,No,1.8,0.1,0.7,18.13,Yes,Good- adequate for most needs,3.3,Non-Union
EMP-0005,"Springfield, Illinois",Maintenance Technician,Front-line,3.1,5.3,No,<1 day,No,0.2,2.9,1.4,22.76,Yes,Good- adequate for most needs,1.5,Non-Union
EMP-0006,"Grand Rapids, Michigan",Production/Manufacturing Operator,Front-line,3.8,6.1,No,1-2 days,No,16.7,14.0,8.8,20.96,No,,4.2,Non-Union
EMP-0007,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,3.5,4.9,No,1-2 days,Yes,5.1,3.5,1.3,28.68,Yes,Good- adequate for most needs,2.3,Union
EMP-0008,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,4.1,7.9,Yes,<1 day,No,14.1,14.6,9.2,20.65,No,,2.2,Non-Union
EMP-0009,"Grand Rapids, Michigan",Plant Management,Management,4.2,5.8,No,1-2 days,No,19.2,11.9,8.6,40.79,Yes,Fair- some gaps or inconsistencies,2.0,Non-Union
EMP-0010,"Racine, Wisconsin",Administrative/Support Staff,Back-office/Support,7.8,7.4,Yes,1-2 days,No,7.3,2.3,2.8,20.65,No,,4.6,Union
EMP-0011,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,7.4,5.8,No,<1 day,Yes,11.8,13.9,3.4,20.59,No,,3.7,Union
EMP-0012,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,7.0,2.2,No,<1 day,Yes,21.5,16.4,7.3,17.4,No,,5,Union
EMP-0013,"Toledo, Ohio",Production/Manufacturing Operator,Front-line,5.0,5.2,Yes,>2 days,Yes,8.3,17.3,10.8,12,Yes,Good- adequate for most needs,4.2,Non-Union
EMP-0014,"Grand Rapids, Michigan",Plant Management,Management,2.5,1,Yes,>2 days,No,26.6,15.2,5.0,41.2,No,,3.8,Non-Union
EMP-0015,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,6.5,4.5,No,<1 day,No,12.3,8.7,8.4,17.9,No,,2.9,Union
EMP-0016,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,1,7.7,No,<1 day,Yes,2.4,1.8,0.3,23.03,No,,3.2,Non-Union
EMP-0017,"Springfield, Illinois",Production/Manufacturing Operator,Front-line,6.7,1,No,>2 days,Yes,2.0,1.0,0.3,20.31,Yes,Good- adequate for most needs,1.7,Non-Union
EMP-0018,"Grand Rapids, Michigan",Plant Management,Management,7.1,5.9,No,1-2 days,Yes,23.1,15.1,3.7,38.74,Yes,Poor - insufficient or unhelpful,3.8,Union
EMP-0019,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,3.0,5.8,No,1-2 days,Yes,26.9,15.8,6.5,18.2,Yes,Fair- some gaps or inconsistencies,2.6,Non-Union
