equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-SPR-000,"Springfield, Illinois",Condiments,Pasteurizer,4459,3774,4362,2037,0.0967,0.8481,336,212431,927.49,47723.77
EQ-SPR-001,"Springfield, Illinois",Canned Vegetables,Conveyor,3647,2598,3499,1921,0.0552,0.6651,231,354888,1957.56,30478.06
EQ-SPR-002,"Springfield, Illinois",Canned Vegetables,Pasteurizer,4849,4206,4193,2180,0.0446,0.8152,283,561864,974.8,44150.72
EQ-SPR-003,"Springfield, Illinois",Condiments,Pasteurizer,1825,1658,1692,1931,0.0784,0.8169,453,596113,1304.42,19037.28
EQ-SPR-004,"Springfield, Illinois",Sauces,Boiler,2942,2245,2710,1066,0.0607,0.7467,274,279589,1871.42,27638.3
EQ-SPR-005,"Springfield, Illinois",Canned Vegetables,Mixer,2394,2093,2189,1645,0.09,0.7434,201,253031,1677.95,21983.27
EQ-SPR-006,"Springfield, Illinois",Canned Vegetables,Sealer,3143,2264,2852,2089,0.0891,0.6907,181,332181,1588.95,21632.3
EQ-SPR-007,"Springfield, Illinois",Canned Vegetables,Boiler,3133,2570,2677,1448,0.0716,0.8819,260,542303,875.28,43538.75
EQ-SPR-008,"Springfield, Illinois",Canned Vegetables,Sealer,4190,3731,3700,2612,0.044,0.7922,125,167872,1862.95,8147.13
EQ-SPR-009,"Springfield, Illinois",Condiments,Mixer,1666,1484,1633,1772,0.0416,0.7735,406,357203,949.66,17676.1
EQ-SPR-010,"Springfield, Illinois",Condiments,Filler,3134,2541,2919,956,0.0971,0.8182,372,576410,1709.99,40648.04
EQ-SPR-011,"Springfield, Illinois",Condiments,Pasteurizer,3079,2249,2818,1941,0.0317,0.8432,461,442881,1445.01,24091.5
EQ-SPR-012,"Springfield, Illinois",Canned Vegetables,Labeler,1728,1608,1678,2163,0.0822,0.8242,223,354594,1155.29,20672.02
EQ-SPR-013,"Springfield, Illinois",Condiments,Labeler,4897,4338,4522,1503,0.0341,0.7661,75,345250,1880.41,25174.56
EQ-SPR-014,"Springfield, Illinois",Sauces,Labeler,4467,3388,3890,973,0.0579,0.8597,151,550540,877.44,34380.18
EQ-SPR-015,"Springfield, Illinois",Canned Vegetables,Conveyor,1737,1333,1502,1590,0.0652,0.8382,396,208247,1938.59,38305.14
EQ-SPR-016,"Springfield, Illinois",Canned Vegetables,Labeler,3526,3372,3482,1866,0.0776,0.8517,242,200298,885.01,27942.84
EQ-SPR-017,"Springfield, Illinois",Canned Vegetables,Labeler,1769,1549,1694,2182,0.044,0.8882,105,113087,803.88,28183.22
EQ-SPR-018,"Springfield, Illinois",Sauces,Labeler,4598,3876,4512,2912,0.0506,0.7622,296,241588,876.98,35082.08
EQ-SPR-019,"Springfield, Illinois",Canned Vegetables,Conveyor,3747,2886,3493,568,0.0667,0.7963,137,323027,1075.12,12773.67
EQ-SPR-020,"Springfield, Illinois",Canned Vegetables,Conveyor,2896,2144,2857,1753,0.0679,0.8243,403,119139,877.81,46210.09
EQ-SPR-021,"Springfield, Illinois",Condiments,Sealer,3633,3521,3550,2436,0.0434,0.8355,197,234427,1416.48,27317.89
EQ-SPR-022,"Springfield, Illinois",Canned Vegetables,Filler,1584,1268,1520,2539,0.0704,0.6664,410,382943,1480.31,12557.75
EQ-SPR-023,"Springfield, Illinois",Condiments,Labeler,4712,4556,4405,1317,0.0533,0.7617,338,458777,800.93,11749.56
EQ-SPR-024,"Springfield, Illinois",Sauces,Pasteurizer,4226,3548,4090,1687,0.0991,0.8484,231,427257,931.19,40552.41
EQ-SPR-025,"Springfield, Illinois",Canned Vegetables,Mixer,3579,2649,3477,677,0.079,0.7299,471,318912,1226.81,14072.32
EQ-SPR-026,"Springfield, Illinois",Condiments,Mixer,2030,1557,1963,637,0.0351,0.8119,201,458917,1018.17,32159.04
EQ-SPR-027,"Springfield, Illinois",Sauces,Filler,2702,2198,2550,2515,0.0853,0.7882,307,408216,1876.04,14819.43
EQ-SPR-028,"Springfield, Illinois",Canned Vegetables,Mixer,1997,1613,1745,2720,0.0552,0.9087,242,259409,1966.92,24514.33
EQ-SPR-029,"Springfield, Illinois",Canned Vegetables,Filler,4188,3403,3693,1815,0.0566,0.9046,186,220771,1217.21,37504.37
EQ-SPR-030,"Springfield, Illinois",Canned Vegetables,Conveyor,3360,3183,2987,2459,0.0862,0.7541,267,447282,1654.1,46826.7
EQ-SPR-031,"Springfield, Illinois",Canned Vegetables,Sealer,4414,3246,4255,2351,0.0436,0.8112,458,375198,1611.78,7985.78
EQ-SPR-032,"Springfield, Illinois",Canned Vegetables,Boiler,3845,3101,3797,1942,0.0539,0.7677,473,334206,1707.64,13912.22
EQ-SPR-033,"Springfield, Illinois",Sauces,Boiler,2466,1882,2316,2393,0.0361,0.8341,284,571465,864.59,21204.09
EQ-SPR-034,"Springfield, Illinois",Condiments,Mixer,4097,3597,3991,1590,0.0448,0.7134,493,315921,1876.62,40490.02
EQ-SPR-035,"Springfield, Illinois",Canned Vegetables,Pasteurizer,4098,2996,3528,2848,0.0701,0.7346,475,488409,1125.14,41991.18
EQ-SPR-036,"Springfield, Illinois",Condiments,Sealer,2693,2354,2445,2706,0.0778,0.7567,332,228076,1238.14,9210.72
EQ-SPR-037,"Springfield, Illinois",Condiments,Sealer,4065,2989,3628,602,0.0888,0.7039,495,467924,1534.17,19065.66
EQ-SPR-038,"Springfield, Illinois",Sauces,Filler,4841,4512,4777,1100,0.0572,0.7642,188,504133,1031.43,35578.57
EQ-SPR-039,"Springfield, Illinois",Canned Vegetables,Boiler,4253,3238,3673,1412,0.0404,0.7863,418,287244,880.19,35835.25
EQ-SPR-040,"Springfield, Illinois",Condiments,Filler,2575,1957,2242,890,0.0499,0.8018,226,289099,1066.59,8817.61
EQ-SPR-041,"Springfield, Illinois",Canned Vegetables,Sealer,3605,2628,3361,1270,0.056,0.8717,61,185999,860.87,17886.12
EQ-SPR-042,"Springfield, Illinois",Canned Vegetables,Filler,4514,3315,4280,1644,0.0347,0.6702,173,297093,1575.84,11131.52
EQ-SPR-043,"Springfield, Illinois",Condiments,Boiler,2407,1950,2342,1233,0.0757,0.6966,269,555082,971.88,32354.25
EQ-SPR-044,"Springfield, Illinois",Canned Vegetables,Filler,2513,2223,2466,1976,0.0478,0.7363,76,413992,1429.27,20974.73
EQ-SPR-045,"Springfield, Illinois",Canned Vegetables,Filler,2962,2268,2632,2554,0.0799,0.8248,67,384205,1020.34,34941.96
EQ-SPR-046,"Springfield, Illinois",Condiments,Sealer,1580,1491,1358,1601,0.0868,0.6957,476,333046,1884.78,42825.24
EQ-SPR-047,"Springfield, Illinois",Canned Vegetables,Boiler,3738,3513,3343,2656,0.0474,0.7497,358,384928,1733.92,43612.41
