equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-BLO-000,"Bloomington, Illinois",Canned Vegetables,Sealer,4348,3706,4269,1041,0.0801,0.6522,93,269477,1108.68,23982.97
EQ-BLO-001,"Bloomington, Illinois",Sauces,Pasteurizer,3139,2957,2901,2196,0.0854,0.7799,330,470010,1976.55,36088.44
EQ-BLO-002,"Bloomington, Illinois",Condiments,Boiler,3442,2472,3395,996,0.0556,0.7019,316,483857,851.01,14922.76
EQ-BLO-003,"Bloomington, Illinois",Sauces,Mixer,2626,1952,2261,2896,0.0779,0.7346,442,240139,1678.38,39338.32
EQ-BLO-004,"Bloomington, Illinois",Condiments,Sealer,2123,1687,2096,1064,0.0622,0.8112,335,251311,1715.77,48984.62
EQ-BLO-005,"Bloomington, Illinois",Condiments,Sealer,2323,1836,2074,866,0.0431,0.8294,290,564842,1152.01,43636.52
EQ-BLO-006,"Bloomington, Illinois",Sauces,Sealer,3985,2861,3588,1651,0.0339,0.7706,279,596893,1570.65,31605.88
EQ-BLO-007,"Bloomington, Illinois",Condiments,Filler,2516,2025,2273,1601,0.0323,0.63,270,101541,1414.28,5695.71
EQ-BLO-008,"Bloomington, Illinois",Condiments,Pasteurizer,2665,1974,2504,1011,0.0804,0.8373,148,460248,1580.74,33101.4
EQ-BLO-009,"Bloomington, Illinois",Canned Vegetables,Pasteurizer,3520,2468,3122,858,0.0778,0.6859,78,185691,1834.07,41631.97
EQ-BLO-010,"Bloomington, Illinois",Sauces,Mixer,3598,2997,3245,813,0.0952,0.78,369,303285,1789.18,45541.81
EQ-BLO-011,"Bloomington, Illinois",Canned Vegetables,Sealer,3382,2572,3358,1578,0.0484,0.8483,359,287560,1820.86,20280.65
EQ-BLO-012,"Bloomington, Illinois",Condiments,Pasteurizer,4598,3805,4280,2327,0.0862,0.8286,88,149308,933.16,18861.31
EQ-BLO-013,"Bloomington, Illinois",Condiments,Mixer,3099,2422,2830,788,0.0646,0.7901,237,558227,1089.52,28034.11
EQ-BLO-014,"Bloomington, Illinois",Condiments,Sealer,2542,1961,2324,1042,0.0853,0.7368,282,338552,1509.87,46000.4
EQ-BLO-015,"Bloomington, Illinois",Canned Vegetables,Mixer,3108,2569,2990,2242,0.0848,0.7254,192,491511,1987.59,23495.47
EQ-BLO-016,"Bloomington, Illinois",Sauces,Mixer,2885,2668,2804,2903,0.0997,0.8926,282,316057,1384.56,36636.19
EQ-BLO-017,"Bloomington, Illinois",Condiments,Filler,2356,2226,2038,1069,0.0969,0.7213,304,170419,1644.07,39819.04
EQ-BLO-018,"Bloomington, Illinois",Condiments,Filler,1636,1410,1443,1115,0.0458,0.8921,71,170232,1555.07,18589.82
EQ-BLO-019,"Bloomington, Illinois",Canned Vegetables,Sealer,3916,3378,3514,1226,0.093,0.7575,362,116016,1071.64,44513.71
EQ-BLO-020,"Bloomington, Illinois",Sauces,Mixer,3649,2668,3228,2607,0.0341,0.7681,331,218222,1258.62,13987.11
EQ-BLO-021,"Bloomington, Illinois",Sauces,Mixer,3170,2221,2745,2430,0.0662,0.7876,234,235393,1636.0,44679.39
EQ-BLO-022,"Bloomington, Illinois",Sauces,Pasteurizer,1925,1851,1814,2457,0.0591,0.7926,315,236270,989.45,5580.94
EQ-BLO-023,"Bloomington, Illinois",Condiments,Mixer,3977,3020,3927,928,0.0693,0.8197,491,524131,1156.3,13592.91
EQ-BLO-024,"Bloomington, Illinois",Canned Vegetables,Sealer,2400,1988,2340,2404,0.0902,0.8276,349,294014,1853.66,34568.14
EQ-BLO-025,"Bloomington, Illinois",Condiments,Filler,1664,1359,1542,1316,0.0433,0.7561,337,198852,832.01,26640.05
EQ-BLO-026,"Bloomington, Illinois",Condiments,Filler,3101,2354,2670,2112,0.0323,0.8121,266,442732,1872.01,11830.91
EQ-BLO-027,"Bloomington, Illinois",Sauces,Labeler,4531,3591,3876,1570,0.0913,0.6752,483,526807,1850.08,33659.35
EQ-BLO-028,"Bloomington, Illinois",Sauces,Sealer,3212,2362,3149,1293,0.0549,0.7693,413,545606,1524.51,27394.2
EQ-BLO-029,"Bloomington, Illinois",Canned Vegetables,Mixer,4997,3559,4354,2486,0.0914,0.7606,296,196184,1255.03,8185.33
EQ-BLO-030,"Bloomington, Illinois",Condiments,Filler,4179,3304,3584,1789,0.0883,0.7033,316,256531,1015.71,14381.73
EQ-BLO-031,"Bloomington, Illinois",Condiments,Pasteurizer,4129,3903,3669,2964,0.0646,0.7568,127,531175,1758.68,15401.55
EQ-BLO-032,"Bloomington, Illinois",Condiments,Sealer,3266,2481,3211,2310,0.0681,0.798,105,102405,1134.71,39180.45
EQ-BLO-033,"Bloomington, Illinois",Canned Vegetables,Filler,3495,3417,3385,2193,0.0614,0.7752,478,107420,1586.55,49064.96
EQ-BLO-034,"Bloomington, Illinois",Canned Vegetables,Mixer,4996,4487,4632,2249,0.0363,0.95,377,332343,1491.8,42089.86
EQ-BLO-035,"Bloomington, Illinois",Sauces,Mixer,4101,3655,3924,1228,0.0474,0.7798,250,203434,1798.0,27024.25
EQ-BLO-036,"Bloomington, Illinois",Condiments,Boiler,3572,2558,3190,1289,0.0471,0.7429,144,121993,1406.21,33844.01
EQ-BLO-037,"Bloomington, Illinois",Canned Vegetables,Filler,3679,3311,3458,727,0.0331,0.9269,148,406062,1237.4,33737.25
EQ-BLO-038,"Bloomington, Illinois",Sauces,Sealer,3078,2452,2636,817,0.0457,0.7142,100,237135,1785.87,13819.07
EQ-BLO-039,"Bloomington, Illinois",Canned Vegetables,Conveyor,2158,1596,2155,964,0.0604,0.6855,473,208047,1153.65,6833.44
EQ-BLO-040,"Bloomington, Illinois",Condiments,Pasteurizer,3486,2565,3136,2995,0.0419,0.8101,105,353248,1949.38,11143.13
EQ-BLO-041,"Bloomington, Illinois",Canned Vegetables,Filler,2972,2734,2599,2162,0.0815,0.7863,375,289185,1568.79,32486.73
EQ-BLO-042,"Bloomington, Illinois",Sauces,Mixer,1911,1580,1779,1899,0.0624,0.7962,290,366221,1522.79,30872.2
EQ-BLO-043,"Bloomington, Illinois",Sauces,Conveyor,4242,3168,3799,827,0.0986,0.6991,243,101418,918.51,25347.93
EQ-BLO-044,"Bloomington, Illinois",Condiments,Labeler,4235,3238,3900,1715,0.0328,0.6643,336,377917,1680.82,38404.36
EQ-BLO-045,"Bloomington, Illinois",Condiments,Filler,1803,1345,1565,867,0.0396,0.811,333,412867,1446.93,21963.02
EQ-BLO-046,"Bloomington, Illinois",Sauces,Labeler,4664,3685,4564,1599,0.0399,0.7169,353,471538,1477.28,29620.68
EQ-BLO-047,"Bloomington, Illinois",Canned Vegetables,Sealer,3052,2661,2632,610,0.0444,0.7312,150,254913,1123.97,39663.81
EQ-BLO-048,"Bloomington, Illinois",Condiments,Labeler,3086,2699,2974,2300,0.0428,0.7256,258,479419,806.17,22260.2
