equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-BLO-000,"Bloomington, Illinois",Canned Vegetables,23930.98,14498.05
EQ-BLO-001,"Bloomington, Illinois",Sauces,79336.45,12408.78
EQ-BLO-002,"Bloomington, Illinois",Condiments,22894.25,25657.8
EQ-BLO-003,"Bloomington, Illinois",Sauces,31397.17,5169.29
EQ-BLO-004,"Bloomington, Illinois",Condiments,26820.13,27759.89
EQ-BLO-005,"Bloomington, Illinois",Condiments,28045.33,14915.67
EQ-BLO-006,"Bloomington, Illinois",Sauces,31781.59,3879.32
EQ-BLO-007,"Bloomington, Illinois",Condiments,4638.52,5917.65
EQ-BLO-008,"Bloomington, Illinois",Condiments,58493.61,7071.65
EQ-BLO-009,"Bloomington, Illinois",Canned Vegetables,26496.37,5398.91
EQ-BLO-010,"Bloomington, Illinois",Sauces,51658.51,17765.81
EQ-BLO-011,"Bloomington, Illinois",Canned Vegetables,25342.55,8602.79
EQ-BLO-012,"Bloomington, Illinois",Condiments,12010.1,5667.45
EQ-BLO-013,"Bloomington, Illinois",Condiments,39289.69,15217.43
EQ-BLO-014,"Bloomington, Illinois",Condiments,43602.76,18233.18
EQ-BLO-015,"Bloomington, Illinois",Canned Vegetables,82843.02,25729.91
EQ-BLO-016,"Bloomington, Illinois",Sauces,43628.71,8666.87
EQ-BLO-017,"Bloomington, Illinois",Condiments,27149.52,21480.23
EQ-BLO-018,"Bloomington, Illinois",Condiments,12124.3,16865.56
EQ-BLO-019,"Bloomington, Illinois",Canned Vegetables,11562.45,4250.57
EQ-BLO-020,"Bloomington, Illinois",Sauces,9365.86,18717.28
EQ-BLO-021,"Bloomington, Illinois",Sauces,25493.82,8571.65
EQ-BLO-022,"Bloomington, Illinois",Sauces,13816.24,14211.41
EQ-BLO-023,"Bloomington, Illinois",Condiments,41999.45,14573.78
EQ-BLO-024,"Bloomington, Illinois",Canned Vegetables,49159.18,25347.08
EQ-BLO-025,"Bloomington, Illinois",Condiments,7163.85,18520.01
EQ-BLO-026,"Bloomington, Illinois",Condiments,26770.2,6668.17
EQ-BLO-027,"Bloomington, Illinois",Sauces,88984.18,4977.46
EQ-BLO-028,"Bloomington, Illinois",Sauces,45664.82,10638.18
EQ-BLO-029,"Bloomington, Illinois",Canned Vegetables,22504.22,14801.0
EQ-BLO-030,"Bloomington, Illinois",Condiments,23007.55,11406.86
EQ-BLO-031,"Bloomington, Illinois",Condiments,60347.18,7997.03
EQ-BLO-032,"Bloomington, Illinois",Condiments,7913.22,4450.1
EQ-BLO-033,"Bloomington, Illinois",Canned Vegetables,10464.23,27088.81
EQ-BLO-034,"Bloomington, Illinois",Canned Vegetables,17997.15,9787.21
EQ-BLO-035,"Bloomington, Illinois",Sauces,17337.7,6990.5
EQ-BLO-036,"Bloomington, Illinois",Condiments,8079.9,7533.87
EQ-BLO-037,"Bloomington, Illinois",Canned Vegetables,16631.46,24390.42
EQ-BLO-038,"Bloomington, Illinois",Sauces,19353.6,24424.43
EQ-BLO-039,"Bloomington, Illinois",Canned Vegetables,14496.81,17054.48
EQ-BLO-040,"Bloomington, Illinois",Condiments,28852.95,22317.5
EQ-BLO-041,"Bloomington, Illinois",Canned Vegetables,36974.15,15009.49
EQ-BLO-042,"Bloomington, Illinois",Sauces,34799.09,27799.86
EQ-BLO-043,"Bloomington, Illinois",Sauces,9184.93,29344.57
EQ-BLO-044,"Bloomington, Illinois",Condiments,20834.9,3685.04
EQ-BLO-045,"Bloomington, Illinois",Condiments,23656.63,20813.77
EQ-BLO-046,"Bloomington, Illinois",Sauces,27794.09,14882.36
EQ-BLO-047,"Bloomington, Illinois",Canned Vegetables,12721.25,15557.13
EQ-BLO-048,"Bloomington, Illinois",Condiments,16541.91,27610.97
EQ-BLO-049,"Bloomington, Illinois",Sauces,7905.42,18830.55
EQ-BLO-050,"Bloomington, Illinois",Canned Vegetables,40273.15,18492.81
EQ-BLO-051,"Bloomington, Illinois",Condiments,45187.63,9268.13
EQ-BLO-052,"Bloomington, Illinois",Canned Vegetables,23990.84,6193.55
EQ-MAD-053,"Madison, Wisconsin",Condiments,65679.29,8942.4
EQ-MAD-054,"Madison, Wisconsin",Canned Vegetables,43915.86,29461.79
EQ-MAD-055,"Madison, Wisconsin",Sauces,20099.08,24979.02
EQ-MAD-056,"Madison, Wisconsin",Condiments,32369.05,11864.25
EQ-MAD-057,"Madison, Wisconsin",Sauces,14732.81,22371.09
EQ-MAD-058,"Madison, Wisconsin",Sauces,58808.56,2834.72
EQ-MAD-059,"Madison, Wisconsin",Sauces,22174.41,7075.96
EQ-MAD-060,"Madison, Wisconsin",Condiments,46924.93,21576.49
EQ-MAD-061,"Madison, Wisconsin",Condiments,4818.95,16711.58
EQ-MAD-062,"Madison, Wisconsin",Sauces,29369.18,3079.01
EQ-MAD-063,"Madison, Wisconsin",Sauces,13788.71,3922.11
EQ-MAD-064,"Madison, Wisconsin",Canned Vegetables,54275.05,18792.11
EQ-MAD-065,"Madison, Wisconsin",Canned Vegetables,57055.84,6778.88
EQ-MAD-066,"Madison, Wisconsin",Condiments,16347.82,8652.82
EQ-MAD-067,"Madison, Wisconsin",Canned Vegetables,24827.14,18638.84
EQ-MAD-068,"Madison, Wisconsin",Condiments,20539.1,26196.2
EQ-MAD-069,"Madison, Wisconsin",Condiments,19201.02,27922.57
EQ-MAD-070,"Madison, Wisconsin",Sauces,25297.05,22522.8
EQ-MAD-071,"Madison, Wisconsin",Condiments,45994.32,15249.05
EQ-MAD-072,"Madison, Wisconsin",Canned Vegetables,8475.05,15480.74
EQ-MAD-073,"Madison, Wisconsin",Canned Vegetables,41994.19,10136.02
EQ-MAD-074,"Madison, Wisconsin",Condiments,16253.62,9200.2
EQ-MAD-075,"Madison, Wisconsin",Sauces,39896.3,15777.64
EQ-MAD-076,"Madison, Wisconsin",Condiments,25163.84,21365.51
EQ-MAD-077,"Madison, Wisconsin",Condiments,47333.5,20474.25
EQ-MAD-078,"Madison, Wisconsin",Condiments,22213.5,8390.46
EQ-MAD-079,"Madison, Wisconsin",Condiments,36007.75,23009.59
EQ-MAD-080,"Madison, Wisconsin",Canned Vegetables,20922.78,16226.27
EQ-MAD-081,"Madison, Wisconsin",Sauces,16978.71,28027.2
EQ-MAD-082,"Madison, Wisconsin",Condiments,28250.57,17179.25
EQ-MAD-083,"Madison, Wisconsin",Sauces,34039.91,4627.38
EQ-MAD-084,"Madison, Wisconsin",Canned Vegetables,22707.49,12226.15
EQ-MAD-085,"Madison, Wisconsin",Canned Vegetables,44297.73,26422.37
EQ-MAD-086,"Madison, Wisconsin",Canned Vegetables,43072.03,5845.08
EQ-MAD-087,"Madison, Wisconsin",Canned Vegetables,11673.36,20922.82
EQ-MAD-088,"Madison, Wisconsin",Sauces,18362.29,4751.07
EQ-MAD-089,"Madison, Wisconsin",Canned Vegetables,58669.72,15745.45
EQ-MAD-090,"Madison, Wisconsin",Condiments,12174.12,16970.83
EQ-MAD-091,"Madison, Wisconsin",Sauces,16383.61,27299.31
EQ-MAD-092,"Madison, Wisconsin",Sauces,32747.6,23835.64
EQ-MAD-093,"Madison, Wisconsin",Condiments,11329.67,4768.04
EQ-MAD-094,"Madison, Wisconsin",Condiments,7768.98,15161.48
EQ-MAD-095,"Madison, Wisconsin",Canned Vegetables,10208.6,6729.3
EQ-MAD-096,"Madison, Wisconsin",Sauces,44010.32,24842.67
EQ-MAD-097,"Madison, Wisconsin",Canned Vegetables,17812.1,12563.0
EQ-MAD-098,"Madison, Wisconsin",Sauces,49051.91,14683.96
EQ-MAD-099,"Madison, Wisconsin",Sauces,13786.17,9080.06
EQ-MAD-100,"Madison, Wisconsin",Canned Vegetables,24953.64,9267.9
EQ-MAD-101,"Madison, Wisconsin",Sauces,31595.7,23415.51
EQ-MAD-102,"Madison, Wisconsin",Sauces,11010.36,10281.39
EQ-MAD-103,"Madison, Wisconsin",Sauces,21516.76,5266.07
EQ-MAD-104,"Madison, Wisconsin",Canned Vegetables,22284.44,24053.13
