employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Cedar Rapids, Iowa",Plant Management,Management,5.6,2.5,Yes,1-2 days,Yes,2.7,0.2,3.2,47.35,No,,4.3,Union
EMP-0001,"Bloomington, Illinois",Maintenance Technician,Front-line,3.8,4.5,Yes,1-2 days,No,5.8,4.7,2.1,25.03,Yes,Good- adequate for most needs,2.0,Union
EMP-0002,"Madison, Wisconsin",Maintenance Technician,Front-line,5.1,5.5,Yes,>2 days,No,2.3,0.8,2.8,29.63,No,,3.7,Union
EMP-0003,"Kalamazoo, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,3.2,7.9,No,1-2 days,No,19.8,17.4,7.9,31.64,No,,2.2,Union
EMP-0004,"Madison, Wisconsin",Production/Manufacturing Operator,Front-line,3.3,4.4,No,<1 day,No,1.7,0.8,2.3,23.19,No,,4.7,Union
EMP-0005,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,2.5,6.4,Yes,1-2 days,No,25.5,8.5,6.4,18.51,Yes,Fair- some gaps or inconsistencies,3.7,Union
EMP-0006,"Kalamazoo, Michigan",Administrative/Support Staff,Back-office/Support,4.2,5.5,Yes,>2 days,No,29.8,10.2,9.8,20.35,No,,3.3,Non-Union
EMP-0007,"Kalamazoo, Michigan",Production/Manufacturing Operator,Front-line,2.4,3.7,Yes,1-2 days,Yes,14.3,10.0,6.4,20.42,No,,2.8,Non-Union
EMP-0008,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,4.1,4.0,Yes,>2 days,No,4.0,3.1,0.1,20.68,Yes,Fair- some gaps or inconsistencies,4.1,Union
EMP-0009,"Madison, Wisconsin",Administrative/Support Staff,Back-office/Support,6.5,4.2,No,<1 day,No,5.7,3.7,0.6,20.5,Yes,Excellent- comprehensive and very helpful,4.2,Non-Union
EMP-0010,"Cedar Rapids, Iowa",Production/Manufacturing Operator,Front-line,2.6,5.2,Yes,1-2 days,Yes,5.4,2.5,1.1,21.35,No,,2.9,Non-Union
EMP-0011,"Kalamazoo, Michigan",Demand Planning/Forecasting,Back-office/Support,6.5,8.5,Yes,1-2 days,No,19.7,12.0,9.3,27.19,No,,3.0,Non-Union
EMP-0012,"Cincinnati, Ohio",Maintenance Technician,Front-line,8.4,7.3,Yes,1-2 days,No,23.6,11.1,10.0,24.77,No,,2.6,Non-Union
