employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Cincinnati, Ohio",Plant Management,Management,5.4,4.1,No,1-2 days,No,9.4,11.7,3.0,41.24,Yes,Excellent- comprehensive and very helpful,3.5,Non-Union
EMP-0001,"Bloomington, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,4.0,8.8,Yes,<1 day,Yes,1.2,3.3,0.0,19.86,No,,2.8,Union
EMP-0002,"Milwaukee, Wisconsin",Administrative/Support Staff,Back-office/Support,9.1,2.9,Yes,<1 day,Yes,5.0,1.9,0.1,22.94,No,,4.3,Union
EMP-0003,"Detroit, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,2.6,8.2,Yes,>2 days,No,9.1,17.9,4.3,23.17,No,,4.0,Non-Union
EMP-0004,"Des Moines, Iowa",Maintenance Technician,Front-line,1,7.0,No,>2 days,Yes,0.7,4.7,1.2,21.17,No,,3.6,Union
EMP-0005,"Bloomington, Illinois",Maintenance Technician,Front-line,5.4,6.4,No,>2 days,Yes,7.0,1.2,3.6,26.6,Yes,Excellent- comprehensive and very helpful,2.0,Non-Union
EMP-0006,"Milwaukee, Wisconsin",Maintenance Technician,Front-line,3.4,3.1,Yes,1-2 days,No,4.8,2.4,0.9,25.88,Yes,Poor - insufficient or unhelpful,4.1,Non-Union
EMP-0007,"Des Moines, Iowa",Quality Control/Quality Assurance,Front-line,3.0,6.3,Yes,1-2 days,No,3.7,2.7,1.5,22.95,Yes,Excellent- comprehensive and very helpful,2.0,Union
EMP-0008,"Cincinnati, Ohio",Maintenance Technician,Front-line,4.5,7.5,Yes,1-2 days,No,9.9,5.7,5.8,19.48,Yes,Fair- some gaps or inconsistencies,3.6,Non-Union
EMP-0009,"Milwaukee, Wisconsin",Quality Control/Quality Assurance,Front-line,5.2,5.5,Yes,>2 days,Yes,2.8,4.2,1.5,20.19,No,,4.2,Non-Union
EMP-0010,"Cincinnati, Ohio",Plant Management,Management,4.3,8.4,No,1-2 days,Yes,28.2,6.6,4.4,42.88,Yes,Good- adequate for most needs,5,Non-Union
EMP-0011,"Detroit, Michigan",Administrative/Support Staff,Back-office/Support,8.3,8.4,Yes,1-2 days,Yes,10.7,8.8,8.1,14.85,No,,4.4,Non-Union
EMP-0012,"Milwaukee, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,7.1,8.7,No,>2 days,No,5.1,1.4,3.2,22.91,Yes,Poor - insufficient or unhelpful,1.5,Union
EMP-0013,"Bloomington, Illinois",Production/Manufacturing Operator,Front-line,4.9,1,No,1-2 days,Yes,3.2,4.5,0.9,22.25,No,,2.2,Non-Union
EMP-0014,"Des Moines, Iowa",Plant Management,Management,9.2,4.0,Yes,<1 day,No,0.1,2.3,2.4,43.28,Yes,Good- adequate for most needs,1.6,Non-Union
EMP-0015,"Milwaukee, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,5.3,9.2,Yes,<1 day,Yes,6.5,0.9,2.4,22.63,No,,3.0,Non-Union
EMP-0016,"Cincinnati, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.9,6.6,No,<1 day,Yes,16.0,8.6,3.1,28.54,Yes,Fair- some gaps or inconsistencies,3.9,Non-Union
EMP-0017,"Detroit, Michigan",Maintenance Technician,Front-line,5.3,9.7,Yes,<1 day,Yes,15.1,17.6,3.0,30.46,Yes,Fair- some gaps or inconsistencies,2.9,Non-Union
EMP-0018,"Bloomington, Illinois",Administrative/Support Staff,Back-office/Support,3.3,4.5,No,>2 days,Yes,2.0,4.6,2.9,15.31,No,,1.3,Non-Union
EMP-0019,"Des Moines, Iowa",Quality Control/Quality Assurance,Front-line,1.9,5.8,No,<1 day,No,3.7,2.1,2.9,17.89,Yes,Fair- some gaps or inconsistencies,2.7,Union
EMP-0020,"Cincinnati, Ohio",Production/Manufacturing Operator,Front-line,4.1,6.0,No,1-2 days,No,24.6,5.8,11.4,21.56,No,,3.8,Union
EMP-0021,"Cincinnati, Ohio",Plant Management,Management,7.0,5.0,Yes,>2 days,Yes,12.5,15.8,9.7,40.56,No,,2.3,Non-Union
EMP-0022,"Cincinnati, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,4.6,4.2,No,<1 day,No,26.3,15.3,6.6,30.29,No,,3.1,Non-Union
EMP-0023,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,3.4,7.8,Yes,>2 days,No,2.5,4.2,0.4,29.58,No,,2.4,Non-Union
EMP-0024,"Detroit, Michigan",Maintenance Technician,Front-line,2.3,2.8,Yes,1-2 days,No,21.3,12.2,7.3,24.97,Yes,Good- adequate for most needs,2.6,Union
EMP-0025,"Milwaukee, Wisconsin",Plant Management,Management,5.4,1.5,No,<1 day,Yes,6.1,4.6,3.5,40.35,No,,3.2,Union
EMP-0026,"Milwaukee, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,4.3,3.6,No,>2 days,No,5.2,3.0,2.7,22.76,No,,3.6,Union
EMP-0027,"Bloomington, Illinois",Production/Manufacturing Operator,Front-line,2.6,4.3,No,>2 days,Yes,2.8,1.5,1.0,14.73,Yes,Excellent- comprehensive and very helpful,3.1,Non-Union
EMP-0028,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,2.8,6.1,No,>2 days,Yes,28.8,12.2,10.8,24.4,Yes,Good- adequate for most needs,2.2,Union
EMP-0029,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,7.8,9.1,Yes,<1 day,No,1.8,3.9,2.8,31.5,Yes,Good- adequate for most needs,3.0,Non-Union
EMP-0030,"Milwaukee, Wisconsin",Maintenance Technician,Front-line,7.7,3.9,No,1-2 days,No,3.2,2.8,2.3,22.49,Yes,Good- adequate for most needs,4.5,Union
EMP-0031,"Cincinnati, Ohio",Plant Management,Management,3.9,5.2,No,>2 days,Yes,13.7,11.9,10.3,39.53,Yes,Excellent- comprehensive and very helpful,4.8,Union
EMP-0032,"Bloomington, Illinois",Administrative/Support Staff,Back-office/Support,6.5,4.7,Yes,>2 days,No,0.2,1.7,2.1,22.86,No,,1.8,Non-Union
EMP-0033,"Bloomington, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,7.4,6.0,Yes,1-2 days,No,0.5,2.3,3.9,21.21,Yes,Fair- some gaps or inconsistencies,1.7,Union
EMP-0034,"Detroit, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,5.4,6.2,No,<1 day,Yes,27.2,9.2,3.5,26.11,No,,3.3,Union
EMP-0035,"Bloomington, Illinois",Quality Control/Quality Assurance,Front-line,4.1,4.9,Yes,1-2 days,Yes,6.9,0.7,0.9,21.51,Yes,Good- adequate for most needs,1.9,Union
EMP-0036,"Bloomington, Illinois",Plant Management,Management,10,5.3,No,1-2 days,Yes,2.9,0.6,2.1,41.22,No,,2.1,Non-Union
EMP-0037,"Bloomington, Illinois",Production/Manufacturing Operator,Front-line,3.9,6.8,No,<1 day,No,7.4,0.0,2.3,19.98,No,,1.7,Non-Union
EMP-0038,"Detroit, Michigan",Plant Management,Management,6.6,7.9,Yes,<1 day,No,16.3,11.8,7.7,32.2,Yes,Good- adequate for most needs,2.9,Non-Union
EMP-0039,"Milwaukee, Wisconsin",Plant Management,Management,4.9,5.5,No,>2 days,No,3.8,4.3,3.4,42.08,No,,4.1,Non-Union
EMP-0040,"Milwaukee, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,6.6,8.7,No,1-2 days,No,3.6,2.5,3.1,25.3,No,,2.7,Non-Union
EMP-0041,"Milwaukee, Wisconsin",Production/Manufacturing Operator,Front-line,4.2,4.4,Yes,>2 days,Yes,7.9,4.3,1.7,17.1,No,,3.1,Non-Union
EMP-0042,"Des Moines, Iowa",Production/Manufacturing Operator,Front-line,4.2,6.7,No,1-2 days,Yes,6.5,3.5,2.6,12,No,,4.2,Non-Union
EMP-0043,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,3.7,7.6,Yes,>2 days,Yes,27.3,16.8,6.6,20.84,Yes,Good- adequate for most needs,2.1,Union
