employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-ROC-000,"Rockford, Illinois",Quality Inspector,17.68,2080,Non-Union,non-production,East North Central
LAB-ROC-001,"Rockford, Illinois",Packaging Operator,18.7,2080,Union,non-production,East North Central
LAB-ROC-002,"Rockford, Illinois",Maintenance Tech,23.84,2080,Non-Union,non-production,East North Central
LAB-ROC-003,"Rockford, Illinois",Production Operator,16.88,2080,Non-Union,non-production,East North Central
LAB-ROC-004,"Rockford, Illinois",Quality Inspector,15.94,2080,Union,non-production,East North Central
LAB-ROC-005,"Rockford, Illinois",Maintenance Tech,19.0,2080,Non-Union,non-production,East North Central
LAB-ROC-006,"Rockford, Illinois",Maintenance Tech,19.61,2080,Non-Union,non-production,East North Central
LAB-ROC-007,"Rockford, Illinois",Production Operator,18.1,2080,Non-Union,non-production,East North Central
LAB-ROC-008,"Rockford, Illinois",Packaging Operator,15.17,2080,Non-Union,non-production,East North Central
LAB-ROC-009,"Rockford, Illinois",Packaging Operator,18.76,2080,Non-Union,non-production,East North Central
LAB-ROC-010,"Rockford, Illinois",Quality Inspector,15.4,2080,Union,non-production,East North Central
LAB-ROC-011,"Rockford, Illinois",Packaging Operator,20.6,2080,Non-Union,non-production,East North Central
LAB-ROC-012,"Rockford, Illinois",Packaging Operator,16.91,2080,Union,non-production,East North Central
LAB-ROC-013,"Rockford, Illinois",Quality Inspector,19.94,2080,Non-Union,non-production,East North Central
LAB-ROC-014,"Rockford, Illinois",Production Supervisor,22.43,2080,Non-Union,production,East North Central
LAB-ROC-015,"Rockford, Illinois",Quality Inspector,18.89,2080,Union,non-production,East North Central
LAB-ROC-016,"Rockford, Illinois",Quality Inspector,18.99,2080,Union,non-production,East North Central
LAB-ROC-017,"Rockford, Illinois",Maintenance Tech,19.2,2080,Non-Union,non-production,East North Central
LAB-ROC-018,"Rockford, Illinois",Line Lead,19.09,2080,Union,production,East North Central
LAB-ROC-019,"Rockford, Illinois",Quality Inspector,20.81,2080,Union,non-production,East North Central
LAB-ROC-020,"Rockford, Illinois",Quality Inspector,18.9,2080,Non-Union,non-production,East North Central
LAB-ROC-021,"Rockford, Illinois",Line Lead,25.26,2080,Union,production,East North Central
LAB-ROC-022,"Rockford, Illinois",Maintenance Tech,20.77,2080,Non-Union,non-production,East North Central
LAB-ROC-023,"Rockford, Illinois",Production Supervisor,22.64,2080,Union,production,East North Central
LAB-ROC-024,"Rockford, Illinois",Line Lead,21.44,2080,Non-Union,production,East North Central
LAB-MAD-025,"Madison, Wisconsin",Packaging Operator,15.26,2080,Non-Union,non-production,East North Central
LAB-MAD-026,"Madison, Wisconsin",Quality Inspector,21.36,2080,Union,non-production,East North Central
LAB-MAD-027,"Madison, Wisconsin",Line Lead,20.62,2080,Union,production,East North Central
LAB-MAD-028,"Madison, Wisconsin",Production Operator,21.97,2080,Union,non-production,East North Central
LAB-MAD-029,"Madison, Wisconsin",Production Operator,14.59,2080,Union,non-production,East North Central
LAB-MAD-030,"Madison, Wisconsin",Production Supervisor,17.26,2080,Non-Union,production,East North Central
LAB-MAD-031,"Madison, Wisconsin",Packaging Operator,16.93,2080,Union,non-production,East North Central
LAB-MAD-032,"Madison, Wisconsin",Packaging Operator,16.32,2080,Non-Union,non-production,East North Central
LAB-MAD-033,"Madison, Wisconsin",Production Operator,19.32,2080,Union,non-production,East North Central
LAB-MAD-034,"Madison, Wisconsin",Quality Inspector,15.52,2080,Non-Union,non-production,East North Central
LAB-MAD-035,"Madison, Wisconsin",Packaging Operator,17.51,2080,Non-Union,non-production,East North Central
LAB-MAD-036,"Madison, Wisconsin",Maintenance Tech,17.01,2080,Non-Union,non-production,East North Central
LAB-MAD-037,"Madison, Wisconsin",Packaging Operator,18.26,2080,Union,non-production,East North Central
LAB-MAD-038,"Madison, Wisconsin",Quality Inspector,18.82,2080,Non-Union,non-production,East North Central
LAB-MAD-039,"Madison, Wisconsin",Line Lead,21.08,2080,Union,production,East North Central
LAB-CED-040,"Cedar Rapids, Iowa",Line Lead,23.33,2080,Non-Union,production,West North Central
LAB-CED-041,"Cedar Rapids, Iowa",Quality Inspector,20.72,2080,Non-Union,non-production,West North Central
LAB-CED-042,"Cedar Rapids, Iowa",Packaging Operator,23.22,2080,Union,non-production,West North Central
LAB-CED-043,"Cedar Rapids, Iowa",Packaging Operator,19.48,2080,Union,non-production,West North Central
LAB-CED-044,"Cedar Rapids, Iowa",Line Lead,22.0,2080,Union,production,West North Central
LAB-CED-045,"Cedar Rapids, Iowa",Production Supervisor,23.7,2080,Non-Union,production,West North Central
LAB-CED-046,"Cedar Rapids, Iowa",Quality Inspector,18.53,2080,Non-Union,non-production,West North Central
LAB-CED-047,"Cedar Rapids, Iowa",Maintenance Tech,17.77,2080,Non-Union,non-production,West North Central
LAB-CED-048,"Cedar Rapids, Iowa",Production Operator,18.51,2080,Non-Union,non-production,West North Central
LAB-CED-049,"Cedar Rapids, Iowa",Production Supervisor,22.64,2080,Non-Union,production,West North Central
LAB-CED-050,"Cedar Rapids, Iowa",Maintenance Tech,17.39,2080,Non-Union,non-production,West North Central
LAB-CED-051,"Cedar Rapids, Iowa",Production Operator,20.95,2080,Non-Union,non-production,West North Central
LAB-CED-052,"Cedar Rapids, Iowa",Quality Inspector,20.41,2080,Union,non-production,West North Central
LAB-CED-053,"Cedar Rapids, Iowa",Production Supervisor,21.38,2080,Non-Union,production,West North Central
LAB-CED-054,"Cedar Rapids, Iowa",Packaging Operator,17.79,2080,Non-Union,non-production,West North Central
LAB-CED-055,"Cedar Rapids, Iowa",Packaging Operator,17.99,2080,Union,non-production,West North Central
LAB-CED-056,"Cedar Rapids, Iowa",Packaging Operator,18.67,2080,Non-Union,non-production,West North Central
LAB-CED-057,"Cedar Rapids, Iowa",Maintenance Tech,20.1,2080,Non-Union,non-production,West North Central
LAB-CED-058,"Cedar Rapids, Iowa",Quality Inspector,18.49,2080,Union,non-production,West North Central
LAB-CED-059,"Cedar Rapids, Iowa",Production Supervisor,23.32,2080,Non-Union,production,West North Central
LAB-CED-060,"Cedar Rapids, Iowa",Maintenance Tech,15.87,2080,Union,non-production,West North Central
LAB-CED-061,"Cedar Rapids, Iowa",Maintenance Tech,18.6,2080,Non-Union,non-production,West North Central
LAB-CED-062,"Cedar Rapids, Iowa",Quality Inspector,17.2,2080,Non-Union,non-production,West North Central
