employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Madison, Wisconsin",Administrative/Support Staff,Back-office/Support,4.5,7.4,No,>2 days,No,0.4,0.7,3.8,12,Yes,Good- adequate for most needs,2.9,Non-Union
EMP-0001,"Madison, Wisconsin",Plant Management,Management,7.2,5.0,Yes,<1 day,No,3.7,0.1,1.0,42.05,No,,3.2,Non-Union
EMP-0002,"Akron, Ohio",Administrative/Support Staff,Back-office/Support,4.0,4.3,Yes,1-2 days,Yes,20.2,17.0,8.7,22.81,Yes,Fair- some gaps or inconsistencies,2.6,Union
EMP-0003,"Lansing, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,5.5,3.9,Yes,<1 day,No,12.6,5.8,4.1,20.77,Yes,Good- adequate for most needs,3.2,Non-Union
EMP-0004,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,3.0,5.5,Yes,>2 days,Yes,6.5,2.1,2.1,25.68,No,,3.3,Union
EMP-0005,"Lansing, Michigan",Production/Manufacturing Operator,Front-line,5.4,3.6,No,1-2 days,No,23.9,6.7,7.8,18.94,No,,3.3,Union
EMP-0006,"Cedar Rapids, Iowa",Plant Management,Management,5.7,3.4,No,>2 days,No,0.3,1.5,3.4,44.42,Yes,Fair- some gaps or inconsistencies,4.0,Non-Union
EMP-0007,"Rockford, Illinois",Maintenance Technician,Front-line,4.2,4.1,Yes,>2 days,No,4.1,1.5,3.6,26.58,Yes,Poor - insufficient or unhelpful,2.0,Non-Union
EMP-0008,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,4.6,4.1,Yes,>2 days,Yes,7.4,2.2,3.0,23.89,Yes,Fair- some gaps or inconsistencies,4.3,Union
EMP-0009,"Cedar Rapids, Iowa",Maintenance Technician,Front-line,1.4,3.9,No,1-2 days,No,4.2,3.1,3.6,24.11,No,,4.5,Union
EMP-0010,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,6.0,8.3,Yes,>2 days,No,17.8,10.9,5.0,27.72,Yes,Good- adequate for most needs,3.3,Non-Union
EMP-0011,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,4.4,4.6,No,>2 days,No,7.3,2.6,2.4,25.55,No,,2.5,Union
EMP-0012,"Madison, Wisconsin",Administrative/Support Staff,Back-office/Support,8.0,6.5,Yes,<1 day,No,5.6,2.8,0.0,19.41,No,,3.4,Union
EMP-0013,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,4.0,3.1,No,<1 day,Yes,3.7,3.3,2.9,19.96,Yes,Fair- some gaps or inconsistencies,4.0,Union
EMP-0014,"Lansing, Michigan",Plant Management,Management,9.1,5.2,No,>2 days,Yes,22.8,10.6,8.7,40.63,No,,3.6,Non-Union
EMP-0015,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,5.5,7.2,No,1-2 days,Yes,23.7,15.5,9.0,21.78,Yes,Fair- some gaps or inconsistencies,2.2,Non-Union
EMP-0016,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,2.7,3.9,Yes,1-2 days,Yes,27.4,15.7,5.8,20.95,Yes,Good- adequate for most needs,1.8,Union
EMP-0017,"Lansing, Michigan",Demand Planning/Forecasting,Back-office/Support,9.0,4.3,Yes,>2 days,No,21.0,12.6,9.4,25.51,Yes,Good- adequate for most needs,3.5,Union
EMP-0018,"Lansing, Michigan",Quality Control/Quality Assurance,Front-line,2.4,6.4,No,>2 days,Yes,10.3,15.8,11.4,27.0,No,,2.9,Union
EMP-0019,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,2.6,4.2,Yes,>2 days,Yes,2.8,2.7,3.8,30.8,No,,3.0,Non-Union
EMP-0020,"Cedar Rapids, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,6.0,7.1,Yes,1-2 days,Yes,0.6,4.3,1.9,25.66,Yes,Good- adequate for most needs,3.5,Non-Union
EMP-0021,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,7.3,7.8,No,1-2 days,No,1.9,4.5,0.4,22.74,Yes,Fair- some gaps or inconsistencies,2.3,Non-Union
EMP-0022,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,4.1,5.6,No,1-2 days,No,16.0,16.1,7.5,16.36,Yes,Fair- some gaps or inconsistencies,2.7,Union
EMP-0023,"Rockford, Illinois",Maintenance Technician,Front-line,6.3,2.6,No,1-2 days,Yes,3.3,2.1,3.2,23.33,Yes,Good- adequate for most needs,2.6,Non-Union
EMP-0024,"Lansing, Michigan",Administrative/Support Staff,Back-office/Support,8.1,8.7,No,1-2 days,Yes,13.3,5.7,10.9,18.24,Yes,Good- adequate for most needs,4.6,Non-Union
EMP-0025,"Cedar Rapids, Iowa",Demand Planning/Forecasting,Back-office/Support,9.7,4.4,No,>2 days,No,7.0,1.7,2.5,31.64,Yes,Good- adequate for most needs,2.6,Non-Union
EMP-0026,"Cedar Rapids, Iowa",Plant Management,Management,6.5,7.8,No,1-2 days,Yes,4.5,2.8,0.6,42.11,Yes,Good- adequate for most needs,4.1,Non-Union
EMP-0027,"Lansing, Michigan",Plant Management,Management,4.2,4.2,Yes,<1 day,Yes,21.8,8.5,4.8,40.84,No,,2.9,Non-Union
EMP-0028,"Madison, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,5.5,2.4,Yes,>2 days,Yes,3.8,0.9,1.7,23.99,No,,3.3,Union
EMP-0029,"Madison, Wisconsin",Quality Control/Quality Assurance,Front-line,3.3,3.0,No,<1 day,Yes,8.0,3.3,1.8,29.45,Yes,Excellent- comprehensive and very helpful,3.4,Union
EMP-0030,"Rockford, Illinois",Maintenance Technician,Front-line,1.7,9.0,No,1-2 days,Yes,2.0,4.9,0.3,19.38,No,,3.5,Union
EMP-0031,"Akron, Ohio",Administrative/Support Staff,Back-office/Support,3.0,5.2,No,<1 day,Yes,26.8,11.4,6.8,23.12,No,,2.2,Union
EMP-0032,"Madison, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,2.8,7.2,Yes,<1 day,No,4.1,2.5,0.9,31.99,Yes,Excellent- comprehensive and very helpful,4.2,Union
EMP-0033,"Akron, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,5.4,6.5,Yes,<1 day,No,19.3,9.8,7.2,21.35,No,,4.4,Non-Union
EMP-0034,"Cedar Rapids, Iowa",Quality Control/Quality Assurance,Front-line,2.0,4.9,No,>2 days,Yes,1.5,3.6,2.5,22.59,Yes,Good- adequate for most needs,1.8,Union
