equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-SPR-000,"Springfield, Illinois",Canned Vegetables,11497.56,20108.56
EQ-SPR-001,"Springfield, Illinois",Condiments,12968.04,23235.56
EQ-SPR-002,"Springfield, Illinois",Sauces,22673.05,4021.69
EQ-SPR-003,"Springfield, Illinois",Canned Vegetables,19136.96,16347.98
EQ-SPR-004,"Springfield, Illinois",Condiments,20685.26,23769.91
EQ-SPR-005,"Springfield, Illinois",Sauces,19306.2,20443.91
EQ-SPR-006,"Springfield, Illinois",Condiments,37674.23,5616.23
EQ-SPR-007,"Springfield, Illinois",Canned Vegetables,87965.83,11140.91
EQ-SPR-008,"Springfield, Illinois",Sauces,65322.07,16473.66
EQ-SPR-009,"Springfield, Illinois",Condiments,25311.6,14645.98
EQ-SPR-010,"Springfield, Illinois",Sauces,69403.55,21464.99
EQ-SPR-011,"Springfield, Illinois",Condiments,64538.84,2596.77
EQ-SPR-012,"Springfield, Illinois",Canned Vegetables,55487.43,20434.03
EQ-SPR-013,"Springfield, Illinois",Canned Vegetables,43924.97,25271.64
EQ-SPR-014,"Springfield, Illinois",Canned Vegetables,93275.6,18405.7
EQ-SPR-015,"Springfield, Illinois",Sauces,13677.17,29596.26
EQ-SPR-016,"Springfield, Illinois",Sauces,14360.97,9714.23
EQ-SPR-017,"Springfield, Illinois",Canned Vegetables,43790.62,27259.11
EQ-SPR-018,"Springfield, Illinois",Canned Vegetables,18602.8,22902.85
EQ-SPR-019,"Springfield, Illinois",Condiments,46572.03,3049.98
EQ-SPR-020,"Springfield, Illinois",Canned Vegetables,52951.87,9149.11
EQ-SPR-021,"Springfield, Illinois",Condiments,17087.81,17975.58
EQ-SPR-022,"Springfield, Illinois",Condiments,37389.32,28699.44
EQ-SPR-023,"Springfield, Illinois",Condiments,9099.07,9561.6
EQ-SPR-024,"Springfield, Illinois",Canned Vegetables,7983.31,11634.46
EQ-SPR-025,"Springfield, Illinois",Condiments,23999.87,5211.5
EQ-SPR-026,"Springfield, Illinois",Condiments,26221.76,24507.93
EQ-SPR-027,"Springfield, Illinois",Canned Vegetables,31815.84,16410.89
EQ-SPR-028,"Springfield, Illinois",Condiments,29508.46,4186.54
EQ-SPR-029,"Springfield, Illinois",Condiments,7800.79,8047.73
EQ-SPR-030,"Springfield, Illinois",Canned Vegetables,45980.27,23715.48
EQ-SPR-031,"Springfield, Illinois",Canned Vegetables,19140.09,19388.39
EQ-SPR-032,"Springfield, Illinois",Sauces,29701.85,28346.68
EQ-SPR-033,"Springfield, Illinois",Canned Vegetables,46578.8,9910.23
EQ-SPR-034,"Springfield, Illinois",Canned Vegetables,22791.31,11977.1
EQ-SPR-035,"Springfield, Illinois",Sauces,32613.04,5489.35
EQ-SPR-036,"Springfield, Illinois",Sauces,18632.54,24086.79
EQ-SPR-037,"Springfield, Illinois",Condiments,17094.46,25532.65
EQ-SPR-038,"Springfield, Illinois",Condiments,25123.61,3021.82
EQ-SPR-039,"Springfield, Illinois",Canned Vegetables,72199.51,13493.56
EQ-SPR-040,"Springfield, Illinois",Condiments,56116.29,14729.34
EQ-SPR-041,"Springfield, Illinois",Condiments,5628.98,24355.6
EQ-SPR-042,"Springfield, Illinois",Condiments,33262.96,25301.25
EQ-SPR-043,"Springfield, Illinois",Condiments,43505.87,8982.66
EQ-SPR-044,"Springfield, Illinois",Condiments,28956.5,19129.92
EQ-SPR-045,"Springfield, Illinois",Sauces,26116.43,24216.05
EQ-SPR-046,"Springfield, Illinois",Canned Vegetables,54444.19,16169.15
EQ-SPR-047,"Springfield, Illinois",Condiments,18815.65,12469.99
EQ-SPR-048,"Springfield, Illinois",Canned Vegetables,13919.77,6048.24
EQ-KEN-049,"Kenosha, Wisconsin",Sauces,25111.73,6437.33
EQ-KEN-050,"Kenosha, Wisconsin",Condiments,58951.86,11182.29
EQ-KEN-051,"Kenosha, Wisconsin",Condiments,37399.14,26207.19
EQ-KEN-052,"Kenosha, Wisconsin",Condiments,5228.6,16892.86
EQ-KEN-053,"Kenosha, Wisconsin",Sauces,15076.1,4701.55
EQ-KEN-054,"Kenosha, Wisconsin",Canned Vegetables,29625.97,7090.18
EQ-KEN-055,"Kenosha, Wisconsin",Sauces,32424.65,10766.4
EQ-KEN-056,"Kenosha, Wisconsin",Canned Vegetables,9204.58,26630.53
EQ-KEN-057,"Kenosha, Wisconsin",Canned Vegetables,21717.63,11854.57
EQ-KEN-058,"Kenosha, Wisconsin",Sauces,20337.96,10592.24
EQ-KEN-059,"Kenosha, Wisconsin",Sauces,8524.94,28372.87
EQ-KEN-060,"Kenosha, Wisconsin",Condiments,72948.18,10099.35
EQ-KEN-061,"Kenosha, Wisconsin",Sauces,8102.37,8520.8
EQ-KEN-062,"Kenosha, Wisconsin",Sauces,28527.29,15091.19
EQ-KEN-063,"Kenosha, Wisconsin",Condiments,32310.56,2168.28
EQ-KEN-064,"Kenosha, Wisconsin",Canned Vegetables,19989.38,20740.57
EQ-KEN-065,"Kenosha, Wisconsin",Sauces,56822.8,18656.24
EQ-KEN-066,"Kenosha, Wisconsin",Canned Vegetables,27000.78,9323.56
EQ-KEN-067,"Kenosha, Wisconsin",Sauces,16849.59,8374.01
EQ-KEN-068,"Kenosha, Wisconsin",Canned Vegetables,8797.3,9099.18
EQ-KEN-069,"Kenosha, Wisconsin",Canned Vegetables,18312.36,21301.47
EQ-KEN-070,"Kenosha, Wisconsin",Condiments,7225.59,5559.92
EQ-KEN-071,"Kenosha, Wisconsin",Condiments,23807.45,13726.71
EQ-KEN-072,"Kenosha, Wisconsin",Sauces,20957.52,8656.61
EQ-KEN-073,"Kenosha, Wisconsin",Canned Vegetables,32611.19,24842.92
EQ-KEN-074,"Kenosha, Wisconsin",Canned Vegetables,60511.17,25011.28
EQ-KEN-075,"Kenosha, Wisconsin",Condiments,80147.18,2128.32
EQ-KEN-076,"Kenosha, Wisconsin",Sauces,43007.2,13767.95
EQ-KEN-077,"Kenosha, Wisconsin",Sauces,34327.91,22299.1
EQ-KEN-078,"Kenosha, Wisconsin",Condiments,60065.63,26518.28
EQ-KEN-079,"Kenosha, Wisconsin",Condiments,30066.91,27778.37
EQ-KEN-080,"Kenosha, Wisconsin",Sauces,16900.48,17745.38
EQ-KEN-081,"Kenosha, Wisconsin",Sauces,7025.06,20807.57
EQ-KEN-082,"Kenosha, Wisconsin",Sauces,19843.34,3368.53
EQ-KEN-083,"Kenosha, Wisconsin",Canned Vegetables,22560.54,10288.63
EQ-KEN-084,"Kenosha, Wisconsin",Canned Vegetables,30323.61,3422.43
EQ-KEN-085,"Kenosha, Wisconsin",Sauces,61911.86,8862.47
EQ-KEN-086,"Kenosha, Wisconsin",Condiments,74104.66,12248.61
EQ-KEN-087,"Kenosha, Wisconsin",Sauces,14980.13,5002.07
EQ-KEN-088,"Kenosha, Wisconsin",Condiments,37369.33,12310.49
EQ-KEN-089,"Kenosha, Wisconsin",Canned Vegetables,25235.74,6723.09
EQ-KEN-090,"Kenosha, Wisconsin",Canned Vegetables,50923.92,20398.04
EQ-KEN-091,"Kenosha, Wisconsin",Sauces,16618.39,2725.53
EQ-KEN-092,"Kenosha, Wisconsin",Sauces,25934.04,22637.15
EQ-KEN-093,"Kenosha, Wisconsin",Sauces,33725.14,4992.62
EQ-DES-094,"Des Moines, Iowa",Sauces,16622.12,22647.68
EQ-DES-095,"Des Moines, Iowa",Sauces,69363.67,14116.93
EQ-DES-096,"Des Moines, Iowa",Canned Vegetables,57963.09,16205.06
EQ-DES-097,"Des Moines, Iowa",Sauces,49884.26,3545.13
EQ-DES-098,"Des Moines, Iowa",Canned Vegetables,81546.96,17774.1
EQ-DES-099,"Des Moines, Iowa",Canned Vegetables,90870.3,18356.46
EQ-DES-100,"Des Moines, Iowa",Canned Vegetables,15269.36,18106.87
EQ-DES-101,"Des Moines, Iowa",Canned Vegetables,21794.3,10066.18
EQ-DES-102,"Des Moines, Iowa",Canned Vegetables,34566.36,29078.79
EQ-DES-103,"Des Moines, Iowa",Sauces,38693.81,6478.02
EQ-DES-104,"Des Moines, Iowa",Sauces,25191.63,23782.76
EQ-DES-105,"Des Moines, Iowa",Canned Vegetables,21368.32,12497.27
EQ-DES-106,"Des Moines, Iowa",Condiments,20139.54,21193.24
EQ-DES-107,"Des Moines, Iowa",Condiments,33181.81,14737.39
EQ-DES-108,"Des Moines, Iowa",Sauces,24782.77,15614.29
EQ-DES-109,"Des Moines, Iowa",Condiments,6803.25,28293.38
EQ-DES-110,"Des Moines, Iowa",Condiments,14256.74,17973.73
EQ-DES-111,"Des Moines, Iowa",Sauces,25812.66,19880.56
EQ-DES-112,"Des Moines, Iowa",Condiments,29312.88,9003.79
