employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-CHA-000,"Champaign, Illinois",Line Lead,19.89,2080,Union,production,East North Central
LAB-CHA-001,"Champaign, Illinois",Production Operator,16.11,2080,Non-Union,non-production,East North Central
LAB-CHA-002,"Champaign, Illinois",Packaging Operator,14.29,2080,Union,non-production,East North Central
LAB-CHA-003,"Champaign, Illinois",Quality Inspector,18.17,2080,Non-Union,non-production,East North Central
LAB-CHA-004,"Champaign, Illinois",Maintenance Tech,18.88,2080,Non-Union,non-production,East North Central
LAB-CHA-005,"Champaign, Illinois",Production Operator,18.91,2080,Non-Union,non-production,East North Central
LAB-CHA-006,"Champaign, Illinois",Line Lead,22.13,2080,Union,production,East North Central
LAB-CHA-007,"Champaign, Illinois",Maintenance Tech,20.03,2080,Union,non-production,East North Central
LAB-CHA-008,"Champaign, Illinois",Production Supervisor,22.05,2080,Union,production,East North Central
LAB-CHA-009,"Champaign, Illinois",Production Supervisor,22.09,2080,Union,production,East North Central
LAB-CHA-010,"Champaign, Illinois",Line Lead,21.83,2080,Non-Union,production,East North Central
LAB-CHA-011,"Champaign, Illinois",Quality Inspector,18.0,2080,Union,non-production,East North Central
LAB-CHA-012,"Champaign, Illinois",Maintenance Tech,18.47,2080,Non-Union,non-production,East North Central
LAB-CHA-013,"Champaign, Illinois",Maintenance Tech,19.6,2080,Non-Union,non-production,East North Central
LAB-CHA-014,"Champaign, Illinois",Packaging Operator,19.08,2080,Non-Union,non-production,East North Central
LAB-CHA-015,"Champaign, Illinois",Maintenance Tech,20.77,2080,Union,non-production,East North Central
LAB-CHA-016,"Champaign, Illinois",Production Supervisor,27.41,2080,Non-Union,production,East North Central
LAB-CHA-017,"Champaign, Illinois",Production Supervisor,21.54,2080,Union,production,East North Central
LAB-KEN-018,"Kenosha, Wisconsin",Maintenance Tech,16.51,2080,Union,non-production,East North Central
LAB-KEN-019,"Kenosha, Wisconsin",Quality Inspector,14.63,2080,Non-Union,non-production,East North Central
LAB-KEN-020,"Kenosha, Wisconsin",Packaging Operator,16.77,2080,Union,non-production,East North Central
LAB-KEN-021,"Kenosha, Wisconsin",Line Lead,22.89,2080,Union,production,East North Central
LAB-KEN-022,"Kenosha, Wisconsin",Packaging Operator,20.78,2080,Union,non-production,East North Central
LAB-KEN-023,"Kenosha, Wisconsin",Line Lead,25.26,2080,Union,production,East North Central
LAB-KEN-024,"Kenosha, Wisconsin",Quality Inspector,16.6,2080,Union,non-production,East North Central
LAB-KEN-025,"Kenosha, Wisconsin",Maintenance Tech,18.78,2080,Non-Union,non-production,East North Central
LAB-KEN-026,"Kenosha, Wisconsin",Line Lead,22.04,2080,Union,production,East North Central
LAB-KEN-027,"Kenosha, Wisconsin",Packaging Operator,17.02,2080,Union,non-production,East North Central
LAB-KEN-028,"Kenosha, Wisconsin",Production Operator,16.26,2080,Non-Union,non-production,East North Central
LAB-KEN-029,"Kenosha, Wisconsin",Production Supervisor,19.83,2080,Non-Union,production,East North Central
LAB-KEN-030,"Kenosha, Wisconsin",Maintenance Tech,16.04,2080,Union,non-production,East North Central
LAB-KEN-031,"Kenosha, Wisconsin",Line Lead,20.2,2080,Union,production,East North Central
LAB-KEN-032,"Kenosha, Wisconsin",Maintenance Tech,16.23,2080,Non-Union,non-production,East North Central
LAB-KEN-033,"Kenosha, Wisconsin",Line Lead,22.93,2080,Union,production,East North Central
LAB-KEN-034,"Kenosha, Wisconsin",Production Supervisor,22.5,2080,Union,production,East North Central
LAB-KEN-035,"Kenosha, Wisconsin",Line Lead,24.91,2080,Union,production,East North Central
LAB-KEN-036,"Kenosha, Wisconsin",Packaging Operator,20.92,2080,Union,non-production,East North Central
LAB-DES-037,"Des Moines, Iowa",Production Operator,19.59,2080,Union,non-production,West North Central
LAB-DES-038,"Des Moines, Iowa",Production Operator,17.0,2080,Non-Union,non-production,West North Central
LAB-DES-039,"Des Moines, Iowa",Production Operator,15.56,2080,Union,non-production,West North Central
LAB-DES-040,"Des Moines, Iowa",Packaging Operator,15.17,2080,Non-Union,non-production,West North Central
LAB-DES-041,"Des Moines, Iowa",Maintenance Tech,15.39,2080,Union,non-production,West North Central
LAB-DES-042,"Des Moines, Iowa",Quality Inspector,18.93,2080,Union,non-production,West North Central
LAB-DES-043,"Des Moines, Iowa",Maintenance Tech,18.38,2080,Non-Union,non-production,West North Central
LAB-DES-044,"Des Moines, Iowa",Quality Inspector,18.22,2080,Union,non-production,West North Central
LAB-DES-045,"Des Moines, Iowa",Quality Inspector,20.39,2080,Non-Union,non-production,West North Central
LAB-DES-046,"Des Moines, Iowa",Production Supervisor,21.48,2080,Non-Union,production,West North Central
LAB-DES-047,"Des Moines, Iowa",Production Supervisor,20.42,2080,Union,production,West North Central
LAB-DES-048,"Des Moines, Iowa",Packaging Operator,17.95,2080,Union,non-production,West North Central
LAB-DES-049,"Des Moines, Iowa",Quality Inspector,22.34,2080,Non-Union,non-production,West North Central
LAB-DES-050,"Des Moines, Iowa",Line Lead,20.47,2080,Non-Union,production,West North Central
LAB-DES-051,"Des Moines, Iowa",Line Lead,25.58,2080,Union,production,West North Central
LAB-DES-052,"Des Moines, Iowa",Production Operator,17.68,2080,Non-Union,non-production,West North Central
LAB-DES-053,"Des Moines, Iowa",Maintenance Tech,19.58,2080,Non-Union,non-production,West North Central
LAB-DES-054,"Des Moines, Iowa",Line Lead,21.31,2080,Non-Union,production,West North Central
LAB-DES-055,"Des Moines, Iowa",Maintenance Tech,17.57,2080,Union,non-production,West North Central
LAB-DES-056,"Des Moines, Iowa",Packaging Operator,18.88,2080,Union,non-production,West North Central
LAB-DES-057,"Des Moines, Iowa",Quality Inspector,16.2,2080,Non-Union,non-production,West North Central
