employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Champaign, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,5.9,5.9,No,>2 days,Yes,4.7,0.3,3.5,24.84,Yes,Fair- some gaps or inconsistencies,3.0,Non-Union
EMP-0001,"Des Moines, Iowa",Administrative/Support Staff,Back-office/Support,8.2,4.1,No,<1 day,Yes,6.5,2.7,3.0,17.1,No,,3.1,Union
EMP-0002,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,4.0,8.1,No,1-2 days,No,2.3,3.9,3.0,35.88,Yes,Good- adequate for most needs,1.6,Non-Union
EMP-0003,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,8.0,6.6,No,<1 day,Yes,17.8,9.7,7.5,30.14,Yes,Good- adequate for most needs,2.7,Non-Union
EMP-0004,"Des Moines, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,6.1,6.0,Yes,<1 day,No,3.4,1.6,1.9,20.56,No,,2.8,Union
EMP-0005,"Detroit, Michigan",Quality Control/Quality Assurance,Front-line,6.8,5.6,Yes,<1 day,No,13.7,8.3,7.4,24.97,No,,3.9,Non-Union
EMP-0006,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,4.8,4.5,Yes,1-2 days,No,14.3,17.8,11.6,23.93,No,,3.2,Non-Union
EMP-0007,"Cincinnati, Ohio",Production/Manufacturing Operator,Front-line,5.0,2.6,Yes,>2 days,Yes,16.7,7.2,4.0,19.67,No,,3.5,Union
EMP-0008,"Kenosha, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,6.7,4.2,No,<1 day,No,4.6,1.4,3.4,24.57,No,,4.1,Union
EMP-0009,"Detroit, Michigan",Production/Manufacturing Operator,Front-line,2.1,4.1,Yes,>2 days,Yes,18.5,4.4,9.6,20.67,Yes,Good- adequate for most needs,3.6,Union
EMP-0010,"Detroit, Michigan",Maintenance Technician,Front-line,2.5,5.3,No,1-2 days,No,16.1,9.5,6.8,20.75,No,,4.7,Non-Union
EMP-0011,"Champaign, Illinois",Maintenance Technician,Front-line,3.2,5.2,No,<1 day,Yes,0.8,3.0,3.3,24.36,No,,1.6,Non-Union
EMP-0012,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,6.4,3.7,No,>2 days,Yes,7.6,1.5,1.9,24.47,No,,4.6,Non-Union
EMP-0013,"Kenosha, Wisconsin",Plant Management,Management,6.9,7.5,No,>2 days,No,7.6,2.8,0.2,42.71,No,,4.3,Non-Union
EMP-0014,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,4.4,5.9,No,>2 days,No,2.4,4.1,1.3,32.07,Yes,Good- adequate for most needs,4.3,Non-Union
EMP-0015,"Champaign, Illinois",Administrative/Support Staff,Back-office/Support,5.9,5.9,Yes,<1 day,No,2.8,4.7,3.7,18.77,No,,3.3,Non-Union
EMP-0016,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,1.8,4.0,No,1-2 days,Yes,3.1,3.7,3.2,22.22,Yes,Good- adequate for most needs,4.9,Union
EMP-0017,"Champaign, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,8.8,10,No,1-2 days,No,0.4,3.6,2.7,25.7,Yes,Good- adequate for most needs,2.9,Union
EMP-0018,"Kenosha, Wisconsin",Maintenance Technician,Front-line,1,1.8,No,1-2 days,Yes,4.8,4.1,3.1,29.87,No,,3.0,Union
