employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Kalamazoo, Michigan",Plant Management,Management,7.8,4.9,No,<1 day,Yes,24.5,4.8,11.6,42.86,No,,2.8,Non-Union
EMP-0001,"Cincinnati, Ohio",Production Supervisor/Team Lead,Supervisor/Team Lead,5.2,7.9,No,<1 day,No,19.0,8.7,4.5,23.85,Yes,Fair- some gaps or inconsistencies,2.5,Union
EMP-0002,"Milwaukee, Wisconsin",Administrative/Support Staff,Back-office/Support,7.2,4.9,Yes,1-2 days,Yes,6.5,4.4,1.2,18.24,No,,3.1,Non-Union
EMP-0003,"Springfield, Illinois",Maintenance Technician,Front-line,6.2,7.3,No,<1 day,No,7.3,3.9,1.2,23.66,No,,3.3,Non-Union
EMP-0004,"Iowa City, Iowa",Plant Management,Management,7.9,7.7,No,1-2 days,No,1.8,0.7,3.3,46.19,No,,3.7,Non-Union
EMP-0005,"Springfield, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,3.1,6.5,No,>2 days,Yes,5.6,2.3,3.7,23.86,Yes,Fair- some gaps or inconsistencies,3.6,Non-Union
EMP-0006,"Springfield, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,3.0,2.8,No,<1 day,Yes,4.4,0.8,0.5,25.15,No,,2.9,Union
EMP-0007,"Iowa City, Iowa",Demand Planning/Forecasting,Back-office/Support,4.6,4.5,Yes,>2 days,No,1.7,0.4,3.2,26.74,No,,2.5,Union
EMP-0008,"Milwaukee, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,8.1,7.3,Yes,<1 day,No,2.8,1.2,2.0,26.45,Yes,Good- adequate for most needs,3.7,Union
EMP-0009,"Iowa City, Iowa",Production/Manufacturing Operator,Front-line,1.1,4.9,No,1-2 days,No,6.5,0.3,2.7,19.63,No,,2.3,Non-Union
EMP-0010,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,3.0,3.9,No,1-2 days,No,23.9,17.4,3.7,24.03,No,,3.6,Union
EMP-0011,"Cincinnati, Ohio",Plant Management,Management,8.3,3.4,No,1-2 days,Yes,17.5,13.3,8.2,40.99,No,,3.7,Non-Union
EMP-0012,"Cincinnati, Ohio",Quality Control/Quality Assurance,Front-line,3.1,4.6,No,<1 day,No,10.0,12.4,8.4,23.54,No,,2.9,Non-Union
EMP-0013,"Iowa City, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,5.6,5.7,No,<1 day,No,6.3,3.0,2.6,24.69,No,,3.9,Union
EMP-0014,"Springfield, Illinois",Plant Management,Management,6.5,4.5,Yes,1-2 days,Yes,0.5,1.9,3.3,38.65,Yes,Good- adequate for most needs,2.0,Union
EMP-0015,"Kalamazoo, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,7.9,3.9,No,1-2 days,Yes,22.5,16.3,11.4,28.05,No,,1,Non-Union
EMP-0016,"Iowa City, Iowa",Demand Planning/Forecasting,Back-office/Support,9.7,5.2,No,1-2 days,No,3.5,3.5,3.0,30.74,No,,4.2,Non-Union
EMP-0017,"Cincinnati, Ohio",Administrative/Support Staff,Back-office/Support,4.4,9.1,No,<1 day,Yes,22.0,8.0,10.5,21.12,Yes,Fair- some gaps or inconsistencies,4.2,Union
EMP-0018,"Milwaukee, Wisconsin",Maintenance Technician,Front-line,5.0,3.1,Yes,<1 day,No,5.2,1.6,2.7,27.2,Yes,Poor - insufficient or unhelpful,3.7,Non-Union
EMP-0019,"Kalamazoo, Michigan",Maintenance Technician,Front-line,2.3,5.9,Yes,<1 day,No,28.0,12.1,3.2,28.84,Yes,Good- adequate for most needs,1.9,Union
EMP-0020,"Milwaukee, Wisconsin",Administrative/Support Staff,Back-office/Support,5.6,4.5,No,1-2 days,No,8.0,0.6,3.7,16.75,Yes,Poor - insufficient or unhelpful,3.2,Union
