employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-ROC-000,"Rockford, Illinois",Production Supervisor,22.81,2080,Non-Union,production,East North Central
LAB-ROC-001,"Rockford, Illinois",Maintenance Tech,20.2,2080,Union,non-production,East North Central
LAB-ROC-002,"Rockford, Illinois",Production Supervisor,22.1,2080,Non-Union,production,East North Central
LAB-ROC-003,"Rockford, Illinois",Production Supervisor,24.7,2080,Non-Union,production,East North Central
LAB-ROC-004,"Rockford, Illinois",Quality Inspector,15.67,2080,Union,non-production,East North Central
LAB-ROC-005,"Rockford, Illinois",Production Supervisor,22.4,2080,Union,production,East North Central
LAB-ROC-006,"Rockford, Illinois",Production Operator,18.0,2080,Union,non-production,East North Central
LAB-ROC-007,"Rockford, Illinois",Quality Inspector,18.4,2080,Union,non-production,East North Central
LAB-ROC-008,"Rockford, Illinois",Packaging Operator,16.61,2080,Non-Union,non-production,East North Central
LAB-ROC-009,"Rockford, Illinois",Production Supervisor,19.73,2080,Union,production,East North Central
LAB-ROC-010,"Rockford, Illinois",Production Operator,17.68,2080,Union,non-production,East North Central
LAB-ROC-011,"Rockford, Illinois",Packaging Operator,17.61,2080,Non-Union,non-production,East North Central
LAB-ROC-012,"Rockford, Illinois",Production Operator,19.2,2080,Non-Union,non-production,East North Central
LAB-ROC-013,"Rockford, Illinois",Line Lead,24.71,2080,Union,production,East North Central
LAB-ROC-014,"Rockford, Illinois",Production Operator,17.95,2080,Union,non-production,East North Central
LAB-ROC-015,"Rockford, Illinois",Maintenance Tech,14.15,2080,Non-Union,non-production,East North Central
LAB-ROC-016,"Rockford, Illinois",Line Lead,20.48,2080,Union,production,East North Central
LAB-ROC-017,"Rockford, Illinois",Quality Inspector,17.48,2080,Non-Union,non-production,East North Central
LAB-ROC-018,"Rockford, Illinois",Quality Inspector,15.95,2080,Union,non-production,East North Central
LAB-ROC-019,"Rockford, Illinois",Line Lead,22.33,2080,Non-Union,production,East North Central
LAB-ROC-020,"Rockford, Illinois",Line Lead,22.89,2080,Union,production,East North Central
LAB-ROC-021,"Rockford, Illinois",Quality Inspector,16.26,2080,Union,non-production,East North Central
LAB-MIL-022,"Milwaukee, Wisconsin",Maintenance Tech,17.15,2080,Non-Union,non-production,East North Central
LAB-MIL-023,"Milwaukee, Wisconsin",Maintenance Tech,18.89,2080,Union,non-production,East North Central
LAB-MIL-024,"Milwaukee, Wisconsin",Packaging Operator,16.54,2080,Union,non-production,East North Central
LAB-MIL-025,"Milwaukee, Wisconsin",Line Lead,24.32,2080,Non-Union,production,East North Central
LAB-MIL-026,"Milwaukee, Wisconsin",Packaging Operator,19.7,2080,Union,non-production,East North Central
LAB-MIL-027,"Milwaukee, Wisconsin",Production Supervisor,24.07,2080,Union,production,East North Central
LAB-MIL-028,"Milwaukee, Wisconsin",Production Operator,18.04,2080,Union,non-production,East North Central
LAB-MIL-029,"Milwaukee, Wisconsin",Packaging Operator,17.54,2080,Union,non-production,East North Central
