equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-ROC-000,"Rockford, Illinois",Condiments,Conveyor,3289,2569,3209,2264,0.082,0.8351,363,167189,1613.76,22936.93
EQ-ROC-001,"Rockford, Illinois",Condiments,Filler,4470,3337,3916,1534,0.0716,0.7229,181,156299,1786.05,27383.62
EQ-ROC-002,"Rockford, Illinois",Sauces,Boiler,3283,2383,3060,2955,0.0596,0.7447,292,399605,1199.78,42197.9
EQ-ROC-003,"Rockford, Illinois",Sauces,Filler,3190,2405,3128,583,0.0711,0.8743,185,101008,1613.69,26990.13
EQ-ROC-004,"Rockford, Illinois",Condiments,Boiler,4361,3634,3822,2430,0.0319,0.7569,80,447378,1708.92,31077.55
EQ-ROC-005,"Rockford, Illinois",Sauces,Pasteurizer,3136,2275,2682,1584,0.0584,0.6595,455,188068,1989.7,48141.92
EQ-ROC-006,"Rockford, Illinois",Canned Vegetables,Boiler,4043,3280,4007,1316,0.0801,0.7238,167,316375,1953.29,7651.03
EQ-ROC-007,"Rockford, Illinois",Sauces,Filler,3632,2652,3344,1936,0.0375,0.7778,473,258903,1266.02,18478.89
EQ-ROC-008,"Rockford, Illinois",Canned Vegetables,Boiler,4407,3910,4053,817,0.1,0.8313,218,280179,951.24,23033.16
EQ-ROC-009,"Rockford, Illinois",Canned Vegetables,Boiler,2518,2341,2462,2997,0.0475,0.8238,377,262314,1335.27,8366.19
EQ-ROC-010,"Rockford, Illinois",Sauces,Filler,1735,1555,1640,2166,0.0733,0.7422,362,555821,1436.6,33912.55
EQ-ROC-011,"Rockford, Illinois",Condiments,Pasteurizer,3546,2753,3017,1474,0.05,0.7573,315,181174,1325.96,10790.88
EQ-ROC-012,"Rockford, Illinois",Canned Vegetables,Conveyor,2731,2568,2701,1308,0.0539,0.7205,317,126570,1710.02,27472.18
EQ-ROC-013,"Rockford, Illinois",Condiments,Pasteurizer,1593,1165,1505,1392,0.0748,0.7704,229,195534,1720.45,37574.88
EQ-ROC-014,"Rockford, Illinois",Sauces,Conveyor,3621,3191,3213,1391,0.0485,0.9491,227,458819,1444.32,28539.27
EQ-ROC-015,"Rockford, Illinois",Sauces,Sealer,2604,2161,2342,2274,0.0407,0.8415,238,546149,1650.56,23213.31
EQ-ROC-016,"Rockford, Illinois",Condiments,Mixer,4222,3572,4201,2674,0.0948,0.6588,356,414784,1333.55,35683.22
EQ-ROC-017,"Rockford, Illinois",Canned Vegetables,Sealer,3526,2553,3342,1111,0.0428,0.7998,411,262603,1149.79,34746.79
EQ-ROC-018,"Rockford, Illinois",Condiments,Boiler,4034,2963,3549,2936,0.091,0.7397,84,583228,824.48,32382.32
EQ-ROC-019,"Rockford, Illinois",Sauces,Sealer,1853,1487,1640,2979,0.049,0.746,130,446707,1247.39,42258.67
EQ-ROC-020,"Rockford, Illinois",Condiments,Boiler,2806,2717,2736,2883,0.0661,0.8711,91,531579,1912.11,15279.23
EQ-ROC-021,"Rockford, Illinois",Canned Vegetables,Conveyor,1537,1303,1506,2469,0.0631,0.6904,303,156023,1725.52,26101.91
EQ-ROC-022,"Rockford, Illinois",Canned Vegetables,Mixer,2047,1736,2033,2361,0.0702,0.7061,418,457733,1998.63,30978.01
EQ-ROC-023,"Rockford, Illinois",Condiments,Pasteurizer,2647,2240,2401,2046,0.0577,0.8119,283,251332,934.59,23508.17
EQ-ROC-024,"Rockford, Illinois",Canned Vegetables,Labeler,3486,2774,2990,715,0.065,0.8114,244,454998,1912.61,36487.8
EQ-ROC-025,"Rockford, Illinois",Canned Vegetables,Labeler,4041,3251,3813,1680,0.0719,0.81,164,473960,1806.84,42034.39
EQ-ROC-026,"Rockford, Illinois",Condiments,Boiler,4265,3399,3651,853,0.0893,0.7395,126,389099,1743.48,43187.1
EQ-ROC-027,"Rockford, Illinois",Canned Vegetables,Labeler,3863,3773,3818,1178,0.0577,0.7135,403,360709,1559.1,17873.14
EQ-ROC-028,"Rockford, Illinois",Sauces,Pasteurizer,3145,2443,2972,2794,0.073,0.6461,379,471278,1079.17,15359.87
EQ-ROC-029,"Rockford, Illinois",Canned Vegetables,Sealer,3355,2432,2954,2691,0.0915,0.7574,110,452407,1563.14,40012.26
EQ-ROC-030,"Rockford, Illinois",Condiments,Boiler,4686,4562,4443,1998,0.0854,0.7395,491,420767,1523.51,23527.66
EQ-ROC-031,"Rockford, Illinois",Canned Vegetables,Boiler,4982,4629,4784,1980,0.0463,0.7063,164,217726,1336.93,37698.55
EQ-ROC-032,"Rockford, Illinois",Sauces,Conveyor,2498,2309,2314,2914,0.032,0.8027,342,565180,964.42,37340.71
EQ-ROC-033,"Rockford, Illinois",Sauces,Pasteurizer,4658,4384,4076,2963,0.0803,0.7609,360,169586,825.48,16684.61
EQ-ROC-034,"Rockford, Illinois",Canned Vegetables,Conveyor,3824,3665,3341,2626,0.082,0.7742,223,468552,1534.13,11929.23
EQ-ROC-035,"Rockford, Illinois",Sauces,Mixer,3018,2822,2593,1396,0.0639,0.6798,403,441135,924.35,25413.95
EQ-ROC-036,"Rockford, Illinois",Canned Vegetables,Labeler,1744,1264,1732,2316,0.0698,0.7556,230,180625,1822.55,11722.29
EQ-ROC-037,"Rockford, Illinois",Sauces,Boiler,4498,3953,3977,2924,0.0311,0.813,346,483080,1194.23,12327.28
EQ-ROC-038,"Rockford, Illinois",Canned Vegetables,Mixer,1766,1360,1520,2829,0.0935,0.7885,366,407247,1734.01,29801.87
EQ-ROC-039,"Rockford, Illinois",Sauces,Filler,3480,2487,3066,981,0.0693,0.844,84,293020,904.63,9278.34
EQ-ROC-040,"Rockford, Illinois",Condiments,Labeler,3951,3017,3549,1593,0.0891,0.6777,88,126344,1630.66,47234.93
EQ-ROC-041,"Rockford, Illinois",Condiments,Filler,4279,3972,3925,2088,0.0697,0.7619,137,296504,1281.5,38164.89
EQ-ROC-042,"Rockford, Illinois",Sauces,Sealer,2605,2120,2250,1306,0.0734,0.7133,117,481072,1068.46,49456.79
EQ-ROC-043,"Rockford, Illinois",Canned Vegetables,Conveyor,3775,3078,3261,1775,0.0897,0.8477,383,258811,1533.04,23049.57
EQ-ROC-044,"Rockford, Illinois",Canned Vegetables,Pasteurizer,4309,3539,3683,2683,0.0817,0.7379,451,505134,829.21,33680.26
EQ-MIL-045,"Milwaukee, Wisconsin",Condiments,Boiler,3392,3218,3143,1407,0.0665,0.7262,489,400392,1929.69,12730.95
EQ-MIL-046,"Milwaukee, Wisconsin",Canned Vegetables,Conveyor,3615,3322,3313,741,0.0962,0.694,478,226661,1630.71,21911.88
EQ-MIL-047,"Milwaukee, Wisconsin",Canned Vegetables,Filler,4781,4652,4326,637,0.0593,0.7306,128,201891,981.89,25370.14
EQ-MIL-048,"Milwaukee, Wisconsin",Canned Vegetables,Pasteurizer,4685,4454,4461,600,0.0657,0.7682,90,576960,1357.71,34095.68
EQ-MIL-049,"Milwaukee, Wisconsin",Sauces,Labeler,4056,2985,3798,1599,0.057,0.8425,110,324233,1566.05,10892.98
EQ-MIL-050,"Milwaukee, Wisconsin",Sauces,Mixer,1729,1465,1682,545,0.0916,0.8618,215,224290,1219.2,41836.46
EQ-MIL-051,"Milwaukee, Wisconsin",Canned Vegetables,Boiler,3101,2299,2711,2328,0.0868,0.711,406,366006,985.58,39783.51
EQ-MIL-052,"Milwaukee, Wisconsin",Condiments,Labeler,2121,1581,1973,1520,0.0946,0.6967,130,120297,1840.61,44604.03
EQ-MIL-053,"Milwaukee, Wisconsin",Canned Vegetables,Mixer,2216,1642,1928,1822,0.0822,0.7134,453,213616,804.41,13934.67
EQ-MIL-054,"Milwaukee, Wisconsin",Sauces,Mixer,4435,3365,4023,1629,0.0423,0.8468,317,235332,1379.14,37213.92
EQ-MIL-055,"Milwaukee, Wisconsin",Sauces,Conveyor,2880,2541,2489,2041,0.0726,0.8112,65,567518,1455.35,18972.32
EQ-MIL-056,"Milwaukee, Wisconsin",Canned Vegetables,Filler,2940,2727,2766,2788,0.0441,0.7933,286,318375,1618.34,7854.51
EQ-MIL-057,"Milwaukee, Wisconsin",Condiments,Boiler,4060,3107,3914,2573,0.037,0.732,206,271268,1185.09,19063.49
EQ-MIL-058,"Milwaukee, Wisconsin",Condiments,Boiler,4321,3992,3783,2270,0.079,0.7294,380,427021,832.02,34106.82
EQ-MIL-059,"Milwaukee, Wisconsin",Canned Vegetables,Conveyor,4032,2935,3791,1617,0.0745,0.7489,299,397828,1285.54,15893.25
EQ-MIL-060,"Milwaukee, Wisconsin",Sauces,Labeler,4822,4107,4263,2209,0.0464,0.7846,328,497435,978.76,48552.12
EQ-MIL-061,"Milwaukee, Wisconsin",Canned Vegetables,Labeler,1988,1785,1722,1010,0.0625,0.7788,258,129086,1314.63,46184.57
EQ-MIL-062,"Milwaukee, Wisconsin",Sauces,Conveyor,4917,4079,4617,1523,0.0749,0.8944,429,279177,1274.75,20741.2
EQ-MIL-063,"Milwaukee, Wisconsin",Condiments,Labeler,4219,3308,3797,1160,0.0813,0.8317,79,576080,1145.47,45452.86
EQ-MIL-064,"Milwaukee, Wisconsin",Condiments,Labeler,2560,2384,2451,1768,0.051,0.753,253,578040,1918.38,34502.04
EQ-MIL-065,"Milwaukee, Wisconsin",Sauces,Boiler,3742,2994,3319,776,0.0714,0.6675,349,444006,832.76,24657.65
EQ-MIL-066,"Milwaukee, Wisconsin",Condiments,Mixer,2099,1702,1950,1966,0.0529,0.7936,132,284094,1021.35,11288.63
EQ-MIL-067,"Milwaukee, Wisconsin",Sauces,Filler,1774,1520,1738,1900,0.0991,0.7508,141,593655,964.3,11698.43
EQ-MIL-068,"Milwaukee, Wisconsin",Canned Vegetables,Conveyor,4044,3714,4022,1269,0.0578,0.7976,205,199989,1516.11,27982.23
EQ-MIL-069,"Milwaukee, Wisconsin",Condiments,Filler,1893,1475,1613,1405,0.0449,0.6802,389,227514,1764.65,19389.69
EQ-MIL-070,"Milwaukee, Wisconsin",Canned Vegetables,Pasteurizer,2041,1951,1854,2299,0.074,0.8458,451,350144,966.29,41356.6
EQ-MIL-071,"Milwaukee, Wisconsin",Condiments,Filler,4824,4210,4447,1103,0.0575,0.8077,310,187749,1490.84,37992.39
EQ-MIL-072,"Milwaukee, Wisconsin",Canned Vegetables,Boiler,3880,2883,3630,1298,0.0605,0.741,423,431176,1854.31,13596.93
EQ-MIL-073,"Milwaukee, Wisconsin",Canned Vegetables,Labeler,1834,1496,1617,2246,0.0877,0.7314,307,347294,1420.39,45623.11
EQ-MIL-074,"Milwaukee, Wisconsin",Canned Vegetables,Mixer,4758,3869,4196,2624,0.0904,0.8324,420,166580,1712.31,14102.53
EQ-MIL-075,"Milwaukee, Wisconsin",Sauces,Sealer,4997,4512,4454,1058,0.0523,0.735,409,371632,1165.68,36962.89
EQ-MIL-076,"Milwaukee, Wisconsin",Condiments,Mixer,4912,4685,4841,1688,0.0928,0.72,434,533453,1551.37,49365.17
EQ-MIL-077,"Milwaukee, Wisconsin",Sauces,Labeler,3899,3051,3806,2366,0.0734,0.8143,152,110628,1886.24,36761.27
EQ-MIL-078,"Milwaukee, Wisconsin",Sauces,Sealer,4430,4137,3868,1019,0.0356,0.6603,283,363279,1475.73,17351.68
EQ-MIL-079,"Milwaukee, Wisconsin",Sauces,Sealer,2958,2269,2948,2663,0.0647,0.736,298,136939,1843.41,17353.6
EQ-MIL-080,"Milwaukee, Wisconsin",Condiments,Mixer,1643,1570,1451,2541,0.0843,0.7355,499,168636,1340.21,15214.71
EQ-MIL-081,"Milwaukee, Wisconsin",Canned Vegetables,Labeler,2485,2215,2400,545,0.0369,0.8369,73,564652,954.2,5198.72
EQ-MIL-082,"Milwaukee, Wisconsin",Sauces,Mixer,4679,4390,4052,2363,0.0883,0.7571,362,256030,807.95,25197.41
EQ-MIL-083,"Milwaukee, Wisconsin",Canned Vegetables,Mixer,3627,2665,3511,1606,0.071,0.7381,428,484425,1406.06,12246.33
EQ-MIL-084,"Milwaukee, Wisconsin",Sauces,Boiler,2535,1903,2260,766,0.0528,0.8251,439,491529,1127.58,30859.69
EQ-MIL-085,"Milwaukee, Wisconsin",Canned Vegetables,Conveyor,1736,1453,1630,1784,0.075,0.7248,86,246921,1345.64,10242.59
EQ-MIL-086,"Milwaukee, Wisconsin",Sauces,Filler,2004,1411,1988,896,0.0659,0.7634,166,164031,1857.7,21338.82
EQ-MIL-087,"Milwaukee, Wisconsin",Sauces,Conveyor,2904,2107,2569,1182,0.0894,0.8646,171,550795,958.28,46052.98
EQ-MIL-088,"Milwaukee, Wisconsin",Sauces,Conveyor,3869,3485,3618,2242,0.0505,0.7011,74,248642,1432.58,6254.4
EQ-MIL-089,"Milwaukee, Wisconsin",Sauces,Filler,3277,2837,3002,2692,0.0895,0.7172,291,381119,1294.23,46923.83
EQ-MIL-090,"Milwaukee, Wisconsin",Condiments,Filler,5000,4546,4769,2276,0.0733,0.7608,97,511242,1199.42,13350.91
EQ-MIL-091,"Milwaukee, Wisconsin",Sauces,Conveyor,4311,3174,3896,1053,0.0853,0.7426,484,468288,1462.94,27425.44
EQ-MIL-092,"Milwaukee, Wisconsin",Sauces,Pasteurizer,3310,2360,3096,638,0.0659,0.7741,496,422878,1962.8,34724.25
EQ-MIL-093,"Milwaukee, Wisconsin",Condiments,Labeler,2302,2254,2155,2435,0.0502,0.7445,230,574231,1257.03,12253.76
EQ-SIO-094,"Sioux City, Iowa",Canned Vegetables,Conveyor,2709,2570,2463,2361,0.0641,0.7979,134,591860,824.59,5889.22
EQ-SIO-095,"Sioux City, Iowa",Sauces,Conveyor,4228,3714,3754,1629,0.0857,0.7376,442,362713,991.25,10354.3
EQ-SIO-096,"Sioux City, Iowa",Sauces,Conveyor,3225,2717,2961,669,0.0446,0.7093,102,217065,1656.34,49240.42
EQ-SIO-097,"Sioux City, Iowa",Canned Vegetables,Labeler,3746,2776,3286,2624,0.052,0.8189,243,144229,1688.66,48066.22
EQ-SIO-098,"Sioux City, Iowa",Canned Vegetables,Filler,4955,3686,4611,853,0.0897,0.8155,288,152471,1212.4,18035.41
EQ-SIO-099,"Sioux City, Iowa",Sauces,Boiler,2380,1841,2236,779,0.0301,0.725,161,171965,1095.3,19382.77
EQ-SIO-100,"Sioux City, Iowa",Canned Vegetables,Filler,3458,3337,3019,2462,0.0551,0.744,319,573078,1594.32,16101.98
EQ-SIO-101,"Sioux City, Iowa",Sauces,Sealer,4511,3276,3900,2287,0.0827,0.6977,471,211125,1341.22,6797.35
EQ-SIO-102,"Sioux City, Iowa",Sauces,Labeler,3630,3485,3187,2898,0.0347,0.6959,71,261779,1382.1,8132.91
EQ-SIO-103,"Sioux City, Iowa",Sauces,Labeler,3327,2516,2959,1599,0.0723,0.8094,451,157663,1655.44,7603.59
EQ-SIO-104,"Sioux City, Iowa",Canned Vegetables,Conveyor,1837,1368,1588,2961,0.0982,0.7359,465,315095,825.63,35716.45
EQ-SIO-105,"Sioux City, Iowa",Canned Vegetables,Boiler,1829,1458,1654,1179,0.0873,0.627,182,550751,1945.55,26476.77
EQ-SIO-106,"Sioux City, Iowa",Canned Vegetables,Mixer,4933,4557,4854,2653,0.0324,0.6878,246,137100,1736.01,39485.57
EQ-SIO-107,"Sioux City, Iowa",Canned Vegetables,Pasteurizer,2381,2259,2129,1446,0.0389,0.7577,160,438784,1611.75,36512.63
EQ-SIO-108,"Sioux City, Iowa",Canned Vegetables,Boiler,4465,4085,3834,1722,0.0531,0.7667,93,543529,824.93,37962.98
EQ-SIO-109,"Sioux City, Iowa",Condiments,Pasteurizer,1818,1635,1791,2449,0.0902,0.6428,395,408045,1514.72,33676.3
EQ-SIO-110,"Sioux City, Iowa",Condiments,Sealer,3822,3165,3620,1199,0.0857,0.6908,160,209595,1979.82,45104.72
EQ-SIO-111,"Sioux City, Iowa",Sauces,Labeler,3407,2800,3282,536,0.0866,0.7177,281,362533,1637.55,34653.78
EQ-SIO-112,"Sioux City, Iowa",Sauces,Conveyor,2789,2389,2736,1495,0.0546,0.7778,55,185939,1999.27,26236.03
EQ-SIO-113,"Sioux City, Iowa",Canned Vegetables,Mixer,3637,3075,3552,2609,0.081,0.7544,359,565048,1834.13,29711.2
EQ-SIO-114,"Sioux City, Iowa",Sauces,Filler,4737,3594,4430,2338,0.0517,0.6901,325,317763,1814.15,37959.22
EQ-SIO-115,"Sioux City, Iowa",Sauces,Filler,4680,3423,4473,946,0.0943,0.7494,309,377786,1575.08,32504.96
EQ-SIO-116,"Sioux City, Iowa",Sauces,Boiler,3511,2494,3446,833,0.086,0.739,351,371185,1854.43,36038.1
EQ-SIO-117,"Sioux City, Iowa",Sauces,Mixer,1877,1797,1876,1864,0.0879,0.7825,156,498319,1401.74,30150.09
EQ-SIO-118,"Sioux City, Iowa",Sauces,Pasteurizer,2277,1789,2153,510,0.0742,0.7301,320,305137,1293.24,8401.3
EQ-SIO-119,"Sioux City, Iowa",Canned Vegetables,Pasteurizer,3502,2661,3000,978,0.0932,0.7559,220,159485,1134.26,17231.02
EQ-SIO-120,"Sioux City, Iowa",Condiments,Mixer,2620,1844,2553,2935,0.0375,0.6692,184,315696,1084.76,23986.13
EQ-SIO-121,"Sioux City, Iowa",Condiments,Sealer,3880,2921,3345,1582,0.038,0.6895,177,427074,1381.17,33868.13
EQ-SIO-122,"Sioux City, Iowa",Canned Vegetables,Sealer,2431,2034,2422,639,0.0405,0.7417,402,504746,950.17,16058.26
EQ-SIO-123,"Sioux City, Iowa",Sauces,Conveyor,1956,1724,1835,1768,0.0709,0.6523,456,188475,1324.19,35191.3
EQ-SIO-124,"Sioux City, Iowa",Canned Vegetables,Labeler,2688,2342,2397,1857,0.0834,0.8139,137,168850,1743.15,34519.08
EQ-SIO-125,"Sioux City, Iowa",Canned Vegetables,Sealer,2008,1541,1824,2565,0.0879,0.7126,301,541482,1194.29,36731.26
EQ-SIO-126,"Sioux City, Iowa",Condiments,Conveyor,3865,3717,3635,2536,0.0448,0.7463,59,291151,1626.58,49241.59
EQ-SIO-127,"Sioux City, Iowa",Condiments,Conveyor,3537,3428,3191,1599,0.0357,0.7939,148,582485,1124.4,49066.56
EQ-SIO-128,"Sioux City, Iowa",Condiments,Filler,2054,1712,1862,1522,0.0711,0.7075,453,238086,1858.02,27154.81
EQ-SIO-129,"Sioux City, Iowa",Canned Vegetables,Conveyor,4855,4003,4428,1708,0.0811,0.7793,98,259517,1838.54,22959.58
EQ-SIO-130,"Sioux City, Iowa",Canned Vegetables,Conveyor,4662,3447,4478,1110,0.0657,0.7143,454,326510,957.22,6779.78
EQ-SIO-131,"Sioux City, Iowa",Sauces,Filler,3214,2279,2989,1482,0.0628,0.6795,248,266157,1379.6,30723.95
EQ-SIO-132,"Sioux City, Iowa",Condiments,Filler,4506,3443,4204,1289,0.092,0.79,129,473869,1572.47,36969.57
EQ-SIO-133,"Sioux City, Iowa",Canned Vegetables,Pasteurizer,4601,3673,4476,1729,0.0855,0.68,144,333041,1135.51,42719.58
EQ-SIO-134,"Sioux City, Iowa",Sauces,Sealer,4950,3468,4708,2055,0.07,0.7028,433,539161,1165.77,13115.99
EQ-SIO-135,"Sioux City, Iowa",Condiments,Pasteurizer,4815,4064,4122,2154,0.0374,0.7598,248,488780,1322.4,41789.38
EQ-SIO-136,"Sioux City, Iowa",Canned Vegetables,Pasteurizer,1533,1205,1489,1309,0.0624,0.6903,359,453827,1936.34,23823.3
EQ-SIO-137,"Sioux City, Iowa",Sauces,Sealer,4893,4110,4270,2864,0.0801,0.816,374,289576,1307.88,38378.29
EQ-SIO-138,"Sioux City, Iowa",Canned Vegetables,Boiler,2326,2092,2178,611,0.0378,0.7655,457,491046,1739.34,14947.17
EQ-SIO-139,"Sioux City, Iowa",Canned Vegetables,Conveyor,3489,3390,2993,3000,0.0801,0.7485,408,177334,1047.7,44085.95
EQ-SIO-140,"Sioux City, Iowa",Condiments,Conveyor,4889,4776,4826,1049,0.0493,0.6902,53,389588,1347.85,5035.01
EQ-SIO-141,"Sioux City, Iowa",Canned Vegetables,Boiler,2873,2404,2577,763,0.0415,0.7113,330,334802,1804.92,44623.13
EQ-SIO-142,"Sioux City, Iowa",Sauces,Labeler,2939,2123,2689,2156,0.0647,0.8119,469,273863,1416.33,20281.3
EQ-SIO-143,"Sioux City, Iowa",Canned Vegetables,Mixer,3381,2449,3053,2086,0.0498,0.7054,198,489224,1624.99,16866.08
EQ-SIO-144,"Sioux City, Iowa",Canned Vegetables,Labeler,3610,2699,3299,973,0.0473,0.7332,420,493437,1731.76,31814.43
EQ-SIO-145,"Sioux City, Iowa",Sauces,Pasteurizer,4923,4734,4818,2431,0.0633,0.7673,173,158684,1561.11,19741.54
EQ-SIO-146,"Sioux City, Iowa",Condiments,Mixer,2167,1955,1994,911,0.067,0.7,256,102427,1507.73,26133.76
EQ-COL-147,"Columbus, Ohio",Canned Vegetables,Boiler,3659,3159,3404,1407,0.0761,0.7012,93,205187,1266.62,36478.65
EQ-COL-148,"Columbus, Ohio",Canned Vegetables,Sealer,4731,3911,4276,2369,0.0444,0.702,166,364831,1769.57,35393.37
