equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-ROC-000,"Rockford, Illinois",Condiments,15566.83,15899.09
EQ-ROC-001,"Rockford, Illinois",Condiments,38656.21,14459.8
EQ-ROC-002,"Rockford, Illinois",Condiments,37564.22,29839.78
EQ-ROC-003,"Rockford, Illinois",Condiments,42523.22,13740.2
EQ-ROC-004,"Rockford, Illinois",Sauces,55670.88,9121.75
EQ-ROC-005,"Rockford, Illinois",Condiments,44521.68,20775.1
EQ-ROC-006,"Rockford, Illinois",Condiments,39033.23,9429.52
EQ-ROC-007,"Rockford, Illinois",Condiments,12531.87,17637.79
EQ-ROC-008,"Rockford, Illinois",Canned Vegetables,97130.8,2656.32
EQ-ROC-009,"Rockford, Illinois",Canned Vegetables,24705.92,28955.65
EQ-ROC-010,"Rockford, Illinois",Canned Vegetables,25716.0,23273.51
EQ-ROC-011,"Rockford, Illinois",Sauces,7761.68,14689.25
EQ-ROC-012,"Rockford, Illinois",Condiments,21581.13,11437.72
EQ-ROC-013,"Rockford, Illinois",Canned Vegetables,35908.8,23382.71
EQ-ROC-014,"Rockford, Illinois",Condiments,24867.33,14870.4
EQ-ROC-015,"Rockford, Illinois",Canned Vegetables,38076.06,3901.25
EQ-ROC-016,"Rockford, Illinois",Sauces,11241.37,4563.55
EQ-ROC-017,"Rockford, Illinois",Sauces,14034.73,6380.58
EQ-ROC-018,"Rockford, Illinois",Canned Vegetables,39113.31,25581.3
EQ-ROC-019,"Rockford, Illinois",Condiments,13708.14,26269.86
EQ-ROC-020,"Rockford, Illinois",Condiments,25358.94,23017.8
EQ-ROC-021,"Rockford, Illinois",Condiments,24152.58,10345.85
EQ-ROC-022,"Rockford, Illinois",Condiments,37841.57,12645.45
EQ-ROC-023,"Rockford, Illinois",Canned Vegetables,46220.22,25805.17
EQ-ROC-024,"Rockford, Illinois",Condiments,47306.38,2676.81
EQ-ROC-025,"Rockford, Illinois",Canned Vegetables,33104.34,20569.74
EQ-ROC-026,"Rockford, Illinois",Canned Vegetables,53500.56,28888.55
EQ-ROC-027,"Rockford, Illinois",Condiments,46129.9,21055.62
EQ-ROC-028,"Rockford, Illinois",Condiments,40789.11,14591.78
EQ-ROC-029,"Rockford, Illinois",Condiments,35468.59,20155.18
EQ-ROC-030,"Rockford, Illinois",Sauces,46258.56,16848.77
EQ-ROC-031,"Rockford, Illinois",Sauces,66350.46,10430.31
EQ-ROC-032,"Rockford, Illinois",Sauces,15191.56,24112.52
EQ-ROC-033,"Rockford, Illinois",Canned Vegetables,20646.25,12090.29
EQ-ROC-034,"Rockford, Illinois",Canned Vegetables,14081.08,20543.61
EQ-ROC-035,"Rockford, Illinois",Canned Vegetables,82359.1,12776.43
EQ-ROC-036,"Rockford, Illinois",Canned Vegetables,23071.56,14495.48
EQ-ROC-037,"Rockford, Illinois",Canned Vegetables,25346.52,24514.64
EQ-ROC-038,"Rockford, Illinois",Sauces,22014.17,8741.77
EQ-ROC-039,"Rockford, Illinois",Condiments,8993.34,8003.15
EQ-ROC-040,"Rockford, Illinois",Condiments,11570.08,8242.24
EQ-ROC-041,"Rockford, Illinois",Condiments,39853.07,11285.04
EQ-ROC-042,"Rockford, Illinois",Canned Vegetables,101365.93,9040.03
EQ-ROC-043,"Rockford, Illinois",Canned Vegetables,13136.0,23799.77
EQ-ROC-044,"Rockford, Illinois",Sauces,19584.95,26770.14
EQ-ROC-045,"Rockford, Illinois",Sauces,62100.21,24742.6
EQ-ROC-046,"Rockford, Illinois",Sauces,6594.16,19422.48
EQ-ROC-047,"Rockford, Illinois",Canned Vegetables,34921.92,25070.26
EQ-ROC-048,"Rockford, Illinois",Canned Vegetables,35493.43,18513.52
EQ-GRE-049,"Green Bay, Wisconsin",Condiments,26382.89,6382.67
EQ-GRE-050,"Green Bay, Wisconsin",Condiments,45926.49,28766.03
EQ-GRE-051,"Green Bay, Wisconsin",Condiments,27181.83,4875.91
EQ-GRE-052,"Green Bay, Wisconsin",Condiments,28263.92,28265.29
EQ-GRE-053,"Green Bay, Wisconsin",Sauces,9363.26,17355.81
EQ-GRE-054,"Green Bay, Wisconsin",Canned Vegetables,28538.17,21624.65
EQ-GRE-055,"Green Bay, Wisconsin",Canned Vegetables,21708.44,9326.48
EQ-GRE-056,"Green Bay, Wisconsin",Sauces,23809.89,17807.47
EQ-GRE-057,"Green Bay, Wisconsin",Canned Vegetables,19365.38,21670.44
EQ-GRE-058,"Green Bay, Wisconsin",Canned Vegetables,26322.96,19816.97
EQ-GRE-059,"Green Bay, Wisconsin",Sauces,24477.26,16954.66
EQ-GRE-060,"Green Bay, Wisconsin",Condiments,16941.82,20441.45
EQ-GRE-061,"Green Bay, Wisconsin",Condiments,26897.24,15734.1
EQ-GRE-062,"Green Bay, Wisconsin",Condiments,13781.1,3915.25
EQ-GRE-063,"Green Bay, Wisconsin",Condiments,5734.94,22683.29
EQ-GRE-064,"Green Bay, Wisconsin",Canned Vegetables,40874.48,8457.44
EQ-GRE-065,"Green Bay, Wisconsin",Canned Vegetables,21232.39,12251.95
EQ-GRE-066,"Green Bay, Wisconsin",Canned Vegetables,53896.7,22328.47
EQ-GRE-067,"Green Bay, Wisconsin",Condiments,40274.7,23864.17
EQ-GRE-068,"Green Bay, Wisconsin",Sauces,7741.67,7819.92
EQ-GRE-069,"Green Bay, Wisconsin",Condiments,40232.65,26402.66
EQ-GRE-070,"Green Bay, Wisconsin",Sauces,38626.99,28463.01
EQ-GRE-071,"Green Bay, Wisconsin",Condiments,40131.89,28886.07
EQ-GRE-072,"Green Bay, Wisconsin",Condiments,21133.47,28281.8
