employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Kalamazoo, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,6.4,5.7,No,<1 day,No,21.0,7.0,7.5,19.87,No,,1.6,Non-Union
EMP-0001,"Rockford, Illinois",Plant Management,Management,9.5,2.0,Yes,<1 day,Yes,5.6,3.3,1.0,43.13,No,,3.1,Non-Union
EMP-0002,"Davenport, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,6.5,3.8,Yes,1-2 days,Yes,7.2,0.1,2.4,32.39,No,,4.3,Non-Union
EMP-0003,"Green Bay, Wisconsin",Production Supervisor/Team Lead,Supervisor/Team Lead,3.7,4.5,No,>2 days,No,4.6,2.6,2.5,33.52,No,,4.5,Non-Union
EMP-0004,"Green Bay, Wisconsin",Production/Manufacturing Operator,Front-line,5.6,9.0,No,>2 days,No,2.7,3.9,1.7,19.44,No,,2.8,Non-Union
EMP-0005,"Rockford, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,5.1,8.9,No,1-2 days,Yes,2.9,1.6,1.7,28.81,No,,2.9,Union
EMP-0006,"Green Bay, Wisconsin",Administrative/Support Staff,Back-office/Support,2.5,4.1,No,1-2 days,No,3.1,4.3,3.2,20.58,No,,2.2,Non-Union
EMP-0007,"Rockford, Illinois",Production/Manufacturing Operator,Front-line,3.1,6.1,Yes,<1 day,Yes,1.9,0.5,2.8,22.22,Yes,Excellent- comprehensive and very helpful,2.4,Non-Union
EMP-0008,"Davenport, Iowa",Administrative/Support Staff,Back-office/Support,6.5,7.5,No,>2 days,Yes,5.3,2.5,0.6,21.7,No,,2.8,Non-Union
EMP-0009,"Kalamazoo, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,4.1,7.0,No,>2 days,No,18.1,11.8,7.2,33.54,No,,5,Non-Union
EMP-0010,"Cleveland, Ohio",Administrative/Support Staff,Back-office/Support,7.5,4.9,No,<1 day,Yes,14.9,15.5,3.1,20.76,No,,2.1,Non-Union
EMP-0011,"Rockford, Illinois",Quality Control/Quality Assurance,Front-line,4.5,5.9,No,1-2 days,No,2.3,3.5,3.5,16.04,Yes,Fair- some gaps or inconsistencies,2.1,Non-Union
EMP-0012,"Kalamazoo, Michigan",Production/Manufacturing Operator,Front-line,2.2,6.4,No,1-2 days,No,13.6,5.7,9.3,18.31,No,,2.4,Non-Union
EMP-0013,"Green Bay, Wisconsin",Maintenance Technician,Front-line,4.6,3.5,No,<1 day,No,7.6,0.9,3.8,19.5,No,,3.9,Union
EMP-0014,"Cleveland, Ohio",Quality Control/Quality Assurance,Front-line,4.8,5.3,No,>2 days,Yes,18.3,16.6,10.9,21.76,Yes,Fair- some gaps or inconsistencies,3.4,Union
EMP-0015,"Kalamazoo, Michigan",Plant Management,Management,8.4,7.5,No,>2 days,No,12.0,7.5,4.2,45.91,No,,4.5,Non-Union
EMP-0016,"Kalamazoo, Michigan",Plant Management,Management,8.8,2.7,No,<1 day,No,20.4,9.2,8.2,45.87,No,,3.1,Union
EMP-0017,"Rockford, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,2.8,4.7,No,>2 days,No,4.8,2.1,1.6,26.48,Yes,Good- adequate for most needs,2.0,Union
EMP-0018,"Green Bay, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,4.9,5.4,Yes,>2 days,Yes,0.9,0.9,2.8,23.38,Yes,Good- adequate for most needs,2.4,Non-Union
EMP-0019,"Green Bay, Wisconsin",Demand Planning/Forecasting,Back-office/Support,5.8,4.4,Yes,1-2 days,Yes,1.7,5.0,0.7,34.38,Yes,Good- adequate for most needs,4.8,Non-Union
EMP-0020,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,5.6,2.0,Yes,1-2 days,No,21.2,10.0,5.7,22.68,Yes,Excellent- comprehensive and very helpful,3.2,Non-Union
EMP-0021,"Green Bay, Wisconsin",Production/Manufacturing Operator,Front-line,4.7,7.7,No,<1 day,No,2.5,3.5,3.4,17.94,Yes,Good- adequate for most needs,4.8,Union
EMP-0022,"Cleveland, Ohio",Production/Manufacturing Operator,Front-line,5.8,7.0,Yes,<1 day,Yes,11.1,6.8,5.9,17.64,No,,3.1,Union
EMP-0023,"Cleveland, Ohio",Administrative/Support Staff,Back-office/Support,6.9,7.5,Yes,1-2 days,Yes,22.4,9.3,4.8,23.18,Yes,Good- adequate for most needs,1.9,Non-Union
EMP-0024,"Kalamazoo, Michigan",Maintenance Technician,Front-line,4.9,4.3,Yes,1-2 days,Yes,27.6,7.1,7.3,28.41,No,,4.1,Non-Union
EMP-0025,"Green Bay, Wisconsin",Maintenance Technician,Front-line,2.9,4.8,Yes,1-2 days,No,1.9,4.3,2.9,22.83,Yes,Good- adequate for most needs,4.4,Non-Union
EMP-0026,"Kalamazoo, Michigan",Plant Management,Management,9.4,4.7,No,<1 day,Yes,14.5,13.2,9.8,42.69,Yes,Excellent- comprehensive and very helpful,3.0,Union
EMP-0027,"Cleveland, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,6.6,6.7,Yes,<1 day,Yes,16.9,13.5,4.6,24.59,Yes,Excellent- comprehensive and very helpful,3.3,Non-Union
