equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-ROC-000,"Rockford, Illinois",Condiments,Conveyor,4626,4494,4455,824,0.0336,0.6305,287,292195,1585.58,18806.66
EQ-ROC-001,"Rockford, Illinois",Condiments,Mixer,4799,3438,4581,2623,0.035,0.7958,64,592628,1863.67,28238.93
EQ-ROC-002,"Rockford, Illinois",Condiments,Conveyor,2059,1881,1953,2747,0.0684,0.8636,67,437524,1255.21,21606.35
EQ-ROC-003,"Rockford, Illinois",Condiments,Conveyor,1623,1264,1595,1215,0.0741,0.7447,490,289187,1984.4,21366.49
EQ-ROC-004,"Rockford, Illinois",Sauces,Conveyor,4534,3982,3924,1757,0.0688,0.7849,121,543304,1489.35,10220.09
EQ-ROC-005,"Rockford, Illinois",Condiments,Sealer,2359,1935,2318,2137,0.0961,0.7178,406,447575,1035.1,40554.53
EQ-ROC-006,"Rockford, Illinois",Condiments,Sealer,4345,4025,4153,2238,0.0798,0.7169,293,301777,1620.86,29528.71
EQ-ROC-007,"Rockford, Illinois",Condiments,Sealer,2524,2185,2161,1877,0.0749,0.812,144,178631,936.65,7330.25
EQ-ROC-008,"Rockford, Illinois",Canned Vegetables,Filler,3833,3416,3544,2250,0.0919,0.7491,160,584582,1807.99,15931.04
EQ-ROC-009,"Rockford, Illinois",Canned Vegetables,Mixer,2937,2567,2687,1640,0.0453,0.7493,313,328539,1660.03,17701.04
EQ-ROC-010,"Rockford, Illinois",Canned Vegetables,Mixer,5000,3998,4876,1711,0.0568,0.6687,411,338872,1336.04,48001.9
EQ-ROC-011,"Rockford, Illinois",Sauces,Mixer,3783,3057,3309,1707,0.0346,0.6867,428,119167,1882.45,16697.26
EQ-ROC-012,"Rockford, Illinois",Condiments,Filler,3249,2604,2780,2197,0.0979,0.7592,306,193147,1141.31,20216.97
EQ-ROC-013,"Rockford, Illinois",Canned Vegetables,Pasteurizer,2341,2116,2035,1942,0.0681,0.7551,325,419928,1255.68,7527.01
EQ-ROC-014,"Rockford, Illinois",Condiments,Sealer,4332,3850,3897,1308,0.084,0.7457,130,275655,1073.95,26981.61
