equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-SPR-000,"Springfield, Illinois",Condiments,Filler,2691,2141,2294,2272,0.0409,0.906,290,382758,1751.95,18734.28
EQ-SPR-001,"Springfield, Illinois",Condiments,Filler,3306,2463,2860,2860,0.0417,0.7623,389,186262,1435.45,31244.63
EQ-SPR-002,"Springfield, Illinois",Canned Vegetables,Mixer,4012,3516,3808,1308,0.0786,0.788,73,570194,1995.82,37042.03
EQ-SPR-003,"Springfield, Illinois",Canned Vegetables,Conveyor,4754,3592,4159,923,0.0654,0.8656,329,227370,917.13,46598.1
EQ-SPR-004,"Springfield, Illinois",Condiments,Pasteurizer,3677,3340,3288,2308,0.0686,0.903,255,428937,978.56,16534.58
EQ-SPR-005,"Springfield, Illinois",Canned Vegetables,Filler,3832,3519,3827,2661,0.0926,0.7304,375,453275,1212.88,16913.67
EQ-SPR-006,"Springfield, Illinois",Condiments,Conveyor,1752,1660,1724,511,0.0922,0.8288,339,217922,1638.75,49017.4
EQ-SPR-007,"Springfield, Illinois",Sauces,Filler,2192,1570,2042,2979,0.0459,0.7255,313,229111,875.34,38319.76
EQ-SPR-008,"Springfield, Illinois",Canned Vegetables,Boiler,2467,1899,2178,2268,0.0807,0.8924,493,182240,1027.81,23429.63
EQ-SPR-009,"Springfield, Illinois",Canned Vegetables,Conveyor,3603,3043,3168,2645,0.0363,0.8895,84,548329,1510.59,47530.81
EQ-SPR-010,"Springfield, Illinois",Sauces,Sealer,3190,2752,2859,642,0.0958,0.678,435,529324,986.06,20549.82
EQ-SPR-011,"Springfield, Illinois",Canned Vegetables,Mixer,1523,1104,1419,602,0.089,0.7966,419,195777,852.6,36381.97
EQ-SPR-012,"Springfield, Illinois",Canned Vegetables,Conveyor,3194,2509,2817,2094,0.0908,0.7687,164,470531,1272.63,22383.26
EQ-SPR-013,"Springfield, Illinois",Sauces,Labeler,4491,4383,3998,2281,0.062,0.8224,217,454819,972.21,15834.79
EQ-SPR-014,"Springfield, Illinois",Sauces,Labeler,3887,3174,3659,511,0.096,0.864,322,388875,1153.85,38549.13
EQ-SPR-015,"Springfield, Illinois",Canned Vegetables,Pasteurizer,4453,4328,4010,1871,0.0524,0.821,351,596050,931.09,42585.88
EQ-SPR-016,"Springfield, Illinois",Canned Vegetables,Conveyor,4925,4814,4648,904,0.0742,0.8032,190,299092,1408.78,30445.52
EQ-SPR-017,"Springfield, Illinois",Sauces,Labeler,4212,3642,3773,1929,0.0492,0.8814,423,426851,1748.29,24063.7
EQ-SPR-018,"Springfield, Illinois",Condiments,Sealer,4623,3964,4036,1922,0.047,0.7304,413,161789,984.92,23767.7
EQ-SPR-019,"Springfield, Illinois",Sauces,Labeler,2890,2339,2462,2679,0.0538,0.7941,481,508568,1936.33,22203.86
EQ-SPR-020,"Springfield, Illinois",Canned Vegetables,Sealer,3276,3084,2957,1803,0.0491,0.8556,105,163082,1070.47,40937.11
EQ-SPR-021,"Springfield, Illinois",Condiments,Filler,4695,3416,4383,1727,0.0891,0.7865,488,566108,1872.07,27549.05
EQ-SPR-022,"Springfield, Illinois",Canned Vegetables,Filler,4839,4000,4714,1915,0.035,0.837,499,468641,1896.72,26167.56
EQ-SPR-023,"Springfield, Illinois",Sauces,Mixer,2384,2010,2283,2314,0.0342,0.7715,459,569230,1239.0,17915.79
EQ-SPR-024,"Springfield, Illinois",Condiments,Sealer,3869,3701,3370,2856,0.0699,0.8045,307,187500,1202.44,23408.83
EQ-SPR-025,"Springfield, Illinois",Canned Vegetables,Conveyor,4931,4341,4611,2512,0.0847,0.7877,282,104308,922.56,18603.78
EQ-SPR-026,"Springfield, Illinois",Condiments,Boiler,4904,3700,4667,2236,0.0735,0.7511,360,105020,1603.01,12307.09
EQ-SPR-027,"Springfield, Illinois",Canned Vegetables,Sealer,3139,2556,3013,1927,0.0776,0.7695,353,538350,1709.06,47098.74
EQ-SPR-028,"Springfield, Illinois",Condiments,Conveyor,4253,3254,4051,1159,0.084,0.8582,70,454072,1350.97,21540.08
EQ-SPR-029,"Springfield, Illinois",Canned Vegetables,Boiler,2892,2534,2654,1660,0.0811,0.8272,373,390128,1121.35,10319.14
EQ-SPR-030,"Springfield, Illinois",Sauces,Boiler,2360,1736,2353,934,0.099,0.7852,472,469293,1465.17,39564.77
EQ-SPR-031,"Springfield, Illinois",Condiments,Filler,3028,2421,2871,2823,0.0508,0.8292,293,422307,1350.71,32134.26
EQ-SPR-032,"Springfield, Illinois",Condiments,Boiler,4888,4273,4498,2587,0.0623,0.7852,83,120078,1745.8,30559.66
EQ-SPR-033,"Springfield, Illinois",Condiments,Conveyor,2063,1993,1862,2996,0.0336,0.8149,333,209358,1451.4,12479.18
EQ-SPR-034,"Springfield, Illinois",Sauces,Pasteurizer,1691,1579,1438,712,0.0468,0.8248,460,163719,940.65,44377.67
EQ-SPR-035,"Springfield, Illinois",Canned Vegetables,Mixer,3775,2746,3401,1656,0.0356,0.8077,474,214411,1245.38,24827.72
EQ-SPR-036,"Springfield, Illinois",Sauces,Conveyor,3625,3538,3360,2637,0.0391,0.8316,162,361617,901.33,41767.96
EQ-SPR-037,"Springfield, Illinois",Sauces,Sealer,2739,2541,2627,2470,0.0615,0.767,485,551996,944.08,20953.27
EQ-SPR-038,"Springfield, Illinois",Canned Vegetables,Boiler,3904,3259,3360,826,0.0835,0.8099,419,540255,1670.36,5939.91
EQ-SPR-039,"Springfield, Illinois",Sauces,Filler,3371,2701,3076,2853,0.0691,0.9068,224,276980,1566.98,10084.45
EQ-SPR-040,"Springfield, Illinois",Condiments,Mixer,2331,2129,2185,808,0.0326,0.7772,122,362140,1636.0,44323.18
EQ-SPR-041,"Springfield, Illinois",Condiments,Sealer,2695,2513,2543,1887,0.0622,0.7233,470,518715,946.13,26309.23
EQ-SPR-042,"Springfield, Illinois",Condiments,Mixer,1592,1334,1395,1029,0.0723,0.818,312,130343,962.22,21118.39
EQ-SPR-043,"Springfield, Illinois",Canned Vegetables,Labeler,4178,3568,3812,2533,0.0449,0.721,221,589652,961.37,18599.95
EQ-SPR-044,"Springfield, Illinois",Sauces,Pasteurizer,2286,1983,1975,1914,0.0438,0.8627,457,344552,1564.91,22031.06
EQ-SPR-045,"Springfield, Illinois",Sauces,Boiler,2869,2708,2769,2872,0.0366,0.7515,224,587014,908.42,6488.12
EQ-RAC-046,"Racine, Wisconsin",Canned Vegetables,Conveyor,4150,3168,4057,2912,0.0685,0.8492,107,233110,1546.25,19119.61
EQ-RAC-047,"Racine, Wisconsin",Sauces,Conveyor,2172,1954,1951,1559,0.0931,0.7643,179,251417,1791.01,9840.07
EQ-RAC-048,"Racine, Wisconsin",Condiments,Pasteurizer,2174,1643,1928,1937,0.069,0.7518,111,594244,1732.48,5868.73
EQ-RAC-049,"Racine, Wisconsin",Condiments,Conveyor,4025,2860,3824,1455,0.0842,0.8626,396,140700,1273.99,39333.03
EQ-RAC-050,"Racine, Wisconsin",Sauces,Filler,3359,3185,2902,688,0.0648,0.8555,200,280850,1678.5,38332.76
EQ-RAC-051,"Racine, Wisconsin",Condiments,Mixer,4839,3436,4279,735,0.066,0.708,262,167663,1462.36,9610.75
EQ-RAC-052,"Racine, Wisconsin",Sauces,Boiler,4404,4056,4279,674,0.0915,0.754,330,229911,945.14,40739.57
EQ-RAC-053,"Racine, Wisconsin",Condiments,Conveyor,2673,1956,2485,2009,0.0584,0.6753,402,280673,1099.42,28715.55
EQ-RAC-054,"Racine, Wisconsin",Canned Vegetables,Conveyor,4077,2996,3784,1881,0.0649,0.7515,253,443449,1906.76,28199.7
EQ-RAC-055,"Racine, Wisconsin",Sauces,Labeler,2366,2277,2032,2077,0.0585,0.809,194,451982,1774.72,34626.65
EQ-RAC-056,"Racine, Wisconsin",Canned Vegetables,Sealer,2628,2543,2477,607,0.0546,0.6788,479,273292,1122.47,31498.77
EQ-RAC-057,"Racine, Wisconsin",Sauces,Sealer,1837,1376,1614,2373,0.0934,0.649,437,475550,1977.24,41656.58
EQ-RAC-058,"Racine, Wisconsin",Sauces,Boiler,3868,2835,3796,895,0.0502,0.8811,397,473813,1734.66,30179.05
EQ-RAC-059,"Racine, Wisconsin",Canned Vegetables,Sealer,4711,4378,4128,2908,0.0827,0.7443,67,288471,1028.81,21488.37
EQ-RAC-060,"Racine, Wisconsin",Condiments,Boiler,4676,3551,4422,1059,0.069,0.7308,448,551059,1665.18,11220.85
EQ-RAC-061,"Racine, Wisconsin",Canned Vegetables,Boiler,2902,2163,2705,1008,0.0762,0.8127,403,101057,1430.89,44025.2
EQ-RAC-062,"Racine, Wisconsin",Sauces,Filler,2293,1615,2052,2592,0.0796,0.7586,221,125623,1993.72,11748.87
EQ-RAC-063,"Racine, Wisconsin",Sauces,Labeler,3008,2556,2767,1017,0.0948,0.8884,498,325733,1793.08,6832.55
EQ-RAC-064,"Racine, Wisconsin",Sauces,Labeler,1830,1403,1764,2313,0.0788,0.7494,100,225246,1266.84,25539.52
EQ-RAC-065,"Racine, Wisconsin",Sauces,Labeler,2133,1599,2118,2853,0.0479,0.7386,89,521032,1220.6,47721.93
EQ-RAC-066,"Racine, Wisconsin",Sauces,Filler,3411,2572,2986,532,0.0705,0.7617,432,265899,1075.84,35727.5
EQ-RAC-067,"Racine, Wisconsin",Canned Vegetables,Boiler,4417,3622,3859,2267,0.0834,0.681,245,360167,1479.03,44132.59
EQ-RAC-068,"Racine, Wisconsin",Canned Vegetables,Filler,2064,1804,2052,807,0.0648,0.7293,296,358347,1647.63,34352.67
EQ-RAC-069,"Racine, Wisconsin",Canned Vegetables,Boiler,1548,1238,1329,2754,0.067,0.7972,328,483811,855.2,10322.44
EQ-RAC-070,"Racine, Wisconsin",Sauces,Conveyor,4786,4210,4419,1918,0.0616,0.7091,341,477406,1141.05,34441.91
EQ-RAC-071,"Racine, Wisconsin",Sauces,Pasteurizer,4909,4691,4397,2362,0.0662,0.6486,488,129177,1986.26,6862.78
EQ-RAC-072,"Racine, Wisconsin",Sauces,Boiler,3781,2869,3445,734,0.0366,0.7661,432,397394,1514.28,46177.3
EQ-RAC-073,"Racine, Wisconsin",Sauces,Filler,2104,1556,2079,1635,0.0717,0.8488,164,318993,1142.58,17739.42
EQ-RAC-074,"Racine, Wisconsin",Sauces,Sealer,4851,3663,4807,2551,0.0918,0.7786,476,173616,1603.52,17081.66
EQ-RAC-075,"Racine, Wisconsin",Sauces,Labeler,3054,2479,2951,881,0.0936,0.7079,313,307899,1123.14,32441.54
EQ-RAC-076,"Racine, Wisconsin",Sauces,Sealer,1832,1699,1679,1980,0.0816,0.8359,241,138101,1951.59,17424.49
EQ-RAC-077,"Racine, Wisconsin",Sauces,Mixer,2026,1424,2014,2913,0.0921,0.7585,121,198900,1836.97,37202.77
EQ-RAC-078,"Racine, Wisconsin",Condiments,Filler,2150,1862,2007,1360,0.092,0.6839,307,563516,1204.98,15168.74
EQ-RAC-079,"Racine, Wisconsin",Sauces,Pasteurizer,2230,2117,2075,1968,0.0304,0.8352,355,565286,1817.7,10005.48
EQ-RAC-080,"Racine, Wisconsin",Canned Vegetables,Pasteurizer,4765,3833,4331,2273,0.0989,0.7042,309,587260,1726.07,5083.95
EQ-RAC-081,"Racine, Wisconsin",Sauces,Mixer,2029,1813,1821,2119,0.0353,0.715,391,583664,1885.35,41784.22
EQ-RAC-082,"Racine, Wisconsin",Sauces,Conveyor,2373,2003,2243,544,0.074,0.7348,385,144057,1879.22,18287.43
EQ-RAC-083,"Racine, Wisconsin",Sauces,Conveyor,1604,1529,1504,1031,0.0775,0.7622,254,284227,1765.4,11857.2
EQ-RAC-084,"Racine, Wisconsin",Condiments,Sealer,1523,1093,1375,2590,0.0568,0.7593,330,471046,1370.83,15672.41
EQ-RAC-085,"Racine, Wisconsin",Canned Vegetables,Boiler,4484,4281,4358,2614,0.0543,0.7581,235,513225,1225.94,37410.96
EQ-RAC-086,"Racine, Wisconsin",Condiments,Labeler,2250,1795,1965,2889,0.0585,0.8071,372,278530,1007.68,8249.33
EQ-RAC-087,"Racine, Wisconsin",Canned Vegetables,Mixer,4214,3198,3905,784,0.0939,0.7476,245,315922,1435.73,6610.24
EQ-RAC-088,"Racine, Wisconsin",Sauces,Conveyor,4097,3187,4066,630,0.0854,0.7654,106,387534,986.36,45035.56
EQ-RAC-089,"Racine, Wisconsin",Sauces,Boiler,1591,1503,1441,2911,0.058,0.6997,217,258362,800.69,34469.24
EQ-RAC-090,"Racine, Wisconsin",Condiments,Sealer,4910,3746,4661,622,0.0812,0.6942,466,518983,1657.04,40923.05
EQ-RAC-091,"Racine, Wisconsin",Canned Vegetables,Labeler,3844,2709,3503,2005,0.0561,0.8613,220,496604,885.07,18369.8
EQ-RAC-092,"Racine, Wisconsin",Sauces,Pasteurizer,3587,2760,3240,2897,0.0966,0.7727,377,264012,1448.54,21156.32
EQ-RAC-093,"Racine, Wisconsin",Condiments,Sealer,4333,3582,3961,1477,0.0955,0.7767,74,489549,1158.37,34264.74
EQ-RAC-094,"Racine, Wisconsin",Sauces,Boiler,4185,3373,4069,2169,0.0602,0.7036,392,292964,1997.45,29077.02
EQ-RAC-095,"Racine, Wisconsin",Canned Vegetables,Conveyor,2362,1723,2178,1870,0.0391,0.6906,252,170074,1813.24,23080.21
