equipment_id,plant,product_family,scrap_cost,unplanned_failure_cost
EQ-BLO-000,"Bloomington, Illinois",Canned Vegetables,7195.06,29662.17
EQ-BLO-001,"Bloomington, Illinois",Canned Vegetables,16468.96,19431.76
EQ-BLO-002,"Bloomington, Illinois",Sauces,25453.01,22247.6
EQ-BLO-003,"Bloomington, Illinois",Condiments,53951.61,29762.42
EQ-BLO-004,"Bloomington, Illinois",Condiments,8540.04,15309.82
EQ-BLO-005,"Bloomington, Illinois",Canned Vegetables,29244.39,17633.2
EQ-BLO-006,"Bloomington, Illinois",Condiments,9828.13,17200.81
EQ-BLO-007,"Bloomington, Illinois",Condiments,21638.31,12479.58
EQ-BLO-008,"Bloomington, Illinois",Sauces,8906.98,23869.65
EQ-BLO-009,"Bloomington, Illinois",Sauces,56217.04,9540.24
EQ-BLO-010,"Bloomington, Illinois",Canned Vegetables,7755.12,24849.93
EQ-BLO-011,"Bloomington, Illinois",Canned Vegetables,34973.85,24617.32
EQ-BLO-012,"Bloomington, Illinois",Canned Vegetables,20890.86,27412.65
EQ-BLO-013,"Bloomington, Illinois",Condiments,53914.92,2239.38
EQ-BLO-014,"Bloomington, Illinois",Canned Vegetables,34074.71,3239.76
EQ-BLO-015,"Bloomington, Illinois",Canned Vegetables,12062.48,14389.1
EQ-BLO-016,"Bloomington, Illinois",Sauces,20882.31,17966.7
EQ-BLO-017,"Bloomington, Illinois",Canned Vegetables,25068.19,12926.45
EQ-BLO-018,"Bloomington, Illinois",Canned Vegetables,19597.41,21629.19
EQ-BLO-019,"Bloomington, Illinois",Condiments,31391.37,15562.99
EQ-BLO-020,"Bloomington, Illinois",Canned Vegetables,69202.58,25475.74
EQ-BLO-021,"Bloomington, Illinois",Canned Vegetables,16369.73,26461.02
EQ-BLO-022,"Bloomington, Illinois",Canned Vegetables,48935.58,26157.03
EQ-BLO-023,"Bloomington, Illinois",Canned Vegetables,55263.73,2656.01
EQ-BLO-024,"Bloomington, Illinois",Sauces,43251.63,9043.93
EQ-BLO-025,"Bloomington, Illinois",Sauces,36558.58,27595.43
EQ-BLO-026,"Bloomington, Illinois",Canned Vegetables,9111.54,15649.13
EQ-BLO-027,"Bloomington, Illinois",Canned Vegetables,24362.4,28229.99
EQ-BLO-028,"Bloomington, Illinois",Condiments,33398.72,27873.15
EQ-BLO-029,"Bloomington, Illinois",Sauces,40335.78,27142.38
EQ-BLO-030,"Bloomington, Illinois",Canned Vegetables,37418.8,29362.2
EQ-BLO-031,"Bloomington, Illinois",Sauces,35534.57,26721.17
EQ-BLO-032,"Bloomington, Illinois",Condiments,20940.37,7990.76
EQ-BLO-033,"Bloomington, Illinois",Sauces,14413.19,5049.25
EQ-BLO-034,"Bloomington, Illinois",Condiments,11706.94,8026.57
EQ-BLO-035,"Bloomington, Illinois",Sauces,21056.37,25303.85
EQ-BLO-036,"Bloomington, Illinois",Canned Vegetables,25971.03,16769.1
EQ-BLO-037,"Bloomington, Illinois",Condiments,61013.17,14859.91
EQ-BLO-038,"Bloomington, Illinois",Canned Vegetables,5876.1,5558.89
EQ-BLO-039,"Bloomington, Illinois",Canned Vegetables,10917.96,29908.02
EQ-BLO-040,"Bloomington, Illinois",Condiments,26071.35,16455.17
EQ-BLO-041,"Bloomington, Illinois",Sauces,20235.76,9401.76
EQ-BLO-042,"Bloomington, Illinois",Canned Vegetables,20808.74,7934.9
EQ-BLO-043,"Bloomington, Illinois",Sauces,29257.56,9767.71
EQ-BLO-044,"Bloomington, Illinois",Condiments,27617.13,3776.14
EQ-KEN-045,"Kenosha, Wisconsin",Canned Vegetables,52438.13,28505.35
EQ-KEN-046,"Kenosha, Wisconsin",Condiments,18916.01,6747.95
EQ-KEN-047,"Kenosha, Wisconsin",Sauces,10156.98,8714.84
EQ-KEN-048,"Kenosha, Wisconsin",Sauces,15741.6,17574.13
EQ-KEN-049,"Kenosha, Wisconsin",Condiments,64161.65,28298.4
EQ-KEN-050,"Kenosha, Wisconsin",Condiments,85274.89,4097.86
EQ-KEN-051,"Kenosha, Wisconsin",Canned Vegetables,7075.64,22827.15
EQ-KEN-052,"Kenosha, Wisconsin",Condiments,19377.16,6031.31
EQ-KEN-053,"Kenosha, Wisconsin",Condiments,29354.25,12462.2
EQ-KEN-054,"Kenosha, Wisconsin",Canned Vegetables,80186.03,7822.2
EQ-KEN-055,"Kenosha, Wisconsin",Condiments,53624.75,15086.67
EQ-KEN-056,"Kenosha, Wisconsin",Canned Vegetables,23835.54,28270.59
EQ-KEN-057,"Kenosha, Wisconsin",Sauces,32120.07,8279.22
EQ-KEN-058,"Kenosha, Wisconsin",Sauces,11777.64,19562.65
EQ-KEN-059,"Kenosha, Wisconsin",Sauces,10522.77,29846.24
EQ-KEN-060,"Kenosha, Wisconsin",Canned Vegetables,33231.63,22448.93
EQ-KEN-061,"Kenosha, Wisconsin",Condiments,34528.71,6563.91
EQ-KEN-062,"Kenosha, Wisconsin",Canned Vegetables,13128.75,15145.97
EQ-KEN-063,"Kenosha, Wisconsin",Canned Vegetables,36864.97,24059.35
EQ-KEN-064,"Kenosha, Wisconsin",Condiments,19828.77,7181.82
EQ-KEN-065,"Kenosha, Wisconsin",Condiments,11040.58,3434.85
EQ-KEN-066,"Kenosha, Wisconsin",Canned Vegetables,15942.13,26473.62
EQ-KEN-067,"Kenosha, Wisconsin",Canned Vegetables,22186.86,13024.44
EQ-KEN-068,"Kenosha, Wisconsin",Sauces,50419.78,23130.9
EQ-KEN-069,"Kenosha, Wisconsin",Sauces,8537.17,10653.24
EQ-KEN-070,"Kenosha, Wisconsin",Condiments,40642.45,28074.97
EQ-KEN-071,"Kenosha, Wisconsin",Canned Vegetables,27994.83,5872.31
EQ-KEN-072,"Kenosha, Wisconsin",Sauces,23906.48,10087.64
EQ-KEN-073,"Kenosha, Wisconsin",Condiments,26887.74,11594.99
EQ-KEN-074,"Kenosha, Wisconsin",Canned Vegetables,14175.6,18239.54
EQ-KEN-075,"Kenosha, Wisconsin",Sauces,20226.96,29380.17
EQ-KEN-076,"Kenosha, Wisconsin",Canned Vegetables,39798.37,25930.01
EQ-KEN-077,"Kenosha, Wisconsin",Canned Vegetables,30257.27,13709.06
EQ-KEN-078,"Kenosha, Wisconsin",Canned Vegetables,36356.15,2916.45
EQ-KEN-079,"Kenosha, Wisconsin",Condiments,34075.43,11335.63
EQ-KEN-080,"Kenosha, Wisconsin",Condiments,15575.37,15113.59
EQ-KEN-081,"Kenosha, Wisconsin",Canned Vegetables,34968.68,19729.26
EQ-KEN-082,"Kenosha, Wisconsin",Canned Vegetables,21786.49,8638.18
EQ-KEN-083,"Kenosha, Wisconsin",Sauces,19945.01,25250.94
EQ-KEN-084,"Kenosha, Wisconsin",Condiments,51530.91,17209.3
EQ-KEN-085,"Kenosha, Wisconsin",Sauces,18888.24,6330.45
EQ-KEN-086,"Kenosha, Wisconsin",Condiments,38356.75,8951.11
EQ-KEN-087,"Kenosha, Wisconsin",Canned Vegetables,22123.52,3454.87
EQ-KEN-088,"Kenosha, Wisconsin",Condiments,25160.81,21488.43
EQ-KEN-089,"Kenosha, Wisconsin",Canned Vegetables,30968.42,20908.15
EQ-KEN-090,"Kenosha, Wisconsin",Condiments,13698.27,29563.24
EQ-KEN-091,"Kenosha, Wisconsin",Canned Vegetables,26525.81,29583.57
EQ-KEN-092,"Kenosha, Wisconsin",Canned Vegetables,13083.12,16803.65
EQ-KEN-093,"Kenosha, Wisconsin",Condiments,7935.35,22490.9
EQ-KEN-094,"Kenosha, Wisconsin",Canned Vegetables,10051.58,4848.95
EQ-KEN-095,"Kenosha, Wisconsin",Canned Vegetables,40912.02,25827.23
EQ-KEN-096,"Kenosha, Wisconsin",Condiments,34569.85,27480.18
EQ-DES-097,"Des Moines, Iowa",Canned Vegetables,47130.66,2962.78
EQ-DES-098,"Des Moines, Iowa",Canned Vegetables,53959.18,13390.7
EQ-DES-099,"Des Moines, Iowa",Sauces,16079.01,12114.05
EQ-DES-100,"Des Moines, Iowa",Condiments,56551.39,25577.77
EQ-DES-101,"Des Moines, Iowa",Condiments,71169.82,16769.25
EQ-DES-102,"Des Moines, Iowa",Condiments,69381.69,15385.85
EQ-DES-103,"Des Moines, Iowa",Condiments,27584.52,15926.73
EQ-DES-104,"Des Moines, Iowa",Sauces,36275.73,28911.51
EQ-DES-105,"Des Moines, Iowa",Condiments,47688.44,28650.6
EQ-DES-106,"Des Moines, Iowa",Sauces,24979.29,12899.28
EQ-DES-107,"Des Moines, Iowa",Sauces,21162.22,21393.75
EQ-DES-108,"Des Moines, Iowa",Sauces,22055.28,8914.02
EQ-DES-109,"Des Moines, Iowa",Sauces,20357.43,23187.84
EQ-DES-110,"Des Moines, Iowa",Canned Vegetables,22815.8,4259.65
