employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Bloomington, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,8.2,9.2,No,<1 day,Yes,7.2,2.1,2.2,25.5,Yes,Good- adequate for most needs,2.9,Union
EMP-0001,"Bloomington, Illinois",Demand Planning/Forecasting,Back-office/Support,8.7,4.0,Yes,1-2 days,Yes,3.3,0.8,1.0,30.21,Yes,Fair- some gaps or inconsistencies,2.8,Union
EMP-0002,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,6.8,6.6,No,1-2 days,No,5.2,4.6,0.7,34.67,Yes,Good- adequate for most needs,4.1,Union
EMP-0003,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,4.0,6.6,Yes,<1 day,No,26.3,11.5,9.2,20.7,Yes,Good- adequate for most needs,3.7,Union
EMP-0004,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,6.0,6.0,Yes,1-2 days,No,10.4,11.0,11.3,25.66,Yes,Excellent- comprehensive and very helpful,2.7,Union
EMP-0005,"Grand Rapids, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,3.6,4.7,No,1-2 days,No,29.9,7.3,11.7,26.12,No,,3.7,Non-Union
EMP-0006,"Des Moines, Iowa",Plant Management,Management,4.6,6.3,No,<1 day,Yes,3.0,1.8,1.4,44.93,Yes,Fair- some gaps or inconsistencies,1.4,Union
EMP-0007,"Bloomington, Illinois",Production/Manufacturing Operator,Front-line,2.3,4.3,Yes,>2 days,Yes,7.6,0.7,0.5,21.02,No,,3.5,Union
EMP-0008,"Des Moines, Iowa",Plant Management,Management,5.5,7.2,No,<1 day,No,4.8,2.5,3.9,43.15,No,,2.8,Non-Union
EMP-0009,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,7.7,4.3,Yes,1-2 days,No,5.2,4.2,1.1,33.61,Yes,Poor - insufficient or unhelpful,5,Non-Union
EMP-0010,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,7.3,6.1,Yes,1-2 days,Yes,5.7,0.5,0.5,28.39,No,,3.8,Non-Union
EMP-0011,"Akron, Ohio",Quality Control/Quality Assurance,Front-line,3.1,6.2,No,1-2 days,Yes,20.5,11.6,3.8,16.33,No,,1.8,Union
EMP-0012,"Bloomington, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,5.4,4.0,No,<1 day,No,5.6,1.6,3.5,29.97,No,,2.1,Non-Union
EMP-0013,"Des Moines, Iowa",Supply Chain/Logistics Coordinator,Back-office/Support,7.7,4.8,Yes,>2 days,No,3.1,0.4,1.1,28.67,No,,3.1,Non-Union
EMP-0014,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,6.4,7.7,Yes,>2 days,No,6.1,2.9,1.3,23.13,No,,4.9,Union
EMP-0015,"Grand Rapids, Michigan",Plant Management,Management,6.7,2.1,No,>2 days,Yes,26.3,17.0,6.0,46.19,No,,3.0,Non-Union
EMP-0016,"Grand Rapids, Michigan",Maintenance Technician,Front-line,1.1,7.2,No,<1 day,No,27.0,8.7,8.8,21.17,No,,2.2,Union
EMP-0017,"Bloomington, Illinois",Quality Control/Quality Assurance,Front-line,2.2,6.8,No,>2 days,Yes,5.7,4.8,1.0,19.68,Yes,Excellent- comprehensive and very helpful,3.4,Union
EMP-0018,"Akron, Ohio",Maintenance Technician,Front-line,5.5,8.8,Yes,>2 days,Yes,16.9,5.0,10.1,26.08,No,,5,Non-Union
EMP-0019,"Bloomington, Illinois",Production Supervisor/Team Lead,Supervisor/Team Lead,5.8,5.8,Yes,1-2 days,Yes,7.8,3.1,0.9,33.3,No,,2.3,Non-Union
EMP-0020,"Des Moines, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,1,8.9,No,<1 day,No,4.2,1.3,1.3,37.01,Yes,Fair- some gaps or inconsistencies,3.6,Union
EMP-0021,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,6.2,6.5,Yes,<1 day,Yes,2.1,0.4,1.6,25.28,No,,2.9,Non-Union
EMP-0022,"Kenosha, Wisconsin",Supply Chain/Logistics Coordinator,Back-office/Support,9.8,2.1,Yes,1-2 days,Yes,6.7,0.1,3.6,24.61,Yes,Fair- some gaps or inconsistencies,4.2,Union
