employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,5.3,3.1,Yes,<1 day,No,18.6,8.5,4.6,24.08,No,,3.4,Non-Union
EMP-0001,"Toledo, Ohio",Plant Management,Management,6.8,6.4,Yes,>2 days,Yes,29.7,15.1,9.3,42.06,Yes,Poor - insufficient or unhelpful,2.5,Non-Union
EMP-0002,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,5.7,8.7,No,1-2 days,Yes,24.8,6.4,11.3,30.73,No,,2.8,Union
EMP-0003,"Toledo, Ohio",Quality Control/Quality Assurance,Front-line,2.2,7.5,Yes,>2 days,No,27.7,12.9,3.7,24.28,Yes,Fair- some gaps or inconsistencies,2.0,Non-Union
EMP-0004,"Kenosha, Wisconsin",Administrative/Support Staff,Back-office/Support,6.4,1.1,Yes,<1 day,Yes,4.6,3.1,3.4,24.77,Yes,Good- adequate for most needs,4.6,Non-Union
EMP-0005,"Toledo, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,6.2,3.3,No,1-2 days,Yes,21.0,15.1,9.5,18.33,No,,1.7,Union
EMP-0006,"Peoria, Illinois",Administrative/Support Staff,Back-office/Support,5.0,7.7,Yes,1-2 days,No,7.7,2.0,0.5,17.62,No,,2.7,Non-Union
EMP-0007,"Peoria, Illinois",Plant Management,Management,6.7,4.5,Yes,1-2 days,No,5.4,2.8,0.2,38.45,Yes,Good- adequate for most needs,3.3,Non-Union
EMP-0008,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,7.1,5.3,No,>2 days,Yes,21.1,4.4,9.5,23.43,No,,3.0,Non-Union
EMP-0009,"Grand Rapids, Michigan",Maintenance Technician,Front-line,1.3,8.8,No,<1 day,No,14.4,14.6,11.0,27.54,Yes,Excellent- comprehensive and very helpful,2.3,Non-Union
EMP-0010,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,5.6,6.7,Yes,<1 day,No,4.3,4.8,0.1,31.08,Yes,Fair- some gaps or inconsistencies,2.2,Union
EMP-0011,"Kenosha, Wisconsin",Plant Management,Management,6.0,3.4,Yes,<1 day,No,7.2,2.1,0.9,43.76,No,,5,Non-Union
EMP-0012,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,8.0,6.4,Yes,1-2 days,No,6.3,0.1,3.2,21.38,No,,3.7,Non-Union
EMP-0013,"Des Moines, Iowa",Production/Manufacturing Operator,Front-line,3.6,3.6,Yes,<1 day,No,2.7,1.2,1.4,20.18,No,,2.7,Non-Union
EMP-0014,"Peoria, Illinois",Demand Planning/Forecasting,Back-office/Support,5.7,5.6,Yes,1-2 days,No,2.0,4.4,1.1,31.55,Yes,Excellent- comprehensive and very helpful,2.8,Union
EMP-0015,"Kenosha, Wisconsin",Plant Management,Management,5.3,2.2,Yes,1-2 days,No,4.1,0.0,1.5,40.18,No,,2.9,Non-Union
EMP-0016,"Des Moines, Iowa",Administrative/Support Staff,Back-office/Support,5.5,4.6,Yes,1-2 days,No,1.0,4.5,0.3,21.67,Yes,Excellent- comprehensive and very helpful,1.8,Union
EMP-0017,"Peoria, Illinois",Demand Planning/Forecasting,Back-office/Support,6.7,6.9,No,1-2 days,No,6.3,0.3,3.2,34.77,Yes,Good- adequate for most needs,2.8,Union
EMP-0018,"Grand Rapids, Michigan",Administrative/Support Staff,Back-office/Support,6.6,6.5,Yes,<1 day,No,27.2,16.9,9.0,15.46,No,,5,Non-Union
EMP-0019,"Grand Rapids, Michigan",Plant Management,Management,2.5,5.9,Yes,1-2 days,No,25.2,11.9,10.5,48.76,Yes,Excellent- comprehensive and very helpful,3.7,Non-Union
EMP-0020,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,3.3,5.8,No,<1 day,Yes,15.6,9.8,7.4,32.29,Yes,Fair- some gaps or inconsistencies,3.1,Non-Union
EMP-0021,"Kenosha, Wisconsin",Demand Planning/Forecasting,Back-office/Support,4.9,8.3,No,<1 day,Yes,4.9,4.9,1.8,32.37,Yes,Good- adequate for most needs,3.2,Union
EMP-0022,"Grand Rapids, Michigan",Plant Management,Management,10,4.7,No,1-2 days,No,14.7,16.7,10.5,42.26,Yes,Poor - insufficient or unhelpful,2.8,Non-Union
EMP-0023,"Peoria, Illinois",Quality Control/Quality Assurance,Front-line,2.5,7.9,No,1-2 days,Yes,2.4,0.4,0.8,21.12,Yes,Excellent- comprehensive and very helpful,2.8,Non-Union
EMP-0024,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,4.5,5.4,Yes,>2 days,Yes,27.8,16.6,10.2,31.25,No,,4.3,Non-Union
EMP-0025,"Peoria, Illinois",Demand Planning/Forecasting,Back-office/Support,2.6,2.9,Yes,1-2 days,Yes,1.7,4.8,0.5,29.11,Yes,Good- adequate for most needs,2.7,Union
EMP-0026,"Des Moines, Iowa",Plant Management,Management,3.9,1,Yes,>2 days,No,7.6,5.0,2.5,39.99,Yes,Excellent- comprehensive and very helpful,3.6,Union
EMP-0027,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,6.1,7.1,Yes,<1 day,Yes,26.1,6.5,6.0,25.2,Yes,Fair- some gaps or inconsistencies,3.0,Non-Union
EMP-0028,"Grand Rapids, Michigan",Maintenance Technician,Front-line,4.5,7.8,No,>2 days,No,10.1,6.3,3.7,22.51,No,,4.0,Non-Union
EMP-0029,"Toledo, Ohio",Production/Manufacturing Operator,Front-line,6.9,7.7,No,<1 day,Yes,14.7,11.7,3.0,17.29,No,,2.7,Non-Union
EMP-0030,"Des Moines, Iowa",Plant Management,Management,9.0,4.8,Yes,<1 day,No,6.6,4.4,0.8,40.13,No,,2.9,Union
EMP-0031,"Peoria, Illinois",Maintenance Technician,Front-line,3.8,1.1,Yes,<1 day,Yes,5.9,3.9,3.4,20.72,No,,2.9,Non-Union
EMP-0032,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,7.0,3.3,No,<1 day,No,6.9,4.2,3.8,34.07,No,,1.6,Union
EMP-0033,"Toledo, Ohio",Production/Manufacturing Operator,Front-line,2.6,5.7,No,1-2 days,No,20.1,16.6,10.6,20.61,Yes,Excellent- comprehensive and very helpful,3.7,Union
EMP-0034,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,6.9,6.8,Yes,<1 day,Yes,16.3,13.2,5.7,30.64,Yes,Good- adequate for most needs,3.2,Non-Union
EMP-0035,"Des Moines, Iowa",Production/Manufacturing Operator,Front-line,2.5,4.6,No,1-2 days,Yes,5.9,2.6,2.4,16.75,No,,2.4,Union
EMP-0036,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,7.2,4.3,No,1-2 days,Yes,25.0,4.8,8.5,21.2,No,,4.4,Union
EMP-0037,"Toledo, Ohio",Supply Chain/Logistics Coordinator,Back-office/Support,6.1,6.6,Yes,1-2 days,No,12.3,10.9,8.5,26.02,No,,3.9,Union
EMP-0038,"Peoria, Illinois",Maintenance Technician,Front-line,2.7,2.1,No,1-2 days,Yes,0.3,2.4,0.2,24.25,Yes,Poor - insufficient or unhelpful,2.3,Non-Union
EMP-0039,"Kenosha, Wisconsin",Production/Manufacturing Operator,Front-line,4.0,2.5,Yes,>2 days,Yes,0.1,4.8,2.9,20.95,Yes,Good- adequate for most needs,4.3,Non-Union
EMP-0040,"Des Moines, Iowa",Quality Control/Quality Assurance,Front-line,4.5,7.0,No,1-2 days,Yes,1.0,4.6,2.4,20.08,No,,3.4,Non-Union
EMP-0041,"Grand Rapids, Michigan",Maintenance Technician,Front-line,4.0,2.4,Yes,>2 days,No,15.8,6.2,7.9,23.57,Yes,Good- adequate for most needs,5,Non-Union
EMP-0042,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,3.6,6.0,Yes,<1 day,No,10.9,17.5,11.1,16.49,No,,3.2,Non-Union
EMP-0043,"Des Moines, Iowa",Production/Manufacturing Operator,Front-line,5.7,6.6,No,1-2 days,No,2.2,3.1,0.4,20.59,No,,3.6,Non-Union
EMP-0044,"Des Moines, Iowa",Demand Planning/Forecasting,Back-office/Support,6.8,5.0,Yes,1-2 days,Yes,4.0,1.8,2.8,34.72,No,,4.3,Non-Union
EMP-0045,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,3.8,5.9,Yes,1-2 days,No,14.7,7.9,8.4,30.73,Yes,Good- adequate for most needs,3.6,Union
EMP-0046,"Peoria, Illinois",Plant Management,Management,6.7,5.5,No,>2 days,Yes,7.6,1.1,3.6,41.82,No,,1.3,Non-Union
EMP-0047,"Toledo, Ohio",Plant Management,Management,6.0,5.9,Yes,>2 days,No,21.3,8.1,6.0,43.95,No,,2.5,Non-Union
EMP-0048,"Des Moines, Iowa",Administrative/Support Staff,Back-office/Support,6.9,2.3,No,>2 days,Yes,7.8,1.8,2.0,22.67,Yes,Fair- some gaps or inconsistencies,3.3,Union
EMP-0049,"Kenosha, Wisconsin",Quality Control/Quality Assurance,Front-line,2.8,6.4,No,1-2 days,Yes,6.0,4.2,1.0,26.14,Yes,Good- adequate for most needs,3.5,Union
EMP-0050,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,6.8,1.3,No,1-2 days,No,10.7,13.0,10.0,18.16,No,,4.6,Union
EMP-0051,"Des Moines, Iowa",Plant Management,Management,6.8,7.7,Yes,<1 day,No,2.8,2.0,2.3,40.2,No,,3.4,Union
EMP-0052,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,6.4,6.6,No,>2 days,Yes,15.3,9.6,8.6,27.62,Yes,Fair- some gaps or inconsistencies,3.9,Union
EMP-0053,"Grand Rapids, Michigan",Demand Planning/Forecasting,Back-office/Support,3.6,7.9,Yes,>2 days,No,28.4,4.7,7.9,22.0,No,,4.4,Union
EMP-0054,"Des Moines, Iowa",Quality Control/Quality Assurance,Front-line,5.2,7.7,No,<1 day,Yes,2.9,2.9,2.4,22.08,No,,4.4,Union
EMP-0055,"Grand Rapids, Michigan",Supply Chain/Logistics Coordinator,Back-office/Support,2.0,8.8,Yes,>2 days,No,10.7,6.2,9.2,23.6,Yes,Good- adequate for most needs,3.3,Union
EMP-0056,"Grand Rapids, Michigan",Quality Control/Quality Assurance,Front-line,4.0,3.1,Yes,>2 days,Yes,17.8,12.5,9.3,16.41,Yes,Poor - insufficient or unhelpful,1.6,Non-Union
EMP-0057,"Kenosha, Wisconsin",Maintenance Technician,Front-line,3.5,2.4,No,>2 days,Yes,6.1,3.1,3.9,22.29,Yes,Good- adequate for most needs,3.8,Union
EMP-0058,"Toledo, Ohio",Administrative/Support Staff,Back-office/Support,5.3,10,No,1-2 days,Yes,29.1,17.0,3.6,23.35,No,,4.1,Non-Union
EMP-0059,"Toledo, Ohio",Production/Manufacturing Operator,Front-line,3.5,5.7,Yes,<1 day,Yes,10.2,17.5,7.4,17.67,Yes,Excellent- comprehensive and very helpful,2.8,Union
EMP-0060,"Kenosha, Wisconsin",Plant Management,Management,6.3,4.8,Yes,>2 days,Yes,0.6,1.1,3.7,40.64,No,,2.6,Non-Union
EMP-0061,"Des Moines, Iowa",Administrative/Support Staff,Back-office/Support,9.4,5.5,Yes,<1 day,Yes,4.3,2.5,0.5,19.52,Yes,Good- adequate for most needs,4.0,Non-Union
