employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-CHA-000,"Champaign, Illinois",Packaging Operator,16.33,2080,Non-Union,non-production,East North Central
LAB-CHA-001,"Champaign, Illinois",Production Operator,21.68,2080,Non-Union,non-production,East North Central
LAB-CHA-002,"Champaign, Illinois",Maintenance Tech,19.35,2080,Union,non-production,East North Central
LAB-CHA-003,"Champaign, Illinois",Maintenance Tech,19.13,2080,Non-Union,non-production,East North Central
LAB-CHA-004,"Champaign, Illinois",Quality Inspector,18.23,2080,Non-Union,non-production,East North Central
LAB-CHA-005,"Champaign, Illinois",Production Supervisor,19.45,2080,Union,production,East North Central
LAB-CHA-006,"Champaign, Illinois",Production Operator,18.51,2080,Non-Union,non-production,East North Central
LAB-CHA-007,"Champaign, Illinois",Maintenance Tech,16.97,2080,Union,non-production,East North Central
LAB-CHA-008,"Champaign, Illinois",Maintenance Tech,20.29,2080,Non-Union,non-production,East North Central
LAB-CHA-009,"Champaign, Illinois",Quality Inspector,19.68,2080,Non-Union,non-production,East North Central
LAB-CHA-010,"Champaign, Illinois",Production Operator,18.51,2080,Union,non-production,East North Central
LAB-CHA-011,"Champaign, Illinois",Production Operator,14,2080,Non-Union,non-production,East North Central
LAB-CHA-012,"Champaign, Illinois",Production Supervisor,24.76,2080,Union,production,East North Central
LAB-CHA-013,"Champaign, Illinois",Quality Inspector,17.2,2080,Non-Union,non-production,East North Central
LAB-CHA-014,"Champaign, Illinois",Quality Inspector,19.79,2080,Union,non-production,East North Central
LAB-CHA-015,"Champaign, Illinois",Production Supervisor,23.75,2080,Non-Union,production,East North Central
LAB-CHA-016,"Champaign, Illinois",Quality Inspector,14,2080,Non-Union,non-production,East North Central
LAB-CHA-017,"Champaign, Illinois",Maintenance Tech,18.6,2080,Non-Union,non-production,East North Central
LAB-CHA-018,"Champaign, Illinois",Quality Inspector,15.39,2080,Non-Union,non-production,East North Central
LAB-MIL-019,"Milwaukee, Wisconsin",Packaging Operator,20.21,2080,Non-Union,non-production,East North Central
LAB-MIL-020,"Milwaukee, Wisconsin",Production Operator,17.09,2080,Union,non-production,East North Central
LAB-MIL-021,"Milwaukee, Wisconsin",Production Supervisor,21.61,2080,Union,production,East North Central
LAB-MIL-022,"Milwaukee, Wisconsin",Quality Inspector,21.04,2080,Union,non-production,East North Central
LAB-MIL-023,"Milwaukee, Wisconsin",Quality Inspector,18.63,2080,Non-Union,non-production,East North Central
LAB-MIL-024,"Milwaukee, Wisconsin",Production Supervisor,23.33,2080,Non-Union,production,East North Central
LAB-MIL-025,"Milwaukee, Wisconsin",Line Lead,19.59,2080,Non-Union,production,East North Central
LAB-MIL-026,"Milwaukee, Wisconsin",Production Supervisor,21.25,2080,Union,production,East North Central
LAB-MIL-027,"Milwaukee, Wisconsin",Line Lead,21.82,2080,Union,production,East North Central
LAB-MIL-028,"Milwaukee, Wisconsin",Quality Inspector,22.22,2080,Union,non-production,East North Central
LAB-MIL-029,"Milwaukee, Wisconsin",Packaging Operator,18.25,2080,Union,non-production,East North Central
LAB-MIL-030,"Milwaukee, Wisconsin",Production Operator,18.4,2080,Union,non-production,East North Central
LAB-MIL-031,"Milwaukee, Wisconsin",Maintenance Tech,17.82,2080,Non-Union,non-production,East North Central
LAB-MIL-032,"Milwaukee, Wisconsin",Production Operator,15.36,2080,Union,non-production,East North Central
LAB-MIL-033,"Milwaukee, Wisconsin",Production Supervisor,20.6,2080,Non-Union,production,East North Central
LAB-MIL-034,"Milwaukee, Wisconsin",Production Supervisor,22.93,2080,Union,production,East North Central
LAB-MIL-035,"Milwaukee, Wisconsin",Line Lead,23.61,2080,Non-Union,production,East North Central
LAB-MIL-036,"Milwaukee, Wisconsin",Maintenance Tech,15.85,2080,Union,non-production,East North Central
LAB-MIL-037,"Milwaukee, Wisconsin",Packaging Operator,20.89,2080,Non-Union,non-production,East North Central
LAB-MIL-038,"Milwaukee, Wisconsin",Maintenance Tech,19.23,2080,Union,non-production,East North Central
LAB-MIL-039,"Milwaukee, Wisconsin",Line Lead,23.78,2080,Non-Union,production,East North Central
LAB-MIL-040,"Milwaukee, Wisconsin",Packaging Operator,17.86,2080,Union,non-production,East North Central
LAB-MIL-041,"Milwaukee, Wisconsin",Maintenance Tech,16.27,2080,Non-Union,non-production,East North Central
LAB-MIL-042,"Milwaukee, Wisconsin",Packaging Operator,19.93,2080,Non-Union,non-production,East North Central
LAB-DAV-043,"Davenport, Iowa",Maintenance Tech,16.4,2080,Union,non-production,West North Central
LAB-DAV-044,"Davenport, Iowa",Production Operator,17.23,2080,Non-Union,non-production,West North Central
LAB-DAV-045,"Davenport, Iowa",Maintenance Tech,18.15,2080,Union,non-production,West North Central
LAB-DAV-046,"Davenport, Iowa",Packaging Operator,18.24,2080,Union,non-production,West North Central
LAB-DAV-047,"Davenport, Iowa",Line Lead,24.87,2080,Non-Union,production,West North Central
LAB-DAV-048,"Davenport, Iowa",Packaging Operator,16.03,2080,Union,non-production,West North Central
LAB-DAV-049,"Davenport, Iowa",Production Supervisor,21.36,2080,Non-Union,production,West North Central
LAB-DAV-050,"Davenport, Iowa",Production Supervisor,25.11,2080,Non-Union,production,West North Central
LAB-DAV-051,"Davenport, Iowa",Line Lead,18.81,2080,Union,production,West North Central
LAB-DAV-052,"Davenport, Iowa",Line Lead,22.03,2080,Union,production,West North Central
LAB-DAV-053,"Davenport, Iowa",Production Operator,18.13,2080,Union,non-production,West North Central
LAB-DAV-054,"Davenport, Iowa",Quality Inspector,14,2080,Non-Union,non-production,West North Central
LAB-DAV-055,"Davenport, Iowa",Line Lead,25.0,2080,Non-Union,production,West North Central
