employee_id,plant,role,role_type,digital_readiness_score,digital_comfort_score,willing_to_pilot,training_days_willing,dedicated_training_time,hours_manual_entry,hours_searching_data,hours_fixing_errors,hourly_wage,training_received,training_quality,willingness_to_adopt,union_status
EMP-0000,"Champaign, Illinois",Supply Chain/Logistics Coordinator,Back-office/Support,6.1,6.2,Yes,<1 day,No,3.5,4.2,1.3,28.8,Yes,Good- adequate for most needs,1.8,Non-Union
EMP-0001,"Davenport, Iowa",Quality Control/Quality Assurance,Front-line,4.9,5.2,No,<1 day,Yes,4.3,0.7,2.6,23.41,Yes,Excellent- comprehensive and very helpful,3.0,Union
EMP-0002,"Grand Rapids, Michigan",Production Supervisor/Team Lead,Supervisor/Team Lead,4.0,6.1,No,>2 days,Yes,18.5,4.7,10.9,21.73,Yes,Poor - insufficient or unhelpful,2.5,Non-Union
EMP-0003,"Milwaukee, Wisconsin",Quality Control/Quality Assurance,Front-line,5.2,1,No,<1 day,No,0.2,2.8,0.3,19.48,No,,4.1,Union
EMP-0004,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,6.2,6.6,No,>2 days,No,5.0,1.8,1.5,31.69,Yes,Poor - insufficient or unhelpful,3.5,Union
EMP-0005,"Champaign, Illinois",Production/Manufacturing Operator,Front-line,7.1,6.9,No,1-2 days,Yes,3.8,1.4,2.1,15.11,No,,2.4,Union
EMP-0006,"Milwaukee, Wisconsin",Maintenance Technician,Front-line,3.6,4.8,No,>2 days,Yes,3.0,4.8,1.8,22.16,No,,3.9,Union
EMP-0007,"Milwaukee, Wisconsin",Maintenance Technician,Front-line,6.1,3.4,Yes,1-2 days,No,2.6,2.3,0.2,23.48,No,,4.2,Union
EMP-0008,"Davenport, Iowa",Production Supervisor/Team Lead,Supervisor/Team Lead,6.2,5.8,No,>2 days,No,4.4,3.1,1.0,22.14,Yes,Fair- some gaps or inconsistencies,4.2,Union
EMP-0009,"Champaign, Illinois",Demand Planning/Forecasting,Back-office/Support,4.6,4.5,Yes,<1 day,Yes,5.7,1.9,0.8,26.68,No,,1.8,Non-Union
EMP-0010,"Toledo, Ohio",Maintenance Technician,Front-line,1.1,1.3,Yes,>2 days,Yes,17.0,8.1,7.8,24.69,No,,3.1,Non-Union
EMP-0011,"Davenport, Iowa",Administrative/Support Staff,Back-office/Support,5.1,5.7,No,<1 day,No,3.4,3.5,1.2,20.25,No,,3.5,Union
EMP-0012,"Toledo, Ohio",Demand Planning/Forecasting,Back-office/Support,4.1,7.3,No,<1 day,No,11.7,11.9,9.1,25.33,No,,2.6,Union
EMP-0013,"Grand Rapids, Michigan",Production/Manufacturing Operator,Front-line,1.2,3.5,No,1-2 days,No,22.4,16.3,7.6,18.16,No,,2.3,Non-Union
EMP-0014,"Champaign, Illinois",Administrative/Support Staff,Back-office/Support,8.2,2.2,No,>2 days,No,2.1,0.7,2.0,24.66,No,,2.2,Union
EMP-0015,"Grand Rapids, Michigan",Maintenance Technician,Front-line,5.8,6.6,Yes,>2 days,Yes,23.0,14.9,6.9,22.36,No,,2.6,Union
