equipment_id,plant,product_family,equipment_type,scheduled_hours,actual_hours,standard_hours,labor_hours,scrap_rate,oee,unplanned_downtime_hours,units_produced,cogs_per_ton,failure_cost
EQ-ROC-000,"Rockford, Illinois",Sauces,Sealer,3293,2964,3022,1720,0.0594,0.6558,188,104612,812.66,38143.12
EQ-ROC-001,"Rockford, Illinois",Sauces,Filler,1654,1191,1457,2551,0.0635,0.7711,409,216942,1221.02,22628.22
EQ-ROC-002,"Rockford, Illinois",Sauces,Mixer,4778,4666,4440,1347,0.0614,0.8166,464,132216,1895.01,32392.89
EQ-ROC-003,"Rockford, Illinois",Sauces,Sealer,3239,2422,2847,2886,0.0991,0.902,129,125530,1256.85,16873.76
EQ-ROC-004,"Rockford, Illinois",Canned Vegetables,Boiler,2986,2788,2557,1937,0.0366,0.7366,479,385357,1280.34,33159.28
EQ-ROC-005,"Rockford, Illinois",Sauces,Sealer,1858,1715,1613,899,0.0505,0.713,339,473558,1461.98,46982.51
EQ-ROC-006,"Rockford, Illinois",Sauces,Labeler,3158,2450,2985,561,0.0666,0.8267,316,506203,1907.39,43844.96
EQ-ROC-007,"Rockford, Illinois",Sauces,Conveyor,3506,3097,3050,785,0.0992,0.7774,199,156327,1635.76,27824.44
EQ-ROC-008,"Rockford, Illinois",Condiments,Pasteurizer,3705,3266,3263,1451,0.0943,0.8396,315,545715,1428.52,9930.13
EQ-ROC-009,"Rockford, Illinois",Canned Vegetables,Mixer,3912,3070,3550,2141,0.0763,0.8904,231,596022,1899.16,11425.09
EQ-ROC-010,"Rockford, Illinois",Condiments,Sealer,4345,3548,3995,2194,0.098,0.7732,328,430516,1783.31,29836.0
EQ-ROC-011,"Rockford, Illinois",Condiments,Mixer,2845,2760,2579,2362,0.0381,0.8242,241,231500,1675.36,40770.12
EQ-ROC-012,"Rockford, Illinois",Sauces,Sealer,2630,2138,2271,1958,0.0402,0.8363,411,296108,822.48,27020.42
EQ-ROC-013,"Rockford, Illinois",Sauces,Labeler,4864,4395,4607,1079,0.0998,0.7024,402,491264,1423.72,34148.76
EQ-ROC-014,"Rockford, Illinois",Canned Vegetables,Sealer,4563,3390,4259,2691,0.0551,0.8236,328,476233,1596.15,5055.21
EQ-ROC-015,"Rockford, Illinois",Sauces,Labeler,2618,1922,2374,1804,0.0428,0.7369,415,150219,1325.17,15668.94
EQ-ROC-016,"Rockford, Illinois",Canned Vegetables,Mixer,3993,3178,3590,2857,0.039,0.7739,119,589391,891.93,16300.5
EQ-ROC-017,"Rockford, Illinois",Sauces,Pasteurizer,2375,1927,2085,983,0.0379,0.8305,456,431492,1233.17,22844.2
EQ-ROC-018,"Rockford, Illinois",Condiments,Filler,2963,2387,2868,1613,0.031,0.74,260,392783,846.36,48447.89
EQ-ROC-019,"Rockford, Illinois",Canned Vegetables,Filler,3131,2216,3031,2234,0.0884,0.7571,67,579615,1516.89,40854.79
EQ-ROC-020,"Rockford, Illinois",Condiments,Pasteurizer,3148,2996,2927,646,0.0573,0.8065,78,106458,825.91,29367.03
EQ-ROC-021,"Rockford, Illinois",Canned Vegetables,Sealer,3207,2718,3074,1825,0.0315,0.7995,359,210321,1115.33,40824.71
EQ-ROC-022,"Rockford, Illinois",Canned Vegetables,Conveyor,4810,3399,4647,784,0.0322,0.7079,250,105673,1287.99,49764.82
EQ-ROC-023,"Rockford, Illinois",Sauces,Conveyor,2719,1925,2510,1443,0.0577,0.9021,478,365393,1873.18,39207.23
EQ-ROC-024,"Rockford, Illinois",Sauces,Filler,3937,3382,3847,2717,0.0956,0.8025,440,378358,1164.19,17346.47
EQ-ROC-025,"Rockford, Illinois",Canned Vegetables,Sealer,4275,4178,4186,2285,0.05,0.7935,58,176901,1651.2,8388.69
EQ-ROC-026,"Rockford, Illinois",Sauces,Conveyor,1720,1550,1703,2130,0.0373,0.8525,330,108969,1354.95,9847.7
EQ-ROC-027,"Rockford, Illinois",Canned Vegetables,Filler,4644,3263,4615,2618,0.0703,0.7124,317,512316,1911.63,28671.52
EQ-ROC-028,"Rockford, Illinois",Sauces,Labeler,4146,3501,3942,1405,0.0555,0.7766,454,176496,1582.92,17830.46
EQ-ROC-029,"Rockford, Illinois",Sauces,Conveyor,2765,2575,2414,1559,0.0316,0.788,310,387900,884.0,23549.75
EQ-ROC-030,"Rockford, Illinois",Sauces,Mixer,2742,2136,2469,1973,0.0823,0.7261,266,361441,1484.47,35052.33
EQ-ROC-031,"Rockford, Illinois",Condiments,Labeler,4707,4195,4251,1605,0.0834,0.8458,448,446857,1820.83,42255.92
EQ-ROC-032,"Rockford, Illinois",Canned Vegetables,Sealer,4621,3684,3996,2450,0.0845,0.7458,359,243880,961.0,49440.07
EQ-ROC-033,"Rockford, Illinois",Sauces,Pasteurizer,2531,2174,2307,2188,0.0795,0.779,223,136981,1441.68,41394.37
EQ-ROC-034,"Rockford, Illinois",Sauces,Filler,4808,3433,4498,2436,0.04,0.7086,386,155913,1577.04,14440.96
EQ-ROC-035,"Rockford, Illinois",Canned Vegetables,Labeler,2344,2224,2211,1987,0.0456,0.797,191,409721,1209.28,25766.97
EQ-ROC-036,"Rockford, Illinois",Sauces,Mixer,4340,3332,3996,1360,0.0754,0.7206,329,248622,1545.27,17526.96
EQ-ROC-037,"Rockford, Illinois",Canned Vegetables,Pasteurizer,3273,2624,3234,2874,0.0826,0.7387,162,563254,844.56,42591.85
EQ-ROC-038,"Rockford, Illinois",Condiments,Sealer,3671,2938,3469,2481,0.0941,0.6723,445,493694,1726.44,49167.67
EQ-ROC-039,"Rockford, Illinois",Condiments,Filler,4596,3330,4166,2281,0.0407,0.7051,68,231798,1971.86,9171.36
EQ-ROC-040,"Rockford, Illinois",Sauces,Boiler,2625,2194,2493,2136,0.0737,0.805,443,405890,1198.27,49939.46
EQ-ROC-041,"Rockford, Illinois",Sauces,Boiler,2408,1844,2400,2716,0.0372,0.7718,373,515757,1642.39,29802.9
EQ-ROC-042,"Rockford, Illinois",Condiments,Mixer,3385,2376,3236,2898,0.0956,0.8705,276,347056,1213.85,6804.9
EQ-ROC-043,"Rockford, Illinois",Sauces,Labeler,4920,4537,4719,2590,0.0573,0.7819,107,545191,1259.36,27885.68
EQ-ROC-044,"Rockford, Illinois",Sauces,Mixer,4713,4503,4350,1694,0.0757,0.7975,395,516038,1715.46,39879.02
EQ-ROC-045,"Rockford, Illinois",Condiments,Sealer,1719,1375,1569,1071,0.0725,0.6919,178,531702,1231.67,22667.72
EQ-GRE-046,"Green Bay, Wisconsin",Canned Vegetables,Boiler,4661,3710,4047,1038,0.0756,0.694,264,519679,1888.37,21225.11
EQ-GRE-047,"Green Bay, Wisconsin",Canned Vegetables,Pasteurizer,4977,3608,4464,2781,0.0785,0.7848,358,407648,1126.65,18363.17
EQ-GRE-048,"Green Bay, Wisconsin",Canned Vegetables,Mixer,4509,3471,4087,1707,0.0977,0.8526,414,267865,1744.48,37555.82
EQ-GRE-049,"Green Bay, Wisconsin",Condiments,Sealer,2559,2219,2481,2109,0.0752,0.6721,382,327923,1898.06,36768.63
